Name,Team
b'Markelle Fultz',b'ORL'
b'Terrence Ross',b'ORL'
b'Evan Fournier',b'ORL'
b'Mo Bamba',b'ORL'
b'Aaron Gordon',b'ORL'
b'Nikola Vu\xc4\x8devi\xc4\x87',b'ORL'
b'D.J. Augustin',b'ORL'
b'Wesley Iwundu',b'ORL'
b'Michael Carter-Williams',b'ORL'
b'Khem Birch',b'ORL'
b'Jonathan Isaac',b'ORL'
b'Al-Farouq Aminu',b'ORL'
b'Gary Clark',b'ORL'
b'Melvin Frazier',b'ORL'
b'James Ennis',b'ORL'
b'B.J. Johnson',b'ORL'
b'Vic Law',b'ORL'
