Name,Team
b'Collin Sexton',b'CLE'
b'Cedi Osman',b'CLE'
b'Darius Garland',b'CLE'
b'Tristan Thompson',b'CLE'
b'Matthew Dellavedova',b'CLE'
b'Kevin Love',b'CLE'
b'Larry Nance Jr.',b'CLE'
b'Kevin Porter Jr.',b'CLE'
b'Alfonzo McKinnie',b'CLE'
b'Dante Exum',b'CLE'
b'Ante \xc5\xbdi\xc5\xbei\xc4\x87',b'CLE'
b'Dean Wade',b'CLE'
b'Andre Drummond',b'CLE'
b'Matt Mooney',b'CLE'
"b""Sir'Dominic Pointer""",b'CLE'
b'Sheldon Mac',b'CLE'
b'Dylan Windler',b'CLE'
