,FG/MP_Home_Starter,FGA/MP_Home_Starter,3P/MP_Home_Starter,3PA/MP_Home_Starter,FT/MP_Home_Starter,FTA/MP_Home_Starter,ORB/MP_Home_Starter,DRB/MP_Home_Starter,AST/MP_Home_Starter,STL/MP_Home_Starter,BLK/MP_Home_Starter,TOV/MP_Home_Starter,PF/MP_Home_Starter,PTS/MP_Home_Starter,FG/MP_Home_Other,FGA/MP_Home_Other,3P/MP_Home_Other,3PA/MP_Home_Other,FT/MP_Home_Other,FTA/MP_Home_Other,ORB/MP_Home_Other,DRB/MP_Home_Other,AST/MP_Home_Other,STL/MP_Home_Other,BLK/MP_Home_Other,TOV/MP_Home_Other,PF/MP_Home_Other,PTS/MP_Home_Other,FG/MP_Away_Starter,FGA/MP_Away_Starter,3P/MP_Away_Starter,3PA/MP_Away_Starter,FT/MP_Away_Starter,FTA/MP_Away_Starter,ORB/MP_Away_Starter,DRB/MP_Away_Starter,AST/MP_Away_Starter,STL/MP_Away_Starter,BLK/MP_Away_Starter,TOV/MP_Away_Starter,PF/MP_Away_Starter,PTS/MP_Away_Starter,FG/MP_Away_Other,FGA/MP_Away_Other,3P/MP_Away_Other,3PA/MP_Away_Other,FT/MP_Away_Other,FTA/MP_Away_Other,ORB/MP_Away_Other,DRB/MP_Away_Other,AST/MP_Away_Other,STL/MP_Away_Other,BLK/MP_Away_Other,TOV/MP_Away_Other,PF/MP_Away_Other,PTS/MP_Away_Other,HomeWinProb,HomeWin,Round,Correct
1,0.20173913043478264,0.4322153209109731,0.04795031055900621,0.1325879917184265,0.1031055900621118,0.13184265010351967,0.03635610766045549,0.15817805383022773,0.12339544513457555,0.032132505175983435,0.013002070393374742,0.0675776397515528,0.057391304347826085,0.5545341614906832,0.12793513741181425,0.2793513741181426,0.049068126776876914,0.12793513741181425,0.04569864167631884,0.06307254922607139,0.044540381173002005,0.1341476255659682,0.053701168790144256,0.022744024428766982,0.01926924291881647,0.04001263556912709,0.0747604506686322,0.3506370432768243,0.18735192272644435,0.4145252414798615,0.05030071077091307,0.1388737014762165,0.09613632221614726,0.11536358665937672,0.029068707854929838,0.11800619646437033,0.13076362310916712,0.03353380718060872,0.01658465463823583,0.06032440313468197,0.06797885912156006,0.5211408784399489,0.12118713932399013,0.28441879637262985,0.023495465787304205,0.07378400659521847,0.05358615004122012,0.06595218466611706,0.062242374278647976,0.16859027205276175,0.06718878812860676,0.0259686727122836,0.020610057708161586,0.03998351195383347,0.09686727122835943,0.3194558944765045,0.74376994,1,1.0,1
2,0.20376225102750556,0.4295763515649699,0.0758773316471704,0.19238065128043,0.09271261460638634,0.11010116977552956,0.0325640214985773,0.14906734113183687,0.13491938033512488,0.04141637685741385,0.02442301612393297,0.06417957635156497,0.07579829276003794,0.5761144483085678,0.1479811838494708,0.2749901999215994,0.012152097216777734,0.037044296354370836,0.04076832614660917,0.06409251274010191,0.05233241865934928,0.1307330458643669,0.08820070560564484,0.033124264994119954,0.033320266562132494,0.05135241081928656,0.0999607996863975,0.3488827910623285,0.18127796933460494,0.4011444501503925,0.07534296823417211,0.20394688577507156,0.10571491453304968,0.129777712566943,0.037267992076883576,0.14452351258161544,0.1440833394468491,0.03668109456386179,0.014672437825544712,0.06947399310395423,0.07079451250825325,0.5436138214364317,0.10772744575561476,0.2318233726684431,0.024552721735820328,0.06547392462885421,0.04149219642177389,0.05652835934526075,0.058431671107727436,0.13075751808146174,0.036924248191853824,0.043205177007993915,0.01865245527217358,0.03330795584316711,0.09440426341834793,0.28149980966882376,0.6905191,0,1.0,0
3,0.1777317358796505,0.3905954418520854,0.04053688856859743,0.11206197639852264,0.0540491847581299,0.0835059904513107,0.05017565985046392,0.15917484911269256,0.07404738311863795,0.03504188811818755,0.01567426357985767,0.05107647959643275,0.07720025222952888,0.4500495450860283,0.1639958376690947,0.35775234131113426,0.023933402705515087,0.07908428720083246,0.04703433922996878,0.059937565036420386,0.03954214360041623,0.14193548387096774,0.11945889698231008,0.024349635796045783,0.015608740894901144,0.0441207075962539,0.06763787721123829,0.3989594172736732,0.1788931788931789,0.3663003663003663,0.040095040095040085,0.1093951093951094,0.08949608949608949,0.12454212454212454,0.0589050589050589,0.1803781803781804,0.08098208098208097,0.029304029304029307,0.024552024552024557,0.0497970497970498,0.07355707355707355,0.4873774873774874,0.1404577334809893,0.3314876338132152,0.026578073089701,0.08268733850129201,0.06330749354005168,0.08268733850129201,0.04632705795496493,0.15577703949796973,0.07401255075673681,0.03156146179401993,0.025101513473606497,0.03820598006644518,0.08416389811738649,0.3708010335917313,0.6780288,1,1.0,1
4,0.16982280021294394,0.35805004182827593,0.036276522929500336,0.09787816563997262,0.06570841889117042,0.08205947220320937,0.03194159251654118,0.11955281770476844,0.08304814054300708,0.03285420944558522,0.01908890409917104,0.05110654802646589,0.0727812000912617,0.4416305422465587,0.16574043805165087,0.3739784243216738,0.02026806145799281,0.06636155606407322,0.04184373978424322,0.058842759071592025,0.041189931350114416,0.16639424648577966,0.06963059823471722,0.02190258254331481,0.016672115070284408,0.04805491990846682,0.11833932657731284,0.39359267734553777,0.15823817292006526,0.35649809679173466,0.037194127243066887,0.10940728656878737,0.07373572593800977,0.09646547036432844,0.0487221315932572,0.1598694942903752,0.0974442631865144,0.041653072321914085,0.017400761283306143,0.06862425231103861,0.08852637302882001,0.4274061990212072,0.13740181268882176,0.31371601208459216,0.05534743202416918,0.14574018126888216,0.07033232628398793,0.08785498489425983,0.015347432024169185,0.12,0.07468277945619335,0.02851963746223565,0.009667673716012085,0.048096676737160116,0.08302114803625378,0.4004833836858006,0.67588645,1,1.0,1
5,0.17801509555163,0.3938493656656496,0.03533001445318773,0.10767624859482897,0.06383491247791874,0.08623735346073551,0.03717681066324072,0.13513730528344306,0.10462502007387184,0.03444676409185804,0.017343825277019432,0.05371768106632408,0.08013489641882128,0.4551951180343665,0.13035159052858167,0.3031571394403253,0.040660129155704376,0.11552260224826595,0.06601291557043769,0.08993063860320498,0.03695288208562545,0.13680937574742885,0.07677589093518297,0.020569241808179862,0.01877541258072232,0.05309734513274336,0.09686677828270747,0.3673762257833054,0.1874074805092273,0.395341952037896,0.03473798480213165,0.09454258363761966,0.07737096615020231,0.10944438961807956,0.04973847823941577,0.16174874173492548,0.10204283035626173,0.031283923813283335,0.026448238428895692,0.06542978387446956,0.08990427316688049,0.4869239119707885,0.16274444812727876,0.3654292343387471,0.05452436194895592,0.14981769970169045,0.06645674511103745,0.08965860125952932,0.02568776930725887,0.1186609214451442,0.09811070599933708,0.03380841895923102,0.023367583692409682,0.05104408352668213,0.07905203844879019,0.4464700033145509,0.6762017,1,1.0,1
6,0.19252702357647455,0.3883734785939229,0.042301472465741764,0.1059664652310835,0.08009192271682697,0.10196612477657672,0.04528044939994893,0.14086305217465314,0.1172014639543791,0.0354923823304111,0.01932079325900076,0.0594944250574517,0.0760915822623202,0.5074474423355179,0.1114900314795383,0.26469045120671564,0.028856243441762856,0.08814270724029381,0.06269674711437566,0.08499475341028331,0.03410283315844701,0.10729275970619097,0.13378803777544596,0.0406610703043022,0.01180482686253935,0.05771248688352571,0.08997901364113328,0.3145330535152151,0.17527043680679172,0.4121593865534712,0.06600027386005751,0.1812953580720252,0.0951663699849377,0.11639052444201012,0.03820347802273039,0.1500753115158154,0.06476790360125975,0.0362864576201561,0.02574284540599753,0.07366835547035465,0.08297959742571548,0.5117075174585787,0.1342685370741483,0.2939563337200717,0.029321801497732305,0.08807087859930388,0.060647611011496676,0.07910557958021305,0.03723235945575362,0.11855289526421264,0.11190802657947474,0.03406813627254509,0.01961818373589284,0.06265161902752872,0.0927117392680097,0.3585064866575256,0.6895423,1,1.0,1
7,0.1709700648081473,0.3913177656619689,0.04732023454377122,0.13671432980146075,0.07653533587079517,0.0928916778109248,0.031889723279498,0.11696327538319105,0.13517127867503342,0.035078695607447793,0.017796522991461783,0.058533072729143085,0.07180331241641806,0.46579570003086107,0.12295786758383492,0.2398968185726569,0.0,0.0,0.06792777300085985,0.08082545141874463,0.09544282029234738,0.1908856405846948,0.027515047291487533,0.014617368873602753,0.03353396388650043,0.04299226139294927,0.14273430782459154,0.3138435081685297,0.1540566037735849,0.3285849056603773,0.03990566037735849,0.10575471698113208,0.07754716981132076,0.09745283018867924,0.0269811320754717,0.11877358490566038,0.12509433962264152,0.03528301886792453,0.01981132075471698,0.05820754716981132,0.0780188679245283,0.42556603773584906,0.14639105388004067,0.3137919349373094,0.034395120298204004,0.09522195865808199,0.05286343612334802,0.07200948830904777,0.048966452050152494,0.14486614706879025,0.06997627922738055,0.03354794984750932,0.02694002033209081,0.04727211114876313,0.09403592002710943,0.38004066418163335,0.72816706,0,1.0,0
8,0.1524396403677139,0.3384180220224265,0.04283260935448025,0.11364784321648652,0.09718153348823114,0.1182947772502273,0.035357106778462474,0.13072027477522982,0.11283968077583595,0.030811193049803013,0.019395898575613697,0.05657137084553995,0.0913223557935145,0.4448934235781392,0.14412416851441245,0.3418329637841833,0.028085735402808572,0.08758314855875833,0.06541019955654102,0.08795269770879527,0.04138950480413895,0.15114560236511454,0.07538802660753881,0.031781226903178125,0.022172949002217297,0.048410938654841085,0.10532150776053216,0.3817442719881744,0.2080374300275712,0.43963572562453,0.040103600969170365,0.1111203943520762,0.10627454256830143,0.13735483331940848,0.040187150137856134,0.16801737822708665,0.10594034589355836,0.035257749185395613,0.031080290751107024,0.06592029409307378,0.07410811262427937,0.5624530035926143,0.162426614481409,0.3479452054794521,0.020352250489236792,0.05831702544031313,0.04500978473581213,0.06927592954990215,0.07553816046966733,0.11937377690802348,0.062230919765166336,0.05088062622309197,0.014872798434442268,0.05166340508806262,0.08806262230919765,0.39021526418786695,0.6792736,1,1.0,1
9,0.1753290207450368,0.3912558554539371,0.04450144992192728,0.12123577961186704,0.0710461744367611,0.08610305598929288,0.027548516618335937,0.1298237787196074,0.07026544724514834,0.031117555208565694,0.014164621904974348,0.04193620343519965,0.06892705777381218,0.466205665848762,0.11977309562398705,0.2648298217179903,0.030632090761750407,0.09627228525121556,0.06094003241491086,0.07957860615883308,0.051377633711507296,0.13792544570502432,0.07552674230145867,0.0353322528363047,0.02674230145867099,0.04100486223662885,0.09643435980551053,0.3311183144246353,0.17034440090740358,0.3814188492472675,0.04495772324190555,0.12837698494534955,0.07352031346669416,0.0918746133223345,0.035574345225819766,0.13291400288719324,0.10393895648587337,0.03134666941637451,0.016601361105382552,0.06496184780367087,0.08197566508558465,0.4591668385234069,0.12114256567202245,0.2815608263198164,0.0408059168579444,0.11425656720224432,0.035960214231063506,0.04794695230808467,0.02856414180056108,0.11502167814333078,0.08977301708747769,0.024738587095128797,0.014792144861004847,0.04871206324917113,0.08875286916602908,0.3190512624330528,0.711694,0,1.0,0
10,0.12591552122002608,0.2546403130330089,0.022775158021470853,0.06080064211899267,0.07394401525032608,0.10163539680947126,0.05528243202568476,0.16303802548409752,0.11708638507073342,0.04153707233871777,0.030400321059496336,0.056887729507374335,0.08136851610314036,0.3485502157118491,0.14245442585980078,0.33865814696485624,0.054501033640293184,0.144897575643676,0.04491636910355196,0.05769592181920692,0.023491824844953955,0.13380943431685774,0.0640856981770344,0.021988348054876903,0.009584664536741214,0.03909039654200338,0.07461003570757377,0.3843262544634467,0.19164764561670472,0.40561332318877336,0.045565981908868035,0.13018851973962295,0.08394623383210753,0.1074477977851044,0.04844027390311945,0.15123848169752305,0.1092230957815538,0.03144813593710373,0.01749936596500127,0.0616282018767436,0.07591512384816976,0.512807506974385,0.15129344133786254,0.33198327671805594,0.029918996603083357,0.08518421740266527,0.07538541938855499,0.11013848967859942,0.06571727201463287,0.16893127776326106,0.0923700026130128,0.030702900444212176,0.02586882675725111,0.0594460412856023,0.09014894172981447,0.40789129866736346,0.6823662,1,1.0,1
