Name,Team
b'Patty Mills',b'SAS'
b'Bryn Forbes',b'SAS'
b'Trey Lyles',b'SAS'
b'DeMar DeRozan',b'SAS'
b'Derrick White',b'SAS'
b'Rudy Gay',b'SAS'
b'Dejounte Murray',b'SAS'
b'Jakob Poeltl',b'SAS'
b'LaMarcus Aldridge',b'SAS'
b'Lonnie Walker',b'SAS'
b'Marco Belinelli',b'SAS'
b'Chimezie Metu',b'SAS'
b'Drew Eubanks',b'SAS'
b'Keldon Johnson',b'SAS'
b'Quinndary Weatherspoon',b'SAS'
b'Luka \xc5\xa0amani\xc4\x87',b'SAS'
