Name,Team
b'P.J. Tucker',b'HOU'
b'Ben McLemore',b'HOU'
b'James Harden',b'HOU'
b'Austin Rivers',b'HOU'
b'Danuel House',b'HOU'
b'Russell Westbrook',b'HOU'
b'Thabo Sefolosha',b'HOU'
b'Eric Gordon',b'HOU'
b'Chris Clemons',b'HOU'
b'Tyson Chandler',b'HOU'
b'Isaiah Hartenstein',b'HOU'
b'Robert Covington',b'HOU'
b'Jeff Green',b'HOU'
b'Michael Frazier',b'HOU'
b'DeMarre Carroll',b'HOU'
b'Bruno Caboclo',b'HOU'
b'William Howard',b'HOU'
