Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
11,Jae Crowder\crowdja01,Oct 30 '12 DAL @ LAL,22,8,601,14848,1979,4722,849,2526,932,1197,438,2474,921,588,194,523,1207,5739,.419,.336,.779,24.7,9.5,4.1,1.5
12,Jared Cunningham\cunnija01,Oct 31 '12 DAL @ UTA,21,4,84,605,60,173,19,62,58,86,6,56,39,21,2,32,72,197,.347,.306,.674,7.2,2.3,0.7,0.5
13,Anthony Davis\davisan02,Oct 31 '12 NOH vs. SAS,19,8,521,17997,4661,9024,246,770,2958,3691,1332,5423,1154,721,1255,1004,1244,12526,.517,.319,.801,34.5,24.0,10.4,2.2
14,Nando De Colo\decolna01,Nov 3 '12 SAS vs. UTA,25,2,119,1414,169,394,49,135,66,79,37,211,203,63,12,116,135,453,.429,.363,.835,11.9,3.8,1.8,1.7
15,Andre Drummond\drumman01,Oct 31 '12 DET vs. HOU,19,8,599,18590,3661,6760,15,103,1334,2894,2858,8288,778,835,938,1172,1907,8671,.542,.146,.461,31.0,14.5,13.8,1.3
16,Kim English\engliki01,Oct 31 '12 DET vs. HOU,24,1,41,407,42,112,14,50,21,29,8,37,26,16,3,19,46,119,.375,.280,.724,9.9,2.9,0.9,0.6
17,Festus Ezeli\ezelife01,Oct 31 '12 GSW @ PHO,23,3,170,2394,275,536,0,0,162,291,292,725,63,48,166,133,328,712,.513,,.557,14.1,4.2,4.3,0.4
18,Evan Fournier\fournev01,Oct 31 '12 DEN @ PHI,20,8,518,14713,2637,5870,925,2457,1107,1372,223,1419,1344,443,58,857,1264,7306,.449,.376,.807,28.4,14.1,2.7,2.6
19,Joel Freeland\freeljo01,Nov 2 '12 POR @ OKC,25,3,151,1821,209,455,0,2,59,81,190,518,65,32,56,74,255,477,.459,.000,.728,12.1,3.2,3.4,0.4
20,Diante Garrett\garredi02,Nov 5 '12 PHO @ MIA,24,2,90,1197,117,314,39,111,15,22,16,112,151,51,5,91,80,288,.373,.351,.682,13.3,3.2,1.2,1.7
21,Draymond Green\greendr01,Oct 31 '12 GSW @ PHO,22,8,576,16201,1875,4307,521,1632,899,1267,648,3966,2855,789,609,1187,1592,5170,.435,.319,.710,28.1,9.0,6.9,5.0
22,Ben Hansbrough\hansbbe01,Nov 5 '12 IND @ SAS,25,1,28,200,15,45,6,23,21,27,2,18,21,7,2,18,23,57,.333,.261,.778,7.1,2.0,0.6,0.8
23,Maurice Harkless\harklma01,Nov 7 '12 ORL @ MIN,19,8,537,12384,1534,3208,324,997,456,745,633,1997,505,524,355,468,1102,3848,.478,.325,.612,23.1,7.2,3.7,0.9
24,John Henson\hensojo01,Nov 7 '12 MIL vs. MEM,22,8,445,8752,1438,2661,20,80,487,857,802,2368,496,211,642,496,998,3383,.540,.250,.568,19.7,7.6,5.3,1.1
25,Justin Holiday\holidju01,Apr 3 '13 PHI @ CHA,23,7,422,9700,1208,3040,617,1705,412,499,158,1222,607,416,177,380,648,3445,.397,.362,.826,23.0,8.2,2.9,1.4
26,Bernard James\jamesbe01,Oct 31 '12 DAL @ UTA,27,3,92,761,76,153,0,3,51,75,85,212,13,17,61,34,105,203,.497,.000,.680,8.3,2.2,2.3,0.1
27,John Jenkins\jenkijo01,Nov 11 '12 ATL @ LAC,21,6,171,2183,311,705,117,319,116,137,36,250,138,31,14,95,95,855,.441,.367,.847,12.8,5.0,1.5,0.8
28,Chris Johnson\johnsch04,Jan 23 '13 MEM vs. LAL,22,4,147,2274,230,587,104,339,86,103,71,295,93,89,31,80,212,650,.392,.307,.835,15.5,4.4,2.0,0.6
29,Orlando Johnson\johnsor01,Nov 5 '12 IND @ SAS,23,3,103,1112,117,327,47,151,48,66,33,180,69,20,14,48,86,329,.358,.311,.727,10.8,3.2,1.7,0.7
30,Darius Johnson-Odom\johnsda03,Nov 9 '12 LAL vs. GSW,23,2,7,21,0,11,0,4,0,2,1,6,2,1,0,2,3,0,.000,.000,.000,3.0,0.0,0.9,0.3
31,DeQuan Jones\jonesde01,Nov 4 '12 ORL vs. PHO,22,1,63,803,95,218,9,35,34,51,17,105,16,19,22,30,55,233,.436,.257,.667,12.7,3.7,1.7,0.3
32,Kevin Jones\joneske01,Dec 7 '12 CLE @ MIN,23,1,32,334,43,107,0,0,9,15,38,78,10,9,5,8,25,95,.402,,.600,10.4,3.0,2.4,0.3
33,Perry Jones\jonespe01,Nov 2 '12 OKC vs. POR,21,3,143,1675,195,464,36,123,62,94,46,252,54,36,33,60,135,488,.420,.293,.660,11.7,3.4,1.8,0.4
34,Terrence Jones\joneste01,Nov 10 '12 HOU vs. DET,21,6,234,5562,985,1968,93,313,368,593,395,1334,238,146,270,219,392,2431,.501,.297,.621,23.8,10.4,5.7,1.0
35,Kris Joseph\josepkr01,Nov 2 '12 BOS vs. MIL,24,1,10,54,2,14,0,3,5,8,1,7,1,3,0,2,3,9,.143,.000,.625,5.4,0.9,0.7,0.1
36,Michael Kidd-Gilchrist\kiddgmi01,Nov 2 '12 CHA vs. IND,19,8,442,10928,1459,3079,28,103,796,1113,701,2408,514,296,303,397,951,3742,.474,.272,.715,24.7,8.5,5.4,1.2
37,Viacheslav Kravtsov\kravtvi01,Dec 21 '12 DET vs. WAS,25,2,45,283,41,61,0,0,15,45,33,62,10,5,10,20,39,97,.672,,.333,6.3,2.2,1.4,0.2
38,Doron Lamb\lambdo01,Nov 2 '12 MIL @ BOS,21,2,100,1272,123,323,50,127,49,70,16,95,75,24,1,53,106,345,.381,.394,.700,12.7,3.5,1.0,0.8
39,Jeremy Lamb\lambje01,Nov 2 '12 OKC vs. POR,20,8,481,10196,1874,4218,494,1457,790,928,252,1788,770,352,173,407,793,5032,.444,.339,.851,21.2,10.5,3.7,1.6
40,Meyers Leonard\leoname01,Oct 31 '12 POR vs. LAL,20,8,442,7082,952,1969,322,822,257,316,318,1718,391,82,127,303,956,2483,.483,.392,.813,16.0,5.6,3.9,0.9
41,Damian Lillard\lillada01,Oct 31 '12 POR vs. LAL,22,8,607,22047,4808,11024,1732,4663,3238,3643,377,2539,3932,592,192,1683,1213,14586,.436,.371,.889,36.3,24.0,4.2,6.5
42,Scott Machado\machasc01,Nov 28 '12 HOU @ OKC,22,2,10,40,7,12,1,2,3,3,0,1,9,3,0,8,2,18,.583,.500,1.000,4.0,1.8,0.1,0.9
43,Kendall Marshall\marshke01,Nov 4 '12 PHO @ ORL,21,4,160,3083,315,789,128,346,44,72,23,253,779,107,10,285,180,802,.399,.370,.611,19.3,5.0,1.6,4.9
44,Fab Melo\melofa01,Feb 1 '13 BOS vs. ORL,22,1,6,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7,.500,,.250,6.0,1.2,0.5,0.0
45,Khris Middleton\middlkh01,Nov 10 '12 DET @ HOU,21,8,510,16082,3024,6609,889,2267,1351,1545,302,2363,1693,642,96,970,1326,8288,.458,.392,.874,31.5,16.3,4.6,3.3
46,Darius Miller\milleda01,Oct 31 '12 NOH vs. SAS,22,5,253,5161,523,1252,327,856,151,182,49,423,346,110,61,163,510,1524,.418,.382,.830,20.4,6.0,1.7,1.4
47,Quincy Miller\millequ01,Dec 16 '12 DEN @ SAC,20,3,69,934,107,306,33,113,48,68,41,169,37,30,37,54,82,295,.350,.292,.706,13.5,4.3,2.4,0.5
48,Donatas Motiejūnas\motiedo01,Nov 10 '12 HOU vs. DET,22,6,251,4566,731,1558,121,404,249,417,298,952,269,118,82,287,538,1832,.469,.300,.597,18.2,7.3,3.8,1.1
49,Arnett Moultrie\moultar01,Nov 5 '12 PHI vs. NYK,22,2,59,729,94,172,0,0,22,33,87,180,12,25,14,26,65,210,.547,,.667,12.4,3.6,3.1,0.2
50,Kevin Murphy\murphke01,Oct 31 '12 UTA vs. DAL,22,1,17,52,7,28,1,5,0,0,0,4,2,1,0,3,4,15,.250,.200,,3.1,0.9,0.2,0.1
51,Andrew Nicholson\nichoan01,Nov 2 '12 ORL vs. DEN,23,5,285,4080,708,1517,87,271,197,255,188,857,126,74,95,212,458,1700,.467,.321,.773,14.3,6.0,3.0,0.4
52,Kyle O'Quinn\oquinky01,Nov 2 '12 ORL vs. DEN,22,8,469,6659,1078,2086,31,138,366,495,626,2148,627,187,451,456,958,2553,.517,.225,.739,14.2,5.4,4.6,1.3
53,Tim Ohlbrecht\ohlbrti01,Mar 3 '13 HOU vs. DAL,24,1,3,12,1,3,0,0,1,1,0,1,1,1,0,4,1,3,.333,,1.000,4.0,1.0,0.3,0.3
54,Miles Plumlee\plumlmi01,Nov 5 '12 IND @ SAS,24,7,346,5658,748,1381,0,0,201,370,547,1562,178,153,256,308,540,1697,.542,,.543,16.4,4.9,4.5,0.5
55,Pablo Prigioni\prigipa01,Nov 2 '12 NYK vs. MIA,35,4,270,4566,334,786,203,535,75,86,145,505,765,268,6,257,429,946,.425,.379,.872,16.9,3.5,1.9,2.8
56,Austin Rivers\riverau01,Oct 31 '12 NOH vs. SAS,20,8,544,13325,1844,4416,599,1719,677,1058,188,1130,1250,378,100,604,1197,4964,.418,.348,.640,24.5,9.1,2.1,2.3
57,Brian Roberts\roberbr01,Oct 31 '12 NOH vs. SAS,27,5,314,5207,753,1831,217,610,336,370,58,422,721,132,19,272,368,2059,.411,.356,.908,16.6,6.6,1.3,2.3
58,Thomas Robinson\robinth01,Oct 31 '12 SAC @ CHI,21,5,313,4204,640,1361,0,6,248,491,542,1507,190,161,111,319,546,1528,.470,.000,.505,13.4,4.9,4.8,0.6
59,Terrence Ross\rosste01,Oct 31 '12 TOR vs. IND,21,8,555,13665,2241,5328,1053,2837,558,676,199,1569,609,469,186,500,963,6093,.421,.371,.825,24.6,11.0,2.8,1.1
60,Robert Sacre\sacrero01,Oct 31 '12 LAL @ POR,23,4,189,2745,318,729,0,1,151,225,212,593,126,56,110,102,336,787,.436,.000,.671,14.5,4.2,3.1,0.7
61,Mike Scott\scottmi01,Nov 11 '12 ATL @ LAC,24,8,499,8242,1339,2926,434,1197,361,475,360,1584,451,156,60,336,739,3473,.458,.363,.760,16.5,7.0,3.2,0.9
62,Tornike Shengelia\shengto01,Nov 7 '12 BRK @ MIA,21,2,45,247,23,51,1,8,12,24,13,39,17,6,2,23,29,59,.451,.125,.500,5.5,1.3,0.9,0.4
63,Alexey Shved\shvedal01,Nov 2 '12 MIN vs. SAC,24,3,182,3271,445,1207,162,529,297,390,85,355,460,110,49,243,201,1349,.369,.306,.762,18.0,7.4,2.0,2.5
64,Henry Sims\simshe01,Mar 4 '13 NOH vs. ORL,22,4,135,2542,403,856,4,23,221,288,248,670,140,76,64,153,289,1031,.471,.174,.767,18.8,7.6,5.0,1.0
65,Kyle Singler\singlky01,Oct 31 '12 DET vs. HOU,24,6,356,7794,843,2015,299,826,341,434,317,1026,272,203,110,278,734,2326,.418,.362,.786,21.9,6.5,2.9,0.8
66,Jared Sullinger\sullija01,Oct 30 '12 BOS @ MIA,20,5,269,6532,1172,2685,141,518,408,564,684,2006,477,180,161,332,784,2893,.436,.272,.723,24.3,10.8,7.5,1.8
67,Jeffery Taylor\tayloje03,Nov 3 '12 CHA @ DAL,23,3,132,2566,299,731,82,257,127,191,80,263,107,72,21,92,234,807,.409,.319,.665,19.4,6.1,2.0,0.8
68,Tyshawn Taylor\tayloty01,Nov 5 '12 BRK vs. MIN,22,2,61,491,63,178,9,25,39,57,5,33,57,25,1,56,54,174,.354,.360,.684,8.0,2.9,0.5,0.9
69,Marquis Teague\teaguma01,Nov 2 '12 CHI @ CLE,19,3,91,909,85,248,10,45,37,56,5,90,134,23,12,77,98,217,.343,.222,.661,10.0,2.4,1.0,1.5
70,Mirza Teletović\teletmi01,Nov 5 '12 BRK vs. MIN,27,6,324,5765,927,2285,541,1460,241,319,189,1042,273,104,82,255,552,2636,.406,.371,.755,17.8,8.1,3.2,0.8
71,Jonas Valančiūnas\valanjo01,Oct 31 '12 TOR vs. IND,20,8,551,13931,2706,4814,74,205,1339,1715,1451,4860,500,209,578,842,1530,6825,.562,.361,.781,25.3,12.4,8.8,0.9
72,Jarvis Varnado\varnaja01,Dec 25 '12 BOS @ BRK,24,2,37,397,39,67,0,0,29,56,21,72,16,11,31,16,72,107,.582,,.518,10.7,2.9,1.9,0.4
73,Dion Waiters\waitedi01,Oct 30 '12 CLE vs. WAS,21,8,412,11670,2075,5037,568,1630,704,1018,164,1095,1146,387,109,748,797,5422,.412,.348,.692,28.3,13.2,2.7,2.8
74,Maalik Wayns\waynsma01,Oct 31 '12 PHI vs. DEN,21,2,29,211,27,90,7,31,17,19,1,9,29,8,0,15,30,78,.300,.226,.895,7.3,2.7,0.3,1.0
75,Chris Wright\wrighch02,Mar 15 '13 DAL vs. CLE,23,1,3,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,.500,,,1.3,0.7,0.0,0.0
76,Tony Wroten\wroteto01,Nov 7 '12 MEM @ MIL,19,4,145,3076,575,1393,84,363,370,572,106,363,437,137,28,375,268,1604,.413,.231,.647,21.2,11.1,2.5,3.0
77,Luke Zeller\zellelu01,Nov 4 '12 PHO @ ORL,25,1,16,58,9,26,1,5,0,0,1,10,3,0,0,0,5,19,.346,.200,,3.6,1.2,0.6,0.2
78,Tyler Zeller\zellety01,Oct 30 '12 CLE vs. WAS,23,7,412,7250,1160,2280,10,35,541,708,634,1816,367,104,241,348,897,2871,.509,.286,.764,17.6,7.0,4.4,0.9
