Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
24,Cory Higgins\higgico01,Jan 1 '12 CHA @ MIA,22,2,44,455,58,179,5,25,43,62,8,38,41,8,6,39,45,164,.324,.200,.694,10.3,3.7,0.9,0.9
25,Darington Hobson\hobsoda01,Jan 7 '12 MIL @ LAC,24,1,5,39,2,13,0,6,0,0,0,3,6,0,0,2,1,4,.154,.000,,7.8,0.8,0.6,1.2
26,Tyler Honeycutt\honeyty01,Dec 31 '11 SAC vs. NYK,21,2,24,120,11,35,1,5,5,7,6,24,9,4,4,7,5,28,.314,.200,.714,5.0,1.2,1.0,0.4
27,Dennis Horner\hornede01,Dec 27 '11 NJN vs. ATL,23,1,8,22,1,4,0,1,3,4,2,5,0,0,0,1,1,5,.250,.000,.750,2.8,0.6,0.6,0.0
28,Kyrie Irving\irvinky01,Dec 26 '11 CLE vs. TOR,19,9,528,17827,4346,9332,1119,2870,2031,2316,407,1955,3012,699,187,1395,1171,11842,.466,.390,.877,33.8,22.4,3.7,5.7
29,Reggie Jackson\jacksre01,Dec 31 '11 OKC vs. PHO,21,9,553,13933,2653,6198,647,1923,1176,1372,302,1634,2431,387,66,1067,1075,7129,.428,.336,.857,25.2,12.9,3.0,4.4
30,Charles Jenkins\jenkich01,Dec 25 '11 GSW vs. LAC,22,2,110,1334,179,412,4,22,46,61,16,100,214,48,8,81,107,408,.434,.182,.754,12.1,3.7,0.9,1.9
31,Carldell Johnson\johnsca01,Dec 26 '11 NOH @ PHO,29,1,15,119,11,35,4,15,1,3,1,9,22,8,0,7,11,27,.314,.267,.333,7.9,1.8,0.6,1.5
32,Ivan Johnson\johnsiv01,Dec 27 '11 ATL @ NJN,27,2,125,1969,326,631,3,19,153,231,141,492,78,99,32,140,247,808,.517,.158,.662,15.8,6.5,3.9,0.6
33,JaJuan Johnson\johnsja02,Dec 28 '11 BOS @ NOH,22,1,36,298,54,121,0,0,6,9,20,58,6,5,14,14,25,114,.446,,.667,8.3,3.2,1.6,0.2
34,Jerome Jordan\jordaje01,Dec 28 '11 NYK @ GSW,25,2,65,491,67,127,0,0,46,54,66,132,17,9,21,24,73,180,.528,,.852,7.6,2.8,2.0,0.3
35,Cory Joseph\josepco01,Dec 26 '11 SAS vs. MEM,20,9,592,12894,1599,3623,284,858,588,768,298,1526,1703,452,132,584,894,4070,.441,.331,.766,21.8,6.9,2.6,2.9
36,Enes Kanter\kanteen01,Dec 27 '11 UTA @ LAL,19,9,634,13840,3013,5559,43,150,1293,1666,1856,4830,539,257,298,974,1381,7362,.542,.287,.776,21.8,11.6,7.6,0.9
37,D.J. Kennedy\kennedj01,Apr 25 '12 CLE vs. WAS,22,1,2,59,5,12,2,4,0,2,1,7,3,2,0,3,7,12,.417,.500,.000,29.5,6.0,3.5,1.5
38,Brandon Knight\knighbr03,Dec 26 '11 DET @ IND,20,8,446,13137,2250,5474,711,2012,1058,1313,236,1377,1769,385,75,1086,884,6269,.411,.353,.806,29.5,14.1,3.1,4.0
39,Malcolm Lee\leema01,Mar 10 '12 MIN vs. NOH,21,3,36,534,52,136,10,34,26,37,24,65,51,20,10,27,52,140,.382,.294,.703,14.8,3.9,1.8,1.4
40,Kawhi Leonard\leonaka01,Dec 26 '11 SAS vs. MEM,20,9,518,16047,3465,7055,748,1964,1942,2273,639,3323,1377,921,344,819,891,9620,.491,.381,.854,31.0,18.6,6.4,2.7
41,Travis Leslie\leslitr01,Dec 28 '11 LAC @ SAS,21,1,10,45,5,14,0,0,4,9,6,9,5,2,2,2,4,14,.357,,.444,4.5,1.4,0.9,0.5
42,Jon Leuer\leuerjo01,Dec 26 '11 MIL @ CHA,22,8,377,5945,979,2023,125,381,312,407,357,1426,301,137,102,259,583,2395,.484,.328,.767,15.8,6.4,3.8,0.8
43,DeAndre Liggins\liggide01,Feb 20 '12 ORL @ MIL,23,5,177,1907,129,321,43,122,45,82,47,252,122,108,31,86,201,346,.402,.352,.549,10.8,2.0,1.4,0.7
44,Shelvin Mack\macksh01,Dec 26 '11 WAS vs. NJN,21,8,456,8392,1165,2752,302,916,365,499,118,894,1421,300,24,560,568,2997,.423,.330,.731,18.4,6.6,2.0,3.1
45,Vernon Macklin\macklve01,Dec 28 '11 DET vs. CLE,25,1,23,135,19,35,0,0,8,14,14,34,5,4,4,3,9,46,.543,,.571,5.9,2.0,1.5,0.2
46,E'Twaun Moore\mooreet01,Dec 25 '11 BOS @ NYK,22,9,566,12113,1860,4088,542,1390,319,433,266,1155,1010,376,125,509,911,4581,.455,.390,.737,21.4,8.1,2.0,1.8
47,Darius Morris\morrida01,Jan 11 '12 LAL @ UTA,21,4,132,1464,166,432,47,146,51,81,40,126,189,45,2,112,127,430,.384,.322,.630,11.1,3.3,1.0,1.4
48,Marcus Morris\morrima03,Dec 26 '11 HOU @ ORL,22,9,600,16181,2652,6151,890,2425,1054,1389,584,2795,905,421,168,721,1297,7248,.431,.367,.759,27.0,12.1,4.7,1.5
49,Markieff Morris\morrima02,Dec 26 '11 PHO vs. NOH,22,9,631,16145,2797,6237,522,1516,1134,1457,799,3384,1054,547,347,1011,1814,7250,.448,.344,.778,25.6,11.5,5.4,1.7
50,Daniel Orton\ortonda01,Jan 27 '12 ORL @ NOH,21,3,51,542,50,103,0,1,43,72,48,126,24,18,28,29,81,143,.485,.000,.597,10.6,2.8,2.5,0.5
51,Jeremy Pargo\pargoje01,Dec 26 '11 MEM @ SAS,25,3,86,1123,160,422,38,119,58,90,21,89,155,29,2,100,100,416,.379,.319,.644,13.1,4.8,1.0,1.8
52,Chandler Parsons\parsoch01,Dec 29 '11 HOU vs. SAS,23,9,440,13246,2129,4611,687,1844,626,878,356,1972,1201,412,152,657,865,5571,.462,.373,.713,30.1,12.7,4.5,2.7
53,Ryan Reid\reidry01,Feb 14 '12 OKC vs. UTA,25,1,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,.800,,,3.4,1.6,0.4,0.0
54,Ricky Rubio\rubiori01,Dec 26 '11 MIN vs. OKC,21,9,555,17172,2030,5196,479,1471,1730,2060,372,2357,4324,1047,75,1518,1449,6269,.391,.326,.840,30.9,11.3,4.2,7.8
55,Walker Russell\russewa02,Jan 20 '12 DET vs. MEM,29,1,28,357,33,95,4,13,14,22,7,26,58,18,1,33,29,84,.347,.308,.636,12.8,3.0,0.9,2.1
56,Josh Selby\selbyjo01,Dec 28 '11 MEM vs. OKC,20,2,38,296,31,94,3,21,18,25,2,20,34,9,0,36,24,83,.330,.143,.720,7.8,2.2,0.5,0.9
57,Iman Shumpert\shumpim01,Dec 25 '11 NYK vs. BOS,21,9,459,11459,1224,3126,489,1447,381,499,323,1533,845,513,120,529,1058,3318,.392,.338,.764,25.0,7.2,3.3,1.8
58,Xavier Silas\silasxa01,Apr 25 '12 PHI @ MIL,24,2,4,46,4,18,1,8,2,3,3,6,3,1,0,3,6,11,.222,.125,.667,11.5,2.8,1.5,0.8
59,Chris Singleton\singlch01,Dec 26 '11 WAS vs. NJN,22,3,148,2605,233,620,58,182,88,139,112,472,92,117,57,100,325,612,.376,.319,.633,17.6,4.1,3.2,0.6
60,Donald Sloan\sloando01,Jan 11 '12 ATL @ IND,24,5,218,3749,449,1098,98,316,193,256,54,455,651,83,8,230,193,1189,.409,.310,.754,17.2,5.5,2.1,3.0
61,Greg Smith\smithgr02,Feb 19 '12 HOU vs. UTA,21,5,149,1834,243,394,0,1,110,191,165,489,41,32,59,65,290,596,.617,.000,.576,12.3,4.0,3.3,0.3
62,Jerry Smith\smithje01,Mar 16 '12 NJN @ ORL,24,1,5,46,3,14,1,6,0,0,2,7,4,5,0,0,5,7,.214,.167,,9.2,1.4,1.4,0.8
63,Nolan Smith\smithno01,Dec 26 '11 POR vs. PHI,23,2,84,829,109,294,19,73,40,56,24,83,97,25,4,71,81,277,.371,.260,.714,9.9,3.3,1.0,1.2
64,Greg Stiemsma\stiemgr01,Dec 28 '11 BOS @ NOH,26,4,203,3048,269,529,0,1,103,146,190,679,97,118,232,143,512,641,.509,.000,.705,15.0,3.2,3.3,0.5
65,Julyan Stone\stoneju01,Jan 11 '12 DEN vs. NJN,23,4,70,502,28,63,10,32,14,20,10,77,77,16,8,25,56,80,.444,.313,.700,7.2,1.1,1.1,1.1
66,Isaiah Thomas\thomais02,Dec 26 '11 SAC vs. LAL,22,9,525,15182,3091,7097,1011,2781,2315,2654,279,1288,2599,464,56,1221,1109,9508,.436,.364,.872,28.9,18.1,2.5,5.0
67,Lance Thomas\thomala01,Dec 28 '11 NOH vs. BOS,23,8,392,7225,740,1773,161,420,385,483,291,1008,260,148,55,260,672,2026,.417,.383,.797,18.4,5.2,2.6,0.7
68,Malcolm Thomas\thomama01,Jan 13 '12 SAS vs. POR,23,4,40,329,30,69,1,11,15,25,27,96,14,6,7,25,30,76,.435,.091,.600,8.2,1.9,2.4,0.4
69,Trey Thompkins\thomptr02,Dec 28 '11 LAC @ SAS,21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,.393,.308,.714,5.0,2.4,1.0,0.1
70,Klay Thompson\thompkl01,Dec 25 '11 GSW vs. LAC,21,8,615,20340,4512,9824,1798,4291,1173,1384,273,2130,1416,561,332,1053,1313,11995,.459,.419,.848,33.1,19.5,3.5,2.3
71,Mychel Thompson\thompmy02,Jan 4 '12 CLE @ TOR,23,1,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,.292,.364,,19.0,3.6,1.0,1.4
72,Tristan Thompson\thomptr01,Dec 26 '11 CLE vs. TOR,20,9,619,17372,2344,4524,9,32,1142,1871,2115,5393,624,317,447,718,1438,5839,.518,.281,.610,28.1,9.4,8.7,1.0
73,Jeremy Tyler\tylerje01,Dec 25 '11 GSW vs. LAC,20,3,104,1034,157,349,0,1,59,106,98,269,25,23,42,68,164,373,.450,.000,.557,9.9,3.6,2.6,0.2
74,Edwin Ubiles\ubileed01,Mar 21 '12 WAS @ NJN,25,1,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,.278,.200,1.000,13.0,3.5,2.5,0.3
75,Jan Veselý\veselja01,Jan 8 '12 WAS vs. MIN,21,3,162,2455,263,505,0,2,64,157,225,562,96,107,84,123,384,590,.521,.000,.408,15.2,3.6,3.5,0.6
76,Nikola Vučević\vucevni01,Dec 28 '11 PHI @ PHO,21,9,590,17868,4120,8263,260,785,963,1292,1589,6033,1512,507,556,1019,1493,9463,.499,.331,.745,30.3,16.0,10.2,2.6
77,Kemba Walker\walkeke02,Dec 26 '11 CHA vs. MIL,21,9,655,22199,4514,10794,1448,4027,2593,3096,382,2521,3555,846,258,1424,988,13069,.418,.360,.838,33.9,20.0,3.8,5.4
78,Derrick Williams\willide02,Dec 26 '11 MIN vs. OKC,20,7,428,8864,1329,3064,251,838,900,1267,351,1693,293,199,108,399,532,3809,.434,.300,.710,20.7,8.9,4.0,0.7
79,Elliot Williams\williel01,Dec 27 '11 POR vs. SAC,22,4,109,1470,193,458,54,174,97,145,38,161,94,45,6,78,158,537,.421,.310,.669,13.5,4.9,1.5,0.9
80,Jordan Williams\willijo03,Jan 2 '12 NJN vs. IND,21,1,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,.507,,.652,14.8,4.6,3.6,0.3
81,Chris Wright\wrighch01,Dec 31 '11 GSW vs. PHI,23,2,32,312,44,80,0,1,30,46,29,65,9,14,18,13,39,118,.550,.000,.652,9.8,3.7,2.0,0.3
