Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
16,Ian Clark\clarkia01,Nov 1 '13 UTA @ PHO,22,6,330,4507,718,1635,240,705,164,204,65,440,385,128,44,236,394,1840,.439,.340,.804,13.7,5.6,1.3,1.2
17,Robert Covington\covinro01,Jan 18 '14 HOU vs. MIL,23,7,388,11614,1652,4060,914,2550,731,901,361,2199,580,637,339,669,1187,4949,.407,.358,.811,29.9,12.8,5.7,1.5
18,Allen Crabbe\crabbal01,Nov 1 '13 POR @ DEN,21,7,381,9125,1226,2888,617,1596,384,462,109,1073,434,223,104,285,764,3453,.425,.387,.831,24.0,9.1,2.8,1.1
19,Seth Curry\curryse01,Jan 5 '14 MEM @ DET,23,6,251,5589,919,1930,437,986,248,294,87,501,442,175,30,249,367,2523,.476,.443,.844,22.3,10.1,2.0,1.8
20,Troy Daniels\danietr01,Mar 5 '14 HOU @ ORL,22,7,334,4970,757,1887,549,1385,143,179,74,440,182,97,21,184,422,2206,.401,.396,.799,14.9,6.6,1.3,0.5
21,Luigi Datome\datomlu01,Oct 30 '13 DET vs. WAS,26,2,55,447,77,186,25,79,9,11,17,75,20,8,8,20,35,188,.414,.316,.818,8.1,3.4,1.4,0.4
22,Brandon Davies\daviebr01,Nov 2 '13 PHI vs. CHI,22,2,78,998,109,265,10,44,58,90,76,192,58,42,15,64,151,286,.411,.227,.644,12.8,3.7,2.5,0.7
23,Dewayne Dedmon\dedmode01,Nov 18 '13 GSW @ UTA,24,7,394,7195,1000,1939,155,466,366,500,617,2364,273,216,342,389,1005,2521,.516,.333,.732,18.3,6.4,6.0,0.7
24,Matthew Dellavedova\dellama01,Nov 2 '13 CLE @ IND,23,7,434,8849,863,2217,396,1075,305,364,161,774,1591,202,20,546,824,2427,.389,.368,.838,20.4,5.6,1.8,3.7
25,Gorgui Dieng\dienggo01,Nov 1 '13 MIN vs. OKC,24,7,510,11260,1545,3087,113,329,819,1043,945,3148,700,424,503,598,1162,4022,.500,.343,.785,22.1,7.9,6.2,1.4
26,Shane Edwards\edwarsh01,Mar 16 '14 CLE @ LAC,26,1,2,12,1,3,0,0,0,0,1,2,0,0,0,1,1,2,.333,,,6.0,1.0,1.0,0.0
27,Vítor Faverani\favervi01,Oct 30 '13 BOS @ TOR,25,1,37,488,64,147,12,40,24,37,42,128,16,14,27,41,74,164,.435,.300,.649,13.2,4.4,3.5,0.4
28,Carrick Felix\felixca01,Nov 22 '13 CLE @ NOP,23,1,7,38,7,14,2,5,3,4,1,6,4,0,0,4,4,19,.500,.400,.750,5.4,2.7,0.9,0.6
29,Jamaal Franklin\frankja01,Nov 6 '13 MEM vs. NOP,22,2,24,174,17,41,6,13,2,2,5,25,9,4,3,14,27,42,.415,.462,1.000,7.3,1.8,1.0,0.4
30,Rudy Gobert\goberru01,Oct 30 '13 UTA vs. OKC,21,7,468,13803,2010,3142,0,3,1438,2285,1523,5125,638,323,1019,761,1221,5458,.640,.000,.629,29.5,11.7,11.0,1.4
31,Archie Goodwin\goodwar01,Oct 30 '13 PHO vs. POR,19,4,165,2396,367,856,45,191,261,373,86,331,206,69,38,206,192,1040,.429,.236,.700,14.5,6.3,2.0,1.2
32,Jorge Gutiérrez\gutiejo01,Mar 9 '14 BRK vs. SAC,25,3,47,482,53,106,3,17,28,36,8,54,69,19,1,32,65,137,.500,.176,.778,10.3,2.9,1.1,1.5
33,Justin Hamilton\hamilju01,Mar 8 '14 CHA @ MEM,23,3,113,1961,268,577,68,220,83,104,132,403,91,61,73,73,169,687,.464,.309,.798,17.4,6.1,3.6,0.8
34,Tim Hardaway\hardati02,Oct 30 '13 NYK vs. MIL,21,7,466,12331,2198,5222,925,2613,944,1160,161,1231,864,295,66,516,783,6265,.421,.354,.814,26.5,13.4,2.6,1.9
35,Elias Harris\harriel01,Oct 30 '13 LAL @ GSW,24,1,2,11,0,1,0,0,0,0,1,1,1,1,0,0,0,0,.000,,,5.5,0.0,0.5,0.5
36,Solomon Hill\hillso01,Oct 29 '13 IND vs. ORL,22,7,359,7904,723,1827,288,853,360,450,239,1151,569,246,86,330,626,2094,.396,.338,.800,22.0,5.8,3.2,1.6
37,Scotty Hopson\hopsosc01,Apr 2 '14 CLE @ ORL,24,2,3,15,0,5,0,2,2,4,0,0,2,1,0,1,0,2,.000,.000,.500,5.0,0.7,0.0,0.7
38,Robbie Hummel\hummero01,Nov 1 '13 MIN vs. OKC,24,2,98,1397,146,349,48,140,39,45,66,266,50,32,11,28,143,379,.418,.343,.867,14.3,3.9,2.7,0.5
39,Sergey Karasev\karasse01,Nov 2 '13 CLE @ IND,20,3,95,1110,96,243,31,110,64,76,30,140,87,32,4,57,94,287,.395,.282,.842,11.7,3.0,1.5,0.9
40,Ryan Kelly\kellyry01,Nov 5 '13 LAL @ DAL,22,4,163,3125,324,857,102,323,231,290,77,504,215,79,84,106,309,981,.378,.316,.797,19.2,6.0,3.1,1.3
41,Ognjen Kuzmić\kuzmiog01,Oct 30 '13 GSW vs. LAL,23,2,37,164,13,25,0,0,9,15,17,38,8,5,5,15,30,35,.520,,.600,4.4,0.9,1.0,0.2
42,Shane Larkin\larkish01,Nov 18 '13 DAL vs. PHI,21,4,256,4880,545,1290,117,348,192,247,83,490,737,243,24,301,375,1399,.422,.336,.777,19.1,5.5,1.9,2.9
43,Ricky Ledo\ledori01,Nov 1 '13 DAL @ HOU,21,2,28,277,38,113,13,35,20,26,16,38,21,7,1,28,23,109,.336,.371,.769,9.9,3.9,1.4,0.8
44,Alex Len\lenal01,Oct 30 '13 PHO vs. POR,20,7,461,9095,1408,2846,94,285,773,1120,943,2893,392,190,459,572,1225,3683,.495,.330,.690,19.7,8.0,6.3,0.9
45,Ray McCallum\mccalra01,Dec 6 '13 SAC vs. LAL,22,3,154,2808,374,916,71,212,101,142,78,306,368,79,27,148,190,920,.408,.335,.711,18.2,6.0,2.0,2.4
46,CJ McCollum\mccolcj01,Jan 8 '14 POR vs. ORL,22,7,473,14552,3353,7375,997,2509,1020,1233,284,1544,1464,404,177,824,1022,8723,.455,.397,.827,30.8,18.4,3.3,3.1
47,Ben McLemore\mclembe01,Oct 30 '13 SAC vs. DEN,20,7,431,10162,1384,3291,593,1633,497,637,194,1048,461,285,83,507,959,3858,.421,.363,.780,23.6,9.0,2.4,1.1
48,Gal Mekel\mekelga01,Oct 30 '13 DAL vs. ATL,25,2,35,335,33,106,5,23,8,12,5,28,76,6,1,33,32,79,.311,.217,.667,9.6,2.3,0.8,2.2
49,Tony Mitchell\mitchto03,Mar 5 '14 MIL vs. SAC,24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,.600,.000,,3.3,2.0,0.3,0.3
50,Tony Mitchell\mitchto02,Oct 30 '13 DET vs. WAS,21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,.417,1.000,.579,3.8,1.0,1.2,0.1
51,Shabazz Muhammad\muhamsh01,Nov 1 '13 MIN vs. OKC,21,5,278,4772,940,1988,123,386,501,667,294,770,151,81,24,183,283,2504,.473,.319,.751,17.2,9.0,2.8,0.5
52,Erik Murphy\murpher01,Nov 6 '13 CHI @ IND,23,1,24,62,3,13,0,3,0,0,2,8,2,0,4,2,7,6,.231,.000,,2.6,0.3,0.3,0.1
53,Toure' Murry\murryto01,Nov 8 '13 NYK @ CHA,24,2,56,391,58,134,5,12,25,41,14,45,50,20,1,38,48,146,.433,.417,.610,7.0,2.6,0.8,0.9
54,Mike Muscala\muscami01,Mar 2 '14 ATL @ PHO,22,7,348,5377,712,1545,261,717,261,311,309,1096,322,123,173,219,511,1946,.461,.364,.839,15.5,5.6,3.1,0.9
55,Nemanja Nedović\nedovne01,Oct 30 '13 GSW vs. LAL,22,1,24,142,8,39,3,18,7,8,3,15,13,0,1,13,13,26,.205,.167,.875,5.9,1.1,0.6,0.5
56,James Nunnally\nunnaja01,Jan 16 '14 ATL vs. BRK,23,2,28,267,27,80,16,50,10,13,1,24,15,7,2,8,21,80,.338,.320,.769,9.5,2.9,0.9,0.5
57,Victor Oladipo\oladivi01,Oct 29 '13 ORL @ IND,21,7,415,13697,2654,6015,639,1827,1260,1589,256,1900,1628,691,202,1061,994,7207,.441,.350,.793,33.0,17.4,4.6,3.9
58,Kelly Olynyk\olynyke01,Oct 30 '13 BOS @ TOR,22,7,492,10436,1726,3611,553,1475,734,950,575,2375,915,347,218,698,1359,4739,.478,.375,.773,21.2,9.6,4.8,1.9
59,Arinze Onuaku\onuakar01,Oct 30 '13 NOP vs. IND,26,3,19,126,15,23,0,0,4,10,11,35,9,1,4,5,12,34,.652,,.400,6.6,1.8,1.8,0.5
60,Mason Plumlee\plumlma01,Nov 3 '13 BRK @ ORL,23,7,524,11320,1716,2989,2,31,935,1662,1031,3259,1154,395,485,772,1418,4369,.574,.065,.563,21.6,8.3,6.2,2.2
61,Otto Porter\porteot01,Dec 6 '13 WAS vs. MIL,20,7,413,11078,1768,3670,551,1364,463,587,476,2037,618,486,183,331,769,4550,.482,.404,.789,26.8,11.0,4.9,1.5
62,Phil Pressey\pressph01,Oct 30 '13 BOS @ TOR,22,3,148,2015,172,505,48,189,75,119,36,216,433,116,15,161,179,467,.341,.254,.630,13.6,3.2,1.5,2.9
63,Miroslav Raduljica\radulmi01,Nov 12 '13 MIL @ MIA,26,2,53,488,71,134,0,0,47,57,56,113,23,8,13,30,92,189,.530,,.825,9.2,3.6,2.1,0.4
64,Glen Rice\ricegl02,Nov 12 '13 WAS @ DAL,23,2,16,152,14,52,6,24,9,13,6,24,9,6,1,11,18,43,.269,.250,.692,9.5,2.7,1.5,0.6
65,Andre Roberson\roberan03,Nov 1 '13 OKC @ MIN,22,5,295,6651,563,1168,108,421,122,261,348,1188,257,264,195,181,641,1356,.482,.257,.467,22.5,4.6,4.0,0.9
66,Dennis Schröder\schrode01,Oct 30 '13 ATL @ DAL,20,7,494,12607,2632,6043,561,1669,1143,1381,202,1401,2254,390,61,1166,942,6968,.436,.336,.828,25.5,14.1,2.8,4.6
67,Peyton Siva\sivape01,Oct 30 '13 DET vs. WAS,23,1,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,.316,.280,.733,9.3,2.3,0.6,1.4
68,Chris Smith\smithch05,Dec 25 '13 NYK vs. OKC,26,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0
69,Tony Snell\snellto01,Oct 29 '13 CHI @ MIA,22,7,501,11278,1178,2755,621,1611,259,309,138,1156,582,237,118,289,701,3236,.428,.385,.838,22.5,6.5,2.3,1.2
70,James Southerland\southja01,Nov 29 '13 CHA vs. MIL,23,1,4,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14,.333,.500,.500,7.5,3.5,2.0,0.0
71,D.J. Stephens\stephdj01,Mar 29 '14 MIL vs. MIA,23,2,4,22,4,9,0,0,1,1,1,5,0,1,0,1,0,9,.444,,1.000,5.5,2.3,1.3,0.0
72,Adonis Thomas\thomaad01,Mar 1 '14 ORL @ MIA,20,1,6,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14,.429,.200,1.000,6.2,2.3,0.5,0.5
73,Hollis Thompson\thompho01,Nov 1 '13 PHI @ WAS,22,4,265,6424,742,1795,363,941,203,287,199,829,292,166,68,213,541,2050,.413,.386,.707,24.2,7.7,3.1,1.1
74,Casper Ware\wareca01,Mar 24 '14 PHI @ SAS,24,1,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,.429,.333,.833,12.9,5.3,1.0,1.1
75,Royce White\whitero03,Mar 21 '14 SAC vs. SAS,22,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,.000,,,3.0,0.0,0.0,0.0
76,Jeff Withey\witheje01,Nov 1 '13 NOP @ ORL,23,5,206,2072,249,474,2,14,166,232,181,518,64,56,156,76,229,666,.525,.143,.716,10.1,3.2,2.5,0.3
77,Nate Wolters\woltena01,Oct 30 '13 MIL @ NYK,22,3,84,1575,191,452,18,69,61,96,42,185,209,43,17,70,86,461,.423,.261,.635,18.8,5.5,2.2,2.5
78,Cody Zeller\zelleco01,Oct 30 '13 CHA @ HOU,21,7,419,9613,1354,2637,28,113,875,1197,825,2496,583,285,298,452,1104,3611,.513,.248,.731,22.9,8.6,6.0,1.4
