player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
George Hill,1158,181,344,74,156,74,89,47,115,160,43,5,54,78,510
Solomon Hill,994,100,248,59,156,30,42,27,127,98,36,12,47,79,289
Jaylen Hoard,103,15,32,0,3,8,13,14,18,4,5,0,4,12,38
Aaron Holiday,1439,214,518,82,209,68,79,22,117,205,47,14,77,104,578
Jrue Holiday,2016,438,968,118,333,121,173,75,207,390,96,45,168,135,1115
Justin Holiday,1690,193,444,123,295,47,61,30,186,89,78,43,42,124,556
Rondae Hollis-Jefferson,1015,139,296,2,17,95,129,104,154,91,44,22,51,106,375
Richaun Holmes,1173,218,333,0,0,86,106,121,215,40,39,55,51,158,522
Rodney Hood,619,87,172,35,71,21,27,10,62,32,17,4,19,46,230
Al Horford,1903,297,670,91,267,56,74,97,327,249,52,58,68,131,741
Talen Horton-Tucker,5,0,1,0,1,0,0,0,0,2,1,0,0,0,0
Danuel House,1812,218,505,123,331,70,87,56,199,79,67,32,51,124,629
Dwight Howard,1240,194,263,3,5,94,190,161,309,44,29,78,77,209,485
William Howard,13,0,4,0,4,0,0,0,2,1,0,0,1,1,0
Kevin Huerter,1760,252,610,127,334,53,64,35,193,213,51,27,87,139,684
De'Andre Hunter,2018,280,683,108,304,110,144,44,242,112,44,18,103,182,778
Chandler Hutchison,527,80,175,12,38,46,78,18,90,26,27,7,27,47,218
Serge Ibaka,1422,332,641,67,172,89,119,106,318,73,24,44,105,144,820
Andre Iguodala,293,27,58,10,29,2,8,10,45,34,8,16,20,32,66
Ersan İlyasova,913,139,293,47,125,66,79,60,221,47,24,15,34,89,391
Joe Ingles,2015,227,512,126,321,69,89,25,238,342,62,10,136,144,649
Brandon Ingram,2007,489,1053,143,371,298,350,50,317,246,58,38,183,170,1419
Kyrie Irving,658,199,416,56,142,94,102,22,81,128,27,10,52,53,548
Jonathan Isaac,980,156,332,32,94,60,77,58,173,48,53,78,49,83,404
Wesley Iwundu,818,78,197,21,69,62,76,24,91,47,25,11,19,64,239
Frank Jackson,685,104,273,39,123,49,66,20,57,48,15,4,43,67,296
Jaren Jackson Jr.,1622,353,753,145,368,139,186,55,207,78,40,92,99,232,990
Josh Jackson,375,70,159,23,72,33,48,11,53,34,18,9,26,40,196
Justin Jackson,937,124,312,45,151,36,44,27,116,49,12,10,12,58,329
Reggie Jackson,610,115,276,49,121,40,49,16,65,107,12,5,44,42,319
Justin James,218,33,78,9,26,10,21,6,24,16,6,9,8,16,85
LeBron James,2198,608,1226,139,398,247,354,63,439,657,77,33,252,113,1602
Amile Jefferson,74,5,14,0,0,5,14,10,13,4,1,3,3,7,15
DaQuan Jeffries,38,9,13,3,6,2,2,1,3,2,2,0,0,3,23
Ty Jerome,315,37,106,13,47,11,14,6,35,43,14,3,18,28,98
Alize Johnson,54,7,15,0,0,4,6,7,11,2,0,0,3,6,18
B.J. Johnson,46,5,18,1,6,2,2,1,5,2,2,0,3,0,13
Cameron Johnson,1061,147,344,96,240,39,50,40,115,58,31,16,30,79,429
James Johnson,619,103,215,33,91,31,48,25,93,74,25,32,48,80,270
Keldon Johnson,169,27,50,6,12,13,21,8,24,9,7,1,4,14,73
Stanley Johnson,96,8,31,2,13,5,6,3,19,8,4,2,8,10,23
Tyler Johnson,563,67,186,25,91,32,40,13,47,59,13,9,25,51,191
Nikola Jokić,2174,529,1006,72,236,232,285,157,525,462,80,44,209,207,1362
Damian Jones,887,121,178,2,9,62,84,74,132,35,26,40,28,149,306
Derrick Jones Jr.,1261,166,325,34,127,89,115,57,158,58,54,36,27,117,455
Tyus Jones,1232,197,429,47,124,43,58,9,94,285,59,6,55,44,484
DeAndre Jordan,1234,191,287,0,0,83,122,141,420,105,18,52,74,114,465
Cory Joseph,1581,157,376,48,139,48,58,37,129,228,48,21,69,125,410
Mfiondu Kabengele,64,14,32,9,20,5,5,1,10,2,2,2,2,9,42
Frank Kaminsky,738,131,289,39,117,61,90,31,131,73,13,10,34,73,362
Enes Kanter,922,181,320,1,7,66,95,147,258,51,22,39,53,89,429
Luke Kennard,922,151,342,73,183,67,75,9,89,115,12,6,43,65,442
Stanton Kidd,15,0,3,0,1,0,0,0,3,1,0,0,2,3,0
Michael Kidd-Gilchrist,231,19,60,5,20,9,11,12,43,13,2,5,13,32,52
Louis King,62,8,21,4,11,0,3,1,9,5,2,0,2,10,20
Maxi Kleber,1751,217,475,108,291,71,82,104,263,81,21,79,50,158,613
Brandon Knight,462,59,167,45,131,20,34,4,37,69,10,3,38,40,183
Kevin Knox,1166,144,401,65,199,66,101,28,156,61,23,28,45,106,419
John Konchar,167,23,35,4,9,1,2,18,28,21,7,3,6,7,51
Furkan Korkmaz,1433,225,525,129,327,59,79,16,136,72,37,15,52,90,638
Luke Kornet,559,82,187,31,108,20,28,22,62,32,11,26,14,54,215
Kyle Korver,865,115,267,89,214,28,34,14,92,63,25,12,44,71,347
Rodions Kurucs,534,62,142,26,69,21,32,19,87,39,17,3,37,75,171
Kyle Kuzma,1412,266,615,79,253,104,141,48,206,73,21,23,87,118,715
Skal Labissière,567,81,147,3,13,25,33,65,104,42,7,31,30,89,190
Jeremy Lamb,1291,216,479,53,158,92,110,24,176,96,55,22,50,104,577
Romeo Langford,298,24,64,5,23,16,23,14,18,6,8,6,9,29,69
Zach LaVine,2085,539,1199,184,484,268,334,41,248,254,88,28,206,131,1530
Vic Law,9,0,3,0,1,0,2,0,1,0,0,0,0,0,0
Jake Layman,505,81,179,24,72,24,32,17,40,15,17,10,24,47,210
T.J. Leaf,202,32,76,5,16,7,14,23,45,8,8,4,8,20,76
Jalen Lecque,26,4,10,0,4,2,2,0,0,2,0,0,1,2,10
Courtney Lee,345,40,82,21,47,6,7,7,25,12,18,6,11,33,107
Damion Lee,1423,213,511,85,239,110,126,32,207,133,50,6,67,116,621
Alex Len,895,168,302,14,56,58,91,95,199,47,22,46,50,114,408
Kawhi Leonard,1703,489,1048,112,302,332,374,52,330,263,95,33,143,102,1422
Meyers Leonard,987,116,223,51,119,17,26,27,221,53,13,15,35,103,300
Caris LeVert,1198,270,651,74,199,129,178,45,123,169,45,7,103,74,743
Damian Lillard,2229,549,1204,233,596,405,456,30,227,478,59,22,176,105,1736
Nassir Little,573,65,151,14,59,28,44,31,77,22,13,14,15,72,172
Kevon Looney,262,29,79,1,14,9,12,28,38,20,12,6,12,34,68
Brook Lopez,1682,257,599,86,291,107,131,49,239,97,44,157,66,153,707
Robin Lopez,880,141,278,34,98,25,45,52,95,42,10,41,56,83,341
Kevin Love,1780,327,727,146,390,187,219,54,493,178,33,19,140,90,987
Kyle Lowry,1971,319,765,159,443,276,320,31,242,410,72,24,162,176,1073
Timothé Luwawu-Cabarrot,712,89,214,45,123,56,68,25,73,25,16,7,32,86,279
Trey Lyles,1271,153,343,65,168,33,45,71,290,69,28,28,39,98,404
Daryl Macon,14,1,3,1,2,0,0,0,0,1,0,0,2,1,3
J.P. Macura,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Magette,38,5,15,1,4,1,2,1,5,5,3,1,5,4,12
Ian Mahinmi,808,104,210,5,26,70,113,78,140,49,31,44,45,114,283
Thon Maker,776,93,193,22,64,73,110,54,113,43,25,39,45,102,281
Terance Mann,282,23,59,4,13,9,12,6,30,40,9,5,14,38,59
Boban Marjanović,348,103,182,4,15,36,48,58,103,14,7,7,26,50,246
Lauri Markkanen,1492,251,591,109,317,126,153,60,253,74,42,23,81,96,737
Caleb Martin,317,37,84,20,37,17,21,10,28,23,12,7,15,32,111
Cody Martin,903,89,207,18,77,42,65,38,120,95,39,9,44,78,238
Jeremiah Martin,25,4,13,1,6,0,0,0,4,4,2,1,1,1,9
Kelan Martin,495,71,181,25,96,30,31,12,84,23,7,9,20,51,197
Frank Mason III,53,5,19,2,10,2,4,3,5,11,2,0,6,4,14
Garrison Mathews,227,24,56,19,46,31,34,6,18,10,8,1,8,32,98
Wesley Matthews,1582,162,413,104,289,51,66,21,141,91,37,9,43,97,479
Patrick McCaw,908,67,162,23,71,13,18,19,67,79,39,4,29,60,170
CJ McCollum,2316,570,1250,180,471,125,166,42,223,278,50,40,119,167,1445
T.J. McConnell,1218,192,373,5,16,34,40,34,133,328,46,11,88,70,423
Jalen McDaniels,293,33,70,9,24,14,17,15,50,13,8,3,11,36,89
Doug McDermott,1279,247,504,118,270,45,54,24,136,72,9,4,40,111,657
JaVale McGee,1058,185,291,3,6,50,77,116,250,34,33,93,49,153,423
Rodney McGruder,762,63,159,22,80,15,28,26,105,30,23,8,21,67,163
Alfonzo McKinnie,593,73,171,14,65,22,31,37,76,14,23,8,26,72,182
Jordan McLaughlin,590,87,178,29,76,26,39,7,42,125,34,4,31,31,229
Ben McLemore,1471,216,482,161,401,48,64,20,122,54,40,12,46,139,641
Jordan McRae,784,149,366,45,126,83,109,18,106,93,21,16,43,73,426
Nicolò Melli,948,126,292,66,190,50,68,37,123,76,34,19,43,113,368
De'Anthony Melton,1071,151,365,38,124,90,113,39,165,163,68,20,80,103,430
Chimezie Metu,73,20,35,0,1,6,8,10,16,6,1,4,5,4,46
Khris Middleton,1721,440,888,138,335,186,204,44,314,237,53,7,120,128,1204
Eric Mika,19,2,3,0,0,2,2,2,5,0,0,0,0,5,6
C.J. Miles,161,19,59,11,35,15,20,4,8,12,10,4,4,14,64
Malcolm Miller,125,8,24,6,19,1,6,1,13,8,4,2,3,12,23
Patty Mills,1462,252,588,152,398,97,112,21,84,115,53,6,53,102,753
Paul Millsap,1138,197,406,50,114,110,134,91,181,73,41,28,64,136,554
Shake Milton,657,114,227,50,111,41,53,12,62,77,19,6,42,77,319
Donovan Mitchell,2268,580,1286,162,446,269,312,48,239,277,69,13,177,162,1591
Naz Mitrou-Long,43,6,16,2,11,0,0,0,6,7,1,1,2,1,14
Adam Mokoka,112,12,28,6,15,2,4,7,3,4,4,0,2,17,32
Malik Monk,1169,212,488,58,204,82,100,27,130,114,25,16,77,74,564
Matt Mooney,19,1,4,0,2,0,0,0,3,1,2,1,0,1,2
E'Twaun Moore,976,177,419,62,163,29,43,30,96,74,29,10,38,78,445
Ja Morant,1888,415,861,53,158,216,278,46,182,437,55,15,198,96,1099
Juwan Morgan,86,11,20,2,7,2,2,6,15,2,0,1,3,11,26
Marcus Morris,1772,329,763,134,329,172,209,55,230,78,42,28,91,167,964
Markieff Morris,1119,192,435,81,215,65,83,35,166,74,30,16,75,121,530
Monte Morris,1469,231,503,54,147,63,75,21,98,239,54,16,48,71,579
Johnathan Motley,41,11,15,1,1,5,7,3,7,8,3,0,5,6,28
Emmanuel Mudiay,790,141,301,28,81,57,75,17,104,107,22,10,70,66,367
Mychal Mulder,204,26,67,16,52,9,12,3,20,8,2,1,5,20,77
Dejounte Murray,1531,273,581,37,98,81,102,68,287,246,104,16,112,134,664
Jamal Murray,1804,385,846,105,304,158,177,42,175,266,64,16,124,97,1033
Džanan Musa,414,52,141,16,66,33,44,19,54,32,13,1,31,26,153
Mike Muscala,496,65,162,44,122,18,22,13,82,34,8,11,14,52,192
Sviatoslav Mykhailiuk,1265,166,405,115,285,57,70,17,87,106,41,4,61,87,504
Abdel Nader,773,106,227,42,109,48,62,14,76,35,20,20,36,67,302
Larry Nance Jr.,1472,229,431,56,159,50,74,106,303,123,56,22,60,91,564
Shabazz Napier,1308,182,446,74,236,122,149,26,128,262,68,11,122,99,560
Raul Neto,597,82,181,28,72,30,35,11,44,81,23,5,44,48,222
Malik Newman,4,0,2,0,1,2,2,0,0,0,0,0,1,0,2
Georges Niang,829,125,286,78,198,19,22,14,99,38,16,5,27,70,347
Joakim Noah,17,0,1,0,0,5,6,3,5,2,0,1,2,6,5
Nerlens Noel,1049,177,259,1,3,76,100,87,197,55,56,89,57,149,431
Zach Norvell,41,3,12,3,8,1,1,0,6,3,2,0,3,4,10
Jaylen Nowell,151,19,53,3,26,16,17,3,10,19,3,1,3,11,57
Frank Ntilikina,1187,131,333,44,137,51,59,23,98,172,54,16,71,142,357
Kendrick Nunn,1884,386,864,132,369,79,94,20,152,214,52,13,105,149,983
Jusuf Nurkić,65,17,31,1,4,13,13,5,13,10,4,7,6,10,48
David Nwaba,268,37,71,12,28,18,27,8,37,8,11,12,8,32,104
Royce O'Neale,1950,151,344,87,227,38,51,25,341,173,55,28,56,190,427
Kyle O'Quinn,258,35,72,7,23,10,19,32,66,35,5,22,18,35,87
Semi Ojeleye,915,66,162,37,101,25,28,24,103,32,18,5,13,67,194
Jahlil Okafor,424,88,144,1,2,37,58,46,73,36,7,19,36,63,214
Elie Okobo,707,72,181,25,71,46,67,16,72,113,24,4,38,53,215
Josh Okogie,1547,170,398,41,154,152,191,87,181,99,68,26,87,139,533
KZ Okpala,26,3,5,0,1,1,2,1,4,1,2,1,1,2,7
Victor Oladipo,369,69,175,23,75,33,43,9,39,41,12,3,31,22,194
Kelly Olynyk,1144,165,341,88,202,71,83,41,227,102,40,20,66,153,489
Miye Oni,16,1,5,1,3,0,0,1,3,0,1,1,1,0,3
Cedi Osman,1910,266,609,123,321,63,94,39,192,154,54,16,91,160,718
Kelly Oubre Jr.,1933,373,826,108,307,192,246,67,294,85,71,40,83,192,1046
Tariq Owens,15,1,5,0,2,2,2,2,1,0,1,0,0,1,4
Jeremy Pargo,44,11,22,3,7,0,1,1,2,8,1,0,4,8,25
Jabari Parker,858,200,404,31,117,57,76,54,142,61,43,15,60,94,488
Chandler Parsons,54,5,18,4,14,0,0,1,6,3,4,1,3,3,14
Eric Paschall,1654,318,640,37,129,164,212,82,193,127,32,13,94,125,837
Anžejs Pasečņiks,409,57,107,0,2,32,54,39,60,17,8,12,23,67,146
Patrick Patterson,651,79,196,57,148,27,34,30,98,34,6,3,18,45,242
Justin Patton,24,4,10,1,4,0,0,1,4,2,0,0,2,4,9
Chris Paul,2069,409,833,104,286,233,259,22,297,441,100,9,145,146,1155
Cameron Payne,39,8,17,3,7,0,0,0,7,3,3,2,2,2,19
Elfrid Payton,1246,193,440,14,69,49,86,52,160,323,70,17,96,89,449
Gary Payton II,432,48,116,13,46,4,8,26,54,48,33,7,20,54,113
Norvel Pelle,178,18,35,0,0,6,12,16,44,7,1,25,13,39,42
Theo Pinson,365,45,155,15,80,15,16,10,44,56,17,4,33,35,120
Mason Plumlee,935,157,256,0,4,76,143,92,200,129,30,34,75,130,390
Jakob Poeltl,1042,143,232,0,0,37,76,114,213,109,33,89,47,111,323
Vincent Poirier,114,16,33,1,2,6,7,10,24,7,2,6,6,23,39
Shamorie Ponds,11,3,5,1,2,2,2,0,1,2,0,1,0,2,9
Jordan Poole,1274,167,502,74,265,95,119,9,109,134,35,10,74,94,503
Kevin Porter Jr.,1162,186,421,53,158,73,101,22,140,109,46,14,93,135,498
Michael Porter Jr.,738,157,312,49,116,43,53,56,156,39,21,21,41,84,406
Otto Porter,331,62,140,24,62,19,27,13,35,25,15,6,11,31,167
Bobby Portis,1393,265,589,67,187,71,93,80,258,98,32,18,73,110,668
Kristaps Porziņģis,1672,362,854,131,374,195,250,94,413,92,39,111,86,165,1050
Dwight Powell,1061,146,229,10,39,74,111,75,152,59,34,22,36,102,376
Norman Powell,1322,265,537,95,244,111,132,23,141,83,56,17,68,98,736
Chasson Randle,40,0,4,0,2,5,6,0,2,5,2,0,0,3,5
Julius Randle,2080,463,1006,64,231,258,352,151,471,198,51,22,193,178,1248
Josh Reaves,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
