player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Juwan Morgan,147,14,30,4,13,3,7,9,19,9,4,1,4,21,35
Marcus Morris,1502,276,584,140,296,73,89,35,199,58,34,15,57,117,765
Markieff Morris,1200,153,378,65,209,36,50,48,218,73,22,19,54,105,407
Monte Morris,1196,186,387,51,134,58,73,11,85,150,34,13,34,48,481
Mychal Mulder,766,119,265,85,214,14,22,8,52,26,12,12,16,56,337
Dejounte Murray,2139,441,974,63,199,106,134,58,415,363,101,7,117,135,1051
Jamal Murray,1704,378,792,129,316,133,153,37,157,231,64,13,108,95,1018
Mike Muscala,645,119,267,68,184,33,36,19,113,28,8,11,21,54,339
Svi Mykhailiuk,1324,208,506,105,314,38,50,24,139,110,51,12,88,63,559
Abdel Nader,355,57,116,18,43,28,37,7,55,19,10,9,19,34,160
Larry Nance Jr.,1091,128,272,41,114,30,49,54,181,107,61,17,55,72,327
Aaron Nesmith,669,78,178,40,108,22,28,28,99,23,15,9,23,87,218
Raul Neto,1403,209,447,64,164,75,85,28,128,146,73,6,53,109,557
Georges Niang,1154,177,405,124,292,22,23,28,148,59,25,8,51,116,500
Zeke Nnaji,397,50,104,24,59,12,15,14,51,10,8,4,7,29,136
Nerlens Noel,1547,137,223,0,3,50,70,142,266,46,70,141,65,176,324
Jaylen Nowell,759,142,335,50,150,45,55,19,76,62,22,12,28,72,379
Frank Ntilikina,322,29,79,23,48,8,18,6,25,19,18,4,11,45,89
Kendrick Nunn,1650,319,658,122,320,56,60,21,158,148,52,14,80,108,816
James Nunnally,48,5,13,4,12,1,2,2,7,3,0,0,2,1,15
Jusuf Nurkić,880,171,333,12,30,70,113,86,246,125,38,39,73,103,424
David Nwaba,679,106,218,17,63,47,68,40,78,31,30,21,17,60,276
Jordan Nwora,274,62,135,28,62,19,25,9,51,7,16,7,24,22,171
Royce O'Neale,2241,175,394,107,278,39,46,88,397,181,57,32,83,182,496
Semi Ojeleye,950,89,221,58,158,24,32,31,116,37,17,0,21,56,260
Jahlil Okafor,347,63,102,2,9,17,24,23,43,13,6,5,21,39,145
Chuma Okeke,1133,135,324,49,141,30,40,42,139,101,48,22,38,48,349
Josh Okogie,1197,102,254,29,108,83,108,63,93,63,54,28,43,123,316
Onyeka Okongwu,601,96,149,0,3,36,57,62,101,18,23,33,29,100,228
Isaac Okoro,2173,235,559,62,214,114,157,68,138,128,62,24,86,185,646
KZ Okpala,447,36,96,12,50,8,15,21,47,19,10,11,15,59,92
Victor Oladipo,1080,235,576,78,239,104,138,12,148,151,46,14,83,81,652
Cameron Oliver,87,19,33,4,13,1,4,5,16,5,2,4,3,11,43
Kelly Olynyk,1997,337,697,126,368,145,175,87,402,203,79,42,126,207,945
Miye Oni,519,35,99,30,88,5,6,23,61,28,11,8,16,61,105
Cedi Osman,1510,219,586,99,324,76,95,38,163,174,53,9,80,119,613
Daniel Oturu,161,22,52,1,5,9,12,21,27,10,4,7,9,24,54
Kelly Oubre Jr.,1687,318,724,90,285,123,177,82,247,73,57,42,70,121,849
Jabari Parker,165,30,55,2,11,10,13,10,32,11,1,5,10,13,72
Eric Paschall,695,148,298,18,54,67,94,28,100,51,12,7,43,68,381
Anžejs Pasečņiks,6,0,1,0,1,0,0,1,0,1,0,0,5,2,0
Patrick Patterson,582,72,165,40,112,13,17,19,56,29,14,8,11,45,197
Justin Patton,247,29,70,9,34,3,4,14,35,14,12,14,4,34,70
Chris Paul,2199,439,879,102,258,169,181,25,287,622,99,19,156,166,1149
Cameron Payne,1079,191,395,73,166,50,56,16,128,217,36,16,60,97,505
Elfrid Payton,1484,269,622,28,98,73,107,64,152,203,47,9,103,116,639
Gary Payton II,40,10,13,2,4,3,4,2,9,1,6,1,1,8,25
Norvel Pelle,84,8,15,0,0,4,6,6,13,2,1,9,3,14,20
Reggie Perry,211,32,78,4,21,10,13,27,46,14,6,6,15,40,78
Theo Pinson,34,1,9,0,8,0,0,0,5,1,0,0,1,4,2
Mason Plumlee,1499,234,381,0,7,113,169,145,374,202,43,50,105,186,581
Jakob Poeltl,1845,265,430,0,0,63,124,219,328,134,47,123,83,172,593
Vincent Poirier,39,3,12,0,1,2,6,6,8,2,0,3,4,8,8
Aleksej Pokusevski,1090,139,408,58,207,31,42,30,182,97,20,42,99,58,367
Jordan Poole,988,205,474,97,276,105,119,15,77,99,26,9,51,86,612
Jontay Porter,54,8,15,3,8,3,5,4,10,1,3,1,7,12,22
Kevin Porter Jr.,835,156,367,50,161,69,94,20,79,164,19,8,91,61,431
Michael Porter Jr.,1912,443,817,170,382,106,134,91,354,70,40,54,77,126,1162
Otto Porter Jr.,606,98,227,39,104,36,42,28,124,55,16,4,25,41,271
Bobby Portis,1372,313,598,74,157,54,73,124,342,71,52,26,56,115,754
Kristaps Porziņģis,1327,325,683,97,258,118,138,82,299,68,20,58,51,115,865
Dwight Powell,966,120,194,5,21,97,124,80,154,63,36,30,40,135,342
Norman Powell,2205,438,918,171,416,236,271,42,173,129,82,18,119,160,1283
Taurean Prince,905,131,327,62,155,65,76,19,123,76,28,23,47,75,389
Payton Pritchard,1268,184,418,102,248,40,45,33,125,120,37,9,53,104,510
Immanuel Quickley,1243,229,580,118,303,155,174,25,112,127,30,12,58,114,731
Jahmi'us Ramsey,94,15,38,5,19,5,5,2,8,6,4,1,3,8,40
Chasson Randle,837,92,237,44,130,38,48,7,75,74,22,5,46,64,266
Julius Randle,2667,602,1321,160,389,348,429,84,639,427,64,18,241,225,1712
Cam Reddish,750,96,263,33,126,67,82,22,82,35,33,9,34,68,292
J.J. Redick,723,106,267,66,178,49,52,4,60,51,11,3,36,50,327
Paul Reed,177,42,78,0,6,4,8,30,31,12,10,13,12,29,88
Naz Reid,1347,304,581,61,174,115,166,82,240,72,34,76,69,179,784
Cameron Reynolds,40,6,18,3,12,0,0,2,3,2,0,0,0,2,15
Nick Richards,63,4,9,0,1,7,11,4,7,2,0,0,3,7,15
Josh Richardson,1790,264,618,88,267,99,108,51,144,153,61,24,79,130,715
Grant Riller,27,8,12,2,4,0,0,0,1,3,1,0,1,0,18
Austin Rivers,845,104,245,55,149,22,31,8,74,81,30,2,36,64,285
Andre Roberson,63,2,14,1,8,1,2,7,8,4,3,1,2,4,6
Duncan Robinson,2262,315,717,250,613,62,75,7,243,127,43,20,81,181,942
Glenn Robinson III,369,42,99,16,44,21,23,11,34,20,4,3,11,23,121
Jerome Robinson,305,28,95,11,42,16,20,4,34,25,12,6,19,31,83
Justin Robinson,88,7,21,4,14,3,5,1,6,9,3,0,2,10,21
Mitchell Robinson,853,115,176,0,0,26,53,113,139,17,35,45,26,86,256
Isaiah Roby,1425,207,429,32,109,87,117,89,252,107,52,37,113,162,533
Rajon Rondo,770,95,215,36,89,16,17,18,92,199,37,4,79,53,242
Derrick Rose,1279,287,611,50,129,110,127,20,110,209,49,19,78,56,734
Terrence Ross,1347,254,616,89,264,120,138,15,143,108,47,21,74,88,717
Terry Rozier,2383,510,1134,222,571,165,202,47,255,293,87,26,128,119,1407
Ricky Rubio,1772,193,498,66,214,130,150,28,195,433,98,4,111,139,582
D'Angelo Russell,1196,281,652,120,310,114,149,16,95,244,45,18,112,68,796
Domantas Sabonis,2231,484,904,52,162,240,328,150,592,415,76,33,213,203,1260
Luka Šamanić,308,47,105,12,43,16,29,16,52,15,8,8,20,43,122
JaKarr Sampson,316,56,113,3,15,19,29,27,50,4,2,14,15,52,134
Dario Šarić,871,153,342,47,135,84,99,46,144,65,30,4,57,95,437
Tomáš Satoranský,1307,169,329,42,118,67,79,30,112,271,40,14,96,89,447
Dennis Schröder,1956,332,760,71,212,206,243,30,181,351,70,13,163,159,941
Mike Scott,852,76,211,53,155,8,12,11,109,40,24,14,19,72,213
Jay Scrubb,84,14,36,2,9,5,5,2,12,1,4,0,7,5,35
Collin Sexton,2115,525,1105,98,264,312,383,58,129,262,62,10,167,157,1460
Landry Shamet,1403,186,456,129,333,66,78,11,101,99,31,10,48,93,567
Iman Shumpert,11,1,4,0,3,0,0,1,0,0,1,0,1,0,2
Pascal Siakam,2006,437,961,73,246,249,301,95,310,250,64,37,130,174,1196
Chris Silva,92,10,16,1,1,11,15,7,20,6,1,6,10,24,32
Ben Simmons,1877,325,583,3,10,176,287,93,324,401,93,35,173,171,829
Anfernee Simons,1104,168,401,120,282,46,57,14,126,89,18,8,43,96,502
Deividas Sirvydis,133,14,40,10,28,3,6,0,29,5,2,0,5,9,41
Alen Smailagić,84,11,27,4,10,2,6,6,10,4,3,5,5,11,28
Marcus Smart,1581,203,510,93,282,128,162,36,131,273,72,23,96,126,627
Dennis Smith Jr.,420,58,145,19,58,19,26,12,43,77,23,14,26,37,154
Ish Smith,924,129,297,18,49,19,33,22,128,172,32,13,41,62,295
Jalen Smith,156,22,50,4,17,5,7,7,30,4,1,5,7,16,53
Tony Snell,992,88,171,62,109,11,11,18,94,59,13,11,21,75,249
Ray Spalding,19,2,4,0,1,0,2,2,2,0,0,2,3,3,4
Cassius Stanley,93,13,43,3,13,7,9,8,12,1,1,2,1,14,36
Lamar Stevens,499,62,136,4,25,37,51,24,72,25,17,13,23,53,165
Isaiah Stewart,1455,226,409,21,63,64,92,159,294,59,39,86,67,184,537
Max Strus,507,85,187,50,148,16,24,5,36,24,11,2,8,43,236
Edmond Sumner,861,148,282,35,88,68,83,18,76,49,33,10,51,88,399
Jae'Sean Tate,2043,316,625,60,195,102,147,132,242,178,85,36,98,222,794
Jayson Tatum,2290,605,1318,187,485,295,340,50,422,276,75,31,171,122,1692
Jeff Teague,950,123,284,36,82,89,105,15,73,132,34,12,64,56,371
Garrett Temple,1528,158,381,67,200,40,50,29,131,124,43,30,58,126,423
Tyrell Terry,56,5,16,0,7,1,3,0,6,6,5,0,2,2,11
Daniel Theis,1601,252,466,49,152,74,110,93,263,108,41,57,66,167,627
Brodric Thomas,399,39,108,16,59,31,46,8,45,30,15,10,22,40,125
Isaiah Thomas,48,9,27,3,12,2,2,1,3,5,1,0,6,3,23
Khyri Thomas,153,32,66,9,27,9,9,7,11,25,9,6,6,8,82
Matt Thomas,326,50,127,27,80,12,14,7,37,19,4,0,14,18,139
Tristan Thompson,1287,169,326,0,3,71,120,169,270,67,24,33,62,119,409
Sindarius Thornwell,217,15,46,7,23,4,8,3,15,21,13,2,7,15,41
Matisse Thybulle,1298,102,243,43,143,8,18,30,94,63,105,71,32,127,255
Killian Tillie,182,19,57,10,33,9,11,6,18,8,5,8,2,20,57
Xavier Tillman Sr.,1085,167,299,22,65,34,53,74,182,75,44,33,45,116,390
Anthony Tolliver,99,4,17,4,14,5,6,3,7,2,3,2,3,7,17
Obi Toppin,683,104,209,26,85,19,26,26,112,29,17,15,23,55,253
Juan Toscano-Anderson,1107,121,209,37,92,22,31,29,205,150,41,26,61,111,301
Axel Toupane,61,4,11,1,2,5,7,0,6,4,2,3,0,6,14
Karl-Anthony Towns,1689,425,875,122,315,267,311,133,396,225,39,57,160,186,1239
Gary Trent Jr.,1802,320,785,165,429,83,106,27,125,80,56,10,43,92,888
P.J. Tucker,1356,66,177,40,119,21,28,51,153,61,39,20,40,125,193
Rayjon Tucker,68,9,18,2,7,14,19,1,10,6,2,0,4,8,34
Myles Turner,1455,206,432,69,206,111,142,63,243,48,40,159,67,165,592
Jonas Valančiūnas,1755,440,743,21,57,157,203,253,523,112,35,57,100,179,1058
Denzel Valentine,1036,155,416,80,242,16,17,24,173,105,30,7,42,70,406
Jarred Vanderbilt,1139,143,236,1,5,57,102,118,250,76,64,46,53,123,344
Fred VanVleet,1899,338,870,174,476,169,191,32,188,328,87,37,95,119,1019
Anderson Varejão,36,4,16,0,1,5,9,7,13,3,0,2,1,3,13
Devin Vassell,1056,123,303,52,150,43,51,24,150,56,43,18,22,88,341
Gabe Vincent,655,88,233,46,149,20,23,10,46,67,21,2,34,79,242
Noah Vonleh,11,0,3,0,2,0,0,0,1,1,0,0,2,2,0
Nikola Vučević,2348,666,1396,176,440,131,156,146,671,269,65,48,126,137,1639
Dean Wade,1212,134,311,78,213,30,39,38,177,74,35,21,30,78,376
Moritz Wagner,722,104,229,31,91,71,87,27,119,50,26,18,43,108,310
Kemba Walker,1369,284,676,127,353,134,149,16,154,212,48,12,88,61,829
Lonnie Walker IV,1522,256,609,100,282,57,70,14,141,101,29,15,65,101,669
John Wall,1288,293,726,79,249,158,211,17,112,275,42,31,141,46,823
Brad Wanamaker,1053,115,299,16,85,90,101,18,87,174,43,11,71,94,336
T.J. Warren,117,27,51,0,7,8,10,2,12,5,2,0,4,16,62
P.J. Washington,1954,302,686,112,290,108,145,93,325,161,69,79,128,171,824
Yuta Watanabe,723,79,180,36,90,24,29,36,123,40,26,19,19,57,218
Tremont Waters,238,34,84,15,38,16,17,5,16,62,15,1,27,17,99
Paul Watson,297,38,82,30,64,5,8,4,41,17,6,3,9,36,111
Quinndary Weatherspoon,121,16,35,1,6,13,16,3,8,8,8,2,10,18,46
Russell Westbrook,2369,544,1238,86,273,271,413,109,641,763,89,23,312,190,1445
Coby White,2156,375,902,163,454,128,142,28,256,328,38,15,156,179,1041
Derrick White,1064,186,453,84,243,97,114,13,94,127,26,36,45,91,553
Hassan Whiteside,546,126,224,0,1,41,79,61,154,20,9,46,40,73,293
Greg Whittington,12,0,3,0,2,0,0,0,0,0,0,0,0,0,0
Andrew Wiggins,2364,505,1058,140,368,170,238,82,265,167,67,70,126,159,1320
Grant Williams,1138,108,247,48,129,30,51,48,130,64,32,24,56,161,294
Kenrich Williams,1426,219,411,52,117,36,63,84,189,152,55,17,76,143,526
Lou Williams,1423,265,646,69,173,150,173,21,117,225,47,6,108,62,749
Patrick Williams,1983,255,528,54,138,91,125,66,261,99,64,46,98,126,655
Robert Williams,985,186,258,0,2,45,73,133,225,94,43,91,52,105,417
Zion Williamson,2026,634,1037,10,34,369,529,167,274,226,57,39,167,135,1647
D.J. Wilson,433,68,168,30,87,17,25,20,92,23,11,16,22,44,183
Dylan Windler,513,57,130,26,77,21,27,20,87,33,19,12,32,37,161
Justise Winslow,507,74,210,10,54,20,35,18,100,50,15,12,37,47,178
Cassius Winston,98,14,33,8,17,5,6,0,9,12,2,1,5,8,41
James Wiseman,836,191,368,12,38,54,86,55,171,26,11,36,60,121,448
Christian Wood,1326,329,640,77,206,125,198,76,319,71,34,48,80,88,860
Robert Woodard II,45,8,20,1,6,3,8,4,12,2,0,3,1,4,20
Delon Wright,1748,240,518,64,172,101,126,65,204,278,101,30,83,75,645
Thaddeus Young,1652,370,662,12,45,71,113,168,255,291,74,40,137,152,823
Trae Young,2125,487,1112,136,397,484,546,38,207,594,53,12,261,111,1594
Cody Zeller,1005,181,324,4,28,85,119,119,209,86,27,17,51,121,451
Ivica Zubac,1609,257,394,1,4,135,171,189,330,90,24,62,81,187,650
