player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Marquis Daniels,1085,132,351,20,72,40,54,48,102,65,51,10,45,77,324
Anthony Davis,1846,349,676,0,6,169,225,165,357,63,75,112,89,158,867
Ed Davis,1631,260,482,0,0,103,167,152,308,63,38,85,63,191,623
Glen Davis,1064,214,478,0,2,84,117,55,191,70,32,21,64,88,512
Austin Daye,676,90,208,41,98,26,34,16,107,42,14,22,29,82,247
Nando De Colo,920,105,241,31,82,35,44,23,115,138,41,6,81,87,276
Carlos Delfino,1689,251,620,158,421,48,56,18,202,135,68,9,72,114,708
Luol Deng,2903,466,1093,75,233,230,282,162,314,222,81,32,144,105,1237
Justin Dentmon,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
DeMar DeRozan,3013,548,1231,34,120,355,427,48,272,204,76,24,151,173,1485
Boris Diaw,1709,179,332,30,78,47,65,66,188,180,52,27,84,143,435
DeSagana Diop,226,8,27,0,1,0,1,10,41,13,5,16,8,19,16
Keyon Dooling,82,10,21,5,12,6,7,0,1,8,1,0,5,8,31
Toney Douglas,1289,188,466,82,216,76,84,34,104,151,71,3,81,145,534
Chris Douglas-Roberts,63,5,14,0,4,7,10,0,5,4,2,0,1,4,17
Goran Dragić,2581,401,906,88,276,244,326,60,178,569,124,26,212,214,1134
Andre Drummond,1243,208,342,1,2,59,159,169,288,30,59,95,57,144,476
Jared Dudley,2170,313,669,106,271,129,162,79,166,203,75,8,101,128,861
Chris Duhon,820,47,123,33,91,6,13,11,57,133,20,1,40,56,133
Tim Duncan,2078,490,976,2,7,245,300,124,562,184,50,183,147,117,1227
Mike Dunleavy,1943,276,624,128,299,105,128,31,260,145,39,35,90,135,785
Kevin Durant,3119,731,1433,139,334,679,750,46,594,374,116,105,280,143,2280
Devin Ebanks,197,24,73,6,22,11,14,10,31,10,3,1,11,23,65
Wayne Ellington,1661,226,529,94,240,68,75,25,141,104,45,3,57,81,614
Monta Ellis,3076,597,1436,94,328,289,374,45,271,496,169,36,254,164,1577
Kim English,407,42,112,14,50,21,29,8,29,26,16,3,19,46,119
Jeremy Evans,215,27,44,0,1,21,33,26,32,11,8,13,8,30,75
Reggie Evans,1967,125,261,0,0,113,222,260,628,43,74,13,111,199,363
Tyreke Evans,2016,366,765,45,133,210,271,56,231,229,90,27,128,133,987
Festus Ezeli,1120,74,169,0,0,43,81,141,172,22,23,74,63,157,191
Kenneth Faried,2248,380,689,0,0,163,266,260,474,77,81,83,113,234,923
Derrick Favors,1787,274,568,0,5,179,260,184,362,75,67,130,129,247,727
Raymond Felton,2313,377,882,93,258,101,128,51,143,372,94,14,155,130,948
Landry Fields,1037,102,223,2,14,34,53,59,149,60,32,8,42,63,240
Derek Fisher,575,55,161,30,80,35,38,2,35,47,19,3,30,55,175
Evan Fournier,428,75,152,22,54,30,39,6,29,44,19,1,32,65,202
Randy Foye,2249,293,738,178,434,118,144,17,110,167,66,27,92,190,882
Jimmer Fredette,967,172,409,65,156,85,99,19,52,92,31,3,68,64,494
Joel Freeland,477,58,142,0,0,18,27,40,79,13,13,11,19,67,134
Danilo Gallinari,2309,364,871,135,362,286,348,65,302,176,64,36,111,130,1149
Francisco García,1029,118,300,67,179,18,21,8,83,63,46,38,32,88,321
Kevin Garnett,2022,422,850,2,16,158,201,75,455,159,78,62,110,154,1004
Diante Garrett,149,16,49,3,15,5,10,5,10,31,10,0,16,5,40
Marc Gasol,2796,429,869,1,14,268,316,184,438,318,80,139,157,255,1127
Pau Gasol,1655,270,579,8,28,125,178,111,310,200,24,61,104,93,673
Rudy Gay,2687,521,1253,84,260,240,295,99,362,202,113,53,198,182,1366
Alonzo Gee,2541,305,744,69,219,163,205,75,245,133,107,29,132,199,842
Mickaël Gelabale,644,72,139,16,52,21,24,32,67,26,16,4,16,47,181
Paul George,2972,493,1176,170,469,221,274,88,515,327,143,51,233,227,1377
Daniel Gibson,919,84,247,56,163,26,37,5,55,82,30,4,31,89,250
Taj Gibson,1459,214,441,0,4,89,131,125,220,61,27,90,76,166,517
Manu Ginóbili,1393,229,539,83,235,164,206,30,171,274,80,13,132,114,705
Drew Gooden,151,20,61,1,5,11,16,13,18,6,5,6,9,21,52
Ben Gordon,1560,310,760,113,292,107,127,18,112,141,35,16,136,134,840
Eric Gordon,1264,235,584,56,173,187,222,10,67,137,45,8,117,75,713
Marcin Gortat,1876,295,566,0,3,90,138,128,388,75,40,98,99,127,680
Andrew Goudelock,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Danny Granger,74,10,35,2,10,5,8,3,6,3,2,1,4,6,27
Aaron Gray,513,48,90,0,0,23,44,48,85,33,7,5,36,85,119
Danny Green,2201,297,663,177,413,67,79,36,208,141,92,54,94,124,838
Draymond Green,1061,84,257,14,67,45,55,58,202,53,42,25,51,159,227
Gerald Green,1080,155,424,59,188,52,65,31,110,50,19,23,53,64,421
Jeff Green,2252,376,806,70,182,214,265,55,263,128,56,68,132,175,1036
Willie Green,1188,178,386,71,166,23,32,17,80,55,29,12,31,96,450
Blake Griffin,2598,577,1072,5,28,281,426,186,476,299,97,50,185,231,1440
Hamed Haddadi,322,35,82,0,0,14,27,43,68,12,6,27,31,60,84
Jordan Hamilton,397,84,201,27,73,13,26,32,63,23,15,8,19,24,208
Richard Hamilton,1088,204,475,16,52,66,77,16,67,119,24,5,84,93,490
Ben Hansbrough,200,15,45,6,23,21,27,2,16,21,7,2,18,23,57
Tyler Hansbrough,1366,176,407,0,3,216,300,161,212,36,29,18,78,152,568
James Harden,2985,585,1337,179,486,674,792,62,317,455,142,38,295,178,2023
Maurice Harkless,1974,260,564,32,117,73,128,122,213,50,88,62,69,144,625
Josh Harrellson,31,4,9,1,5,1,2,3,4,0,1,1,3,4,10
Al Harrington,119,20,57,8,30,3,4,6,21,10,4,1,7,18,51
Devin Harris,1421,194,443,77,230,112,154,6,110,197,64,13,88,103,577
Terrel Harris,137,4,27,0,8,7,10,4,22,9,2,3,17,17,15
Tobias Harris,1299,233,512,34,108,103,137,73,214,69,32,44,66,120,603
Udonis Haslem,1414,129,251,0,0,32,45,97,307,38,30,15,45,173,290
Spencer Hawes,2233,376,811,31,87,122,157,173,417,183,24,113,131,233,905
Chuck Hayes,1209,84,190,0,1,30,48,113,186,112,31,18,44,114,198
Gordon Hayward,2104,336,773,102,246,243,294,51,174,213,58,38,120,125,1017
Lazar Hayward,31,2,10,0,4,6,6,0,4,3,2,0,0,3,10
Brendan Haywood,1162,93,216,0,1,30,66,125,165,29,16,49,50,125,216
Gerald Henderson,2133,382,855,33,100,258,313,55,195,177,68,34,108,149,1055
Xavier Henry,625,66,161,4,11,58,92,21,69,13,16,5,31,72,194
John Henson,827,162,336,0,3,56,105,116,181,31,19,42,47,83,380
Roy Hibbert,2269,385,859,1,4,166,224,296,360,113,39,206,162,279,937
J.J. Hickson,2323,418,744,0,2,182,268,266,562,88,48,51,145,160,1018
Cory Higgins,32,6,19,1,5,1,2,1,2,5,3,0,0,5,14
Nenê,1659,285,594,0,1,196,269,101,306,177,55,37,139,171,766
George Hill,2620,386,871,130,353,174,213,47,237,355,81,26,116,134,1076
Grant Hill,437,38,98,3,11,14,24,6,43,26,11,7,25,39,93
Jordan Hill,458,77,155,0,2,40,61,82,84,13,8,19,26,55,194
Kirk Hinrich,1764,159,422,71,182,70,98,16,142,314,63,25,99,192,459
Jrue Holiday,2926,555,1288,91,247,182,242,89,240,625,123,32,292,170,1383
Justin Holiday,142,16,48,4,16,6,8,0,14,15,3,6,9,7,42
Ryan Hollins,663,70,114,0,0,66,88,50,89,11,6,34,44,133,206
Tyler Honeycutt,32,3,11,0,2,2,2,3,7,2,0,1,5,2,8
Al Horford,2756,576,1060,3,6,134,208,195,562,240,78,78,147,163,1289
Dwight Howard,2722,470,813,1,6,355,721,251,694,108,84,186,225,291,1296
Josh Howard,207,31,77,5,16,7,12,9,27,4,10,3,10,18,74
Juwan Howard,51,10,19,0,0,1,1,0,8,6,0,0,4,9,21
Kris Humphries,1191,139,310,0,2,97,123,126,239,32,16,33,57,127,375
Serge Ibaka,2486,446,778,20,57,143,191,222,395,43,28,242,125,213,1055
Andre Iguodala,2779,396,879,91,287,155,270,82,341,433,139,52,206,127,1038
Ersan İlyasova,2012,371,803,95,214,125,157,154,366,117,68,36,75,185,962
Kyrie Irving,2048,484,1070,109,279,248,290,34,182,350,89,21,191,146,1325
Royal Ivey,698,62,144,37,88,9,16,16,41,32,23,3,20,73,170
Jarrett Jack,2349,387,857,82,203,167,198,21,222,439,60,11,157,134,1023
Reggie Jackson,993,149,325,24,104,52,62,21,145,122,29,13,53,84,374
Stephen Jackson,1075,123,330,46,170,49,70,22,133,80,37,14,77,89,341
Bernard James,457,53,103,0,2,25,41,52,79,6,12,38,18,64,131
Damion James,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LeBron James,2877,765,1354,103,254,403,535,97,513,551,129,67,226,110,2036
Mike James,862,101,271,48,125,23,29,9,63,139,26,3,55,95,273
Antawn Jamison,1636,267,575,84,233,94,136,109,253,50,30,22,53,124,712
Al Jefferson,2578,611,1236,2,17,167,217,156,564,164,80,89,105,170,1391
Richard Jefferson,568,62,136,14,45,38,53,5,79,31,14,7,23,45,176
Jared Jeffries,350,16,54,0,2,12,23,26,34,14,6,6,17,58,44
Charles Jenkins,441,49,121,1,2,12,22,8,24,44,15,2,21,22,111
John Jenkins,902,131,294,53,138,59,70,17,77,56,12,10,40,37,374
Brandon Jennings,2897,497,1247,173,461,230,281,59,187,521,125,10,203,155,1397
Jonas Jerebko,892,142,316,25,83,68,88,68,117,43,38,8,42,90,377
Amir Johnson,2325,336,606,5,13,136,187,227,384,122,81,110,117,301,813
Chris Johnson,284,48,75,0,0,21,34,20,40,8,7,28,13,49,117
Ivan Johnson,1035,185,356,1,13,81,131,76,190,46,56,14,71,131,452
James Johnson,878,117,283,2,21,40,67,49,96,58,41,50,68,99,276
Joe Johnson,2642,445,1052,148,395,132,161,53,165,253,49,14,123,99,1170
Orlando Johnson,619,72,180,36,94,23,32,20,90,47,11,9,29,51,203
Wesley Johnson,953,161,396,50,155,27,35,21,102,34,22,18,48,56,399
Darius Johnson-Odom,6,0,4,0,1,0,0,1,3,1,0,0,0,0,0
Dahntay Jones,1016,82,222,11,49,87,113,24,77,48,22,6,38,119,262
DeQuan Jones,803,95,218,9,35,34,51,17,88,16,19,22,30,55,233
Dominique Jones,338,40,109,1,9,35,53,18,27,83,14,2,38,29,116
James Jones,221,21,61,16,53,2,4,0,22,13,2,6,3,16,60
Kevin Jones,334,43,107,0,0,9,15,38,40,10,9,5,8,25,95
Perry Jones,280,39,99,0,2,10,15,12,50,10,5,6,15,23,88
Solomon Jones,26,0,1,0,0,0,0,1,2,0,0,1,3,3,0
Terrence Jones,276,43,94,5,19,13,17,28,37,15,12,19,13,21,104
DeAndre Jordan,2010,314,488,0,0,96,249,210,384,28,48,112,100,192,724
Cory Joseph,388,51,110,6,21,18,21,12,40,53,15,4,21,25,126
Kris Joseph,54,2,14,0,3,5,8,1,6,1,3,0,2,3,9
Chris Kaman,1363,313,617,0,1,67,85,97,275,51,29,52,103,141,693
Enes Kanter,1078,206,379,1,1,93,117,135,169,31,28,32,101,116,506
Jason Kidd,2043,152,409,114,325,40,48,50,273,249,125,25,76,125,458
Michael Kidd-Gilchrist,2025,281,613,2,9,140,187,131,324,117,54,70,101,164,704
Andrei Kirilenko,2034,284,560,35,120,188,250,102,260,177,96,62,119,82,791
Linas Kleiza,376,48,144,20,66,32,38,10,42,16,4,2,14,45,148
Brandon Knight,2365,357,878,120,327,165,225,54,193,303,58,8,205,157,999
Kyle Korver,2259,277,601,189,414,67,78,23,270,146,70,37,70,170,810
Kosta Koufos,1817,295,508,0,1,58,104,211,351,32,44,103,53,246,648
Viacheslav Kravtsov,224,33,46,0,0,11,37,24,21,9,5,9,14,32,77
Doron Lamb,577,60,163,14,37,20,34,8,38,32,13,0,26,52,154
Jeremy Lamb,147,24,68,9,30,14,14,5,13,5,2,2,6,13,71
Carl Landry,1876,325,602,1,3,223,273,180,303,65,35,31,115,190,874
Ty Lawson,2513,448,971,85,232,235,311,36,162,501,107,8,182,135,1216
Courtney Lee,1941,246,530,58,156,62,72,31,159,143,89,21,84,139,612
David Lee,2907,602,1160,0,4,255,320,218,668,279,67,22,207,246,1459
Malcolm Lee,289,29,76,8,24,12,20,15,24,20,12,6,10,30,78
Kawhi Leonard,1810,260,526,65,174,104,126,63,283,93,97,32,62,99,689
Meyers Leonard,1206,151,277,3,7,72,89,80,175,33,11,38,49,168,377
Jon Leuer,187,25,52,0,3,6,13,13,24,8,6,0,8,21,56
Rashard Lewis,792,103,249,51,131,28,45,19,102,30,21,14,33,67,285
DeAndre Liggins,290,21,47,7,19,9,18,13,40,15,18,3,14,33,58
Damian Lillard,3167,553,1288,185,503,271,321,42,215,531,74,19,243,172,1562
Jeremy Lin,2640,396,897,87,257,216,275,32,215,497,134,29,236,205,1095
Shaun Livingston,1455,166,346,0,4,85,98,31,127,215,48,31,76,127,417
Brook Lopez,2253,570,1094,0,1,297,392,208,304,70,33,154,131,152,1437
Robin Lopez,2136,384,719,0,0,161,207,226,236,64,32,128,110,167,929
Kevin Love,618,105,298,20,92,100,142,64,188,42,13,9,39,34,330
Kyle Lowry,2020,250,623,101,279,190,239,56,265,435,94,24,157,218,791
John Lucas III,827,129,334,57,151,18,25,8,57,105,23,1,26,50,333
Scott Machado,21,3,6,0,1,2,2,0,1,6,2,0,8,0,8
Shelvin Mack,416,58,126,18,49,9,16,3,37,68,15,0,34,39,143
Corey Maggette,257,27,76,5,21,36,48,5,20,19,6,2,17,42,95
Ian Mahinmi,1322,149,329,0,2,104,171,115,196,27,39,66,92,201,402
Shawn Marion,2010,355,690,23,73,79,101,146,379,163,75,47,103,111,812
Kendall Marshall,702,56,151,23,73,8,14,4,38,143,22,4,57,48,143
Cartier Martin,694,96,252,58,146,20,28,11,89,20,19,6,32,58,270
Kenyon Martin,431,56,93,0,0,17,40,34,61,8,16,17,16,64,129
Kevin Martin,2136,350,778,158,371,219,246,31,147,106,72,8,101,138,1077
Roger Mason,1219,132,305,66,159,39,43,11,121,74,26,11,51,104,369
Wesley Matthews,2403,352,808,169,425,149,187,35,156,174,90,18,109,172,1022
Jason Maxiell,1789,204,457,0,0,90,145,135,274,54,32,95,81,172,498
Eric Maynor,963,106,281,34,96,45,62,9,37,182,22,1,79,55,291
O.J. Mayo,2913,461,1026,142,349,191,233,36,255,361,93,23,210,195,1255
Luc Mbah a Moute,1326,151,377,13,37,72,126,89,167,55,42,14,70,82,387
JaVale McGee,1433,303,527,1,1,110,186,158,223,24,30,157,90,184,717
Dominic McGuire,387,24,56,0,0,3,10,19,59,20,13,11,12,39,51
Josh McRoberts,1487,156,343,24,84,65,85,93,232,141,32,27,66,131,401
Jodie Meeks,1663,205,530,122,342,86,96,37,134,69,58,5,52,103,618
Fab Melo,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7
Khris Middleton,475,62,141,14,45,27,32,4,46,28,15,4,11,53,165
C.J. Miles,1364,255,614,126,328,93,107,24,150,63,49,17,69,138,729
Darko Miličić,5,0,1,0,0,0,0,0,1,0,0,0,2,1,0
Andre Miller,2151,303,632,17,64,163,194,60,178,484,73,11,172,159,786
Darius Miller,694,44,108,22,56,8,8,8,70,44,17,12,23,89,118
Mike Miller,900,100,231,73,175,8,11,18,139,99,21,4,35,63,281
Quincy Miller,26,4,12,0,1,1,2,1,1,3,1,0,1,3,9
Patty Mills,656,113,241,52,130,16,19,9,41,62,26,4,39,55,294
Paul Millsap,2375,429,875,13,39,264,356,177,377,201,102,80,138,232,1135
Nazr Mohammed,693,66,180,0,2,34,47,73,122,26,21,32,24,97,166
Greg Monroe,2687,514,1058,0,4,270,392,236,541,281,105,55,234,190,1298
E'Twaun Moore,1682,237,598,67,197,47,59,48,119,206,51,23,105,122,588
Darius Morris,683,73,188,24,66,24,37,24,33,76,21,2,45,58,194
Marcus Morris,1524,222,526,86,233,66,117,80,197,62,45,20,77,160,596
Markieff Morris,1837,266,653,45,134,93,127,131,265,108,77,64,104,209,670
Anthony Morrow,383,64,145,16,43,20,22,11,19,13,13,1,8,43,164
Donatas Motiejūnas,538,97,213,24,83,32,51,36,57,31,7,10,37,73,250
Arnett Moultrie,542,78,134,0,0,18,28,76,69,10,17,10,19,43,174
Timofey Mozgov,366,44,87,0,2,20,26,50,57,9,6,18,25,57,108
Byron Mullens,1428,217,563,66,208,64,99,71,266,81,34,32,74,110,564
Kevin Murphy,52,7,28,1,5,0,0,0,4,2,1,0,3,4,15
Troy Murphy,256,22,61,11,35,10,11,7,42,7,10,6,7,29,65
Steve Nash,1627,236,475,57,130,107,116,26,116,333,30,5,126,70,636
Gary Neal,1484,246,597,89,251,64,74,13,130,129,30,2,69,93,645
Jameer Nelson,1977,306,780,121,355,89,102,23,186,413,71,6,154,161,822
Andrew Nicholson,1249,256,486,0,0,75,94,69,189,44,24,32,79,133,587
Joakim Noah,2426,303,630,0,5,178,237,260,473,262,78,141,176,185,784
Steve Novak,1641,178,430,149,351,30,33,17,135,35,28,8,12,97,535
Dirk Nowitzki,1661,343,728,65,157,166,193,37,326,132,38,37,70,93,917
Jermaine O'Neal,1029,179,371,0,0,96,115,82,211,42,19,78,73,126,454
Kyle O'Quinn,638,101,197,0,1,30,45,65,144,52,11,26,37,107,232
Lamar Odom,1616,146,366,18,90,20,42,117,363,142,69,58,86,214,330
Tim Ohlbrecht,12,1,3,0,0,1,1,0,1,1,1,0,4,1,3
Emeka Okafor,2052,328,687,0,0,109,191,199,493,93,45,77,107,145,765
Daniel Orton,104,12,26,0,0,9,17,13,13,4,4,3,4,13,33
Travis Outlaw,444,74,177,14,50,38,52,17,44,21,11,8,19,35,200
Zaza Pachulia,1134,114,241,0,3,78,103,132,204,79,35,12,70,128,306
Jannero Pargo,507,78,212,39,116,12,13,10,25,67,18,3,41,42,207
Jeremy Pargo,655,99,250,25,74,42,62,8,41,92,13,2,50,46,265
Tony Parker,2174,519,995,24,68,279,330,18,180,499,54,6,170,92,1341
Chandler Parsons,2758,456,939,152,395,113,155,79,325,269,75,32,147,148,1177
Patrick Patterson,1775,319,623,51,132,48,63,113,224,81,31,40,61,138,737
Chris Paul,2335,412,856,76,232,286,323,53,209,678,169,10,159,143,1186
Sasha Pavlović,528,42,119,18,60,1,6,7,49,32,24,5,14,59,103
Nikola Peković,1959,385,741,0,0,241,324,230,315,53,43,50,101,143,1011
Kendrick Perkins,1954,143,313,0,1,44,72,110,356,111,43,83,109,227,330
Johan Petro,352,48,110,1,4,11,12,33,79,16,10,9,24,48,108
Paul Pierce,2575,476,1092,145,382,333,423,45,442,370,84,30,214,210,1430
Mickaël Piétrus,386,34,98,20,64,12,18,5,31,9,12,6,16,33,100
Dexter Pittman,32,4,11,0,0,0,3,7,5,0,0,0,3,8,8
Miles Plumlee,55,5,21,0,0,3,4,12,10,2,0,3,3,5,13
Quincy Pondexter,1243,128,299,60,152,59,75,43,89,61,35,6,42,95,375
A.J. Price,1278,161,413,70,200,49,62,20,94,205,33,3,64,73,441
Ronnie Price,510,39,120,10,39,17,24,13,31,73,26,3,34,61,105
Pablo Prigioni,1263,100,220,53,134,22,25,41,102,236,69,2,86,127,275
Tayshaun Prince,2631,359,820,38,94,96,130,72,292,196,48,25,89,86,852
Joel Przybilla,68,1,4,0,0,0,2,5,16,4,1,2,4,10,2
Chris Quinn,78,4,16,0,5,2,2,1,1,9,3,0,6,4,10
Vladimir Radmanović,144,13,43,5,27,2,3,10,18,8,8,4,7,29,33
Anthony Randolph,329,56,114,0,8,31,45,29,66,12,19,21,37,41,143
Shavlik Randolph,198,28,48,0,0,11,27,28,42,4,8,7,10,38,67
Zach Randolph,2607,471,1024,2,23,225,300,310,544,108,61,31,150,180,1169
J.J. Redick,2379,382,880,165,451,171,190,17,154,296,38,9,138,117,1100
Jason Richardson,936,135,336,57,167,20,33,19,108,51,40,15,26,57,347
