player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Nikola Peković,156,19,50,0,0,16,20,7,14,11,1,0,9,22,54
Kendrick Perkins,542,40,75,0,0,11,25,25,103,31,11,11,41,64,91
Paul Pierce,1231,144,397,75,242,54,66,12,174,71,33,17,58,129,417
Tibor Pleiß,82,11,25,0,2,2,2,6,9,2,1,2,8,19,24
Mason Plumlee,2084,267,517,0,4,215,335,201,427,226,68,85,154,253,749
Miles Plumlee,870,140,233,0,0,34,59,94,138,16,21,50,40,73,314
Otto Porter,2276,339,717,98,267,95,126,97,294,120,105,32,70,163,871
Bobby Portis,1102,186,436,16,52,48,66,123,214,52,25,22,54,100,436
Kristaps Porziņģis,2047,373,886,81,243,201,240,132,394,94,53,134,121,205,1028
Dwight Powell,992,146,296,2,16,105,142,84,189,44,36,24,40,118,399
Norman Powell,725,97,229,36,89,43,53,16,95,47,29,10,32,59,273
Phil Pressey,283,30,78,4,18,13,25,3,28,75,18,4,33,28,77
Ronnie Price,1211,116,302,68,196,31,41,25,74,147,74,13,70,161,331
Pablo Prigioni,823,55,147,28,95,7,8,38,76,130,53,1,49,82,145
Tayshaun Prince,1462,102,229,4,23,13,19,32,115,73,36,13,27,62,221
Julius Randle,2286,358,835,10,36,193,270,172,657,144,53,29,149,242,919
Zach Randolph,2016,431,907,6,26,172,216,179,350,142,43,13,105,146,1040
J.J. Redick,2097,422,880,200,421,182,205,10,129,106,42,5,78,135,1226
Willie Reed,426,76,133,0,0,30,55,49,73,10,6,30,16,47,182
Josh Richardson,1107,123,272,53,115,42,63,21,86,73,36,25,35,107,341
Austin Rivers,1464,226,516,62,185,79,116,22,108,99,48,9,61,137,593
Andre Roberson,1553,136,274,32,103,33,54,79,172,47,53,42,35,133,337
Brian Roberts,470,74,165,15,42,42,47,6,35,54,10,2,23,35,205
Glenn Robinson III,508,65,151,14,37,27,39,12,56,26,17,9,18,21,171
Nate Robinson,23,0,1,0,1,0,0,0,0,4,1,0,0,5,0
Thomas Robinson,917,130,291,0,1,47,109,136,223,46,39,36,69,111,307
Rajon Rondo,2537,355,782,62,170,87,150,77,358,839,141,10,278,175,859
Derrick Rose,2097,447,1048,44,150,142,179,46,179,311,44,14,175,84,1080
Terrence Ross,1747,270,626,131,339,49,62,21,164,56,54,25,46,120,720
Terry Rozier,311,29,106,6,27,8,10,24,39,37,6,1,19,23,72
Ricky Rubio,2323,219,586,62,190,266,314,40,286,658,162,10,193,201,766
Damjan Rudež,277,25,62,17,50,8,8,5,15,11,3,1,13,33,75
Brandon Rush,1055,111,260,65,157,18,28,21,160,57,20,23,33,57,305
D'Angelo Russell,2259,392,956,130,370,140,190,47,227,266,93,13,196,142,1054
Robert Sacre,320,31,75,0,0,25,38,32,40,14,4,10,12,43,87
JaKarr Sampson,1160,140,317,14,63,80,122,46,144,46,23,33,70,142,374
Dennis Schröder,1621,329,781,77,239,144,182,25,179,349,70,9,183,138,879
Luis Scola,1636,269,598,65,161,61,84,84,276,66,46,27,68,178,664
Mike Scott,1146,176,376,62,158,50,63,53,153,78,25,17,42,102,464
Thabo Sefolosha,1758,188,372,42,124,62,99,52,282,107,85,37,68,109,480
Kevin Séraphin,526,84,205,0,2,19,23,31,95,47,8,36,43,67,187
Ramon Sessions,1667,280,592,36,111,214,283,25,178,239,46,5,115,102,810
Iman Shumpert,1316,114,305,43,146,40,51,32,171,92,54,19,57,119,311
Jonathon Simmons,813,122,242,18,47,69,92,16,80,58,24,5,53,103,331
Henry Sims,263,33,77,0,0,25,30,21,51,9,9,14,12,37,91
Kyle Singler,977,86,221,30,97,29,44,50,91,24,30,9,32,120,231
Donald Sloan,1318,154,350,38,99,78,104,17,156,268,32,4,80,73,424
Marcus Smart,1667,184,529,61,241,129,166,76,179,185,91,18,80,183,558
Greg Smith,192,18,32,0,0,7,17,12,30,6,4,1,7,28,43
Ish Smith,2239,397,967,56,170,122,176,43,262,502,88,24,175,133,972
J.R. Smith,2362,353,850,204,510,45,71,43,174,130,81,21,59,204,955
Jason Smith,1181,244,503,4,16,54,67,53,166,62,33,65,57,163,546
Josh Smith,880,127,349,41,143,37,67,51,141,90,34,47,77,118,332
Russ Smith,66,7,22,1,5,8,13,1,8,11,5,1,7,5,23
Tony Snell,1301,126,339,56,155,30,33,19,180,63,16,17,52,100,338
Marreese Speights,832,197,456,24,62,94,114,77,162,61,19,34,66,117,512
Tiago Splitter,579,81,155,0,2,39,48,45,75,30,20,12,24,71,201
Nik Stauskas,1809,210,545,106,325,91,118,23,160,138,44,20,94,115,617
Lance Stephenson,1372,228,474,30,78,87,111,40,183,133,43,9,94,135,573
Alex Stepheson,73,9,27,0,0,4,12,19,9,2,1,5,0,12,22
Jarnell Stokes,18,3,5,0,0,1,2,1,3,1,1,0,0,1,7
Amar'e Stoudemire,762,125,221,0,0,50,67,65,157,27,18,41,47,92,300
Rodney Stuckey,1275,183,443,20,83,131,158,19,137,142,43,8,76,77,517
Jared Sullinger,1915,351,806,29,103,103,161,194,479,187,75,47,102,209,834
Edy Tavares,73,11,19,0,0,3,8,7,14,3,1,6,5,8,25
Jeff Teague,2255,434,988,110,275,261,312,33,181,470,97,24,218,167,1239
Mirza Teletović,1686,332,777,181,460,120,155,55,247,89,32,21,84,159,965
Garrett Temple,1951,201,505,89,258,91,125,36,176,140,69,18,64,195,582
Jason Terry,1258,151,376,93,261,27,33,14,65,103,47,9,49,91,422
Isaiah Thomas,2644,591,1382,167,465,474,544,46,197,509,91,9,220,167,1823
Lance Thomas,1313,169,382,44,109,102,119,34,97,53,22,7,57,109,484
Hollis Thompson,2154,270,680,149,392,69,96,54,218,99,36,24,76,187,758
Jason Thompson,471,52,108,5,15,38,54,32,102,29,12,20,15,80,147
Klay Thompson,2666,651,1386,276,650,193,221,35,271,166,60,49,138,152,1771
Tristan Thompson,2269,247,420,0,0,149,242,268,470,62,38,51,61,202,643
Marcus Thornton,1109,216,542,91,270,67,79,38,112,85,47,4,51,90,590
Anthony Tolliver,1341,128,332,98,272,29,47,39,190,52,26,16,28,86,383
Axel Toupane,305,25,70,13,40,13,17,8,23,15,7,6,6,40,76
Karl-Anthony Towns,2627,625,1153,30,88,223,275,229,629,161,58,138,183,245,1503
P.J. Tucker,2540,239,582,68,206,106,142,165,347,177,106,20,111,202,652
Evan Turner,2271,343,753,20,83,148,179,50,347,359,80,28,169,139,854
Myles Turner,1367,264,530,3,14,88,121,68,264,41,25,86,67,158,619
Beno Udrih,707,86,198,15,44,18,20,8,64,116,14,1,53,51,205
Jonas Valančiūnas,1557,303,536,0,0,162,213,184,363,42,25,80,85,158,768
Anderson Varejão,496,53,124,0,1,32,50,37,104,35,16,10,22,70,138
Greivis Vásquez,460,45,138,18,73,22,26,5,42,91,10,0,40,42,130
Rashad Vaughn,1001,81,266,43,147,12,15,11,77,39,29,16,28,73,217
Charlie Villanueva,665,125,327,47,172,22,24,24,128,24,18,15,31,71,319
Noah Vonleh,1174,117,278,11,46,38,51,91,214,30,27,26,50,152,283
Nikola Vučević,2037,533,1046,2,9,113,150,174,402,179,53,70,123,173,1181
Sasha Vujačić,908,106,277,52,143,32,39,26,123,84,34,5,44,83,296
Dwyane Wade,2258,540,1183,7,44,322,406,82,220,344,79,42,203,116,1409
Dion Waiters,2152,282,706,86,240,112,157,36,166,154,81,15,120,143,762
Kemba Walker,2885,568,1331,182,490,371,438,56,301,421,126,39,171,111,1689
John Wall,2784,572,1349,115,328,272,344,42,337,789,145,59,318,159,1531
T.J. Warren,1070,221,441,28,70,45,64,57,90,44,37,16,32,94,515
C.J. Watson,656,47,137,14,48,34,39,10,56,88,19,5,25,49,142
Briante Weber,169,14,39,0,5,3,4,8,17,21,9,3,9,12,31
Sonny Weems,499,42,110,15,41,8,15,7,46,49,10,1,41,47,107
David West,1404,244,448,3,7,63,80,72,237,143,44,55,68,142,554
Russell Westbrook,2750,656,1444,101,341,465,573,145,481,834,163,20,342,200,1878
Hassan Whiteside,2125,413,682,0,0,214,329,238,627,30,44,269,137,201,1040
Shayne Whittington,41,5,11,0,2,1,2,5,7,3,1,1,5,7,11
Andrew Wiggins,2845,594,1294,57,190,430,565,105,186,164,78,46,182,165,1675
C.J. Wilcox,167,26,66,9,23,9,12,1,11,10,10,2,2,15,70
Alan Williams,68,10,24,0,0,9,14,14,24,5,4,5,6,15,29
Deron Williams,2106,321,775,97,282,179,206,19,171,378,61,14,150,155,918
Derrick Williams,1435,254,565,44,150,194,256,47,249,75,29,9,61,69,746
Elliot Williams,45,2,10,1,4,3,4,1,3,4,0,0,1,2,8
Lou Williams,1907,283,693,110,320,352,424,31,138,167,62,19,107,107,1028
Marvin Williams,2338,338,747,152,378,120,144,127,394,110,58,77,62,133,948
Mo Williams,748,132,302,36,102,38,42,6,66,98,14,5,57,60,338
Justise Winslow,2232,195,462,32,116,80,117,81,322,117,68,26,95,184,502
Jeff Withey,658,87,162,0,2,43,59,56,117,20,21,53,28,75,217
Christian Wood,145,22,53,4,11,13,21,13,25,3,5,7,2,11,61
Metta World Peace,590,55,177,26,84,40,57,19,70,27,22,11,15,67,176
Brandan Wright,212,35,52,0,0,13,24,14,29,6,5,15,10,21,83
Delon Wright,229,36,80,5,13,26,35,8,29,31,8,3,16,7,103
Tony Wroten,144,22,65,3,17,20,37,2,19,20,3,0,29,11,67
James Young,199,11,36,6,26,1,4,4,22,9,6,1,5,17,29
Joe Young,384,62,169,10,46,20,25,6,44,65,15,0,33,30,154
Nick Young,1033,126,372,77,237,63,76,14,83,34,23,7,30,50,392
Thaddeus Young,2407,495,963,7,30,105,163,176,484,135,112,37,136,182,1102
Cody Zeller,1774,231,437,1,10,175,232,138,317,71,57,63,68,204,638
Tyler Zeller,710,138,290,0,0,88,108,62,116,29,10,22,46,97,364
