player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Steve Blake,1237,101,268,53,158,21,27,9,76,175,39,2,72,75,276
Andray Blatche,626,93,245,2,7,33,49,42,108,28,20,17,37,54,221
Eric Bledsoe,464,49,126,6,30,28,44,22,43,66,31,14,47,58,132
Keith Bogans,94,8,21,3,12,2,5,5,6,3,2,0,3,15,21
Andrew Bogut,364,61,136,0,1,14,23,22,78,31,12,24,24,36,136
Matt Bonner,1326,154,350,105,250,16,21,29,185,61,15,21,14,68,429
Trevor Booker,1261,181,341,1,2,56,93,119,206,40,48,43,58,138,419
Carlos Boozer,1948,448,842,0,1,95,137,114,450,125,63,24,115,168,991
Chris Bosh,2007,393,807,10,35,229,279,94,358,103,51,45,117,128,1025
Earl Boykins,111,12,36,2,9,13,15,0,11,17,1,0,7,5,39
Craig Brackins,88,9,33,3,9,1,2,5,10,8,0,1,4,6,22
Avery Bradley,1368,200,402,22,54,62,78,34,81,87,43,12,75,109,484
Elton Brand,1732,287,581,0,1,85,116,145,284,97,58,97,65,176,659
Corey Brewer,1287,201,463,33,127,90,130,43,107,88,72,17,56,113,525
Ronnie Brewer,1635,190,445,19,69,56,100,72,159,137,72,21,59,64,455
Jon Brockman,239,15,45,0,1,7,15,33,42,9,4,1,10,33,37
MarShon Brooks,1648,274,640,47,150,113,148,70,130,131,52,15,118,116,708
Derrick Brown,1443,212,409,6,24,94,141,95,141,67,48,12,55,96,524
Kwame Brown,187,21,40,0,0,15,34,16,41,4,8,0,14,21,57
Shannon Brown,1400,251,598,68,188,80,99,38,119,69,44,15,64,66,650
Kobe Bryant,2232,574,1336,87,287,381,451,66,247,264,69,18,204,105,1616
Chase Budinger,1298,208,471,88,219,54,70,38,179,74,29,7,55,65,558
Alec Burks,939,153,357,15,45,104,143,57,75,55,27,5,51,84,425
Caron Butler,1871,287,705,92,257,87,107,44,186,78,52,9,77,123,753
Jimmy Butler,359,32,79,2,11,43,56,23,33,14,11,5,14,20,109
Rasual Butler,453,41,133,21,77,7,12,6,60,19,7,5,15,39,110
Derrick Byars,37,3,11,0,6,4,4,6,5,1,2,0,0,2,10
Andrew Bynum,2112,444,796,1,5,234,338,192,517,85,27,116,152,104,1123
Will Bynum,514,74,194,7,29,49,64,10,46,66,23,3,54,61,204
José Calderón,1799,218,477,59,159,60,68,19,141,468,47,3,104,94,555
Marcus Camby,1352,128,287,2,5,29,64,157,373,107,50,85,57,126,287
Brian Cardinal,277,14,55,10,49,5,6,4,30,16,8,2,8,38,43
DeMarre Carroll,348,43,105,7,19,14,16,28,25,18,12,1,11,37,107
Matt Carroll,596,52,157,8,43,30,38,8,50,38,16,7,24,52,142
Anthony Carter,209,17,53,5,17,8,10,5,28,34,8,4,17,20,47
Vince Carter,1542,223,542,74,205,95,115,32,173,139,56,25,84,134,615
Omri Casspi,1341,166,412,53,168,74,108,63,165,66,37,21,64,115,459
Mario Chalmers,1825,223,498,101,260,80,101,16,155,222,97,11,142,166,627
Tyson Chandler,2061,241,355,0,2,217,315,212,400,56,56,89,102,186,699
Wilson Chandler,215,31,79,3,12,10,12,6,35,17,6,6,18,18,75
Josh Childress,491,48,99,4,24,0,2,31,64,34,14,6,9,38,100
Earl Clark,559,51,139,0,0,21,29,35,89,18,12,32,25,72,123
Norris Cole,1260,177,450,21,76,66,85,21,70,133,44,2,105,124,441
Jason Collins,308,16,40,0,0,7,15,12,36,10,4,3,10,34,39
Darren Collison,1878,230,523,34,94,127,153,30,157,287,49,14,114,101,621
Nick Collison,1307,120,201,0,1,44,62,119,155,82,33,28,61,153,284
Mike Conley,2174,296,684,60,159,136,158,22,134,404,136,11,125,133,788
Brian Cook,276,31,98,10,50,9,10,10,53,10,6,5,11,48,81
Daequan Cook,989,109,296,79,228,14,22,12,110,15,22,11,16,69,311
DeMarcus Cousins,1950,448,999,2,14,262,373,265,438,102,93,75,170,257,1160
Jamal Crawford,1613,283,737,80,260,191,206,16,102,191,55,14,111,74,837
Jordan Crawford,1753,349,872,79,273,161,203,44,124,190,59,5,141,111,938
Dante Cunningham,1124,144,279,0,2,45,69,91,155,37,42,34,29,98,333
Eddy Curry,83,12,26,0,0,6,8,4,8,1,0,2,10,17,30
Stephen Curry,732,145,296,55,121,38,47,15,73,138,39,8,65,62,383
Samuel Dalembert,1446,200,395,0,1,90,113,158,298,33,37,111,82,162,490
Erick Dampier,83,1,8,0,0,0,0,10,15,4,1,4,3,9,2
Marquis Daniels,484,52,143,0,10,17,23,16,50,47,21,9,28,36,121
Baron Davis,595,68,184,26,85,16,24,13,43,135,34,3,76,61,178
Ed Davis,1534,172,335,0,1,71,106,134,304,60,40,63,67,156,415
Glen Davis,1427,225,534,2,14,114,167,107,224,47,43,19,75,106,566
Josh Davis,130,10,27,4,13,4,8,16,11,6,7,1,3,19,28
Eric Dawson,39,7,12,0,0,1,2,5,5,0,1,2,3,6,15
Austin Daye,603,73,227,13,62,35,43,14,77,33,22,21,40,62,194
Carlos Delfino,1537,182,453,86,239,38,48,20,188,123,79,10,66,99,488
Luol Deng,2129,311,755,79,215,127,165,77,273,157,56,36,96,81,828
Justin Dentmon,91,10,28,2,14,4,6,0,8,10,2,0,7,10,26
DeMar DeRozan,2206,381,903,24,92,268,331,40,171,128,48,17,123,162,1054
Boris Diaw,1424,156,351,31,99,22,35,70,210,205,34,25,112,125,365
Ike Diogu,14,0,2,0,0,2,2,0,1,0,0,0,1,1,2
DeSagana Diop,325,15,42,0,0,1,6,33,52,23,6,13,19,36,31
Keyon Dooling,662,66,163,27,81,23,31,3,36,51,13,2,34,57,182
Toney Douglas,656,94,290,27,117,22,26,16,56,77,29,1,56,55,237
Goran Dragić,1752,277,600,68,202,153,190,53,115,351,85,10,157,166,775
Jared Dudley,2020,312,643,80,209,119,164,95,206,112,49,19,72,107,823
Chris Duhon,1226,85,203,50,119,17,21,14,88,151,35,9,81,71,237
Tim Duncan,1634,361,733,0,4,173,249,110,410,132,38,88,97,98,895
Mike Dunleavy,1445,239,504,83,208,116,143,29,175,117,28,8,58,87,677
Kevin Durant,2546,643,1297,133,344,431,501,40,487,231,88,77,248,133,1850
Jerome Dyson,180,19,48,1,8,28,36,2,17,18,11,2,20,19,67
Devin Ebanks,396,37,89,0,9,23,35,26,28,12,11,6,18,26,97
Wayne Ellington,973,122,302,35,108,32,40,14,85,33,26,10,26,56,311
Monta Ellis,2120,450,1040,62,201,219,275,20,180,346,85,18,177,136,1181
Francisco Elson,16,1,3,0,0,0,0,0,1,1,1,1,1,0,2
Andre Emmett,45,4,7,0,1,5,8,2,4,1,2,1,2,2,13
Semih Erden,333,39,74,0,0,21,41,20,52,9,10,5,16,60,99
Jeremy Evans,217,27,42,0,1,8,16,19,31,13,6,24,5,23,62
Maurice Evans,343,45,112,17,45,10,13,8,16,9,14,0,10,36,117
Reggie Evans,771,34,72,0,0,36,71,100,171,17,31,6,44,118,104
Tyreke Evans,2162,408,900,20,99,201,258,64,225,283,84,29,171,136,1037
Christian Eyenga,102,6,25,1,3,4,8,4,10,5,3,5,3,7,17
Kenneth Faried,1037,181,309,0,0,109,164,142,210,36,34,47,54,116,471
Jordan Farmar,831,147,315,55,125,57,63,7,54,129,24,2,68,49,406
Derrick Favors,1376,222,445,0,0,126,194,158,267,43,38,65,103,145,570
Raymond Felton,1906,261,642,62,203,100,124,27,122,390,78,10,170,122,684
Rudy Fernández,710,99,225,40,122,30,43,9,56,75,31,3,40,37,268
Kyrylo Fesenko,17,2,5,0,0,4,6,2,7,1,2,0,0,2,8
Landry Fields,1894,236,513,31,121,77,137,59,219,169,79,17,102,99,580
Derek Fisher,1508,129,348,35,109,57,67,12,109,170,51,4,73,117,350
Jonny Flynn,416,46,131,10,34,29,39,8,31,96,6,2,36,23,131
Jeff Foote,39,2,6,0,0,0,0,1,5,0,0,1,2,5,4
Gary Forbes,713,112,271,29,83,66,91,27,75,54,24,4,54,56,319
T.J. Ford,191,19,43,2,8,11,14,3,15,45,9,2,23,23,51
Courtney Fortson,95,11,32,3,13,10,15,6,9,10,3,0,10,5,35
Jeff Foster,141,9,18,1,1,6,9,18,24,4,8,1,7,26,25
Randy Foye,1682,256,644,127,329,73,85,25,113,146,46,24,73,130,712
Jimmer Fredette,1135,172,446,78,216,40,48,17,56,108,30,3,67,73,462
Channing Frye,1669,255,613,91,263,73,82,71,308,88,42,70,63,176,674
Dan Gadzuric,13,0,2,0,0,0,2,1,4,0,1,1,1,4,0
Sundiata Gaines,793,102,271,28,82,59,96,27,81,126,55,2,52,58,291
Danilo Gallinari,1351,193,466,60,183,182,209,28,174,116,42,23,68,86,628
Francisco García,798,86,229,38,131,24,30,11,88,31,36,37,22,73,234
Kevin Garnett,1864,391,777,3,9,162,189,66,428,175,56,61,107,141,947
Marc Gasol,2370,357,740,1,12,237,317,120,459,204,62,121,121,201,952
Pau Gasol,2430,459,917,7,27,204,261,183,495,237,37,88,142,127,1129
Rudy Gay,2422,485,1067,54,173,208,263,130,287,147,95,55,161,138,1232
Alonzo Gee,1827,227,551,44,137,167,212,101,221,113,83,17,114,149,665
Paul George,1958,281,639,90,234,146,182,56,314,158,108,38,117,191,798
Daniel Gibson,916,87,248,55,139,34,43,11,90,76,26,16,45,69,263
Taj Gibson,1284,200,404,0,0,84,135,135,197,47,27,81,60,131,484
Manu Ginóbili,792,150,285,52,126,88,101,18,98,151,24,12,64,56,440
Mickell Gladness,252,25,59,0,0,6,12,14,44,5,4,20,7,32,56
Ryan Gomes,425,31,95,4,29,8,11,14,47,12,16,0,15,34,74
Drew Gooden,1469,287,657,16,55,176,208,130,233,144,46,34,109,112,766
Ben Gordon,1398,234,530,63,147,117,136,14,107,127,34,11,115,114,648
Eric Gordon,310,63,140,10,40,49,65,2,23,31,13,4,24,20,185
Marcin Gortat,2114,427,769,0,2,163,251,185,474,59,48,99,90,142,1017
Andrew Goudelock,419,68,174,28,75,11,12,5,26,20,4,0,21,32,175
Danny Granger,2062,391,941,123,323,254,291,79,228,109,62,40,110,144,1159
Aaron Gray,813,83,161,0,0,25,47,83,198,27,22,17,51,127,191
Danny Green,1522,211,477,102,234,79,100,54,174,86,58,46,67,107,603
Gerald Green,781,154,320,43,110,49,65,15,93,34,28,17,55,80,400
Willie Green,922,153,325,50,113,48,56,15,65,40,23,6,33,74,404
Donté Greene,777,108,266,25,105,44,55,19,114,34,18,29,32,67,285
Blake Griffin,2392,561,1022,2,16,244,468,218,499,210,54,48,150,216,1368
Hamed Haddadi,206,26,48,0,1,18,26,28,43,8,1,26,21,43,70
Jordan Hamilton,258,48,111,17,47,2,5,11,51,20,4,3,16,15,115
Richard Hamilton,697,140,310,17,46,29,37,20,46,84,12,1,49,56,326
Tyler Hansbrough,1442,194,479,0,1,226,278,113,177,30,54,9,65,159,614
Luke Harangody,231,23,65,5,21,9,12,20,33,6,6,3,4,17,60
James Harden,1946,309,629,114,292,312,369,30,222,229,62,15,137,150,1044
Justin Harper,84,9,31,2,13,0,1,3,9,2,2,3,6,5,20
Josh Harrellson,540,63,149,20,59,16,26,47,97,11,23,20,20,48,162
Al Harrington,1761,345,773,101,303,119,176,72,318,88,58,12,112,181,910
Devin Harris,1741,241,542,77,213,156,209,12,100,316,64,13,122,136,715
Manny Harris,456,60,150,12,36,41,59,11,59,31,13,6,27,28,173
Terrel Harris,318,29,83,8,39,14,21,18,33,26,9,2,25,34,80
Tobias Harris,479,79,169,6,23,44,54,30,71,22,13,7,31,45,208
Udonis Haslem,1589,151,357,0,0,83,102,117,353,42,35,24,60,142,385
Spencer Hawes,920,156,319,3,12,40,55,78,192,98,16,48,55,100,355
Chuck Hayes,1039,73,170,0,2,26,39,72,162,77,36,17,50,111,172
Gordon Hayward,2015,267,586,55,159,193,232,59,171,207,53,41,109,106,782
Lazar Hayward,141,13,38,4,14,7,12,2,14,4,3,1,9,18,37
Brendan Haywood,1146,118,228,0,0,45,96,139,185,19,24,54,46,121,281
Gerald Henderson,1831,332,723,11,47,155,204,64,161,126,49,20,100,128,830
Xavier Henry,759,90,228,7,17,52,85,24,82,35,26,8,35,59,239
Roy Hibbert,1937,332,668,0,1,170,239,213,359,108,32,128,128,195,834
J.J. Hickson,1244,183,392,0,2,86,134,133,202,45,30,35,70,85,452
Cory Higgins,423,52,160,4,20,42,60,7,28,36,5,6,39,40,150
Nenê,1110,211,393,0,4,113,168,63,228,80,42,38,96,95,535
George Hill,1274,168,380,54,147,91,117,31,120,145,42,17,52,98,481
Grant Hill,1378,201,451,14,53,83,109,29,142,107,41,29,65,88,499
Jordan Hill,551,82,165,0,3,30,47,61,125,16,14,27,31,71,194
Kirk Hinrich,1237,122,295,47,136,25,32,11,90,132,38,11,58,100,316
Darington Hobson,39,2,13,0,6,0,0,0,3,6,0,0,2,1,4
Jrue Holiday,2196,360,834,65,171,94,120,57,155,290,103,18,135,137,879
Ryan Hollins,522,46,84,0,0,39,75,34,48,9,5,17,35,78,131
Tyler Honeycutt,88,8,24,1,3,3,5,3,11,7,4,3,2,3,20
Al Horford,348,57,103,0,1,22,30,26,51,24,10,14,16,21,136
Dennis Horner,22,1,4,0,1,3,4,2,3,0,0,0,1,1,5
Dwight Howard,2070,416,726,0,7,281,572,200,585,104,81,116,175,159,1113
Josh Howard,991,144,361,9,37,75,97,39,119,50,32,10,53,91,372
Juwan Howard,190,17,55,0,0,8,10,18,29,10,4,1,20,18,42
Lester Hudson,334,62,162,16,64,34,41,7,39,36,14,3,32,26,174
Larry Hughes,114,5,22,1,7,1,2,1,4,7,2,0,12,10,12
Kris Humphries,2162,323,671,0,0,209,278,233,448,90,50,74,119,173,855
Serge Ibaka,1792,262,490,1,3,78,118,193,305,28,33,241,79,179,603
Andre Iguodala,2209,287,632,76,193,121,196,56,325,339,107,30,115,92,771
Ersan İlyasova,1655,294,597,51,112,143,183,196,333,71,42,44,76,133,782
Kyrie Irving,1558,350,747,73,183,171,196,44,147,275,54,20,160,110,944
Royal Ivey,354,26,73,18,53,1,8,1,23,10,14,0,9,36,71
Jarrett Jack,1530,266,583,39,112,129,148,23,153,285,31,9,106,93,700
Reggie Jackson,501,51,159,13,62,25,29,14,39,71,25,1,36,31,140
Stephen Jackson,1212,159,425,49,170,94,114,22,141,118,54,13,103,99,461
Damion James,170,13,35,0,1,8,12,7,26,3,7,7,12,17,34
LeBron James,2326,621,1169,54,149,387,502,94,398,387,115,50,213,96,1683
Mike James,120,20,49,6,10,7,8,2,8,29,4,2,14,20,53
Antawn Jamison,2151,421,1044,91,267,185,271,123,285,131,51,43,90,164,1118
Al Jefferson,2075,516,1048,1,4,137,177,133,452,134,47,101,62,155,1170
Richard Jefferson,1748,203,488,113,269,59,85,26,193,88,37,19,50,121,578
Jared Jeffries,729,59,144,3,16,49,72,69,83,26,29,25,29,89,170
Charles Jenkins,893,130,291,3,20,34,39,8,60,170,33,6,60,85,297
Brandon Jennings,2331,469,1121,129,388,193,239,49,177,365,104,22,146,114,1260
Jonas Jerebko,1468,212,453,32,106,100,124,96,212,43,41,21,66,162,556
Yi Jianlian,203,31,82,3,10,14,21,12,37,5,7,8,14,23,79
Amir Johnson,1553,196,340,2,5,58,84,149,259,79,33,69,94,209,452
Armon Johnson,124,20,43,1,3,6,6,1,12,11,5,0,6,9,47
Carldell Johnson,119,11,35,4,15,1,3,1,8,22,8,0,7,11,27
Chris Johnson,175,20,41,0,0,15,19,15,25,2,6,9,15,33,55
Ivan Johnson,934,141,275,2,6,72,100,65,161,32,43,18,69,116,356
JaJuan Johnson,298,54,121,0,0,6,9,20,38,6,5,14,14,25,114
James Johnson,1561,233,518,19,60,81,115,74,218,122,71,84,101,177,566
Joe Johnson,2127,423,931,125,322,158,186,53,168,232,48,13,116,75,1129
Trey Johnson,61,8,14,0,0,5,5,3,9,4,1,0,5,10,21
Wesley Johnson,1469,158,397,53,169,24,34,24,153,59,35,48,60,115,393
Dahntay Jones,1052,115,281,33,77,83,99,23,94,63,23,11,46,119,346
Dominique Jones,268,29,73,1,8,29,37,9,35,42,10,5,28,28,88
James Jones,666,57,150,46,114,25,30,6,43,19,17,9,10,45,185
Solomon Jones,292,24,61,0,0,19,23,32,26,9,9,11,18,43,67
DeAndre Jordan,1798,206,326,0,1,74,141,202,344,17,30,134,74,189,486
Jerome Jordan,108,17,33,0,0,8,10,14,13,4,1,6,2,15,42
Cory Joseph,266,22,70,3,15,11,17,5,20,34,7,3,12,16,58
Chris Kaman,1372,266,597,0,0,84,107,89,275,101,25,77,129,106,616
Enes Kanter,874,117,236,0,1,70,105,107,171,8,18,23,54,87,304
Jason Kapono,269,21,55,8,27,4,4,2,12,11,3,0,6,21,54
D.J. Kennedy,59,5,12,2,4,0,2,1,6,3,2,0,3,7,12
Jason Kidd,1379,99,273,79,223,22,28,15,183,264,82,10,91,83,299
Linas Kleiza,1057,165,410,62,179,81,100,42,157,46,23,4,64,119,473
Brandon Knight,2129,319,769,105,276,104,137,33,178,251,49,10,171,154,847
Kyle Korver,1469,178,412,118,271,55,66,26,133,112,36,15,53,110,529
Kosta Koufos,792,115,192,0,0,33,55,95,163,15,24,41,33,96,263
Carl Landry,999,182,362,0,3,147,184,78,136,38,13,12,64,89,511
Ty Lawson,2124,374,767,73,200,178,216,54,173,401,82,6,149,94,999
Courtney Lee,1757,251,580,87,217,71,86,26,133,88,68,22,64,106,660
David Lee,2121,464,922,0,5,219,280,171,374,162,54,22,149,179,1147
Malcolm Lee,243,23,59,2,10,14,17,9,17,31,8,4,17,22,62
Kawhi Leonard,1534,199,404,41,109,68,88,104,223,70,85,24,44,88,507
Travis Leslie,45,5,14,0,0,4,9,6,3,5,2,2,2,4,14
Jon Leuer,555,97,191,3,9,21,28,45,75,25,14,17,18,67,218
Rashard Lewis,729,85,221,16,67,31,37,34,75,27,23,10,32,49,217
DeAndre Liggins,115,12,25,0,4,9,19,6,9,5,6,0,10,6,33
Jeremy Lin,940,171,383,24,75,146,183,18,89,216,55,9,126,78,512
Shaun Livingston,1092,127,271,2,3,62,79,39,84,122,27,20,66,79,318
Brook Lopez,136,38,77,0,0,20,32,8,10,6,1,4,6,8,96
Robin Lopez,895,124,269,0,0,100,140,90,119,20,18,60,43,128,348
Kevin Love,2145,474,1059,105,282,379,460,226,508,111,47,28,128,152,1432
Kyle Lowry,1510,210,513,79,211,171,198,37,176,310,73,14,130,133,670
John Lucas III,726,143,358,55,140,28,32,22,54,108,19,1,42,42,369
Shelvin Mack,779,88,220,12,42,42,59,12,80,131,28,2,48,50,230
Vernon Macklin,135,19,35,0,0,8,14,14,20,5,4,4,3,9,46
Corey Maggette,881,139,373,24,66,178,208,21,104,39,23,1,59,83,480
Jamaal Magloire,374,17,45,0,0,7,27,25,88,6,4,10,22,66,41
Ian Mahinmi,1139,130,238,0,1,94,147,108,181,12,38,31,50,176,354
Shawn Marion,1919,288,646,20,68,74,93,145,320,132,67,36,98,87,670
Cartier Martin,391,59,134,29,75,11,19,12,46,10,11,2,13,35,158
Kenyon Martin,940,97,220,3,13,20,54,49,132,18,44,43,32,103,217
Kevin Martin,1264,222,537,78,225,160,179,13,93,110,28,3,70,70,682
Roger Mason,697,103,258,59,154,21,27,7,62,47,13,5,32,33,286
Wesley Matthews,2228,314,763,129,337,147,171,56,168,113,96,15,73,148,904
Jason Maxiell,1466,183,383,0,2,58,106,126,207,41,32,50,71,151,424
Eric Maynor,137,14,39,6,17,4,4,3,10,22,5,0,11,13,38
O.J. Mayo,1771,300,736,100,275,133,172,30,180,169,71,23,124,137,833
Luc Mbah a Moute,1009,133,261,1,4,66,103,77,150,29,40,22,39,93,333
JaVale McGee,1535,307,552,0,0,77,167,163,314,31,35,132,87,166,691
Tracy McGrady,837,101,231,15,33,56,83,23,131,110,16,15,53,35,273
Dominic McGuire,1127,94,210,0,4,39,53,73,173,110,44,36,56,104,227
Josh McRoberts,718,56,118,3,7,23,36,61,110,51,15,18,31,74,138
Jodie Meeks,1644,191,467,97,266,77,85,17,144,54,40,3,29,82,556
C.J. Miles,1145,177,465,46,150,108,136,27,89,69,46,18,53,122,508
Darko Miličić,472,59,130,0,0,16,37,35,62,17,9,25,32,59,134
Andre Miller,1809,242,552,18,83,137,169,53,168,441,63,9,177,133,639
Brad Miller,146,9,27,7,15,10,12,4,15,24,4,2,12,10,35
Mike Miller,752,91,209,53,117,2,5,22,106,42,14,6,30,58,237
Patty Mills,261,63,130,24,56,15,15,4,24,39,10,1,26,14,165
Paul Millsap,2100,426,861,7,31,202,255,180,383,150,118,52,112,222,1061
Nazr Mohammed,692,79,169,0,1,13,23,59,111,14,20,37,26,101,171
Greg Monroe,2082,407,781,0,1,201,272,239,398,152,83,46,161,180,1015
Jamario Moon,123,7,24,2,10,2,2,2,20,5,1,5,8,5,18
E'Twaun Moore,331,43,113,17,45,7,7,4,29,34,11,3,21,33,110
Mikki Moore,118,9,20,0,0,6,7,7,15,5,3,3,7,24,24
Darius Morris,169,18,42,4,9,6,9,2,14,21,2,0,19,16,46
Marcus Morris,126,16,54,2,17,6,8,5,11,3,2,2,4,12,40
Markieff Morris,1227,174,436,43,124,76,106,69,210,65,41,42,70,179,467
Anthony Morrow,1636,272,658,106,286,97,104,31,96,61,46,9,70,86,747
Timofey Mozgov,687,100,190,0,0,39,57,53,126,22,15,42,53,86,239
Byron Mullens,1465,251,591,12,51,92,112,96,231,57,21,52,74,137,606
Troy Murphy,956,77,171,28,67,6,9,40,151,51,15,16,26,98,188
Hamady N'Diaye,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Nájera,270,24,64,8,29,2,4,11,39,12,19,4,7,40,58
Steve Nash,1961,295,555,55,141,127,142,26,160,664,38,8,229,53,772
Gary Neal,1206,212,486,83,198,50,64,12,106,117,27,2,60,75,557
Jameer Nelson,1706,259,606,87,231,71,88,29,152,325,38,5,135,130,676
Joakim Noah,1945,249,490,0,1,154,206,242,387,160,41,92,92,162,652
Andrés Nocioni,56,5,20,1,6,6,11,1,13,1,1,1,5,4,17
Steve Novak,1020,161,337,133,282,22,26,9,95,12,16,9,21,59,477
Dirk Nowitzki,2079,473,1034,78,212,318,355,46,372,136,42,30,117,129,1342
Jermaine O'Neal,570,52,120,0,0,21,31,37,98,10,8,43,21,80,125
Lamar Odom,1027,123,349,28,111,58,98,36,172,83,20,18,52,97,332
Emeka Okafor,781,114,214,0,0,38,74,70,143,24,16,26,37,73,266
Mehmet Okur,454,52,139,23,72,3,5,22,59,30,9,5,25,45,130
Daniel Orton,187,17,30,0,1,11,25,19,20,5,8,9,7,30,45
Travis Outlaw,500,60,175,16,60,31,46,19,42,16,19,21,20,34,167
Larry Owens,75,4,11,2,5,3,4,2,11,4,0,1,2,10,13
Zaza Pachulia,1640,169,339,0,0,117,158,154,303,79,55,29,81,172,455
Jannero Pargo,671,105,253,53,138,19,20,9,64,96,20,2,49,64,282
Jeremy Pargo,424,50,150,10,38,16,27,12,25,55,15,0,46,46,126
Anthony Parker,1280,141,326,50,138,35,56,10,128,120,38,7,50,65,367
Tony Parker,1923,427,890,14,61,227,284,22,149,463,57,5,153,75,1095
Chandler Parsons,1804,248,549,60,178,43,78,90,210,134,73,29,81,142,599
Patrick Patterson,1483,225,511,0,3,40,57,112,174,53,27,36,49,113,490
Chris Paul,2181,425,890,79,213,260,302,42,171,543,152,4,124,138,1189
Sasha Pavlović,527,50,128,17,58,3,8,4,68,18,20,15,20,54,120
Nikola Peković,1264,256,454,0,0,139,187,181,165,31,29,31,87,98,651
Kendrick Perkins,1744,128,262,0,0,73,112,120,306,78,25,73,118,189,329
Johan Petro,920,109,260,1,1,31,37,68,156,45,21,23,38,122,250
Paul Pierce,2075,394,890,100,273,293,344,37,280,274,70,26,173,147,1181
Mickaël Piétrus,921,104,270,61,182,20,31,18,112,25,21,10,33,81,289
Dexter Pittman,301,44,94,0,0,18,28,27,44,9,8,8,17,73,106
Quincy Pondexter,1002,108,239,22,73,33,53,55,71,27,27,5,30,90,271
