player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Lorenzo Brown,549,52,122,6,28,12,19,14,56,90,28,6,30,49,122
Markel Brown,781,76,210,17,64,47,57,16,91,39,31,12,27,57,216
Shannon Brown,89,7,19,3,7,3,4,0,1,3,4,0,4,8,20
Kobe Bryant,1207,266,713,54,184,196,241,26,173,197,47,7,128,65,782
Chase Budinger,1286,169,390,52,143,67,81,33,165,64,44,10,49,72,457
Reggie Bullock,338,24,70,15,46,6,9,1,49,8,10,4,8,19,69
Trey Burke,2288,370,1005,124,390,109,145,31,173,328,65,15,124,119,973
Alec Burks,899,121,300,26,68,106,129,19,95,82,17,5,52,64,374
Caron Butler,1623,161,396,83,219,55,61,21,175,79,43,4,49,120,460
Jimmy Butler,2513,421,912,73,193,386,463,114,265,212,114,36,93,108,1301
Rasual Butler,1505,218,517,91,235,53,67,27,170,63,29,22,48,98,580
Dwight Buycks,123,18,40,7,11,9,10,2,10,14,3,0,12,3,52
Will Bynum,67,10,31,0,9,2,4,2,4,18,1,1,8,9,22
Bruno Caboclo,23,4,12,2,3,0,0,1,1,0,0,1,4,3,10
Nick Calathes,838,104,247,11,43,24,45,19,87,146,63,5,61,100,243
José Calderón,1270,147,354,59,142,29,32,19,105,198,31,0,75,76,382
Kentavious Caldwell-Pope,2587,390,972,153,444,110,158,46,209,109,93,18,94,161,1043
Isaiah Canaan,938,146,378,91,246,49,60,18,69,98,29,3,62,83,432
Clint Capela,90,14,29,0,0,4,23,10,26,2,1,9,5,14,32
DeMarre Carroll,2189,318,653,120,304,127,181,99,273,118,94,17,75,154,883
Vince Carter,1091,135,406,69,232,45,57,27,106,79,43,14,43,102,384
Michael Carter-Williams,2149,364,919,36,153,202,291,64,289,442,111,30,253,167,966
Omri Casspi,1416,209,427,35,87,140,191,54,206,102,31,9,88,107,593
Mario Chalmers,2368,267,663,73,248,206,266,24,182,307,122,10,173,251,813
Tyson Chandler,2286,293,440,0,0,185,257,294,570,84,42,91,105,169,771
Wilson Chandler,2471,418,975,139,406,110,142,96,379,134,58,29,110,231,1085
Will Cherry,69,5,19,2,9,3,6,1,4,8,6,1,4,10,15
Patrick Christopher,29,3,12,0,4,0,0,2,4,0,1,0,1,6,6
Earl Clark,93,11,30,4,14,1,4,1,22,3,3,4,6,12,27
Ian Clark,192,19,55,10,30,9,9,4,12,12,9,3,9,20,57
Jordan Clarkson,1476,267,596,38,121,131,158,56,135,206,51,12,96,109,703
Victor Claver,76,9,20,6,11,0,0,3,17,1,1,1,4,12,24
Norris Cole,1831,230,558,55,176,58,81,13,146,255,57,15,99,124,573
Darren Collison,1565,260,550,60,161,145,184,19,124,252,67,14,112,95,725
Nick Collison,1101,106,253,16,60,45,65,90,160,90,35,25,45,156,273
Mike Conley,2225,393,882,107,277,214,249,29,180,375,89,14,156,139,1107
Jack Cooley,87,9,22,0,0,9,21,10,15,1,6,3,3,23,27
Chris Copeland,828,112,310,52,167,33,45,23,88,51,11,11,59,78,309
Bryce Cotton,159,29,69,7,20,15,18,3,15,15,4,0,12,6,80
DeMarcus Cousins,2013,498,1066,2,8,423,541,185,562,210,90,103,254,241,1421
Robert Covington,1956,299,756,167,446,178,217,65,251,105,97,31,128,189,943
Allen Crabbe,683,63,153,30,85,12,16,7,66,39,19,15,15,74,168
Jamal Crawford,1703,332,839,119,364,227,252,18,106,158,59,14,92,108,1010
Jae Crowder,1647,229,545,61,208,109,141,72,221,94,72,25,49,137,628
Dante Cunningham,1652,155,339,1,10,29,47,70,186,50,46,37,35,101,340
Jared Cunningham,89,12,33,4,13,7,13,1,8,10,3,0,7,12,35
Seth Curry,8,0,3,0,1,0,0,0,2,1,0,0,0,2,0
Stephen Curry,2613,653,1341,286,646,308,337,56,285,619,163,16,249,158,1900
Samuel Dalembert,544,57,130,0,0,14,20,53,115,29,14,41,39,70,128
Troy Daniels,397,61,165,43,118,11,13,8,25,22,6,1,20,40,176
Gigi Datome,209,43,89,18,40,1,1,3,26,9,2,7,9,15,105
Brandon Davies,423,55,137,8,34,24,37,38,45,30,18,7,29,59,142
Anthony Davis,2455,642,1199,1,12,371,461,173,523,149,100,200,95,141,1656
Ed Davis,1840,282,469,0,0,92,189,230,370,94,49,98,58,202,656
Glen Davis,904,117,255,0,4,60,95,43,126,39,41,21,39,132,294
Andre Dawkins,22,1,6,1,6,0,0,0,2,1,0,0,1,3,3
Austin Daye,344,50,141,24,71,5,6,10,65,17,12,5,23,39,129
Dewayne Dedmon,845,91,162,0,1,34,64,118,177,9,16,50,51,141,216
Matthew Dellavedova,1380,111,307,68,167,29,38,37,89,204,24,2,61,152,319
Luol Deng,2421,369,787,78,220,191,251,103,273,139,65,22,108,109,1007
DeMar DeRozan,2100,409,990,25,88,361,434,41,236,210,73,11,137,122,1204
Boris Diaw,1984,291,632,54,169,72,93,78,270,233,36,23,126,148,708
Gorgui Dieng,2193,259,512,1,6,191,244,223,386,146,71,126,126,188,710
Spencer Dinwiddie,455,51,169,12,65,31,34,4,44,104,19,6,33,53,145
Joey Dorsey,854,80,145,0,1,24,83,103,176,25,40,25,41,157,184
Toney Douglas,177,19,51,5,18,8,13,2,20,24,11,4,10,20,51
Chris Douglas-Roberts,103,5,21,1,7,8,8,1,11,4,1,0,0,14,19
Goran Dragić,2640,502,1002,90,259,181,234,81,193,350,78,15,173,195,1275
Zoran Dragić,75,11,30,3,14,3,5,5,3,5,2,0,5,6,28
Larry Drew II,219,20,58,4,26,2,3,1,14,45,6,0,25,13,46
Andre Drummond,2502,494,961,0,2,142,365,437,667,55,73,153,120,285,1130
Jared Dudley,1717,198,423,74,192,48,67,45,175,130,72,11,62,113,518
Tim Duncan,2227,419,819,2,7,230,311,170,534,230,63,151,131,165,1070
Mike Dunleavy,1838,209,481,107,263,70,87,28,220,114,39,21,60,123,595
Kevin Durant,913,238,467,64,159,146,171,16,162,110,24,25,74,40,686
Cleanthony Early,647,76,214,22,84,36,48,22,75,36,24,12,40,57,210
Wayne Ellington,1675,254,617,90,243,52,64,31,179,105,33,2,50,77,650
Monta Ellis,2699,602,1354,81,284,228,303,34,156,329,148,25,198,197,1513
James Ennis,1051,101,247,31,95,79,94,51,125,48,25,17,39,89,312
Tyler Ennis,411,52,144,12,43,5,7,7,28,73,18,5,42,36,121
Jeremy Evans,266,32,58,2,5,24,29,26,45,13,11,12,5,29,90
Reggie Evans,764,58,137,0,2,60,97,97,202,32,22,5,45,91,176
Tyreke Evans,2690,521,1165,69,227,202,291,82,334,521,100,37,246,198,1313
Dante Exum,1817,145,416,83,264,20,32,27,104,198,41,14,118,147,393
Festus Ezeli,504,76,139,0,0,49,78,60,95,9,7,42,32,77,201
Kenneth Faried,2086,373,736,1,8,199,288,242,426,89,62,57,118,211,946
Jordan Farmar,529,61,158,35,97,10,11,8,34,67,20,5,32,52,167
Derrick Favors,2280,482,918,1,6,222,332,196,411,112,60,123,121,210,1187
Raymond Felton,281,43,106,10,34,12,15,2,24,41,11,4,18,17,108
Landry Fields,216,20,41,1,2,5,6,10,16,15,11,0,8,9,46
Evan Fournier,1661,253,575,85,225,107,147,28,125,120,40,2,82,116,698
Randy Foye,1087,148,402,94,263,45,55,9,76,119,34,11,60,97,435
Jamaal Franklin,13,1,2,1,2,0,0,1,1,3,0,1,3,4,3
Tim Frazier,239,21,61,5,17,10,21,6,22,60,8,0,25,26,57
Jimmer Fredette,509,63,166,9,48,43,45,8,32,58,15,2,33,43,178
Joel Freeland,617,74,151,0,0,21,25,62,129,16,9,23,23,93,169
Channing Frye,1870,191,487,136,346,31,35,27,266,94,47,39,78,191,549
Danilo Gallinari,1426,228,568,107,301,171,191,31,187,83,47,20,57,94,734
Langston Galloway,1457,204,511,62,176,63,78,37,153,150,52,12,61,129,533
Francisco García,200,17,63,10,45,1,4,3,14,15,9,5,10,20,45
Kevin Garnett,952,143,306,1,7,36,45,48,263,77,46,17,46,109,323
Marc Gasol,2687,530,1072,3,17,350,440,115,515,307,70,131,176,208,1413
Pau Gasol,2681,570,1153,12,26,294,366,220,699,210,25,147,158,147,1446
Rudy Gay,2408,508,1116,79,220,337,393,98,301,250,71,41,183,157,1432
Alonzo Gee,662,87,186,13,35,54,77,37,57,25,35,7,33,58,241
Paul George,91,18,49,9,22,8,11,4,18,6,5,1,12,11,53
Taj Gibson,1692,254,506,0,0,132,184,162,234,71,36,75,77,162,640
Manu Ginóbili,1587,251,589,89,258,147,204,28,183,293,67,20,154,138,738
Rudy Gobert,2158,258,427,0,2,170,273,265,510,109,64,189,111,175,686
Drew Gooden,864,110,276,23,59,34,44,72,151,49,21,9,28,91,277
Archie Goodwin,535,79,201,12,41,61,83,27,47,44,18,9,48,55,231
Aaron Gordon,797,93,208,13,48,44,61,46,123,33,21,22,38,83,243
Ben Gordon,790,129,295,35,97,56,67,6,57,50,14,1,55,60,349
Drew Gordon,71,8,19,0,3,1,2,7,11,2,1,0,8,7,17
Eric Gordon,2018,285,694,141,315,107,133,28,131,229,50,14,122,145,818
Marcin Gortat,2453,439,775,0,3,123,175,180,537,97,49,110,100,191,1001
Danny Granger,613,65,162,30,84,28,37,20,60,17,13,6,24,67,188
Jerami Grant,1377,124,352,49,156,114,193,49,149,79,40,68,85,144,411
Danny Green,2312,322,738,191,457,111,127,54,289,158,101,87,93,163,946
Draymond Green,2490,339,765,111,329,132,200,114,533,291,123,99,133,253,921
Erick Green,410,61,162,14,47,10,12,7,24,39,12,0,14,26,146
Gerald Green,1446,324,778,137,387,99,120,33,153,91,42,12,104,145,884
JaMychal Green,164,27,47,0,6,8,10,19,26,4,5,5,14,25,62
Jeff Green,2454,416,967,97,292,239,287,64,264,134,53,34,108,147,1168
Willie Green,951,118,306,42,121,28,34,14,65,68,26,5,48,81,306
Blake Griffin,2356,574,1144,10,25,311,427,126,382,354,63,35,152,196,1469
Jorge Gutiérrez,175,22,41,0,3,9,13,5,20,22,6,0,12,25,53
P.J. Hairston,687,87,269,49,163,31,36,22,70,21,21,13,22,61,254
Jordan Hamilton,122,14,35,10,21,0,0,2,14,7,2,0,4,14,38
Justin Hamilton,712,85,178,10,31,39,47,57,77,36,27,30,26,70,219
Tyler Hansbrough,1058,86,165,1,7,97,139,106,159,21,30,15,20,141,270
Tim Hardaway Jr.,1681,279,717,121,354,125,156,12,144,127,20,14,82,119,804
James Harden,2981,647,1470,208,555,715,824,75,384,565,154,60,321,208,2217
Maurice Harkless,674,63,158,10,56,22,41,38,68,25,32,9,27,66,158
Devin Harris,1685,219,524,95,266,132,162,13,122,237,78,14,85,147,665
Gary Harris,719,66,217,21,103,35,47,21,43,29,39,7,38,71,188
Joe Harris,493,48,120,31,84,9,15,7,34,26,7,2,27,62,136
Tobias Harris,2369,442,949,87,239,193,245,73,357,124,69,36,115,134,1164
Udonis Haslem,995,107,239,2,10,45,64,71,187,46,21,13,41,113,261
Spencer Hawes,1274,163,415,55,176,44,68,30,228,88,24,53,61,173,425
Chuck Hayes,255,22,46,0,0,6,11,18,33,20,10,4,8,37,50
Gordon Hayward,2618,484,1087,120,330,375,462,54,319,313,108,30,206,131,1463
Brendan Haywood,119,14,30,0,0,7,13,6,23,2,2,10,10,17,35
Gerald Henderson,2315,370,847,45,136,184,217,36,237,206,51,22,110,135,969
Xavier Henry,86,3,13,0,0,14,24,2,2,3,3,0,3,6,20
John Henson,1228,196,346,0,0,78,137,124,188,59,28,135,87,152,470
Roy Hibbert,1926,317,710,0,2,168,204,156,384,84,18,125,107,216,802
J.J. Hickson,1411,218,459,0,2,116,201,150,302,57,36,35,96,136,552
Nenê,1693,307,601,1,5,122,202,84,261,123,66,22,124,180,737
George Hill,1267,255,535,69,193,113,143,25,154,220,44,14,69,111,692
Jordan Hill,1874,357,777,3,11,124,168,174,382,103,34,52,106,164,841
Solomon Hill,2381,251,634,68,208,159,193,70,244,184,66,18,115,177,729
Kirk Hinrich,1610,142,381,58,168,35,50,20,101,148,46,14,73,144,377
Jrue Holiday,1303,238,534,51,135,65,76,32,103,274,63,23,91,110,592
Justin Holiday,657,91,235,35,109,37,45,12,61,48,40,12,29,54,254
Ryan Hollins,441,53,82,0,0,31,54,36,67,14,6,19,25,65,137
Rodney Hood,1064,155,374,62,170,61,80,9,108,83,30,12,45,119,433
Al Horford,2318,519,965,11,36,107,141,131,413,244,68,98,100,121,1156
Dwight Howard,1223,251,423,1,2,143,271,110,321,50,28,53,115,137,646
Lester Hudson,56,6,14,3,6,3,4,1,7,5,6,1,3,4,18
Robbie Hummel,742,79,172,16,51,24,29,31,103,27,16,9,18,86,198
Kris Humphries,1345,211,446,0,7,87,117,118,298,57,34,25,46,130,509
Serge Ibaka,2116,374,786,77,205,92,110,135,364,55,30,155,97,194,917
Andre Iguodala,2069,231,496,74,212,68,114,44,213,228,89,25,88,100,604
Ersan İlyasova,1319,263,557,74,190,69,107,80,197,56,36,19,45,149,669
Joe Ingles,1673,147,354,72,202,30,40,22,153,182,72,10,98,124,396
Kyrie Irving,2730,578,1235,157,378,315,365,55,182,389,114,20,186,146,1628
Jarrett Jack,2241,359,817,39,146,200,227,19,226,373,75,13,191,143,957
Reggie Jackson,2268,432,996,72,241,181,218,56,271,462,62,9,186,167,1117
Bernard James,158,12,27,0,0,20,23,18,21,4,2,15,6,17,44
LeBron James,2493,624,1279,120,339,375,528,51,365,511,109,49,272,135,1743
Al Jefferson,1992,486,1010,2,5,108,165,99,449,113,47,84,68,139,1082
Cory Jefferson,531,75,167,2,15,31,54,47,98,16,10,21,20,61,183
Richard Jefferson,1244,144,324,66,155,78,114,25,158,61,32,11,52,115,432
John Jenkins,297,49,99,21,52,16,19,2,37,13,10,0,8,15,135
Brandon Jennings,1173,218,543,76,211,120,143,21,83,272,44,4,90,64,632
Jonas Jerebko,1230,169,379,54,140,56,66,93,189,71,46,18,44,135,448
Grant Jerrett,51,7,26,1,15,1,1,2,7,3,2,2,3,11,16
Amir Johnson,1979,298,519,19,46,79,129,159,297,117,44,59,110,225,694
Chris Johnson,526,62,154,28,95,14,16,8,47,15,26,7,15,44,166
James Johnson,1370,238,404,11,51,67,102,61,196,95,54,70,79,155,554
Joe Johnson,2791,446,1025,121,337,141,176,53,331,292,59,14,137,120,1154
Nick Johnson,262,26,75,5,21,17,25,13,26,11,7,3,19,34,74
Tyler Johnson,603,70,167,18,48,32,47,14,67,42,33,9,30,42,190
Wesley Johnson,2245,286,691,91,259,90,112,67,252,124,59,45,87,162,753
Dahntay Jones,123,6,21,0,4,9,11,1,10,2,3,0,1,23,21
James Jones,669,74,201,63,175,39,46,9,53,24,13,8,13,67,250
Perry Jones,631,73,184,14,60,24,37,6,70,18,17,8,24,50,184
Terrence Jones,889,158,299,13,37,57,94,78,142,36,18,59,37,78,386
DeAndre Jordan,2820,379,534,1,4,187,471,397,829,61,81,183,109,245,946
Jerome Jordan,383,50,94,0,0,38,44,52,53,13,8,15,22,58,138
Cory Joseph,1444,207,411,16,44,105,143,44,148,188,46,17,67,105,535
Chris Kaman,1398,283,549,0,0,72,102,149,335,65,18,54,108,140,638
Enes Kanter,2135,482,928,16,45,183,234,277,394,55,36,29,145,189,1163
Sergey Karasev,555,54,134,16,54,29,38,22,44,46,23,1,24,45,153
Ryan Kelly,1233,104,309,45,134,79,95,13,133,92,30,24,37,118,332
Michael Kidd-Gilchrist,1587,224,482,0,0,150,214,109,307,77,30,38,63,115,598
Sean Kilpatrick,72,7,20,4,13,4,4,1,5,4,3,0,2,3,22
Andrei Kirilenko,36,0,5,0,0,3,4,2,6,1,1,0,1,1,3
Alex Kirk,14,1,4,0,0,2,2,1,0,1,0,0,0,1,4
Brandon Knight,2035,375,888,125,321,195,223,28,216,330,90,10,189,114,1070
Kyle Korver,2418,292,600,221,449,106,118,15,289,196,52,42,107,140,911
Kosta Koufos,1348,182,358,0,0,55,85,121,305,37,29,63,69,148,419
Ognjen Kuzmić,72,8,12,0,0,4,4,7,10,6,2,1,5,13,20
Jeremy Lamb,633,104,250,38,111,49,55,8,99,44,21,6,27,52,295
Carl Landry,1192,190,369,0,0,123,150,99,169,26,15,17,54,132,503
Shane Larkin,1865,187,432,35,116,61,78,29,147,226,93,9,83,150,470
Joffrey Lauvergne,268,36,89,3,16,18,28,27,50,13,8,10,22,43,93
Zach LaVine,1902,286,677,57,167,149,177,27,187,276,54,10,193,158,778
Ty Lawson,2665,404,926,70,205,265,363,42,192,720,92,9,185,128,1143
Ricky Ledo,244,32,96,10,27,16,22,16,20,19,6,1,26,21,90
Courtney Lee,2354,288,643,90,224,111,129,21,157,151,75,12,78,129,777
David Lee,904,160,313,0,2,68,104,81,176,85,31,26,49,83,388
Malcolm Lee,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alex Len,1518,179,353,1,3,73,104,142,312,32,34,105,74,213,432
Kawhi Leonard,2033,394,822,67,192,202,252,85,376,161,148,48,97,128,1057
Meyers Leonard,847,125,245,47,112,30,32,46,204,32,10,14,39,113,327
Jon Leuer,824,121,273,7,29,37,59,50,157,46,17,9,35,86,286
Damian Lillard,2925,590,1360,196,572,344,398,49,329,507,97,21,222,164,1720
Jeremy Lin,1907,277,654,65,176,213,268,26,170,339,82,32,166,189,832
Shaun Livingston,1468,198,396,0,2,65,91,43,140,259,49,20,102,110,461
Brook Lopez,2100,506,987,1,10,223,274,214,321,50,43,126,104,206,1236
Robin Lopez,1638,234,437,0,1,98,127,190,204,55,16,84,73,122,566
Kevin Love,2532,413,952,144,392,258,321,142,589,168,51,39,122,140,1228
Kyle Lowry,2414,430,1043,132,391,252,312,54,274,473,109,13,173,212,1244
Kalin Lucas,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0
John Lucas III,272,42,104,9,29,5,5,4,12,60,8,0,16,18,98
Shelvin Mack,833,117,292,40,127,25,31,8,71,155,30,2,49,32,299
Ian Mahinmi,1146,117,212,0,0,31,102,105,251,33,30,46,59,172,265
Devyn Marble,208,14,44,4,22,5,16,5,26,17,9,2,9,14,37
Shawn Marion,1101,119,267,12,46,26,34,64,138,51,27,27,33,58,276
Kendall Marshall,417,46,101,18,46,8,9,2,26,86,21,0,35,26,118
Cartier Martin,198,15,53,6,33,0,0,0,20,11,3,1,5,20,36
Kenyon Martin,104,9,22,0,0,2,2,6,13,5,5,6,3,13,20
Kevin Martin,1302,267,625,75,191,170,193,19,123,89,33,1,76,76,779
Wesley Matthews,2024,337,752,173,445,109,145,38,184,139,77,10,81,132,956
Jason Maxiell,878,81,192,0,0,41,71,86,117,19,18,44,29,96,203
O.J. Mayo,1697,296,701,99,277,115,139,30,157,197,57,18,128,165,806
Luc Mbah a Moute,1916,251,636,62,202,96,163,82,246,106,81,21,99,104,660
James Michael McAdoo,137,24,44,0,0,14,25,15,22,2,5,9,6,21,62
Ray McCallum,1436,206,470,34,111,57,84,52,128,188,45,11,85,92,503
CJ McCollum,973,159,365,55,139,51,73,14,77,64,43,8,48,81,424
K.J. McDaniels,1352,172,434,43,150,100,133,65,135,72,44,70,105,126,487
Doug McDermott,321,43,107,13,41,10,15,6,37,6,4,1,17,29,109
Mitch McGary,485,88,165,0,2,25,40,53,112,14,16,16,31,72,201
JaVale McGee,256,42,79,0,0,22,33,18,43,3,2,20,18,30,106
Ben McLemore,2670,363,831,140,391,130,160,31,210,140,77,19,138,219,996
Jerel McNeal,36,3,11,1,2,2,2,0,3,2,3,1,5,5,9
Josh McRoberts,296,28,53,8,19,8,13,7,38,33,12,3,22,41,72
Jodie Meeks,1462,222,534,74,212,145,160,12,92,79,59,6,57,76,663
Gal Mekel,43,3,20,0,3,0,0,0,1,13,2,0,2,1,6
Khris Middleton,2378,406,869,109,268,134,156,48,299,182,122,11,113,183,1055
C.J. Miles,1841,329,827,154,446,130,161,18,196,75,60,26,73,132,942
Andre Miller,1253,145,290,7,34,58,77,37,116,284,32,6,104,103,355
Darius Miller,43,1,7,0,1,0,0,0,1,2,1,0,1,8,2
Mike Miller,701,37,114,32,98,3,4,4,87,46,14,4,23,74,109
Quincy Miller,119,9,38,3,18,8,11,4,16,8,7,5,5,9,29
Patty Mills,801,128,336,62,182,33,40,21,54,87,28,2,35,58,351
Elijah Millsap,924,81,238,28,90,58,86,28,122,58,56,16,67,124,248
Paul Millsap,2390,443,930,77,216,255,337,139,431,223,130,69,166,201,1218
Nikola Mirotić,1654,253,624,99,313,228,284,63,341,97,54,54,89,172,833
Nazr Mohammed,128,13,30,0,0,1,3,11,27,3,4,5,7,16,27
Greg Monroe,2137,423,853,0,0,252,336,229,475,142,78,34,149,148,1098
E'Twaun Moore,504,62,139,13,38,12,20,12,34,33,20,6,14,45,149
Eric Moreland,2,1,1,0,0,0,0,0,1,0,0,0,0,1,2
Darius Morris,299,36,106,7,33,4,9,7,20,48,9,0,21,20,83
Marcus Morris,2045,331,763,112,313,71,113,73,312,133,63,16,73,188,845
Markieff Morris,2581,512,1100,57,179,177,232,110,396,192,101,39,170,245,1258
Anthony Morrow,1806,285,615,141,325,79,89,40,155,60,54,11,38,135,790
Donatas Motiejūnas,2037,353,700,49,133,100,166,137,284,130,56,34,123,203,855
Timofey Mozgov,2045,314,566,2,6,155,216,203,388,55,33,97,116,227,785
Shabazz Muhammad,866,194,397,20,51,104,145,63,91,44,18,7,35,49,512
Toure' Murry,18,2,5,0,0,2,2,1,0,1,1,0,4,2,6
Mike Muscala,502,83,151,9,22,22,25,52,67,25,16,19,21,52,197
Shabazz Napier,1012,87,228,43,118,44,56,17,96,130,40,4,81,76,261
Gary Neal,1193,188,503,50,164,117,135,14,115,100,23,1,65,88,543
Jameer Nelson,1407,205,504,89,258,24,36,33,113,253,47,6,109,136,523
Andrew Nicholson,492,83,190,13,41,15,25,17,65,22,6,12,24,51,194
Joakim Noah,2049,190,427,0,2,105,174,219,427,312,48,74,123,203,485
Nerlens Noel,2311,302,653,0,0,140,230,185,426,128,133,142,146,208,744
Lucas Nogueira,23,2,8,0,0,2,4,2,9,1,2,0,2,6,6
Steve Novak,197,22,56,19,48,0,2,2,20,11,0,2,5,23,63
Dirk Nowitzki,2282,487,1062,104,274,255,289,44,413,143,39,33,82,160,1333
Jusuf Nurkić,1103,171,383,0,2,84,132,125,257,50,52,68,86,207,426
Johnny O'Bryant,368,44,120,0,0,12,27,26,38,17,5,4,25,44,100
Kyle O'Quinn,824,119,242,12,43,44,57,46,153,59,31,39,55,110,294
Victor Oladipo,2573,473,1086,84,248,262,320,51,251,295,120,19,204,187,1292
Kelly Olynyk,1423,251,528,61,175,93,136,92,211,109,64,39,98,213,656
Arinze Onuaku,68,12,14,0,0,3,8,7,14,4,1,3,2,6,27
