player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Andrea Bargnani,1257,222,502,30,108,84,102,69,153,45,14,52,58,100,558
Harrison Barnes,2204,271,679,66,190,130,181,66,245,116,65,20,84,158,738
Matt Barnes,1735,231,527,97,283,66,90,60,232,125,56,28,85,185,625
Will Barton,387,65,156,10,33,26,32,16,58,33,9,7,18,31,166
Brandon Bass,2266,352,725,2,6,205,239,161,309,87,36,71,102,190,911
Shane Battier,1468,105,275,73,210,15,23,34,104,63,50,39,21,124,298
Nicolas Batum,2956,381,819,145,402,163,203,116,495,420,75,57,208,156,1070
Jerryd Bayless,1686,248,617,76,212,94,118,22,123,194,60,9,82,161,666
Aron Baynes,491,71,163,0,0,19,21,57,88,34,2,5,36,77,161
Kent Bazemore,911,147,343,43,128,66,109,10,107,91,43,13,79,102,403
Bradley Beal,2530,481,1149,138,343,149,189,54,219,243,71,18,128,153,1249
Michael Beasley,831,177,355,21,54,61,79,31,141,42,23,21,57,93,436
Marco Belinelli,2016,337,695,126,293,111,131,18,208,179,50,7,95,130,911
Anthony Bennett,663,80,225,13,53,44,69,49,106,17,21,8,47,93,217
Patrick Beverley,1751,199,481,92,255,83,102,72,124,151,77,23,66,174,573
Andris Biedriņš,45,1,1,0,0,1,6,2,15,0,0,0,2,6,3
Chauncey Billups,309,24,79,14,48,10,12,4,24,42,8,1,25,25,72
Bismack Biyombo,1072,88,144,0,0,46,89,105,261,8,7,86,40,124,222
DeJuan Blair,1214,210,393,0,2,77,121,139,229,70,60,21,77,192,497
Steve Blake,1498,133,353,79,210,33,43,13,146,307,54,8,102,85,378
Andray Blatche,1618,321,674,15,54,164,221,120,270,112,75,38,110,166,821
Eric Bledsoe,1416,265,556,50,140,183,237,27,175,235,69,14,143,99,763
Vander Blue,15,2,4,0,1,1,5,0,3,1,0,0,2,1,5
Keith Bogans,55,3,6,3,6,3,3,0,3,3,1,0,1,2,12
Andrew Bogut,1769,235,375,0,0,22,64,182,489,112,47,121,97,210,492
Matt Bonner,690,73,164,42,98,9,12,16,114,31,15,11,16,49,197
Trevor Booker,1553,222,403,0,2,47,76,149,230,64,41,45,58,131,491
Carlos Boozer,2141,447,980,0,2,148,193,137,495,118,53,22,154,216,1042
Chris Bosh,2531,492,953,74,218,223,272,98,424,87,80,78,125,192,1281
Avery Bradley,1855,361,825,79,200,90,112,48,178,85,63,11,96,145,891
Elton Brand,1414,179,332,0,2,61,94,97,264,74,40,88,60,192,419
Corey Brewer,2609,388,807,59,211,163,227,63,144,135,151,30,105,210,998
Ronnie Brewer,160,3,15,1,8,0,2,2,12,10,6,1,2,4,7
Aaron Brooks,1557,233,581,96,248,83,95,43,97,233,52,13,117,146,645
MarShon Brooks,316,57,125,13,25,32,44,10,44,25,14,4,24,21,159
Lorenzo Brown,224,26,86,3,30,9,13,8,20,41,13,3,16,19,64
Shannon Brown,251,24,66,0,2,15,21,7,21,9,13,0,18,24,63
Kobe Bryant,177,31,73,3,16,18,21,2,24,38,7,1,34,9,83
Chase Budinger,751,100,254,42,120,32,39,19,84,31,19,2,24,58,274
Reggie Bullock,395,43,121,22,73,7,9,11,43,12,9,1,13,26,115
Trey Burke,2262,341,897,111,336,102,113,37,171,396,42,6,131,145,895
Alec Burks,2193,380,831,50,143,279,373,59,198,212,69,14,149,190,1089
Caron Butler,1419,213,540,98,249,63,75,21,208,82,47,17,60,120,587
Jimmy Butler,2591,275,693,68,240,260,338,87,243,175,127,36,102,106,878
Rasual Butler,378,51,110,26,62,8,14,6,35,17,7,9,11,30,136
Dwight Buycks,146,15,48,5,17,8,9,4,19,10,8,0,10,11,43
Andrew Bynum,516,94,225,0,0,37,49,53,92,29,6,29,34,31,225
Will Bynum,1054,184,430,20,62,97,121,24,75,216,39,7,103,121,485
Nick Calathes,1173,142,311,19,61,44,72,23,114,207,66,8,101,117,347
José Calderón,2468,341,748,191,425,52,63,29,163,377,69,11,103,136,925
Kentavious Caldwell-Pope,1583,182,460,59,185,47,61,38,118,55,75,12,28,145,470
Isaiah Canaan,252,31,87,18,55,21,29,7,17,22,8,4,21,25,101
DeMarre Carroll,2341,302,642,97,268,109,141,107,296,134,108,21,79,188,810
Vince Carter,1973,330,811,146,371,161,196,67,217,212,61,35,108,209,967
Michael Carter-Williams,2414,427,1054,55,208,258,367,101,336,441,130,43,247,213,1167
Omri Casspi,1283,173,410,61,176,83,122,55,205,88,44,14,72,100,490
Mario Chalmers,2178,254,560,87,226,121,163,41,173,357,119,16,162,210,716
Tyson Chandler,1662,191,322,0,1,98,155,159,370,59,36,63,71,145,480
Wilson Chandler,1927,307,738,122,351,110,152,58,236,114,46,31,79,193,846
Josh Childress,24,0,0,0,0,0,0,0,3,2,1,0,1,1,0
Dionte Christmas,198,22,62,9,31,18,24,13,25,8,2,3,6,19,71
Earl Clark,768,97,261,41,122,22,34,22,121,18,17,25,31,67,257
Ian Clark,172,26,67,11,31,5,7,3,16,15,8,2,14,24,68
Victor Claver,184,17,42,3,18,10,11,9,30,12,3,3,11,16,47
Norris Cole,2014,207,500,60,174,53,68,17,143,248,77,5,127,156,527
Jason Collins,172,11,24,0,3,3,4,7,12,4,8,1,7,30,25
Darren Collison,2069,324,694,71,189,192,224,47,141,297,93,15,132,150,911
Nick Collison,1353,134,241,4,17,66,93,116,177,104,30,28,71,187,338
Mike Conley,2446,463,1030,105,291,225,276,41,172,441,110,13,150,141,1256
Chris Copeland,265,55,117,33,79,10,14,7,25,18,3,7,14,38,153
DeMarcus Cousins,2298,591,1191,0,7,432,595,218,613,207,109,91,251,270,1614
Robert Covington,34,6,14,4,11,0,0,2,3,0,2,0,1,3,16
Allen Crabbe,100,12,33,6,14,3,4,1,8,6,2,1,3,10,33
Jamal Crawford,2094,421,1011,161,446,279,322,34,124,223,59,12,135,120,1282
Jordan Crawford,1859,327,788,90,285,146,169,28,155,281,47,5,134,120,890
Jae Crowder,1254,130,296,50,151,46,61,46,148,60,59,21,41,100,356
Dante Cunningham,1635,236,509,0,5,38,67,112,218,83,62,58,42,146,510
Jared Cunningham,80,6,21,1,7,13,16,1,5,8,3,0,2,16,26
Seth Curry,13,1,3,1,1,0,0,0,1,0,2,0,0,0,3
Stephen Curry,2846,652,1383,261,615,308,348,46,288,666,128,14,294,194,1873
Samuel Dalembert,1614,214,377,0,1,101,137,200,341,38,41,94,90,210,529
Troy Daniels,75,15,31,12,25,0,0,0,4,5,0,0,3,6,42
Gigi Datome,238,34,97,7,39,8,10,14,32,11,6,1,11,20,83
Brandon Davies,575,54,128,2,10,34,53,38,71,28,24,8,35,92,144
Anthony Davis,2358,522,1005,2,9,348,440,207,466,105,89,189,109,200,1394
Ed Davis,956,155,290,0,0,47,89,92,168,27,17,43,40,114,357
Glen Davis,1662,271,593,4,11,95,137,108,243,77,58,29,76,159,641
Austin Daye,148,24,68,12,37,6,10,5,22,8,4,4,5,18,66
Nando De Colo,494,64,153,18,53,31,35,14,59,65,22,6,35,48,177
Dewayne Dedmon,390,38,83,0,0,21,32,38,89,5,7,22,18,66,97
Matthew Dellavedova,1271,122,296,57,155,38,48,29,94,187,33,5,60,121,339
Luol Deng,2213,371,860,57,189,212,268,99,262,183,62,9,114,111,1011
DeMar DeRozan,3017,604,1407,64,210,519,630,51,292,313,86,28,176,197,1791
Boris Diaw,1974,302,580,45,112,68,92,74,252,222,44,32,121,140,717
Gorgui Dieng,818,113,227,1,1,59,93,103,197,39,30,50,54,108,286
Toney Douglas,675,73,190,31,102,25,34,18,69,68,19,5,34,81,202
Chris Douglas-Roberts,1016,111,252,51,132,66,82,16,103,51,29,16,36,61,339
Goran Dragić,2668,552,1093,122,299,316,416,69,176,447,104,22,213,206,1542
Andre Drummond,2619,479,769,0,2,137,328,440,631,35,101,131,110,273,1095
Jared Dudley,1729,196,447,81,225,38,58,36,124,104,41,10,56,146,511
Tim Duncan,2158,444,906,0,5,231,316,158,563,220,43,139,159,134,1119
Mike Dunleavy,2584,333,774,123,324,140,164,46,299,186,64,46,108,163,929
Kevin Durant,3122,849,1688,192,491,703,805,58,540,445,103,59,285,174,2593
Shane Edwards,12,1,3,0,0,0,0,1,1,0,0,0,1,1,2
Wayne Ellington,393,55,126,25,59,10,11,8,35,19,16,2,11,33,145
Monta Ellis,3023,576,1278,69,209,339,430,38,257,471,141,23,264,197,1560
Melvin Ely,27,3,6,0,0,0,0,0,1,0,0,1,0,5,6
Jeremy Evans,1209,175,332,0,2,51,75,120,190,44,42,46,40,139,401
Reggie Evans,899,71,150,0,0,72,130,115,219,21,37,3,58,119,214
Tyreke Evans,2028,391,897,21,95,239,310,76,265,363,84,21,175,155,1042
Kenneth Faried,2178,447,820,0,3,202,311,238,446,96,70,69,135,193,1096
Jordan Farmar,912,151,364,70,160,44,59,20,84,199,38,8,95,65,416
Vítor Luiz Faverani,488,64,147,12,40,24,37,42,86,16,14,27,41,74,164
Derrick Favors,2201,390,747,0,1,190,284,199,438,91,75,108,129,236,970
Carrick Felix,38,7,14,2,5,3,4,1,5,4,0,0,4,4,19
Raymond Felton,2017,240,608,62,195,88,122,54,143,365,78,27,129,157,630
Landry Fields,322,27,67,0,5,14,22,15,44,20,10,3,11,25,68
Derek Fisher,1428,141,361,88,229,55,71,12,110,117,70,3,49,157,425
Evan Fournier,1503,228,544,89,237,93,123,34,168,112,34,7,100,179,638
Randy Foye,2485,361,875,189,498,157,185,36,196,287,67,39,145,205,1068
Jamaal Franklin,161,16,39,5,11,2,2,4,19,6,4,2,11,23,39
Jimmer Fredette,519,107,227,40,84,19,21,8,44,64,14,3,48,35,273
Joel Freeland,727,77,162,0,2,20,29,88,120,36,10,22,32,95,174
Channing Frye,2312,336,778,160,432,78,95,73,343,98,60,63,89,245,910
Francisco García,1083,118,294,69,193,10,19,21,101,63,27,33,30,120,315
Kevin Garnett,1109,157,356,0,3,38,47,60,298,82,43,40,69,123,352
Diante Garrett,1048,101,265,36,96,10,12,11,86,120,41,5,75,75,248
Marc Gasol,1970,336,711,2,11,185,241,84,340,215,59,76,111,150,859
Pau Gasol,1884,425,885,4,14,187,254,124,456,201,27,92,141,124,1041
Rudy Gay,2531,537,1179,65,197,318,387,113,324,209,95,56,224,171,1457
Alonzo Gee,1020,98,236,19,58,43,61,35,114,47,39,15,44,96,258
Paul George,2898,577,1362,182,500,401,464,64,478,283,151,22,224,198,1737
Taj Gibson,2351,429,896,0,7,211,281,200,358,91,41,112,150,207,1069
Manu Ginóbili,1550,294,627,90,258,160,188,30,172,293,70,17,139,128,838
Rudy Gobert,434,36,74,0,0,32,65,51,104,7,8,41,32,57,104
Ryan Gomes,34,3,8,0,2,0,0,0,4,1,0,0,1,5,6
Drew Gooden,395,76,143,7,17,24,27,37,77,15,10,7,17,53,183
Archie Goodwin,533,76,167,5,36,37,55,25,62,20,20,11,44,45,194
Ben Gordon,279,37,108,8,29,17,21,3,24,21,10,2,21,18,99
Eric Gordon,2057,356,817,101,258,175,223,30,135,208,74,12,134,114,988
Marcin Gortat,2655,455,840,1,1,157,229,202,565,138,41,121,126,201,1068
Danny Granger,847,116,307,43,128,63,67,31,102,41,12,17,46,62,338
Aaron Gray,355,27,61,0,1,11,20,42,69,22,10,8,31,64,65
Danny Green,1651,218,505,132,318,50,63,25,204,104,65,61,76,107,618
Draymond Green,1797,187,459,55,165,82,123,86,323,152,102,72,91,231,511
Gerald Green,2330,448,1006,204,510,195,230,48,227,122,70,42,145,220,1295
Jeff Green,2805,482,1171,135,396,283,356,54,326,138,57,47,165,180,1382
Willie Green,869,102,271,41,121,28,34,12,66,50,22,11,34,96,273
Blake Griffin,2863,718,1359,12,44,482,674,192,565,309,92,51,224,265,1930
Jorge Gutiérrez,244,25,54,3,12,9,12,3,19,30,10,1,14,37,62
Jordan Hamilton,1019,147,376,70,198,40,51,32,162,52,44,20,46,67,404
Justin Hamilton,72,9,20,3,9,5,5,4,3,0,5,0,4,8,26
Tyler Hansbrough,978,93,196,0,2,126,185,120,167,17,28,19,47,132,312
Tim Hardaway Jr.,1875,294,687,130,358,106,128,19,102,66,44,7,47,144,824
James Harden,2777,549,1205,177,483,576,665,61,283,446,115,29,265,177,1851
Maurice Harkless,1950,224,483,59,154,85,143,69,195,80,97,50,86,140,592
Josh Harrellson,317,38,82,12,31,5,7,30,46,15,6,15,10,44,93
Al Harrington,511,82,207,34,100,27,35,15,65,28,14,0,34,72,225
Devin Harris,818,96,254,31,101,92,115,8,77,178,28,2,59,72,315
Elias Harris,11,0,1,0,0,0,0,1,0,1,1,0,0,0,0
Manny Harris,180,28,70,7,20,10,12,7,27,11,4,1,9,10,73
Mike Harris,225,29,61,0,2,26,27,15,18,5,16,7,11,36,84
Tobias Harris,1850,332,716,32,126,197,244,88,336,82,41,24,78,143,893
Udonis Haslem,653,74,146,0,0,25,44,42,133,13,11,15,24,79,173
Spencer Hawes,2470,403,883,128,308,119,152,131,529,240,44,94,173,237,1053
Chuck Hayes,754,56,130,0,1,20,25,69,141,35,34,12,33,95,132
Gordon Hayward,2800,426,1032,85,280,311,381,62,329,400,110,40,212,155,1248
Gerald Henderson,2461,403,930,40,115,235,309,31,279,199,51,32,113,159,1081
Xavier Henry,908,144,345,28,81,116,177,25,89,51,44,7,57,79,432
John Henson,1856,344,639,0,1,91,177,171,326,113,41,116,114,185,779
Roy Hibbert,2409,331,754,2,5,207,269,202,336,91,29,182,148,269,871
J.J. Hickson,1859,332,654,0,8,150,290,206,426,96,47,51,128,177,814
Nenê,1560,299,594,1,5,155,266,65,229,153,64,47,117,164,754
George Hill,2434,272,616,95,260,142,176,53,230,265,75,23,92,158,781
Jordan Hill,1500,286,521,0,1,124,181,194,341,54,29,64,75,172,696
Solomon Hill,226,17,40,7,23,6,7,9,32,12,5,2,13,19,47
Kirk Hinrich,2116,243,619,85,242,95,125,31,161,286,80,26,120,203,666
Jrue Holiday,1143,203,454,30,77,51,63,28,114,268,56,12,105,92,487
Ryan Hollins,482,53,72,0,0,35,56,31,59,8,9,31,29,87,141
Scotty Hopson,7,0,4,0,2,1,2,0,0,1,1,0,0,0,1
Al Horford,958,238,420,4,11,58,85,66,178,76,27,44,64,56,538
Dwight Howard,2396,473,800,2,7,349,638,231,635,131,60,128,229,240,1297
Robbie Hummel,655,67,177,32,89,15,16,35,97,23,16,2,10,57,181
Kris Humphries,1376,231,461,0,2,117,144,127,282,67,31,61,64,136,579
Serge Ibaka,2666,524,978,23,60,156,199,224,485,85,39,219,123,233,1227
Andre Iguodala,2040,220,458,62,175,86,132,53,240,263,95,18,100,103,588
Ersan İlyasova,1478,237,579,37,131,107,130,107,235,72,46,8,61,135,618
Kyrie Irving,2496,532,1237,123,344,291,338,52,207,433,108,23,190,163,1478
Royal Ivey,5,0,2,0,1,0,0,0,1,0,0,0,0,1,0
Jarrett Jack,2252,286,698,63,185,125,149,22,201,324,56,22,133,133,760
Reggie Jackson,2277,403,916,83,245,158,177,43,270,331,85,9,168,142,1047
Stephen Jackson,107,6,26,1,14,2,4,2,8,5,6,1,6,11,15
Bernard James,146,11,23,0,1,6,11,15,27,3,3,8,10,24,28
Damion James,50,2,9,0,2,2,2,1,11,3,0,1,1,3,6
LeBron James,2902,767,1353,116,306,439,585,81,452,488,121,26,270,126,2089
Mike James,77,5,21,1,5,0,2,0,7,17,2,0,5,11,11
Antawn Jamison,248,29,92,8,41,18,25,9,46,7,9,3,7,29,84
Othyus Jeffers,47,3,6,0,2,3,4,1,8,1,0,0,1,3,9
Al Jefferson,2553,700,1376,3,15,191,277,156,636,155,67,79,124,176,1594
Richard Jefferson,2213,294,654,123,301,120,162,18,201,130,56,14,94,168,831
John Jenkins,158,16,42,4,18,4,4,3,19,11,1,1,11,11,40
Brandon Jennings,2728,423,1135,154,457,241,321,59,185,609,101,8,215,157,1241
Jonas Jerebko,741,98,208,31,74,43,59,51,124,39,21,6,43,85,270
Amir Johnson,2214,344,612,20,66,91,143,172,333,115,56,88,123,271,799
Chris Johnson,789,85,214,43,127,37,43,31,66,31,27,4,22,63,250
James Johnson,956,143,308,22,87,76,90,60,106,111,42,57,66,102,384
Joe Johnson,2575,462,1018,162,404,159,195,48,222,216,47,10,120,129,1245
Orlando Johnson,392,36,113,9,47,19,26,9,46,20,6,2,15,26,100
Wesley Johnson,2240,277,651,100,271,61,77,70,278,124,86,77,90,207,715
Darius Johnson-Odom,15,0,7,0,3,0,2,0,2,1,1,0,2,3,0
James Jones,236,31,68,28,54,7,11,2,21,9,3,4,4,6,97
Perry Jones,764,83,181,22,61,28,42,28,86,26,14,19,21,62,216
Solomon Jones,85,6,17,0,0,2,4,8,8,2,2,2,2,12,14
Terrence Jones,2078,386,712,31,101,118,195,162,366,87,53,99,71,139,921
DeAndre Jordan,2870,348,515,0,0,160,374,331,783,74,80,203,123,264,856
Cory Joseph,936,126,265,12,38,79,96,32,75,114,35,14,43,84,343
Chris Kaman,736,176,346,0,3,52,68,54,175,58,11,40,74,93,404
Enes Kanter,2138,419,853,0,1,149,204,222,376,75,28,42,144,230,987
Sergey Karasev,156,12,35,4,19,9,10,0,16,6,3,1,11,22,37
Ryan Kelly,1312,157,371,48,142,110,135,42,177,95,32,45,47,147,472
Michael Kidd-Gilchrist,1502,167,353,1,9,113,184,109,215,52,43,39,60,145,448
Andrei Kirilenko,857,82,160,1,5,61,119,55,91,72,40,19,54,65,226
Brandon Knight,2400,461,1092,110,338,259,323,46,209,352,69,17,188,146,1291
Kyle Korver,2408,289,609,185,392,87,94,22,260,208,70,24,102,147,850
Kosta Koufos,1349,227,459,0,0,60,93,160,258,39,32,71,67,182,514
Viacheslav Kravtsov,59,8,15,0,0,4,8,9,8,1,0,1,6,7,20
Ognjen Kuzmić,92,5,13,0,0,5,11,10,11,2,3,4,10,17,15
Doron Lamb,695,63,160,36,90,29,36,8,41,43,11,1,27,54,191
Jeremy Lamb,1538,263,609,88,247,51,64,27,162,115,56,26,61,143,665
Carl Landry,233,31,60,0,0,14,17,15,42,5,3,1,9,34,76
Shane Larkin,489,52,137,12,38,16,25,11,31,71,26,1,39,46,132
Ty Lawson,2222,347,806,72,202,324,406,40,175,543,100,10,200,113,1090
Ricky Ledo,33,6,17,3,8,4,4,0,2,2,1,0,2,2,19
Courtney Lee,1973,295,614,72,194,99,112,29,158,115,65,28,73,127,761
David Lee,2288,513,981,0,1,231,296,182,461,147,48,26,152,206,1257
Alex Len,362,33,78,0,0,20,31,39,60,4,4,18,26,68,86
Kawhi Leonard,1923,337,645,69,182,101,126,76,336,133,114,50,80,127,844
Meyers Leonard,355,41,91,0,6,16,21,26,85,18,7,5,15,76,98
Jon Leuer,642,121,246,23,49,37,47,37,121,20,18,13,27,63,302
Rashard Lewis,971,98,236,46,134,26,33,24,86,57,53,8,35,90,268
DeAndre Liggins,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2
Damian Lillard,2937,553,1304,218,554,371,426,35,253,457,64,22,193,197,1695
Jeremy Lin,2054,295,662,82,229,218,265,34,153,294,68,27,176,166,890
Shaun Livingston,1974,235,487,1,6,158,191,67,179,245,93,31,105,172,629
Brook Lopez,533,129,229,0,1,94,115,39,63,16,9,30,28,52,352
Robin Lopez,2603,355,644,0,1,198,242,326,374,73,25,139,84,196,908
Kevin Love,2797,650,1421,190,505,520,633,224,739,341,59,35,196,136,2010
Kyle Lowry,2862,457,1080,190,500,313,385,88,281,586,121,15,194,267,1417
John Lucas III,591,62,190,25,84,10,16,12,27,42,14,0,22,41,159
Shelvin Mack,1490,209,501,62,184,64,74,21,139,271,50,2,89,100,544
Ian Mahinmi,1248,91,189,0,1,90,145,107,150,24,41,72,58,207,272
Shawn Marion,2409,341,708,58,162,51,65,132,365,124,90,37,95,125,791
Kendall Marshall,1564,170,419,71,178,19,36,15,140,477,48,4,150,76,430
Cartier Martin,870,111,264,59,151,48,65,13,97,33,27,7,34,71,329
Kenyon Martin,633,63,123,0,1,11,19,36,98,50,25,27,26,85,137
Kevin Martin,2177,440,1023,115,297,303,340,34,169,121,66,6,106,123,1298
Roger Mason,260,25,67,17,48,7,7,1,21,19,6,1,9,26,74
Wesley Matthews,2780,445,1009,201,511,252,301,51,238,197,76,14,110,176,1343
Jason Maxiell,488,47,105,0,0,15,31,28,58,9,8,20,14,47,109
Eric Maynor,327,32,101,12,37,6,11,9,30,52,9,3,29,17,82
O.J. Mayo,1346,224,550,84,227,76,88,24,100,113,28,13,95,111,608
Luc Mbah a Moute,1003,87,193,4,17,46,67,56,90,36,30,14,40,68,224
Ray McCallum,897,113,300,22,59,32,43,18,61,120,22,9,39,69,280
CJ McCollum,476,74,178,30,80,23,34,7,41,27,14,2,35,53,201
JaVale McGee,79,17,38,0,0,1,1,10,7,2,1,7,8,16,35
Ben McLemore,2187,255,679,95,297,115,143,53,182,82,45,18,96,201,720
Josh McRoberts,2360,247,566,105,291,62,85,85,288,333,58,46,83,189,661
Jodie Meeks,2556,413,892,162,404,221,258,30,164,138,111,4,111,119,1209
Gal Mekel,292,30,86,5,20,8,12,5,22,63,4,1,31,31,73
Khris Middleton,2460,376,854,120,290,118,137,60,250,169,83,20,123,243,990
C.J. Miles,984,178,409,83,211,64,75,18,85,52,46,15,44,103,503
Andre Miller,982,106,231,11,21,60,77,28,102,197,34,9,61,75,283
Darius Miller,723,73,166,25,77,29,36,9,43,43,24,9,22,88,200
Mike Miller,1707,213,443,107,233,46,56,30,177,130,26,5,77,95,579
Quincy Miller,789,94,256,30,94,39,55,36,111,26,22,32,48,70,257
Patty Mills,1527,309,666,135,318,73,82,34,135,149,68,9,63,114,826
Paul Millsap,2482,483,1047,76,212,286,391,154,473,232,129,78,185,210,1328
Tony Mitchell,79,5,12,1,1,11,19,15,11,2,6,3,4,9,22
Nazr Mohammed,562,54,126,0,0,16,30,66,109,20,14,30,37,77,124
Greg Monroe,2690,504,1015,0,1,241,367,256,504,171,91,47,166,205,1249
E'Twaun Moore,1506,195,456,57,161,52,68,29,107,112,60,13,55,106,499
Darius Morris,313,39,96,12,38,17,26,7,19,44,13,0,27,33,107
Marcus Morris,1800,288,651,99,260,121,159,84,235,88,72,18,95,157,796
Markieff Morris,2153,411,845,34,108,259,327,139,346,144,68,51,147,232,1115
Anthony Morrow,1426,238,520,88,195,72,87,29,111,59,38,12,51,102,636
Donatas Motiejūnas,952,131,296,21,84,58,96,60,165,34,20,21,49,132,341
Arnett Moultrie,187,16,38,0,0,4,5,11,24,2,8,4,7,22,36
Timofey Mozgov,1770,285,545,4,24,196,260,171,357,62,27,100,122,213,770
Shabazz Muhammad,290,57,124,3,11,26,40,24,29,6,8,1,16,24,143
Byron Mullens,414,73,165,33,89,10,20,24,68,14,15,11,27,64,189
Erik Murphy,62,3,13,0,3,0,0,2,6,2,0,4,2,7,6
Toure' Murry,373,56,129,5,12,23,39,13,31,49,19,1,34,46,140
Mike Muscala,215,31,73,0,3,14,14,17,35,7,3,10,12,29,76
Hamady N'Diaye,74,3,9,0,0,0,1,5,13,3,0,4,3,15,6
Steve Nash,313,36,94,8,24,22,24,4,25,86,7,2,31,18,102
Gary Neal,1114,193,471,68,180,94,105,10,80,83,18,0,64,65,548
Nemanja Nedović,142,8,39,3,18,7,8,3,12,13,0,1,13,13,26
Jameer Nelson,2179,294,747,136,391,96,112,29,202,476,52,5,166,146,820
Andrew Nicholson,1174,180,420,28,89,47,57,53,202,25,18,23,51,150,435
Joakim Noah,2820,380,800,0,2,247,335,282,618,431,99,121,194,245,1007
Steve Novak,540,60,146,52,122,6,6,8,50,13,12,4,5,44,178
Dirk Nowitzki,2628,633,1273,131,329,338,376,40,458,216,73,45,117,165,1735
James Nunnally,165,15,46,8,25,6,9,1,18,8,6,2,7,11,44
Jermaine O'Neal,883,125,248,0,0,99,132,85,157,25,14,40,52,102,349
Kyle O'Quinn,1188,186,371,0,3,57,83,100,264,78,39,88,78,165,429
Greg Oden,212,27,49,0,0,13,23,23,31,1,7,13,12,52,67
Victor Oladipo,2487,392,936,74,226,248,318,43,286,327,129,37,256,210,1106
Kelly Olynyk,1400,234,502,40,114,99,122,140,225,109,35,27,106,227,607
Arinze Onuaku,30,1,5,0,0,1,2,2,6,3,0,0,1,3,3
Daniel Orton,251,21,47,0,0,23,30,16,45,15,6,16,18,38,65
Travis Outlaw,1065,130,326,41,117,42,52,36,132,48,20,19,26,94,343
Zaza Pachulia,1325,149,349,0,1,110,130,141,192,136,45,14,92,124,408
Jannero Pargo,242,52,118,24,60,8,11,1,19,52,14,1,26,17,136
Tony Parker,1997,456,914,25,67,197,243,17,138,388,36,9,151,86,1134
Chandler Parsons,2783,466,987,130,351,164,221,69,340,298,88,29,144,168,1226
Patrick Patterson,1533,225,489,55,151,50,71,117,225,78,55,37,65,159,555
Chris Paul,2171,406,870,78,212,295,345,38,230,663,154,4,145,157,1185
Nikola Peković,1663,379,701,0,0,186,249,206,262,50,30,23,84,129,944
Kendrick Perkins,1207,87,193,0,1,37,67,82,223,67,26,32,90,177,211
Paul Pierce,2098,321,712,112,300,256,310,26,322,178,86,31,153,190,1010
Dexter Pittman,3,0,1,0,0,0,2,3,0,0,0,0,0,0,0
Mason Plumlee,1275,199,302,0,3,122,195,99,209,60,49,55,77,171,520
