player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Miles Plumlee,1964,286,553,0,0,74,132,198,428,43,50,90,111,185,646
Quincy Pondexter,270,31,79,11,34,21,26,10,16,20,5,1,15,18,94
Otto Porter,319,33,91,4,21,8,12,21,36,10,8,1,14,26,78
Josh Powell,19,2,6,0,0,0,0,0,5,0,0,1,1,1,4
Phil Pressey,1132,78,253,28,106,29,45,20,85,241,68,5,87,97,213
A.J. Price,99,19,46,6,22,0,2,1,9,13,1,0,7,5,44
Ronnie Price,377,28,92,9,43,9,13,8,35,66,25,2,26,50,74
Pablo Prigioni,1283,88,191,65,140,11,12,36,93,228,67,2,60,132,252
Tayshaun Prince,1948,200,492,20,69,34,60,32,202,119,39,19,41,63,454
Miroslav Raduljica,465,68,126,0,0,45,55,54,54,23,7,13,28,84,181
Anthony Randolph,527,68,176,18,61,52,69,20,102,32,26,19,39,64,206
Shavlik Randolph,95,7,14,0,0,6,11,7,18,1,3,1,5,15,20
Zach Randolph,2705,560,1198,2,20,250,337,265,530,200,54,23,183,210,1372
J.J. Redick,987,181,398,73,185,97,106,9,65,78,28,3,42,65,532
Glen Rice Jr.,109,11,37,5,17,5,7,4,16,7,6,1,9,7,32
Luke Ridnour,1141,126,327,37,108,17,26,23,74,176,32,8,66,92,306
Austin Rivers,1339,192,474,36,99,110,173,26,103,160,45,9,77,134,530
Andre Roberson,399,33,68,2,13,7,10,36,58,15,19,10,19,74,75
Brian Roberts,1667,244,581,64,178,125,133,17,119,234,43,7,95,132,677
Nate Robinson,866,164,383,58,154,71,85,21,60,112,36,4,58,92,457
Thomas Robinson,873,141,293,0,1,57,101,105,202,34,23,20,57,131,339
Rajon Rondo,998,141,350,26,90,42,67,22,142,294,40,2,99,65,350
Derrick Rose,311,58,164,16,47,27,32,9,23,43,5,1,34,15,159
Terrence Ross,2159,318,751,161,408,82,98,43,209,79,64,27,88,183,879
Ricky Rubio,2638,255,670,44,133,227,283,61,281,704,191,11,221,218,781
Brandon Rush,418,30,90,16,47,3,5,5,39,24,5,9,20,31,79
Robert Sacre,1089,143,300,0,0,64,94,82,172,51,24,47,44,134,350
John Salmons,1726,150,413,63,163,40,52,20,143,147,47,19,54,124,403
Larry Sanders,584,76,162,0,1,26,55,60,105,19,18,40,26,74,178
Dennis Schröder,641,72,188,10,42,29,43,5,55,93,17,0,61,54,183
Luis Scola,1399,263,560,1,7,99,136,86,305,81,26,16,108,164,626
Mike Scott,1482,301,628,62,200,103,132,62,222,75,30,7,79,121,767
Thabo Sefolosha,1584,141,340,48,152,53,69,50,170,94,79,17,55,90,383
Kevin Séraphin,578,111,220,0,0,27,31,53,75,17,3,26,41,103,249
Ramon Sessions,2214,330,769,35,124,326,404,38,165,340,49,9,148,90,1021
Mustafa Shakur,11,0,3,0,1,1,2,0,0,4,0,0,2,2,1
Tornike Shengelia,154,13,28,0,6,3,8,4,12,14,3,1,12,18,29
Iman Shumpert,1962,183,484,76,228,53,71,81,227,129,92,13,79,209,495
Alexey Shved,664,76,237,30,102,68,90,21,60,68,26,16,48,36,250
Henry Sims,875,130,274,0,1,90,121,104,133,52,28,20,41,116,350
Kyle Singler,2337,269,602,94,246,152,184,116,187,75,61,38,79,211,784
Chris Singleton,250,25,67,7,19,18,25,18,37,6,9,3,17,25,75
Peyton Siva,224,18,57,7,25,11,15,2,12,34,9,1,18,27,54
Donald Sloan,392,44,117,10,42,12,20,4,40,50,10,1,22,19,110
Chris Smith,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Smith,100,18,28,0,0,2,5,11,16,0,1,2,5,17,38
Ish Smith,1006,119,281,1,23,22,39,31,98,179,49,13,65,66,261
J.R. Smith,2421,396,955,189,480,90,138,35,261,219,65,20,108,196,1071
Jason Smith,830,131,282,0,0,39,50,51,130,29,11,29,28,100,301
Josh Smith,2730,517,1233,70,265,160,301,102,418,252,105,110,199,197,1264
Tony Snell,1231,129,336,57,178,31,41,19,105,68,29,15,44,84,346
James Southerland,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14
Marreese Speights,982,195,442,8,31,110,134,101,189,32,10,34,66,148,508
Tiago Splitter,1271,181,346,0,3,121,173,123,240,90,29,31,75,117,483
D.J. Stephens,15,3,7,0,0,1,1,1,4,0,0,0,0,0,7
Lance Stephenson,2752,427,870,86,244,140,197,95,463,359,54,7,210,195,1080
Greg Stiemsma,1007,70,122,0,1,19,32,72,154,36,35,57,44,169,159
Julyan Stone,120,7,17,2,8,2,3,2,18,12,3,0,5,13,18
Amar'e Stoudemire,1466,311,558,0,0,150,203,112,208,34,23,37,91,159,772
Rodney Stuckey,1950,372,853,24,88,244,292,39,130,152,54,10,125,131,1012
Jared Sullinger,2041,384,899,56,208,158,203,241,360,118,35,49,119,251,982
Jeff Taylor,629,82,218,18,67,26,47,15,45,22,13,5,25,62,208
Tyshawn Taylor,270,31,91,3,12,24,30,3,12,36,12,1,31,29,89
Jeff Teague,2542,456,1040,74,225,318,376,34,174,528,89,17,232,158,1304
Marquis Teague,443,38,119,5,18,26,35,1,39,58,10,5,39,46,107
Mirza Teletović,1396,221,529,136,349,44,62,60,206,57,29,23,54,143,622
Garrett Temple,638,51,141,6,29,30,43,21,47,72,35,11,42,72,138
Jason Terry,570,55,152,39,103,10,15,4,33,56,13,0,27,48,159
Hasheem Thabeet,192,13,23,0,0,1,5,9,31,1,4,9,14,47,27
Adonis Thomas,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14
Isaiah Thomas,2497,496,1096,127,364,346,407,47,163,454,93,8,213,185,1465
Lance Thomas,42,2,9,0,0,2,4,2,5,3,0,0,2,4,6
Malcolm Thomas,63,7,16,1,4,0,2,5,16,2,0,3,9,5,15
Hollis Thompson,1742,171,372,67,167,52,73,73,174,73,53,12,60,144,461
Jason Thompson,2007,251,496,0,0,84,145,153,374,53,32,56,95,251,586
Klay Thompson,2868,559,1259,223,535,147,185,38,211,181,74,37,135,234,1488
Tristan Thompson,2594,363,761,0,1,235,339,269,485,72,42,35,108,188,961
Marcus Thornton,1741,252,639,109,316,90,112,57,141,77,58,11,67,110,703
Jamaal Tinsley,110,4,20,1,15,0,0,2,9,23,2,0,9,10,9
Anthony Tolliver,1298,129,307,102,247,33,41,33,135,42,19,15,23,82,393
P.J. Tucker,2490,265,615,74,191,156,201,161,368,141,110,23,102,204,760
Ronny Turiaf,606,64,107,0,0,21,50,55,119,24,8,50,24,65,149
Hedo Türkoğlu,392,42,109,22,50,9,18,11,78,33,19,10,16,50,115
Evan Turner,2457,434,1021,50,156,213,262,62,346,262,67,7,189,195,1131
Jeremy Tyler,398,60,116,0,0,26,48,38,71,8,6,20,26,70,146
Ekpe Udoh,804,57,143,0,0,30,47,61,87,31,15,44,38,96,144
Beno Udrih,643,78,178,19,42,25,30,10,49,116,23,4,47,50,200
Jonas Valančiūnas,2282,359,676,0,1,198,260,226,488,57,24,71,136,249,916
Anderson Varejão,1800,227,459,0,7,92,135,187,442,140,69,39,72,164,546
Jarvis Varnado,339,36,60,0,0,27,52,19,44,13,10,29,10,62,99
Greivis Vásquez,1779,277,658,109,289,95,108,20,153,323,31,5,128,143,758
Jan Veselý,776,89,173,0,0,19,56,81,110,21,53,35,36,121,197
Charlie Villanueva,180,35,92,14,56,8,14,6,28,6,4,5,7,16,92
Nikola Vučević,1812,353,696,0,0,105,137,185,441,104,60,47,112,169,811
Sasha Vujačić,10,2,5,1,2,0,0,0,3,0,1,0,3,1,5
Dwyane Wade,1775,415,761,9,32,189,258,60,181,252,79,29,161,106,1028
Dion Waiters,2072,430,993,92,250,161,235,32,163,209,63,17,154,153,1113
Kemba Walker,2614,449,1143,109,327,282,337,39,267,447,86,32,169,128,1289
John Wall,2980,579,1337,108,308,317,394,38,295,721,149,40,295,219,1583
Gerald Wallace,1416,116,230,19,64,47,101,36,176,143,73,14,97,79,298
Casper Ware,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48
C.J. Watson,1193,146,334,53,145,69,88,19,82,107,60,8,60,66,414
Earl Watson,161,3,11,2,7,4,4,5,10,28,5,1,17,33,12
Maalik Wayns,9,1,2,0,0,0,0,0,2,2,2,0,0,4,2
Martell Webster,2157,254,587,146,372,105,125,38,184,97,41,15,58,150,759
David West,2472,458,939,4,15,198,251,120,422,223,61,74,133,186,1118
Russell Westbrook,1412,346,791,68,214,242,293,55,208,319,88,7,177,104,1002
D.J. White,10,0,1,0,0,0,0,0,2,0,1,0,0,1,0
Royce White,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Deron Williams,2059,322,716,98,268,173,216,15,153,392,93,13,143,148,915
Derrick Williams,1820,206,482,26,99,186,259,71,252,56,48,20,76,114,624
Elliot Williams,1157,140,337,37,125,87,119,30,100,72,35,3,68,126,404
Lou Williams,1445,197,493,79,231,152,179,10,114,210,45,4,92,65,625
Marvin Williams,1674,231,526,84,234,57,73,82,252,78,54,31,53,151,603
Mo Williams,1834,280,672,83,225,78,89,42,111,321,55,10,149,197,721
Reggie Williams,17,5,9,1,3,0,0,0,0,1,1,0,2,1,11
Shawne Williams,751,73,192,42,129,14,20,25,142,30,19,30,21,93,202
Jeff Withey,684,69,129,0,1,52,73,49,101,26,15,50,20,73,190
Nate Wolters,1309,170,389,18,62,59,90,33,116,187,35,15,57,67,417
Metta World Peace,388,56,141,17,54,10,16,18,41,17,24,8,19,44,139
Brandan Wright,1077,224,331,0,0,77,106,102,142,31,32,55,35,94,525
Chris Wright,126,21,35,0,1,6,15,10,10,5,7,5,5,17,48
Dorell Wright,984,111,297,69,202,52,69,29,162,64,23,16,39,62,343
Tony Wroten,1765,345,808,40,188,209,326,69,159,217,78,16,204,151,939
Nick Young,1810,387,889,135,350,235,285,29,137,95,46,12,95,156,1144
Thaddeus Young,2718,582,1283,90,292,163,229,166,310,182,167,36,165,213,1417
Cody Zeller,1416,172,404,0,1,146,200,118,235,92,40,41,87,170,490
Tyler Zeller,1049,156,290,0,1,87,121,103,179,36,18,38,60,137,399
