player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Samuel Dalembert,2036,216,434,0,2,91,124,214,487,18,33,146,117,248,523
Erick Dampier,1836,182,280,0,0,90,141,216,349,77,24,95,74,191,454
Antonio Daniels,1021,99,236,22,60,80,100,5,72,177,26,1,62,55,300
Marquis Daniels,1700,311,689,18,90,93,129,80,168,114,62,26,94,120,733
Jermareo Davidson,111,17,35,0,0,8,17,10,24,1,2,3,5,12,42
Baron Davis,2248,355,959,99,328,159,210,46,192,501,108,35,193,193,968
Glen Davis,1637,199,450,2,5,130,178,121,180,69,53,19,71,230,530
Paul Davis,320,40,98,0,1,27,34,28,39,12,10,3,13,44,107
Ricky Davis,785,83,245,35,111,31,36,9,51,82,19,5,39,63,232
Luol Deng,1665,265,591,8,20,152,191,80,215,94,60,25,72,85,690
Boris Diaw,2754,448,884,75,181,101,147,118,314,333,61,53,215,202,1072
Yakhouba Diawara,851,76,217,51,163,10,19,26,56,27,13,6,16,75,213
Travis Diener,719,74,179,46,118,12,15,6,80,122,26,5,21,42,206
Ike Diogu,215,39,74,1,2,40,53,26,30,3,3,3,12,23,119
DeSagana Diop,1036,74,171,0,0,22,66,114,159,32,29,56,39,128,170
Juan Dixon,816,101,256,25,75,34,39,8,59,118,35,6,70,74,261
Keyon Dooling,2074,261,598,99,235,127,154,24,131,270,71,8,105,135,748
Joey Dorsey,6,1,2,0,0,0,0,0,1,1,0,0,0,0,2
Quincy Douby,300,42,110,14,46,17,19,6,26,25,5,5,13,27,115
Chris Douglas-Roberts,585,81,176,3,12,51,62,14,36,52,12,7,31,34,216
Goran Dragić,728,88,224,20,54,50,65,33,70,111,29,3,73,87,246
Jared Dudley,1155,136,285,29,74,71,105,82,123,56,57,8,43,105,372
Chris Duhon,2906,287,681,127,325,179,209,45,201,566,72,7,221,126,880
Tim Duncan,2524,558,1107,0,2,334,483,201,599,264,38,126,165,173,1450
Mike Dunleavy,495,93,232,32,90,53,65,14,54,44,12,9,38,36,271
Kevin Durant,2885,661,1390,97,230,452,524,77,405,205,96,53,225,134,1871
Monta Ellis,892,194,430,8,26,78,94,14,94,93,39,8,67,67,474
Francisco Elson,977,83,169,1,4,33,39,100,129,32,36,36,48,144,200
Melvin Ely,373,37,95,0,0,23,36,30,34,18,2,9,23,58,97
Maurice Evans,1840,208,482,98,248,60,73,88,155,54,50,10,43,163,574
Reggie Evans,1137,79,178,0,1,104,175,135,226,26,41,8,69,161,262
Jordan Farmar,1192,161,412,49,146,45,77,22,95,155,57,10,87,105,416
Desmon Farmer,54,4,14,3,12,2,2,0,6,2,0,0,4,6,13
Raymond Felton,3086,442,1083,59,207,219,272,54,256,553,126,30,228,191,1162
Rudy Fernández,1993,268,630,159,398,120,143,47,160,159,69,12,86,111,815
Kyrylo Fesenko,156,21,36,0,0,7,21,14,23,4,7,15,9,35,49
Michael Finley,2336,301,689,131,319,51,62,26,244,114,37,17,61,82,784
Derek Fisher,2441,292,688,120,302,110,130,25,163,261,95,6,72,187,814
T.J. Ford,2258,413,913,35,104,245,281,59,200,392,89,16,180,180,1106
Jeff Foster,1828,177,353,2,7,96,146,215,293,130,53,49,88,229,452
Randy Foye,2494,399,981,111,308,230,272,34,180,303,72,26,150,201,1139
Adonal Foyle,62,7,11,0,0,3,6,9,17,1,0,8,3,5,17
Channing Frye,746,113,267,11,33,26,36,41,99,24,17,16,29,106,263
Dan Gadzuric,941,117,244,0,2,37,68,95,160,39,32,43,41,162,271
Danilo Gallinari,412,56,125,32,72,26,27,13,42,15,14,4,15,48,170
Francisco García,1975,295,665,88,221,146,178,56,162,150,80,67,112,196,824
Thomas Gardner,98,9,36,4,23,2,4,0,7,2,4,1,3,4,24
Kevin Garnett,1772,393,740,2,8,111,132,78,407,144,63,68,90,128,899
Marc Gasol,2521,350,661,0,1,275,375,201,404,143,63,90,164,265,975
Pau Gasol,2999,592,1045,1,2,343,439,262,518,284,52,81,157,172,1528
Rudy Gay,2945,572,1262,85,242,264,344,109,328,135,98,59,203,221,1493
Devean George,708,54,142,22,76,17,22,25,53,15,23,11,17,57,147
Daniel Gibson,1795,206,527,108,283,66,86,31,124,132,44,16,61,163,586
J.R. Giddens,8,2,3,0,0,0,0,2,1,0,1,0,1,1,4
Eddie Gill,43,6,9,2,3,0,0,0,4,11,3,1,5,10,14
Manu Ginóbili,1181,223,491,69,209,168,190,24,174,157,64,16,88,90,683
Ryan Gomes,2614,420,974,106,285,146,181,106,286,135,63,22,128,183,1092
Drew Gooden,1264,237,506,0,4,131,156,113,249,48,30,18,76,144,605
Ben Gordon,2999,598,1315,173,422,330,382,52,231,279,71,22,200,184,1699
Eric Gordon,2677,411,901,131,337,299,350,45,156,215,78,35,164,172,1252
Marcin Gortat,794,106,187,1,1,26,45,96,190,14,18,53,25,111,239
Joey Graham,1541,231,480,3,16,132,160,95,197,48,35,12,74,191,597
Stephen Graham,684,106,256,20,66,50,62,21,75,33,10,4,45,82,282
Danny Granger,2424,571,1277,182,450,404,460,49,292,183,69,97,165,207,1728
Aaron Gray,715,81,167,0,1,34,59,84,136,46,14,18,40,135,196
Gerald Green,376,79,180,14,46,27,32,14,40,15,10,5,33,51,199
Jeff Green,2873,476,1068,96,247,242,307,120,399,155,81,33,173,202,1290
Willie Green,1828,286,658,51,161,62,85,29,97,158,53,13,64,154,685
Donté Greene,725,77,236,26,100,29,34,19,67,30,16,14,37,68,209
Hamed Haddadi,120,15,31,0,0,18,30,16,31,8,1,12,9,20,48
Malik Hairston,155,24,49,0,1,2,7,11,17,13,6,7,12,19,50
Richard Hamilton,2279,466,1043,70,190,223,263,44,163,297,40,4,133,176,1225
Matt Harpring,693,111,241,0,2,55,72,47,76,28,29,9,29,102,277
Al Harrington,2546,532,1212,171,470,234,295,99,356,102,88,22,161,227,1469
Devin Harris,2494,455,1039,64,220,496,605,30,201,476,114,13,212,164,1470
Jason Hart,348,30,94,0,6,18,23,13,33,48,12,4,22,39,78
Udonis Haslem,2560,333,643,0,0,128,170,169,449,85,43,25,82,204,794
Trenton Hassell,1094,86,191,2,8,20,25,50,96,51,21,16,30,92,194
Spencer Hawes,2259,373,800,40,115,90,136,148,401,149,44,93,160,249,876
Chuck Hayes,858,42,113,0,4,7,19,74,176,42,34,19,25,134,91
Jarvis Hayes,1832,257,577,94,244,36,52,27,240,54,52,7,49,162,644
Brendan Haywood,175,24,50,0,0,10,21,13,31,8,4,15,9,14,58
Luther Head,498,55,144,20,54,19,24,6,46,58,17,2,25,37,149
Walter Herrmann,630,82,207,41,120,19,25,28,79,22,7,4,17,43,224
Roy Hibbert,1009,198,420,0,0,98,147,115,128,49,20,76,55,215,494
J.J. Hickson,705,100,194,0,0,45,67,52,113,9,14,30,45,81,245
Nenê,2510,428,709,1,5,266,368,183,415,108,95,101,147,278,1123
George Hill,1270,150,372,24,73,114,146,30,128,136,45,21,74,150,438
Grant Hill,2445,390,745,24,76,181,224,64,341,186,90,54,126,182,985
Steven Hill,2,1,1,0,0,0,0,2,1,0,0,0,0,0,2
Kirk Hinrich,1339,183,419,69,169,68,86,16,107,197,66,19,87,126,503
Ryan Hollins,444,50,94,0,0,43,72,46,51,7,7,32,24,78,143
Al Horford,2242,312,594,0,1,149,205,145,479,163,53,95,103,190,773
Eddie House,1479,249,560,151,340,42,53,11,146,92,61,7,55,113,691
Dwight Howard,2821,560,979,0,2,504,849,336,757,112,77,231,240,270,1624
Josh Howard,1663,353,783,58,168,172,220,59,204,83,55,30,89,135,936
Juwan Howard,472,75,147,0,0,23,34,30,46,26,7,6,26,71,173
Larry Hughes,1479,224,557,75,193,117,145,16,143,119,72,14,71,96,640
Kris Humphries,265,38,90,0,0,38,48,24,46,10,8,6,8,31,114
Lindsey Hunter,266,27,82,16,48,3,5,2,10,37,20,1,19,28,73
Othello Hunter,92,11,20,0,0,0,5,9,15,1,2,5,2,11,22
Andre Iguodala,3269,542,1147,80,261,377,521,92,379,434,131,36,222,152,1541
Zydrunas Ilgauskas,1765,342,724,15,39,139,174,157,333,64,28,84,90,183,838
D.J. Mbenga,181,27,57,0,1,7,8,9,22,9,10,24,13,33,61
Allen Iverson,2093,348,834,28,99,271,347,30,143,283,88,6,146,86,995
Royal Ivey,861,69,208,39,114,34,43,19,57,43,36,7,23,76,211
Jarrett Jack,2716,386,853,78,221,224,263,44,232,338,88,17,184,179,1074
Bobby Jackson,1484,193,485,60,197,86,101,42,158,143,62,4,66,100,532
Darnell Jackson,430,37,86,0,2,24,35,32,55,8,10,4,14,77,98
Stephen Jackson,2339,413,997,103,305,294,356,70,233,381,88,31,229,153,1223
Jerome James,10,3,8,0,0,0,0,1,2,0,1,1,1,2,6
LeBron James,3054,789,1613,132,384,594,762,106,507,587,137,93,241,139,2304
Mike James,1649,197,514,69,184,68,82,25,108,201,44,6,94,108,531
Antawn Jamison,3096,674,1441,112,319,341,452,196,525,153,95,25,125,218,1801
Marko Jarić,605,48,145,11,28,29,41,23,42,74,29,11,49,62,136
Nathan Jawai,19,1,4,0,0,0,0,1,1,0,0,0,2,3,2
Al Jefferson,1836,485,975,0,4,186,252,172,376,79,39,83,92,141,1156
Dontell Jefferson,84,11,22,1,2,6,9,1,11,9,4,1,6,9,29
Richard Jefferson,2939,537,1222,116,292,417,518,57,317,199,66,14,165,252,1607
Jared Jeffries,1310,120,273,1,12,55,90,128,103,80,47,33,65,153,296
Yi Jianlian,1421,191,500,48,140,95,123,67,259,60,29,36,70,157,525
Amir Johnson,911,97,163,0,0,23,35,102,130,20,20,60,33,171,217
Anthony Johnson,1481,154,381,52,133,61,81,29,118,200,46,5,82,111,421
Joe Johnson,3124,620,1420,149,414,299,362,65,281,455,84,19,195,176,1688
Linton Johnson,55,4,11,1,2,0,0,3,5,2,1,0,2,7,9
Trey Johnson,14,0,5,0,0,4,4,0,1,0,0,0,1,4,4
Dahntay Jones,1426,154,336,11,17,110,151,58,110,78,49,19,68,199,429
Damon Jones,108,11,34,11,28,0,0,0,6,7,3,0,6,4,33
Dwayne Jones,52,4,7,0,0,4,6,6,6,0,0,1,4,6,12
Fred Jones,1495,129,317,54,147,66,81,23,103,188,53,11,66,112,378
James Jones,630,55,149,33,96,26,31,12,50,20,12,14,12,58,169
Solomon Jones,675,67,111,1,2,53,74,52,90,15,7,34,27,125,188
DeAndre Jordan,771,93,147,0,0,42,109,72,165,11,11,59,41,96,228
Chris Kaman,921,161,305,0,0,51,75,75,172,46,17,45,84,93,373
Jason Kapono,1831,261,604,98,229,34,42,26,137,105,22,3,70,144,654
Jason Kidd,2886,257,618,131,323,86,105,85,415,702,160,39,185,168,731
Tarence Kinsey,277,31,69,7,18,33,38,10,28,10,12,0,22,34,102
Andrei Kirilenko,1831,256,570,20,73,244,311,84,235,175,83,77,121,127,776
Linas Kleiza,1824,289,646,87,267,148,204,92,235,64,31,14,82,155,813
Brevin Knight,938,66,189,0,6,48,64,13,75,190,68,4,66,98,180
Kyle Korver,1874,245,560,103,267,112,127,35,223,137,47,30,90,170,705
Kosta Koufos,565,94,185,0,0,36,51,50,88,20,12,31,26,70,224
Nenad Krstić,1141,191,407,0,0,63,79,85,168,29,21,49,45,114,445
Rob Kurz,442,51,131,15,38,40,50,33,48,20,14,19,16,78,157
Carl Landry,1467,240,418,1,3,157,193,124,219,39,26,31,68,166,638
Acie Law,560,52,139,9,29,49,60,6,52,86,11,3,29,43,162
Courtney Lee,1939,243,540,82,203,78,94,18,160,91,76,14,69,157,646
David Lee,2824,522,951,0,3,249,330,256,695,174,80,22,150,260,1293
Rashard Lewis,2859,478,1089,220,554,225,269,92,361,205,81,51,158,194,1401
Shaun Livingston,231,31,60,0,0,9,10,3,25,20,7,2,9,12,71
Brook Lopez,2501,448,844,0,2,172,217,225,440,86,44,151,147,257,1068
Robin Lopez,614,71,137,0,1,47,68,52,66,8,11,41,28,97,189
Kevin Love,2048,316,688,2,19,265,336,274,460,84,35,50,118,205,899
Kyle Lowry,1679,189,434,25,98,181,226,26,163,275,69,17,117,146,584
Tyronn Lue,521,71,162,27,62,14,19,6,40,60,8,0,23,54,183
Mark Madsen,116,3,14,0,0,0,4,10,8,4,1,1,3,18,6
Corey Maggette,1588,292,634,24,95,342,415,49,233,92,44,8,120,192,950
Jamaal Magloire,709,65,131,0,0,29,60,82,140,22,11,25,32,121,159
Stephon Marbury,414,38,111,6,25,6,13,2,26,75,10,3,37,34,88
Shawn Marion,2470,382,788,10,53,117,147,180,409,139,88,66,105,132,891
Sean Marks,838,80,165,2,10,30,44,62,125,14,7,33,35,121,192
Donyell Marshall,189,33,73,25,55,3,6,6,34,15,4,5,6,24,94
Cartier Martin,266,28,77,10,33,20,25,7,26,13,8,4,9,33,86
Kenyon Martin,2111,318,648,14,38,119,197,81,314,132,96,74,104,201,769
Kevin Martin,1947,341,811,115,277,457,527,29,154,138,61,8,146,116,1254
Desmond Mason,1064,124,285,0,3,46,85,41,116,46,15,30,56,96,294
Roger Mason,2496,349,822,166,394,105,118,16,235,173,40,12,100,160,969
Jason Maxiell,1408,184,320,0,1,84,158,169,155,24,25,63,45,157,452
Sean May,301,39,98,1,1,14,20,20,49,10,5,4,26,32,93
O.J. Mayo,3120,562,1283,145,378,247,281,56,252,262,91,13,226,204,1516
Luc Mbah a Moute,2114,227,491,0,4,140,192,189,298,87,87,45,100,204,594
Rashad McCants,1101,192,488,63,189,107,141,21,89,68,47,14,64,103,554
Antonio McDyess,1866,268,525,0,0,60,86,185,422,83,41,50,51,191,596
JaVale McGee,1143,191,387,0,0,107,162,120,174,23,33,75,61,155,489
Tracy McGrady,1181,188,485,44,117,125,156,20,134,175,42,15,69,38,545
Dominic McGuire,2072,140,324,2,4,74,102,113,315,198,62,74,92,153,356
Josh McRoberts,279,35,83,0,10,10,13,26,48,16,12,16,12,41,80
Pops Mensah-Bonsu,283,39,103,0,2,33,48,55,58,6,9,5,19,43,111
Chris Mihm,105,15,40,0,0,6,7,15,19,10,1,6,10,23,36
C.J. Miles,1623,258,562,63,179,78,89,45,122,107,46,15,64,187,657
Darius Miles,298,48,99,1,6,23,31,19,38,17,11,20,21,32,120
Darko Miličić,1034,137,266,0,0,59,105,83,181,34,22,51,48,134,333
Andre Miller,2976,492,1041,15,53,338,409,123,245,534,109,14,199,196,1337
Brad Miller,2100,292,614,23,56,224,272,150,395,234,52,36,130,223,831
Mike Miller,2356,264,548,85,225,109,149,73,410,326,30,31,145,139,722
Paul Millsap,2290,400,749,0,4,228,326,251,403,138,78,73,129,288,1028
Yao Ming,2589,566,1032,1,1,381,440,204,557,137,30,150,234,257,1514
Cuttino Mobley,365,63,146,12,35,13,18,9,20,12,15,2,18,21,151
Nazr Mohammed,341,41,101,0,0,22,40,35,44,8,5,16,23,63,104
Jamario Moon,2068,222,474,65,183,68,80,58,307,95,86,60,43,133,577
Mikki Moore,1202,114,206,0,0,48,61,76,182,53,17,19,48,208,276
Randolph Morris,89,7,17,0,0,4,4,4,16,2,2,1,7,25,18
Adam Morrison,711,80,223,32,96,17,23,18,62,41,9,4,32,77,209
Anthony Morrow,1515,255,534,86,184,80,92,78,121,80,36,12,52,130,676
Troy Murphy,2482,364,767,161,358,152,184,146,715,172,58,34,114,226,1041
Ronald Murray,1975,355,795,87,242,177,233,22,146,158,88,17,128,173,974
Dikembe Mutombo,96,5,13,0,0,6,9,12,21,0,0,11,6,11,16
Eduardo Nájera,319,33,74,5,25,8,22,17,50,19,10,4,18,50,79
Steve Nash,2484,428,851,108,246,196,210,19,204,717,55,10,248,108,1160
DeMarcus Nelson,171,24,54,0,3,5,14,6,18,13,9,2,15,24,53
Jameer Nelson,1309,267,531,82,181,86,97,20,125,226,51,3,83,123,702
Rasho Nesterović,1214,224,437,0,1,25,32,93,147,109,30,38,63,171,473
Demetris Nichols,14,3,9,0,2,1,2,0,2,1,0,1,0,1,7
Joakim Noah,1938,207,372,0,1,123,182,244,362,106,49,110,82,238,537
Andrés Nocioni,1991,299,701,124,311,145,183,54,307,102,39,33,113,261,867
Steve Novak,1161,176,396,119,286,21,23,19,106,40,20,5,23,71,492
Dirk Nowitzki,3050,774,1616,61,170,485,545,88,593,197,61,63,157,176,2094
Patrick O'Bryant,255,45,84,0,2,11,20,13,53,11,6,19,22,61,101
Jermaine O'Neal,2027,365,770,0,1,175,222,126,307,122,29,136,144,211,905
Shaquille O'Neal,2252,512,841,0,1,309,519,187,446,126,49,108,168,253,1333
Fabricio Oberto,677,61,104,0,1,20,35,65,77,59,7,11,38,95,142
Greg Oden,1314,198,351,0,0,144,226,169,255,31,25,69,87,238,540
Lamar Odom,2316,346,703,33,103,160,257,176,461,204,77,98,138,235,885
Emeka Okafor,2691,433,772,0,0,219,369,275,552,53,48,136,144,247,1085
Mehmet Okur,2409,431,888,90,202,273,334,124,433,120,54,53,132,219,1225
Kevin Ollie,850,61,150,0,1,80,96,13,62,117,19,4,34,79,202
Travis Outlaw,2246,385,850,89,236,175,242,70,261,83,47,57,94,168,1034
Zaza Pachulia,1473,159,320,0,3,163,230,173,263,57,35,26,91,208,481
Anthony Parker,2637,321,754,94,241,121,145,45,272,269,100,15,114,145,857
Tony Parker,2456,639,1263,19,65,284,363,27,196,496,67,4,186,110,1581
Chris Paul,3002,631,1255,64,176,455,524,69,363,861,216,10,231,212,1781
Sasha Pavlović,1053,116,275,48,117,25,54,31,96,72,22,16,48,122,305
Oleksiy Pecherov,277,39,101,14,43,24,29,35,41,2,6,3,10,34,116
Kendrick Perkins,2253,276,478,0,2,96,160,204,415,96,22,150,165,253,648
Morris Peterson,515,73,183,33,85,12,19,13,71,16,15,2,15,51,191
Johan Petro,559,73,176,0,2,16,29,42,116,16,19,15,28,107,162
Paul Pierce,3035,540,1181,119,304,459,553,56,401,294,80,27,228,215,1658
Mickaël Piétrus,1329,176,426,80,223,78,110,44,132,65,31,24,56,126,510
James Posey,2140,216,524,116,314,120,146,38,324,82,58,21,79,216,668
Leon Powe,1227,177,338,0,0,184,267,145,200,46,24,38,76,192,538
Josh Powell,703,106,239,0,0,38,50,71,105,27,9,17,51,98,250
Ronnie Price,738,77,203,19,61,34,45,12,57,108,39,5,61,74,207
Tayshaun Prince,3057,459,1020,56,141,189,243,128,348,253,44,51,101,104,1163
Gabe Pruitt,366,31,101,14,48,17,21,9,34,39,15,3,19,34,93
Joel Przybilla,1952,168,269,0,1,112,169,204,513,27,34,97,78,215,448
Chris Quinn,962,118,289,56,137,47,58,8,67,132,24,2,33,79,339
Vladimir Radmanović,1445,196,466,105,262,43,58,45,177,81,46,15,98,111,540
Anthony Randolph,1129,199,431,0,4,101,141,128,235,49,42,74,80,141,499
Shavlik Randolph,37,8,13,1,1,1,4,10,8,0,0,1,6,4,18
Zach Randolph,1757,415,873,32,97,179,244,157,347,103,43,16,114,133,1041
Theo Ratliff,579,34,64,0,0,21,35,46,82,9,17,47,14,77,89
Michael Redd,1203,249,547,70,191,131,161,24,83,88,35,2,53,45,699
J.J. Redick,1111,117,299,67,179,81,93,8,101,73,21,1,54,72,382
Jason Richardson,2410,465,974,129,325,153,199,77,242,146,76,28,95,146,1212
Jeremy Richardson,93,14,49,6,17,3,6,1,13,3,0,0,3,6,37
Quentin Richardson,1894,262,667,120,329,89,117,71,248,117,47,7,74,132,733
Luke Ridnour,2033,250,621,55,157,133,153,33,185,365,92,16,128,200,688
Anthony Roberson,276,44,120,26,81,5,5,6,16,20,10,1,8,18,119
Nate Robinson,2209,449,1028,125,385,249,296,98,192,301,95,6,139,206,1272
Sergio Rodríguez,1225,129,329,37,114,61,77,43,87,286,54,2,119,133,356
Rajon Rondo,2642,383,759,15,48,172,268,100,316,659,149,11,209,193,953
Derrick Rose,3000,574,1208,16,72,197,250,96,221,512,66,18,202,125,1361
Malik Rose,470,45,131,0,7,40,51,17,79,36,10,3,36,72,130
Quinton Ross,1164,99,259,33,88,34,42,29,97,47,32,14,36,114,265
Brandon Roy,2903,633,1318,83,220,416,505,104,266,400,88,22,152,127,1765
Michael Ruffin,35,2,7,0,0,2,2,6,5,0,3,1,2,7,6
Brandon Rush,1803,243,575,78,209,46,66,34,199,66,38,37,75,128,610
Kareem Rush,199,20,58,10,33,4,4,0,15,15,5,1,10,10,54
