player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Mo Bamba,1824,296,617,107,281,57,73,148,424,85,38,118,77,182,756
Desmond Bane,2266,508,1101,228,523,140,155,46,288,208,92,29,111,196,1384
Dalano Banton,696,83,202,13,51,26,44,38,86,99,28,10,53,68,205
Cat Barber,13,0,4,0,0,0,4,1,2,3,0,0,1,1,0
Harrison Barnes,2587,391,834,142,360,341,413,82,350,186,53,14,118,94,1265
Scottie Barnes,2617,459,932,58,193,158,215,195,362,256,80,55,136,192,1134
RJ Barrett,2417,487,1194,138,404,290,406,66,342,208,43,16,151,142,1402
Will Barton,2277,392,896,157,430,102,127,44,296,276,55,31,127,114,1043
Paris Bass,7,2,6,0,2,2,2,2,2,0,1,0,2,2,6
Charles Bassey,168,30,47,0,4,9,12,22,40,7,5,17,8,32,69
Keita Bates-Diop,956,136,263,17,55,46,61,62,169,41,27,14,45,61,335
Nicolas Batum,1462,179,387,108,270,25,38,29,225,100,58,42,40,80,491
Kent Bazemore,545,45,139,29,80,13,17,13,56,34,25,9,21,70,132
Darius Bazley,1924,274,649,80,269,117,170,71,365,97,58,70,90,68,745
Bradley Beal,1439,348,771,63,210,169,203,38,151,265,36,15,135,95,928
Malik Beasley,1976,332,850,240,637,49,60,26,201,116,43,12,43,88,953
Jordan Bell,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0
DeAndre' Bembry,1026,124,221,15,36,21,35,42,121,66,49,25,31,113,284
Dāvis Bertāns,807,99,275,77,230,36,40,12,105,31,17,12,19,85,311
Patrick Beverley,1476,177,436,83,242,96,133,62,178,268,67,52,73,174,533
Saddiq Bey,2704,450,1136,211,610,210,254,107,334,233,73,16,96,128,1321
Khem Birch,991,97,200,0,14,53,71,122,117,56,30,26,29,104,247
Goga Bitadze,729,131,252,23,80,64,94,79,98,55,21,42,46,107,349
Bismack Biyombo,506,86,145,0,0,38,71,63,104,23,12,26,25,70,210
Nemanja Bjelica,1142,160,342,54,149,59,81,62,232,159,41,26,87,128,433
Eric Bledsoe,1361,197,468,51,163,89,117,28,154,225,69,19,116,85,534
Keljin Blevins,349,34,111,21,72,6,11,16,29,19,13,1,17,29,95
Bogdan Bogdanović,1848,342,794,169,459,97,115,29,221,194,68,14,70,132,950
Bojan Bogdanović,2131,422,928,181,468,223,260,58,238,120,34,1,118,116,1248
Bol Bol,81,15,27,1,4,2,5,4,16,5,1,2,4,4,33
Leandro Bolmaro,241,17,54,5,18,11,13,16,27,21,6,0,13,26,50
Isaac Bonga,69,3,13,1,4,5,8,4,3,4,8,2,2,10,12
Devin Booker,2345,662,1421,183,478,315,363,45,297,329,77,26,162,180,1822
Brandon Boston Jr.,760,125,325,34,111,59,72,17,94,51,26,13,31,43,343
Chris Boucher,1690,268,577,68,229,150,193,179,315,25,49,75,42,174,754
James Bouknight,304,49,141,17,49,27,31,22,30,26,7,1,15,29,142
Avery Bradley,1406,148,350,82,210,16,18,31,105,47,53,9,38,118,394
Tony Bradley,549,72,123,0,0,19,29,67,119,27,10,33,34,62,163
Ignas Brazdeikis,536,81,188,27,87,21,32,23,49,37,10,3,17,48,210
Mikal Bridges,2854,458,858,115,312,131,157,74,273,185,96,36,68,150,1162
Miles Bridges,2837,596,1214,154,465,267,333,90,469,300,74,67,150,193,1613
Oshae Brissett,1564,208,506,83,237,114,164,108,250,72,44,29,54,116,613
Malcolm Brogdon,1206,243,543,58,186,143,167,33,152,212,30,14,77,71,687
Armoni Brooks,844,98,289,74,249,18,21,20,83,62,28,11,27,74,288
Dillon Brooks,885,227,526,46,149,90,106,29,73,88,36,8,50,105,590
Bruce Brown,1774,256,506,38,94,97,128,100,245,148,77,52,56,176,647
Charlie Brown Jr.,177,10,39,1,12,9,10,14,18,6,10,4,5,18,30
Chaundee Brown Jr.,104,10,32,6,18,5,6,1,15,4,2,0,1,7,31
Greg Brown III,640,81,190,19,61,44,65,38,97,35,26,24,36,90,225
Jaylen Brown,2220,576,1217,166,464,241,318,53,351,231,70,18,178,163,1559
Moses Brown,345,64,108,0,0,43,72,39,96,1,7,16,20,53,171
Sterling Brown,628,59,155,28,92,14,15,26,123,34,14,7,23,56,160
Troy Brown Jr.,1055,108,258,47,133,20,26,39,164,66,36,5,26,62,283
Jalen Brunson,2524,506,1008,94,252,179,213,43,266,377,66,3,124,151,1285
Thomas Bryant,439,77,148,12,42,35,40,26,82,23,6,21,19,43,201
Shaq Buchanan,10,1,4,0,2,0,0,1,1,2,1,0,2,1,2
Reggie Bullock,1902,201,501,141,392,40,48,33,208,83,41,14,40,111,583
Trey Burke,441,84,215,26,82,20,23,4,29,57,12,0,26,39,214
Alec Burks,2318,285,728,157,389,217,264,47,350,239,85,26,91,215,944
Jared Butler,360,61,151,28,88,11,16,5,40,63,17,8,33,47,161
Jimmy Butler,1931,398,829,27,116,396,455,102,234,312,94,27,121,88,1219
Devontae Cacok,121,21,31,0,0,4,7,8,34,6,8,7,3,16,46
Kentavious Caldwell-Pope,2329,361,829,159,408,137,154,41,220,145,83,26,97,139,1018
Facundo Campazzo,1184,107,296,58,193,60,78,23,94,220,63,23,67,124,332
Vlatko Čančar,176,23,41,7,12,9,14,8,23,17,2,3,9,18,62
Devin Cannady,145,15,44,15,37,5,7,1,5,10,5,3,5,9,50
Clint Capela,2042,370,604,0,1,80,169,279,598,92,55,93,44,166,820
Vernon Carey Jr.,44,7,13,0,0,6,13,8,4,0,2,1,3,4,20
Jevon Carter,905,98,253,66,170,15,18,14,96,96,24,14,34,67,277
Wendell Carter Jr.,1852,359,684,70,214,143,207,139,509,171,36,43,117,169,931
Alex Caruso,1147,102,256,42,126,58,73,33,115,165,71,15,57,106,304
Willie Cauley-Stein,183,16,35,1,2,1,2,13,27,10,6,3,7,19,34
Ahmad Caver,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Justin Champagnie,281,31,67,10,28,9,9,37,35,11,8,4,8,32,81
Zylan Cheatham,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0
Chris Chiozza,372,24,81,17,53,2,3,9,27,65,13,0,32,32,67
Marquese Chriss,346,62,134,8,25,22,33,33,70,17,13,12,17,64,154
Josh Christopher,1334,224,500,56,189,83,113,52,134,150,65,13,114,97,587
Gary Clark,378,33,88,28,70,7,10,23,67,18,13,7,10,20,101
Brandon Clarke,1246,288,447,5,22,85,130,135,207,86,39,68,34,122,666
Jordan Clarkson,2141,466,1113,190,597,144,174,67,206,194,66,16,129,149,1266
Nic Claxton,974,178,264,0,0,54,93,91,173,43,24,51,38,110,410
Amir Coffey,1567,211,466,96,254,101,117,26,171,124,38,15,45,87,619
John Collins,1663,339,644,64,176,134,169,93,329,98,33,56,60,164,876
Zach Collins,502,76,155,14,41,52,65,46,107,61,13,23,45,67,218
Darren Collison,37,2,7,0,3,0,0,0,4,2,1,0,1,5,4
Mike Conley,2058,344,791,169,414,129,162,47,170,385,96,21,123,142,986
Pat Connaughton,1691,227,496,146,370,45,54,45,228,82,59,15,35,86,645
Tyler Cook,200,23,38,0,0,21,32,16,37,3,4,4,7,28,67
Sharife Cooper,39,3,14,1,6,0,0,0,5,5,0,0,5,1,7
Petr Cornelie,38,5,15,1,8,3,4,7,7,3,1,1,4,7,14
DeMarcus Cousins,718,149,324,37,122,95,125,74,196,71,35,21,85,139,430
Robert Covington,1940,209,498,128,339,58,69,59,332,92,103,91,75,190,604
Torrey Craig,1596,200,441,77,234,39,52,86,224,91,46,36,67,151,516
Jae Crowder,1886,217,544,127,365,71,90,30,324,124,95,30,55,173,632
Jarrett Culver,338,51,135,12,47,16,34,13,35,33,20,5,20,42,130
Jarron Cumberland,12,1,2,0,1,0,0,1,2,1,0,0,0,2,2
Cade Cunningham,2088,429,1031,114,363,142,168,58,296,356,78,43,234,200,1114
Seth Curry,2135,360,739,158,374,82,94,21,179,230,53,14,109,148,960
Stephen Curry,2211,535,1224,285,750,275,298,34,301,404,85,23,206,130,1630
Anthony Davis,1404,370,695,13,70,174,244,106,288,122,49,90,82,97,927
Ed Davis,201,11,16,0,0,6,14,14,50,7,3,9,5,33,28
Terence Davis,536,113,267,49,149,36,44,11,83,40,25,11,33,70,311
Gabriel Deck,56,8,14,2,4,0,0,1,5,5,1,0,2,2,18
Dewayne Dedmon,1065,164,290,19,47,75,100,105,281,47,24,42,70,174,422
Sam Dekker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javin DeLaurier,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0
DeMar DeRozan,2743,774,1535,50,142,520,593,56,336,374,68,24,181,178,2118
Mamadi Diakite,188,25,47,0,5,6,11,17,42,2,5,9,7,33,56
Cheick Diallo,31,3,8,0,0,5,6,4,8,0,1,0,1,6,11
Hamidou Diallo,1269,261,526,23,93,91,140,69,208,73,71,17,58,143,636
Gorgui Dieng,371,53,112,29,68,19,26,32,89,34,11,13,20,52,154
Spencer Dinwiddie,1980,306,735,112,330,195,252,45,234,346,44,13,104,150,919
Donte DiVincenzo,1006,118,336,74,218,70,83,40,130,118,48,8,72,69,380
Luka Dončić,2301,641,1403,201,569,364,489,56,537,568,75,36,292,145,1847
Luguentz Dort,1665,293,726,130,391,161,191,38,174,88,46,18,88,149,877
Ayo Dosunmu,2110,278,535,70,186,53,78,27,187,256,60,29,108,182,679
Damyean Dotson,21,2,4,0,1,0,0,0,2,1,0,0,0,0,4
Devon Dotson,85,11,23,2,9,5,9,1,8,15,1,0,5,11,29
Sekou Doumbouya,16,5,8,1,2,3,4,2,4,0,3,2,2,1,14
Jeff Dowtin,108,8,26,1,9,2,2,8,10,10,5,1,5,5,19
PJ Dozier,340,36,99,15,48,10,13,14,49,29,11,6,13,33,97
Goran Dragić,498,57,151,16,63,27,33,13,52,86,19,4,34,45,157
Andre Drummond,1437,247,433,0,3,86,164,229,451,131,78,68,115,192,580
Chris Duarte,1541,268,621,94,255,90,112,41,185,114,56,10,90,95,720
David Duke Jr.,341,39,108,9,37,17,21,30,37,17,14,7,9,36,104
Kris Dunn,336,44,102,1,11,17,18,9,40,79,23,3,32,38,106
Kevin Durant,2047,578,1115,115,300,372,409,29,378,351,48,52,191,113,1643
Jaime Echenique,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Edwards,2466,549,1245,215,602,220,280,62,281,275,105,46,190,164,1533
Carsen Edwards,79,9,30,4,16,1,1,2,4,14,2,0,5,4,23
Kessler Edwards,987,110,267,48,136,16,19,44,128,31,29,24,42,85,284
Rob Edwards,11,1,4,1,4,0,0,0,3,0,0,0,1,0,3
CJ Elleby,1174,121,308,37,126,60,84,66,161,87,35,19,56,116,339
Wayne Ellington,810,98,237,82,211,9,11,10,67,30,23,5,19,42,287
Joel Embiid,2297,666,1334,93,251,654,803,146,650,284,77,99,214,181,2079
James Ennis III,56,11,24,3,8,4,5,5,7,3,2,2,2,5,29
Drew Eubanks,1245,221,371,5,23,99,130,130,252,85,31,40,81,122,546
Tacko Fall,59,5,12,0,0,2,7,7,16,2,0,6,3,3,12
Derrick Favors,653,94,182,2,16,16,25,58,126,25,17,12,9,62,206
Bruno Fernando,152,36,55,1,2,15,24,18,37,7,1,11,14,24,88
Dorian Finney-Smith,2644,326,692,172,435,56,83,122,253,150,88,39,80,183,880
Malik Fitts,63,8,19,5,10,0,0,2,15,5,0,0,2,4,21
Malachi Flynn,537,72,183,30,90,15,24,10,53,70,20,4,13,45,189
Bryn Forbes,1286,231,539,122,295,79,87,10,83,75,25,5,56,95,663
Aleem Ford,74,6,20,2,15,0,0,2,13,2,1,0,4,7,14
Trent Forrest,765,76,155,5,27,38,48,23,76,106,30,6,48,43,195
Evan Fournier,2358,402,965,241,619,80,113,34,176,171,79,20,105,180,1125
De'Aaron Fox,2083,516,1092,74,249,261,348,25,206,330,68,25,168,172,1367
Melvin Frazier,120,13,48,1,21,5,7,5,8,1,1,0,3,8,32
Tim Frazier,208,14,45,6,17,5,9,5,14,34,3,1,15,27,39
Enes Freedom,411,51,97,2,5,24,28,61,99,8,5,14,20,42,128
Markelle Fultz,360,83,175,4,17,25,31,4,45,99,20,5,40,22,195
Wenyen Gabriel,358,54,110,8,28,25,42,39,58,14,5,11,16,68,141
Daniel Gafford,1444,285,411,0,1,107,153,155,252,68,30,99,65,170,677
Danilo Gallinari,1672,259,597,112,294,141,156,35,273,101,28,12,38,93,771
Langston Galloway,107,6,26,2,16,0,0,3,15,12,1,0,6,7,14
Darius Garland,2430,542,1173,174,454,215,241,39,185,583,89,7,248,115,1473
Marcus Garrett,128,5,21,1,4,2,5,9,14,7,5,3,2,16,13
Usman Garuba,239,19,44,5,20,5,7,21,62,17,10,11,6,28,48
Luka Garza,389,66,147,16,49,38,61,58,42,20,9,6,18,55,186
Rudy Gay,1038,157,379,70,203,62,79,55,187,56,25,19,47,95,446
Paul George,1077,268,636,91,257,127,148,12,201,176,67,13,126,74,754
Taj Gibson,946,86,166,15,38,42,52,88,141,32,22,40,27,137,229
Josh Giddey,1700,281,670,56,213,56,79,98,323,345,51,20,171,88,674
Shai Gilgeous-Alexander,1942,477,1052,89,297,328,405,37,241,331,71,46,154,142,1371
Anthony Gill,463,62,109,14,26,42,52,33,52,27,5,11,18,58,180
Freddie Gillespie,119,9,22,0,1,3,7,13,23,5,3,9,5,18,21
Rudy Gobert,2120,362,508,0,4,303,439,241,727,72,45,137,119,176,1027
Brandon Goodwin,502,64,154,19,55,24,38,14,53,91,25,1,36,39,171
Jordan Goodwin,6,0,3,0,1,0,0,0,1,0,0,0,0,1,0
Aaron Gordon,2376,434,834,87,260,171,230,125,314,188,44,44,133,148,1126
Eric Gordon,1669,268,564,124,301,105,135,15,98,154,28,18,107,63,765
Devonte' Graham,2162,296,815,192,563,118,140,37,140,316,71,12,105,95,902
Jerami Grant,1500,298,699,91,254,217,259,28,163,111,44,49,85,107,904
Hassani Gravett,171,18,38,11,26,3,4,1,20,20,5,1,9,13,50
Danny Green,1353,126,320,103,271,11,14,32,125,64,60,37,45,105,366
Draymond Green,1329,135,257,16,54,60,91,45,291,320,61,50,139,136,346
Jalen Green,2138,406,954,157,458,188,236,33,193,176,44,18,135,103,1157
JaMychal Green,1085,159,327,33,124,81,93,81,200,59,43,26,57,158,432
Javonte Green,1519,176,325,36,101,80,96,91,185,60,67,32,30,132,468
Jeff Green,1849,277,529,53,168,165,198,41,190,96,28,27,71,151,772
Josh Green,1039,130,256,28,78,31,45,52,109,79,45,14,44,115,319
Blake Griffin,958,133,313,38,145,55,76,60,168,105,27,14,31,95,359
Quentin Grimes,786,95,235,72,189,13,19,24,70,44,31,11,28,72,275
Kyle Guy,186,26,65,14,40,8,12,4,13,17,7,1,13,12,74
Rui Hachimura,943,187,381,55,123,46,66,25,135,48,23,9,33,53,475
Tyrese Haliburton,2695,430,909,161,389,160,190,61,250,628,134,49,199,121,1181
Tyler Hall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.J. Hampton,1402,175,457,64,183,75,117,23,171,158,42,13,87,101,489
Tim Hardaway Jr.,1245,209,530,102,304,78,103,13,143,92,38,6,34,74,598
James Harden,2419,407,992,148,448,470,536,55,445,667,82,36,284,153,1432
Maurice Harkless,863,83,181,31,101,20,28,12,100,23,29,24,31,77,217
Jared Harper,43,14,26,5,12,4,4,2,0,14,4,1,2,5,37
Montrezl Harrell,1641,358,555,4,17,212,296,149,282,145,29,43,72,137,932
Gary Harris,1730,240,553,116,302,83,95,36,86,108,59,9,61,112,679
Joe Harris,423,56,124,41,88,5,6,5,51,14,7,2,16,31,158
Tobias Harris,2543,493,1022,101,275,170,202,77,419,252,47,43,116,164,1257
Shaquille Harrison,23,2,6,0,2,0,0,1,3,3,1,1,2,3,4
Josh Hart,1791,287,569,73,213,160,211,62,326,224,61,13,114,150,807
Isaiah Hartenstein,1216,229,366,14,30,91,132,117,215,160,50,77,84,167,563
Udonis Haslem,83,14,31,1,4,3,3,4,21,4,1,1,5,15,32
Sam Hauser,158,23,50,19,44,0,0,5,24,10,1,2,2,7,65
Jaxson Hayes,1398,245,398,20,57,144,188,115,200,43,33,55,54,155,654
Killian Hayes,1647,176,459,44,167,57,74,36,174,277,78,35,111,183,453
Gordon Hayward,1564,283,617,86,220,126,149,38,186,177,47,22,81,85,778
Aaron Henry,17,1,5,0,1,0,0,0,1,0,0,2,2,2,2
Juancho Hernangómez,445,44,106,24,69,19,34,28,72,20,14,10,16,25,131
Willy Hernangómez,839,170,327,4,12,109,141,143,195,63,21,19,51,97,453
Tyler Herro,2151,501,1122,175,439,190,219,32,297,263,44,8,174,95,1367
Buddy Hield,2499,446,1098,262,716,111,127,66,287,229,73,25,153,184,1265
Haywood Highsmith,163,16,46,9,28,2,5,10,16,6,2,3,3,13,43
George Hill,1253,118,275,41,134,57,62,38,117,120,42,6,41,70,334
Malcolm Hill,212,24,52,13,36,11,14,11,24,8,7,3,3,24,72
Solomon Hill,139,3,20,2,13,0,0,6,17,12,4,2,1,16,8
Nate Hinton,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Jaylen Hoard,240,44,90,9,25,6,14,30,54,17,6,5,8,14,103
Aaron Holiday,1021,151,338,39,103,59,68,24,98,153,42,9,67,92,400
Jrue Holiday,2207,478,954,132,321,137,180,69,232,457,108,29,183,133,1225
Justin Holiday,2057,261,662,177,482,50,62,29,161,128,57,33,70,154,749
Richaun Holmes,1074,198,300,2,5,70,90,93,224,48,17,41,56,128,468
Rodney Hood,709,58,157,30,91,17,19,15,62,38,15,6,11,31,163
Scotty Hopson,18,2,4,0,1,0,0,0,1,1,0,0,2,1,4
Al Horford,2005,266,569,89,265,80,95,108,422,232,49,92,65,130,701
Talen Horton-Tucker,1511,224,538,49,182,100,125,37,156,159,59,29,82,148,597
Danuel House Jr.,727,80,198,44,117,44,58,18,93,44,21,17,33,51,248
Dwight Howard,971,134,219,8,15,96,146,118,238,35,34,36,47,115,372
Markus Howard,176,39,101,28,70,20,23,2,10,7,9,0,7,17,126
Kevin Huerter,2188,345,760,160,411,42,52,32,222,203,55,26,91,185,892
Jay Huff,20,0,3,0,2,0,0,1,3,1,1,1,1,1,0
Elijah Hughes,434,47,144,25,95,7,9,6,52,22,14,8,17,39,126
Feron Hunt,8,0,2,0,0,0,0,1,0,1,1,0,1,1,0
De'Andre Hunter,1577,254,575,74,195,127,166,26,150,68,36,21,69,155,709
Chandler Hutchison,22,1,2,0,0,2,2,0,5,2,0,0,4,1,4
Bones Hyland,1310,230,571,131,358,107,125,14,174,191,41,20,86,153,698
Serge Ibaka,877,148,296,37,99,32,44,62,188,49,11,33,43,102,365
Andre Iguodala,603,46,121,17,74,15,20,21,79,114,27,22,28,34,124
Joe Ingles,1122,115,285,78,225,17,22,12,119,158,23,5,46,82,325
Brandon Ingram,1869,453,983,74,226,266,322,35,285,307,34,26,151,119,1246
Kyrie Irving,1091,289,616,100,239,118,129,16,111,167,41,17,73,81,796
Wes Iwundu,82,8,18,3,5,3,4,3,10,0,1,0,1,8,22
Frank Jackson,1164,194,483,86,279,86,104,19,68,55,27,9,38,89,560
Isaiah Jackson,541,116,206,5,16,60,88,60,89,10,25,52,40,92,297
Jaren Jackson Jr.,2126,430,1036,128,401,284,345,119,335,86,73,177,130,272,1272
Josh Jackson,830,120,300,33,130,55,77,21,120,54,26,22,47,88,328
Justin Jackson,37,5,15,3,9,2,2,1,6,2,0,0,1,3,15
Reggie Jackson,2337,479,1222,167,512,138,163,39,232,359,55,15,173,159,1263
LeBron James,2084,640,1221,161,448,254,336,63,396,349,73,59,196,121,1695
DeJon Jarreau,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaQuan Jeffries,9,1,2,0,1,0,0,0,2,1,0,0,0,1,2
Ty Jerome,801,124,328,54,186,38,47,19,59,109,30,5,37,73,340
Isaiah Joe,609,62,177,45,135,29,31,6,50,35,14,3,19,47,198
Alize Johnson,167,17,39,0,4,7,12,28,33,9,5,0,12,18,41
B.J. Johnson,65,11,25,4,10,0,0,6,9,0,0,1,0,4,26
Cameron Johnson,1730,279,607,166,391,98,114,42,231,99,57,16,47,113,822
David Johnson,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Jalen Johnson,120,22,41,3,13,5,7,2,24,3,3,2,9,9,52
James Johnson,1191,144,307,23,85,29,55,51,164,130,30,34,48,162,340
Joe Johnson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Keldon Johnson,2392,471,1011,159,399,177,234,80,377,158,58,14,92,148,1278
Keon Johnson,697,96,272,34,100,41,51,24,57,76,28,12,46,69,267
Stanley Johnson,1094,117,251,33,105,53,74,34,121,80,43,14,35,109,320
Tyler Johnson,91,6,20,5,13,0,0,3,9,7,3,3,2,7,17
Nikola Jokić,2476,764,1311,97,288,379,468,206,813,584,109,63,281,191,2004
Carlik Jones,23,1,9,0,1,2,2,1,2,5,1,0,3,0,4
Damian Jones,1017,175,266,10,29,94,131,75,171,69,26,47,59,130,454
Derrick Jones Jr.,899,105,195,20,61,56,70,60,109,30,25,33,30,105,286
Herbert Jones,2335,274,576,57,169,137,163,98,198,167,130,60,100,238,742
Jemerrio Jones,15,2,3,0,0,0,0,2,1,0,1,0,0,2,4
Kai Jones,63,9,14,1,2,3,8,3,8,4,1,2,6,8,22
Mason Jones,51,7,15,1,4,12,15,1,9,4,2,0,1,8,27
Tre Jones,1148,166,339,10,51,71,91,29,126,233,42,7,46,78,413
Tyus Jones,1549,249,552,80,205,54,66,17,159,324,66,2,46,32,632
DeAndre Jordan,622,92,143,0,0,22,40,83,181,21,12,35,37,71,206
Cory Joseph,1600,178,400,65,157,100,113,29,145,237,42,17,85,147,521
Georgios Kalaitzakis,214,31,67,10,26,14,30,6,15,12,11,2,20,19,86
Frank Kaminsky,181,36,66,5,15,18,20,11,30,13,8,7,5,14,95
Luke Kennard,1919,287,639,190,423,69,77,20,209,146,42,6,60,101,833
Braxton Key,197,33,72,6,21,7,13,13,37,11,10,11,11,26,79
George King,19,0,5,0,4,1,2,0,5,0,0,0,1,4,1
Louis King,104,15,47,8,27,7,10,0,12,9,2,1,0,14,45
Corey Kispert,1801,234,514,112,320,54,62,53,156,85,35,22,50,93,634
Maxi Kleber,1450,141,354,83,255,46,65,70,280,68,30,58,47,137,411
Brandon Knight,65,10,25,4,17,8,8,0,8,8,1,0,4,5,32
Nathan Knight,267,45,88,4,13,44,60,32,53,22,7,8,18,42,138
Kevin Knox,222,31,85,15,54,16,22,14,30,10,4,2,7,19,93
John Konchar,1292,135,262,52,126,27,49,87,242,109,45,22,29,90,349
Furkan Korkmaz,1414,182,470,77,266,68,84,22,153,127,33,9,48,58,509
Luke Kornet,103,13,27,0,5,4,6,13,16,9,3,3,0,9,30
Vit Krejci,690,68,167,32,98,19,22,18,83,57,19,8,29,65,187
Arnoldas Kulboka,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Jonathan Kuminga,1185,236,460,50,149,130,190,54,180,64,31,22,74,146,652
Kyle Kuzma,2204,423,936,128,375,156,219,70,491,233,42,57,169,128,1130
Anthony Lamb,8,0,2,0,2,0,0,0,1,2,0,0,0,0,0
Jeremy Lamb,935,133,347,55,170,89,106,26,128,81,31,22,37,59,410
Jock Landale,589,101,204,29,89,34,41,63,75,45,10,14,31,53,265
Romeo Langford,771,83,191,29,85,23,42,30,78,21,22,16,16,47,218
Zach LaVine,2328,565,1186,185,475,320,375,22,286,303,41,23,171,120,1635
Jake Layman,231,30,73,8,35,13,18,6,30,9,7,5,10,12,81
Damion Lee,1256,169,383,63,187,66,75,27,176,63,39,6,38,95,467
Saben Lee,604,69,177,14,60,56,71,18,69,107,36,12,36,44,208
Alex Len,620,94,176,6,21,41,63,52,109,45,13,25,43,100,235
Caris LeVert,1781,379,854,82,256,146,193,43,171,248,51,23,108,131,986
Kira Lewis Jr.,341,59,146,13,58,10,12,9,30,49,11,1,26,17,141
Scottie Lewis,7,0,0,0,0,1,2,0,0,1,1,0,0,0,1
Damian Lillard,1056,222,552,92,284,159,181,13,107,212,17,11,83,37,695
Nassir Little,1088,145,315,51,154,69,94,58,178,54,25,36,40,82,410
Isaiah Livers,383,41,90,27,64,12,14,15,42,21,13,7,15,37,121
Kevon Looney,1732,208,364,0,1,75,125,208,388,165,50,52,67,215,491
Brook Lopez,298,61,131,19,53,20,23,19,34,6,8,15,12,34,161
Robin Lopez,612,110,199,2,6,32,54,68,58,54,2,18,44,67,254
Didi Louzada,129,12,33,9,23,2,2,5,12,5,2,2,5,13,35
Kevin Love,1665,327,761,187,477,166,198,87,449,160,26,18,98,101,1007
Kyle Lowry,2133,276,627,144,382,148,174,33,249,474,67,17,168,177,844
Gabriel Lundberg,44,5,19,3,8,0,0,2,5,11,3,0,3,7,13
Timothé Luwawu-Cabarrot,685,74,186,44,122,35,41,17,65,40,18,6,20,76,227
Trey Lyles,1537,262,562,67,209,195,243,89,290,88,29,32,73,123,786
Théo Maledon,908,119,317,44,150,79,100,20,111,111,31,11,65,67,361
Sandro Mamukelashvili,407,57,115,22,52,18,22,35,47,22,9,9,15,28,154
Terance Mann,2317,334,690,76,208,128,164,104,321,209,55,21,84,178,872
Tre Mann,1367,231,588,98,272,65,82,25,146,91,47,12,71,102,625
Boban Marjanović,128,42,70,1,4,13,22,8,31,3,0,3,15,24,98
Lauri Markkanen,1878,313,703,136,380,138,159,59,286,81,45,30,54,130,900
Naji Marshall,735,109,269,21,105,74,93,38,104,62,33,8,46,69,313
Caleb Martin,1372,208,410,64,155,71,93,70,160,64,58,30,52,104,551
Cody Martin,1866,204,423,61,159,75,107,82,203,179,88,32,61,116,544
