player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Rajon Rondo,2527,318,670,10,43,75,132,87,210,760,153,11,234,120,721
Derrick Rose,3026,711,1597,128,385,476,555,81,249,623,85,51,278,136,2026
Quinton Ross,353,26,59,0,3,5,14,10,20,10,3,6,7,40,57
Brandon Roy,1310,209,523,38,114,117,138,28,93,129,37,12,55,76,573
Brandon Rush,1754,217,515,93,223,80,106,33,184,62,41,35,69,107,607
John Salmons,2554,373,898,83,219,195,240,27,239,252,72,28,137,157,1024
Samardo Samuels,701,110,241,0,3,68,110,75,83,17,15,18,53,88,288
Larry Sanders,872,116,268,0,0,28,50,59,119,16,22,72,38,117,260
Brian Scalabrine,88,10,19,0,5,0,0,1,7,6,3,4,5,18,20
Luis Scola,2412,569,1129,0,3,214,290,147,459,185,48,44,147,227,1352
Thabo Sefolosha,2049,157,333,28,102,59,79,65,281,111,97,38,55,171,401
Kevin Séraphin,635,66,147,0,0,22,31,80,72,10,17,28,42,126,154
Ramon Sessions,2133,362,776,3,15,348,423,46,209,419,60,8,178,93,1075
Mustafa Shakur,159,21,59,1,10,8,15,7,15,25,5,3,18,15,51
Garret Siler,101,17,31,0,0,11,22,16,12,3,1,4,10,20,45
Bobby Simmons,16,0,3,0,3,0,0,0,0,2,0,0,0,2,0
Brian Skinner,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Smith,586,104,188,0,5,50,68,43,74,31,16,7,33,84,258
Ish Smith,442,43,115,3,10,12,21,7,40,79,18,2,34,37,101
J.R. Smith,1968,341,784,124,318,163,221,45,277,175,92,16,100,173,969
Jason Smith,1102,136,307,0,2,59,70,89,152,36,26,32,53,150,331
Joe Smith,69,3,16,0,0,2,2,3,18,4,0,4,5,13,8
Josh Smith,2645,497,1041,51,154,229,316,134,523,255,99,120,197,217,1274
Darius Songaila,71,7,15,0,0,2,4,2,8,2,0,0,4,16,16
Marreese Speights,734,144,291,1,4,55,73,64,146,30,8,19,40,120,344
Tiago Splitter,738,101,191,0,1,76,140,72,129,26,29,17,32,91,278
Jerry Stackhouse,50,3,12,1,4,5,7,1,6,3,0,2,2,3,12
Lance Stephenson,115,13,39,0,5,11,14,1,17,21,4,0,16,14,37
DeShawn Stevenson,1158,128,330,94,249,33,43,20,86,77,21,5,44,71,383
Peja Stojaković,617,100,227,57,136,23,25,14,61,29,13,2,17,24,280
Amar'e Stoudemire,2870,744,1482,10,23,473,597,198,438,202,71,150,250,274,1971
Rodney Stuckey,2183,363,827,26,90,330,381,70,146,361,76,10,155,177,1082
DaJuan Summers,199,28,69,9,21,9,20,2,10,2,3,1,13,21,74
Pape Sy,21,2,6,0,1,3,3,2,1,2,1,0,3,1,7
Jermaine Taylor,483,94,196,14,45,21,28,26,36,32,14,5,46,39,223
Jeff Teague,963,133,304,18,48,77,97,11,91,138,45,25,64,82,361
Sebastian Telfair,711,97,241,28,78,44,60,17,37,111,25,3,64,64,266
Garrett Temple,230,20,68,10,37,7,17,1,22,32,11,6,23,24,57
Jason Terry,2564,492,1091,127,351,182,214,24,129,334,93,13,167,140,1293
Hasheem Thabeet,373,17,40,0,0,19,35,24,51,4,9,16,17,76,53
Etan Thomas,82,10,21,0,0,12,15,6,17,2,1,4,5,11,32
Kurt Thomas,1178,95,186,1,1,20,32,75,226,60,32,42,42,164,211
Tyrus Thomas,861,156,331,0,3,107,136,65,159,29,30,66,65,113,419
Jason Thompson,1748,271,534,0,3,121,200,144,310,88,28,44,99,212,663
Al Thornton,1383,205,431,4,26,110,142,56,157,62,35,12,64,143,524
Marcus Thornton,1775,350,807,88,240,145,184,61,197,135,64,9,93,110,933
Anthony Tolliver,1362,141,313,47,115,105,131,92,203,82,28,28,49,145,434
Ronny Turiaf,1141,103,163,0,0,61,98,64,143,92,35,73,41,160,267
Hedo Türkoğlu,2540,322,722,127,310,106,156,45,311,343,72,34,132,247,877
Evan Turner,1797,225,529,14,44,101,125,42,264,159,49,14,80,138,565
Ekpe Udoh,1030,97,222,0,0,42,64,80,101,40,22,86,48,144,236
Ime Udoka,130,5,21,0,8,4,8,5,14,13,8,1,5,14,14
Beno Udrih,2734,412,824,65,182,197,228,41,224,386,94,9,141,181,1086
Ben Uzoh,438,61,144,3,8,33,56,30,31,69,13,8,25,29,158
Anderson Varejão,994,114,216,0,2,54,81,98,203,45,27,38,40,87,282
Greivis Vásquez,860,95,233,25,86,34,44,12,61,151,22,4,70,83,249
Charlie Villanueva,1666,313,708,125,323,89,116,50,245,48,42,42,66,175,840
Sasha Vujačić,1648,239,595,97,262,81,96,30,156,132,54,5,66,136,656
Dwyane Wade,2823,692,1384,63,206,494,652,123,362,346,111,87,237,197,1941
Von Wafer,553,67,159,18,67,32,38,7,42,35,18,5,20,39,184
Henry Walker,784,104,236,59,153,31,44,16,106,34,21,6,37,81,298
John Wall,2606,398,972,34,115,301,393,35,282,574,121,35,261,175,1131
Ben Wallace,1238,67,149,1,2,19,57,129,221,72,54,54,44,81,154
Gerald Wallace,2693,386,851,62,186,279,374,111,458,173,105,63,152,183,1113
Luke Walton,484,38,116,8,34,7,10,9,58,62,9,4,31,38,91
Willie Warren,134,13,35,5,15,6,8,1,11,27,6,0,8,16,37
Hakim Warrick,1416,228,446,1,11,212,294,88,208,69,32,9,79,100,669
C.J. Watson,1091,146,394,44,112,69,93,16,78,186,55,11,73,82,405
Earl Watson,1567,126,307,36,107,55,82,52,130,278,61,17,116,146,343
Kyle Weaver,69,9,25,3,7,7,8,2,8,7,2,2,7,3,28
Martell Webster,1094,152,340,55,132,94,122,36,111,53,28,9,58,101,453
Sonny Weems,1413,228,513,17,61,72,94,39,114,104,34,2,86,87,545
David West,2451,528,1040,2,9,264,327,155,374,164,67,62,142,202,1322
Delonte West,453,55,120,12,33,13,15,6,31,64,20,10,30,29,135
Mario West,116,9,21,1,4,3,5,2,9,10,7,0,2,13,22
Russell Westbrook,2847,614,1390,34,103,531,631,121,258,670,155,30,316,207,1793
D.J. White,685,111,219,0,2,46,64,43,115,19,12,20,14,77,268
Hassan Whiteside,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Chris Wilcox,995,187,322,0,1,50,89,95,176,43,29,17,43,145,424
Damien Wilkins,676,69,137,2,10,40,56,23,67,41,27,9,21,72,180
Deron Williams,2465,428,975,105,317,348,412,40,220,667,79,15,230,190,1309
Jason Williams,295,22,67,10,38,0,0,3,27,52,11,1,18,8,54
Jawad Williams,391,41,126,13,45,9,12,7,41,22,9,3,16,34,104
Lou Williams,1747,323,795,88,253,293,356,32,117,252,47,17,102,128,1027
Marvin Williams,1865,246,537,37,110,147,174,68,245,88,34,23,62,104,676
Mo Williams,1788,291,730,79,244,151,177,21,132,380,53,10,171,150,812
Reggie Williams,1626,268,572,102,241,100,134,45,171,121,28,3,57,124,738
Shawne Williams,1323,164,385,85,212,41,49,60,179,47,39,51,46,164,454
Shelden Williams,911,103,220,0,0,58,75,93,180,32,23,26,43,126,264
Terrence Williams,290,43,115,6,22,14,21,4,47,38,9,0,33,25,106
Metta World Peace,2410,261,658,83,233,92,136,100,167,175,124,36,90,181,697
Antoine Wright,31,1,8,0,4,0,0,2,1,0,1,0,1,3,2
Brandan Wright,379,60,117,0,0,21,31,31,58,12,11,17,14,34,141
Dorell Wright,3147,485,1146,194,516,180,228,88,343,242,124,63,133,171,1344
Julian Wright,766,82,160,2,10,22,43,47,71,58,39,20,43,45,188
Nick Young,2034,412,935,105,271,186,228,26,148,75,45,17,90,144,1115
Sam Young,1577,233,494,17,50,89,116,40,147,71,68,23,61,120,572
Thaddeus Young,2135,458,847,6,22,123,174,153,281,82,90,26,99,170,1045
