player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Marcus Banks,22,0,2,0,0,6,8,0,1,3,1,0,2,4,6
Leandro Barbosa,1395,294,653,72,213,109,137,14,85,119,50,6,84,112,769
J.J. Barea,1669,285,649,66,189,133,157,29,130,317,30,1,136,136,769
Andrea Bargnani,2353,525,1173,77,223,287,350,74,269,119,34,46,152,160,1414
Matt Barnes,1020,131,279,34,107,60,77,73,155,71,39,22,58,127,356
Earl Barron,305,32,99,0,0,15,24,32,44,11,8,6,16,46,79
Brandon Bass,1980,332,645,0,2,190,233,134,290,57,27,52,97,159,854
Tony Battie,377,45,96,2,3,8,14,17,82,12,5,15,12,59,100
Shane Battier,2375,229,509,102,267,64,93,90,283,185,69,81,79,158,624
Nicolas Batum,2522,367,807,118,342,138,164,109,252,123,68,49,83,194,990
Jerryd Bayless,1496,218,517,49,146,166,206,26,139,266,38,5,127,149,651
Michael Beasley,2361,561,1246,60,164,219,291,118,291,158,54,52,195,222,1401
Rodrigue Beaubois,496,94,223,25,83,23,30,7,45,64,20,8,47,76,236
Marco Belinelli,1957,302,691,134,324,98,125,17,134,92,38,6,77,146,836
Charlie Bell,171,12,43,6,21,2,4,6,12,13,6,1,6,13,32
Raja Bell,2097,191,467,68,193,91,102,31,145,118,56,14,63,169,541
Mike Bibby,2285,248,576,153,348,39,62,17,178,265,50,9,101,175,688
Andris Biedriņš,1397,142,266,0,0,10,31,145,281,60,52,52,57,198,294
Chauncey Billups,2310,339,794,146,363,384,419,25,165,387,71,14,177,146,1208
DeJuan Blair,1734,292,583,0,2,90,137,215,350,77,95,42,113,213,674
Steve Blake,1581,110,306,73,193,26,30,19,137,170,40,3,73,99,319
Andray Blatche,2172,426,957,4,18,220,283,183,343,144,98,51,172,182,1076
Eric Bledsoe,1841,206,486,32,116,99,133,68,155,289,92,26,194,130,543
Keith Bogans,1461,124,307,90,237,21,32,19,129,101,38,9,41,113,359
Andrew Bogut,2297,367,742,0,4,96,217,199,521,131,47,168,125,217,830
Matt Bonner,1432,172,371,105,230,32,43,60,179,60,26,21,27,110,481
Trevor Booker,1063,139,253,0,1,68,101,98,153,35,29,42,38,115,346
Carlos Boozer,1882,431,845,0,0,171,244,130,435,145,45,18,149,186,1033
Chris Bosh,2795,524,1056,6,25,384,471,141,500,144,59,49,138,172,1438
Earl Boykins,862,156,352,27,71,69,82,15,40,141,38,3,52,43,408
Craig Brackins,33,4,16,0,5,0,0,2,2,1,1,0,0,3,8
Avery Bradley,162,23,67,0,5,6,12,4,13,12,9,0,16,20,52
Elton Brand,2809,502,981,0,1,213,273,237,439,120,92,106,101,244,1217
Corey Brewer,1510,193,488,30,112,136,192,57,118,89,100,16,87,159,552
Ronnie Brewer,1781,205,427,6,27,87,133,55,207,140,106,22,55,82,503
Jon Brockman,677,48,94,0,0,40,59,74,110,18,14,3,24,119,136
Aaron Brooks,1284,220,587,70,236,124,140,20,58,233,34,3,99,115,634
Derrick Brown,576,74,131,5,10,32,60,41,58,33,20,10,35,59,185
Kwame Brown,1714,194,375,0,0,136,231,147,303,43,26,39,69,174,524
Shannon Brown,1568,273,643,74,212,92,101,35,122,96,67,16,75,124,712
Kobe Bryant,2779,740,1639,115,356,483,583,83,336,388,99,12,243,172,2078
Chase Budinger,1738,279,656,89,274,118,138,52,229,127,41,18,67,114,765
Caron Butler,867,170,378,28,65,68,88,22,96,46,28,8,49,59,436
Rasual Butler,770,79,237,46,136,18,27,10,67,27,8,15,24,37,222
Andrew Bynum,1500,237,413,0,0,138,209,170,338,73,19,106,74,140,612
Will Bynum,1125,182,406,16,50,102,122,15,59,195,52,4,83,113,482
José Calderón,2102,262,596,57,156,88,103,30,172,605,81,7,148,143,669
Marcus Camby,1540,117,294,0,1,43,70,182,424,121,40,92,62,140,277
Derrick Caracter,215,32,66,0,0,17,23,19,24,7,4,10,19,47,81
Brian Cardinal,618,43,100,42,87,17,18,10,49,40,24,7,17,82,145
Rodney Carney,336,46,110,17,38,18,27,13,35,11,12,5,16,33,127
DeMarre Carroll,50,4,12,0,0,2,2,2,6,4,1,1,0,5,10
Matt Carroll,582,89,199,17,46,40,52,12,56,23,17,6,23,43,235
Anthony Carter,463,45,106,12,40,8,8,7,44,69,27,6,39,49,110
Vince Carter,2051,389,891,116,321,128,173,54,221,146,67,20,90,193,1022
Omri Casspi,1702,225,546,92,247,68,101,74,233,74,54,13,68,115,610
Mario Chalmers,1579,155,388,83,231,54,62,12,134,177,76,7,91,158,447
Tyson Chandler,2059,266,407,0,0,216,295,206,486,32,36,80,88,240,748
Wilson Chandler,2401,429,953,112,320,130,161,75,333,120,48,94,104,199,1100
Josh Childress,894,121,214,1,16,29,59,69,86,42,33,23,44,68,272
Earl Clark,464,68,158,0,5,27,47,37,64,9,8,18,28,45,163
Jarron Collins,181,6,21,0,0,7,10,14,10,2,4,1,7,29,19
Jason Collins,593,34,71,1,1,27,41,30,72,22,9,9,26,97,96
Sherron Collins,66,7,25,2,10,1,1,0,5,8,2,0,4,2,17
Darren Collison,2360,398,870,41,124,202,232,40,185,403,87,14,194,109,1039
Nick Collison,1524,137,242,0,0,55,73,119,197,69,42,31,55,210,329
Mike Conley,2872,423,953,80,217,181,247,32,215,528,144,18,176,182,1107
Brian Cook,447,72,170,34,79,15,24,19,77,15,12,11,25,75,193
Daequan Cook,598,79,181,65,154,16,20,8,64,20,14,1,17,51,239
Marcus Cousin,18,2,3,0,0,0,0,0,3,0,0,1,1,1,4
DeMarcus Cousins,2309,432,1004,3,18,276,402,217,482,204,85,68,268,332,1143
Jamal Crawford,2297,368,874,119,349,222,260,22,108,241,57,14,145,97,1077
Jordan Crawford,1027,192,500,33,128,73,84,31,74,117,39,3,83,63,490
Dante Cunningham,1637,218,472,1,13,45,62,96,181,43,54,43,51,177,482
Stephen Curry,2489,505,1053,151,342,212,227,52,234,432,109,20,226,233,1373
Samuel Dalembert,1938,268,567,0,2,108,148,212,445,67,36,116,132,225,644
Erick Dampier,815,52,89,0,1,24,44,53,124,22,14,47,32,82,128
Antonio Daniels,35,2,5,0,2,2,2,0,5,2,0,0,1,0,6
Marquis Daniels,938,114,232,4,21,39,57,24,89,64,39,22,38,63,271
Baron Davis,1649,289,693,81,239,101,131,35,121,391,78,28,146,143,760
Ed Davis,1602,215,373,0,0,71,128,168,294,40,39,67,48,183,501
Glen Davis,2298,359,801,2,15,195,265,101,324,92,78,30,85,231,915
Austin Daye,1446,193,471,69,172,82,108,64,210,78,39,39,59,165,537
Carlos Delfino,1590,200,513,105,284,60,75,24,176,112,76,8,57,72,565
Luol Deng,3208,531,1155,115,333,253,336,116,360,230,78,48,156,162,1430
DeMar DeRozan,2851,539,1154,5,52,327,402,75,240,148,85,31,144,217,1410
Boris Diaw,2778,381,774,78,226,84,123,105,309,337,74,46,166,190,924
Ike Diogu,470,83,148,0,0,41,62,41,74,2,3,3,22,72,207
DeSagana Diop,181,8,24,0,0,4,11,12,28,7,4,15,11,26,20
Keyon Dooling,1757,206,519,81,234,78,94,12,105,243,54,4,91,119,571
Joey Dorsey,522,52,99,0,0,31,65,79,111,27,24,17,39,78,135
Toney Douglas,1971,314,755,143,383,85,107,65,179,244,89,4,89,177,856
Chris Douglas-Roberts,884,117,273,15,46,74,89,7,81,50,29,13,35,73,323
Zabian Dowdell,292,51,125,3,10,16,17,5,15,51,20,2,29,30,121
Goran Dragić,1234,192,441,56,155,83,133,36,106,204,50,10,117,125,523
Jared Dudley,2140,300,629,105,253,162,218,111,207,108,87,20,77,139,867
Chris Duhon,774,49,129,13,52,14,25,9,43,118,16,2,61,30,125
Tim Duncan,2156,419,838,0,4,184,257,169,509,203,50,146,122,119,1022
Mike Dunleavy,1683,240,520,102,254,100,125,28,248,105,40,30,69,107,682
Ronald Dupree,13,1,4,0,1,0,0,0,3,1,0,0,0,2,2
Kevin Durant,3038,711,1538,145,414,594,675,57,476,214,88,76,218,159,2161
Devin Ebanks,118,21,51,2,5,18,23,15,12,2,4,5,6,7,62
Wayne Ellington,1181,160,397,48,121,42,53,26,82,72,28,3,53,85,410
Monta Ellis,3227,726,1611,137,379,340,431,44,237,450,168,23,252,203,1929
Francisco Elson,610,54,113,0,0,26,31,35,80,33,21,14,32,84,134
Melvin Ely,366,28,51,0,0,13,21,27,47,14,4,11,14,50,69
Semih Erden,595,62,111,0,0,39,60,37,81,20,15,24,34,104,163
Jeremy Evans,463,76,115,0,1,26,37,36,61,24,17,17,19,50,178
Maurice Evans,1549,177,424,55,167,52,58,52,104,45,34,14,33,129,461
Reggie Evans,798,42,103,0,1,48,88,119,226,38,29,6,39,89,132
Tyreke Evans,2107,382,933,43,148,205,266,46,229,319,85,30,184,143,1012
Patrick Ewing,19,0,5,0,2,3,4,1,1,2,0,1,1,1,3
Christian Eyenga,947,130,306,25,91,18,28,27,96,35,34,28,47,78,303
Jordan Farmar,1796,255,651,109,304,82,100,24,149,368,62,6,139,128,701
Derrick Favors,1535,215,416,0,0,103,173,171,241,39,29,68,77,246,533
Raymond Felton,2737,427,1005,116,329,194,241,48,221,625,125,11,221,150,1164
Rudy Fernández,1821,213,575,116,361,126,146,37,135,193,87,14,88,134,668
Kyrylo Fesenko,456,44,100,0,1,18,46,34,74,18,4,16,25,90,106
Landry Fields,2541,299,602,86,219,113,147,105,416,155,80,17,107,114,797
Derek Fisher,2297,206,529,63,159,83,103,14,138,224,99,8,70,192,558
Jonny Flynn,983,108,296,31,100,32,42,12,65,182,34,3,113,58,279
Gary Forbes,791,124,273,19,58,59,87,28,88,49,23,6,46,77,326
T.J. Ford,773,91,236,6,32,35,48,17,64,141,35,8,63,69,223
Jeff Foster,940,80,167,0,3,27,48,160,190,46,24,31,26,127,187
Randy Foye,1551,206,531,71,217,133,149,13,90,170,47,21,95,122,616
Channing Frye,2541,358,829,171,439,89,107,65,448,96,46,79,73,272,976
Dan Gadzuric,463,54,129,0,1,10,27,71,64,14,13,29,29,91,118
Sundiata Gaines,301,42,105,9,38,18,36,13,25,42,16,1,27,25,111
Danilo Gallinari,2104,265,640,103,293,337,391,59,246,104,51,27,83,144,970
Francisco García,1386,207,475,81,224,65,76,24,109,71,51,49,45,126,560
Kevin Garnett,2220,434,822,1,5,187,217,83,548,171,95,57,115,148,1056
Marc Gasol,2586,364,691,3,7,220,294,154,415,200,74,136,146,265,951
Pau Gasol,3037,593,1120,1,3,354,430,268,568,273,48,130,142,203,1541
Rudy Gay,2152,409,869,57,144,194,241,82,254,153,91,58,135,131,1069
Alonzo Gee,1118,121,264,17,51,72,92,62,120,38,40,18,55,94,331
Paul George,1265,179,395,41,138,77,101,37,187,65,62,26,70,127,476
Daniel Gibson,1865,264,660,118,293,134,163,24,153,201,48,21,80,154,780
Taj Gibson,1742,234,502,1,8,100,148,162,296,58,39,106,71,203,569
Manu Ginóbili,2426,441,1018,154,441,357,410,42,253,393,123,28,174,163,1393
Ryan Gomes,2095,207,505,72,211,61,85,61,193,118,62,12,55,159,547
Drew Gooden,860,156,362,3,20,81,102,73,165,47,21,18,46,98,396
Ben Gordon,2131,339,770,107,266,136,160,41,154,171,48,16,141,178,921
Eric Gordon,2112,427,949,106,291,287,348,45,119,244,71,18,151,115,1247
Marcin Gortat,2032,338,603,1,4,140,193,148,483,70,36,91,81,188,817
Joey Graham,586,82,179,9,30,29,36,8,76,18,6,7,28,73,202
Stephen Graham,959,81,200,5,21,31,38,17,106,40,14,1,38,106,198
Danny Granger,2763,535,1260,157,407,395,466,87,338,203,89,62,206,213,1622
Aaron Gray,531,56,99,0,0,17,34,59,112,16,11,12,32,96,129
Danny Green,92,17,35,7,19,0,0,3,12,2,2,1,5,7,41
Jeff Green,2427,368,820,64,211,198,244,73,287,108,53,37,99,210,998
Willie Green,1674,270,609,54,155,78,100,22,139,74,36,13,67,143,672
Donté Greene,1127,156,386,45,154,43,65,49,98,48,36,20,60,88,400
Orien Greene,5,1,2,0,0,1,2,0,0,1,1,0,0,0,3
Blake Griffin,3112,696,1376,7,24,446,695,270,719,312,63,45,223,252,1845
Hamed Haddadi,168,30,58,0,1,15,23,24,44,5,2,13,11,29,75
Richard Hamilton,1498,288,671,55,144,146,172,24,102,171,39,4,88,95,777
Tyler Hansbrough,1535,285,613,0,2,197,253,145,221,41,37,15,76,160,767
Luke Harangody,640,79,206,16,66,19,26,40,103,30,15,17,16,80,193
James Harden,2189,298,684,113,324,289,343,42,213,176,92,24,106,207,998
Al Harrington,1665,281,675,117,328,86,117,76,256,101,39,10,106,202,765
Devin Harris,2254,343,813,58,180,335,402,17,152,503,70,7,207,163,1079
Manny Harris,933,108,289,34,92,71,93,36,104,85,31,7,63,65,321
Mike Harris,16,3,6,0,0,2,4,2,3,1,0,1,1,2,8
Udonis Haslem,345,44,86,0,0,16,20,29,77,6,7,3,14,39,104
Spencer Hawes,1718,264,568,9,37,47,88,129,336,121,29,71,97,201,584
Chuck Hayes,2079,244,463,0,2,94,142,219,380,202,79,49,86,200,582
Gordon Hayward,1218,142,293,35,74,69,97,41,98,81,30,19,70,106,388
Lazar Hayward,419,55,154,17,60,33,42,23,47,28,12,7,19,44,160
Brendan Haywood,1331,128,223,0,1,64,177,129,247,19,16,74,51,146,320
Luther Head,586,68,164,25,64,39,50,16,44,70,10,9,32,43,200
Gerald Henderson,1661,259,570,7,36,128,163,49,158,101,50,32,64,118,653
Xavier Henry,527,65,160,2,17,33,52,9,28,18,11,3,13,48,165
Roy Hibbert,2244,410,890,0,4,205,275,182,428,166,33,142,185,256,1025
J.J. Hickson,2256,429,936,0,5,247,367,217,478,91,48,54,173,215,1105
Nenê,2291,402,654,1,5,286,402,145,426,149,84,73,134,238,1091
George Hill,2148,287,633,77,204,233,270,24,175,193,66,21,99,153,884
Grant Hill,2409,399,825,45,114,213,257,77,261,200,64,35,134,184,1056
Jordan Hill,1125,173,352,0,2,60,85,128,178,29,14,52,62,157,406
Kirk Hinrich,2157,278,623,75,188,106,126,21,161,288,75,17,121,185,737
Jrue Holiday,2901,446,999,81,222,172,209,68,264,531,120,29,218,203,1145
Ryan Hollins,1182,131,219,0,0,111,163,70,116,26,22,42,67,199,373
Al Horford,2704,513,921,2,4,150,188,182,536,266,59,80,119,193,1178
Eddie House,978,128,321,68,175,38,40,9,83,62,32,3,29,68,362
Dwight Howard,2935,619,1044,0,7,546,916,309,789,107,107,186,279,258,1784
Josh Howard,409,58,162,7,29,29,47,18,56,24,13,5,20,34,152
Juwan Howard,592,55,125,0,0,29,35,36,86,23,10,4,25,61,139
Lester Hudson,73,6,24,4,15,2,4,1,4,17,4,1,7,10,18
Kris Humphries,2061,307,583,0,1,127,191,225,546,84,33,80,103,168,741
Serge Ibaka,2216,335,617,0,1,138,184,214,408,22,31,198,71,267,808
Andre Iguodala,2469,338,759,61,181,208,300,61,326,422,101,38,138,109,945
Zydrunas Ilgauskas,1145,162,319,0,1,36,46,108,179,26,23,58,52,185,360
D.J. Mbenga,330,23,49,0,0,13,18,35,51,6,6,27,21,52,59
Ersan İlyasova,1505,221,507,36,121,93,104,105,260,56,51,24,63,159,571
Royal Ivey,155,16,38,7,16,2,2,2,14,7,6,1,5,17,41
Jarrett Jack,1722,260,637,33,108,182,214,20,153,242,54,6,110,102,735
Darnell Jackson,486,77,158,3,11,30,49,49,45,14,12,3,23,61,187
Stephen Jackson,2405,435,1059,121,359,249,305,53,251,241,80,28,209,161,1240
Damion James,403,46,103,0,3,18,28,17,68,20,16,12,25,36,110
LeBron James,3063,758,1485,92,279,503,663,80,510,554,124,50,284,163,2111
Antawn Jamison,1842,374,876,91,263,171,234,86,289,93,50,30,77,137,1010
Othyus Jeffers,322,31,65,1,4,30,46,25,42,20,17,0,14,32,93
Al Jefferson,2940,654,1319,0,0,220,289,235,559,149,46,153,105,238,1528
Richard Jefferson,2459,304,642,135,307,148,195,54,256,107,38,34,93,164,891
Jared Jeffries,601,30,86,2,9,12,29,62,54,36,31,17,21,75,74
Brandon Jennings,2169,361,926,98,303,199,246,42,192,305,95,21,146,131,1019
Eugene Jeter,858,106,259,6,30,37,41,9,61,162,29,2,51,54,255
Yi Jianlian,1112,145,347,3,13,62,91,79,169,25,27,32,51,115,355
Amir Johnson,1853,281,495,0,1,126,160,189,272,81,53,88,69,263,688
Armon Johnson,277,46,101,5,12,13,22,11,25,45,5,1,38,31,110
Chris Johnson,138,9,21,0,0,15,20,12,20,3,3,9,10,21,33
James Johnson,822,108,237,8,34,47,71,37,105,89,33,37,64,95,271
Joe Johnson,2554,514,1161,89,300,195,243,59,232,338,47,7,146,131,1312
Trey Johnson,94,12,33,1,3,9,10,2,5,11,1,1,5,12,34
Wesley Johnson,2069,271,682,103,289,64,92,51,189,148,58,54,95,163,709
Dahntay Jones,589,100,214,14,39,69,90,4,61,33,20,7,31,70,283
Dominique Jones,135,14,45,0,4,14,17,6,19,19,5,3,10,7,42
James Jones,1549,146,346,123,287,60,72,23,137,43,29,19,21,129,475
Solomon Jones,528,49,121,0,1,41,62,45,68,30,12,22,35,94,139
DeAndre Jordan,2047,234,341,0,1,98,217,207,368,42,41,142,101,255,566
Chris Kaman,838,177,376,0,0,43,57,51,174,46,16,48,58,75,397
Jason Kapono,112,7,28,1,8,1,2,3,8,4,2,1,2,4,16
Jason Kidd,2653,215,596,133,391,67,77,35,316,655,134,29,179,119,630
Andrei Kirilenko,1999,253,542,36,98,208,270,100,227,192,81,74,117,113,750
Linas Kleiza,1032,178,406,39,131,41,65,37,140,40,19,7,65,99,436
Kyle Korver,1649,242,557,120,289,77,87,12,138,124,35,20,60,156,681
Kosta Koufos,434,68,150,0,2,24,43,57,73,7,10,25,31,59,160
Nenad Krstić,1571,231,452,0,0,113,146,124,211,27,26,25,56,184,575
Carl Landry,2008,345,687,0,4,213,288,165,182,63,40,32,109,196,903
Acie Law,726,81,186,6,36,47,64,12,51,84,32,0,43,61,215
Gani Lawal,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ty Lawson,2103,346,688,69,171,172,225,67,142,377,80,4,137,133,933
Courtney Lee,1723,253,576,71,174,95,120,51,158,100,58,18,68,102,672
David Lee,2634,496,978,1,3,210,267,217,497,233,74,31,170,211,1203
Rashard Lewis,1824,252,582,87,244,77,96,71,219,92,52,30,87,159,668
Jeremy Lin,285,28,72,1,5,19,25,12,22,42,33,9,18,31,76
Shaun Livingston,1261,185,397,1,4,108,125,29,120,164,47,29,88,109,479
Brook Lopez,2889,644,1309,0,1,385,489,197,291,129,47,120,176,240,1673
Robin Lopez,991,179,357,0,0,74,100,82,134,8,18,45,48,143,432
Kevin Love,2611,482,1026,88,211,424,499,330,782,184,45,28,155,148,1476
Kyle Lowry,2563,345,809,129,343,192,251,89,220,500,102,23,158,207,1011
John Lucas III,10,1,3,0,1,0,2,0,0,1,0,0,0,0,2
Corey Maggette,1401,253,559,28,78,271,325,44,197,84,21,5,127,175,805
Jamaal Magloire,158,13,22,0,0,9,18,17,44,3,4,2,5,26,35
Ian Mahinmi,488,55,98,0,2,63,82,43,77,8,14,15,25,105,173
Shawn Marion,2253,434,834,5,33,126,164,168,383,110,68,50,130,144,999
Sean Marks,208,19,44,2,2,5,8,16,24,4,3,5,11,44,45
Cartier Martin,542,71,182,39,99,28,40,20,54,18,18,6,16,52,209
Kenyon Martin,1233,185,362,2,9,42,72,67,230,109,43,35,59,136,414
Kevin Martin,2603,553,1267,176,459,594,669,28,230,198,80,15,184,155,1876
Roger Mason,319,26,77,16,44,7,10,5,38,20,6,2,6,25,75
Wesley Matthews,2758,440,979,154,378,266,315,48,210,164,102,9,138,195,1300
Jason Maxiell,930,93,189,0,0,51,99,66,107,17,24,21,44,92,237
Eric Maynor,1200,134,333,37,96,43,59,25,96,238,35,6,77,96,348
O.J. Mayo,1869,304,747,96,264,99,131,35,135,145,73,26,99,127,803
Luc Mbah a Moute,2093,198,428,0,7,133,188,169,251,68,72,28,77,180,529
Antonio McDyess,1387,169,344,0,1,52,77,122,273,84,36,39,72,163,390
JaVale McGee,2193,332,604,0,3,134,230,223,411,38,41,193,102,232,798
Tracy McGrady,1686,227,514,30,88,90,129,49,202,252,66,34,102,101,574
Dominic McGuire,760,72,182,0,2,30,39,63,136,43,10,33,25,94,174
Josh McRoberts,1597,211,386,23,60,88,119,109,273,150,47,57,93,165,533
Jodie Meeks,2062,242,570,138,348,152,170,21,150,78,63,4,60,97,774
Pops Mensah-Bonsu,35,1,3,0,0,0,0,3,8,2,0,0,2,11,2
C.J. Miles,1969,366,899,109,339,159,196,54,201,135,74,38,93,221,1000
Darko Miličić,1686,271,578,0,0,64,115,133,227,104,54,140,151,229,606
Andre Miller,2650,388,844,4,37,249,292,97,205,566,114,12,197,171,1029
Brad Miller,1015,132,296,40,107,78,94,44,178,145,28,21,54,98,382
Mike Miller,838,81,202,43,118,23,34,38,146,51,20,2,41,88,228
Patty Mills,783,135,328,47,133,36,47,19,32,109,27,1,62,63,353
Paul Millsap,2605,525,988,9,23,256,338,164,415,187,103,69,145,272,1315
Yao Ming,91,18,37,0,0,15,16,7,20,4,0,8,7,13,51
Nazr Mohammed,1280,234,448,0,1,67,112,140,228,23,30,56,70,184,535
Greg Monroe,2222,303,550,0,1,145,233,248,353,105,93,45,81,196,751
Jamario Moon,1042,101,248,38,123,15,17,23,142,52,28,33,22,65,255
Anthony Morrow,1856,279,620,110,260,96,107,37,135,68,19,7,54,135,764
Timofey Mozgov,524,63,133,0,0,37,52,46,75,15,15,25,35,84,163
Byron Mullens,85,9,28,0,0,7,14,6,18,0,2,3,8,11,25
Troy Murphy,466,42,114,5,33,20,30,22,91,23,15,3,20,47,109
Hamady N'Diaye,80,4,5,0,0,6,12,2,5,0,2,5,3,18,14
Eduardo Nájera,372,26,72,11,34,6,11,14,30,20,11,6,13,52,69
Steve Nash,2497,399,811,81,205,227,249,40,220,855,48,4,265,87,1106
Gary Neal,1685,285,632,129,308,84,104,21,175,96,27,4,78,148,783
Jameer Nelson,2319,374,838,119,297,130,162,37,189,456,75,3,194,209,997
Joakim Noah,1576,211,402,0,1,139,188,182,316,107,48,72,90,156,561
Andrés Nocioni,931,118,277,42,118,49,61,19,150,45,14,15,47,100,327
Steve Novak,215,35,67,26,46,8,8,4,24,3,1,5,4,14,104
Dirk Nowitzki,2504,610,1179,66,168,395,443,50,463,190,38,47,137,172,1681
Jermaine O'Neal,431,50,109,0,1,29,43,25,63,12,2,30,27,65,129
Shaquille O'Neal,752,134,201,0,0,73,131,48,130,26,16,42,56,120,341
Fabricio Oberto,45,3,5,0,0,1,2,3,4,0,0,0,3,10,7
Lamar Odom,2639,473,893,68,178,166,246,175,535,249,47,61,139,200,1180
Emeka Okafor,2287,300,524,0,1,145,258,230,454,42,40,127,119,230,745
Mehmet Okur,168,22,62,5,16,15,20,9,21,19,4,4,7,18,64
Travis Outlaw,2358,274,731,76,252,132,171,54,271,84,34,36,71,148,756
Larry Owens,143,15,32,6,13,4,9,1,14,8,9,5,5,18,40
Zaza Pachulia,1244,107,232,0,0,135,179,119,214,58,34,22,69,184,349
Anthony Parker,2091,220,552,86,227,74,95,33,185,218,67,10,80,109,600
Tony Parker,2528,555,1069,25,70,233,303,30,208,513,90,3,200,135,1368
Patrick Patterson,868,149,267,0,2,30,42,86,114,41,17,37,31,77,328
Chris Paul,2880,430,928,71,183,337,384,38,289,782,188,5,177,196,1268
Sasha Pavlović,362,29,72,12,31,6,10,1,31,16,10,7,12,34,76
Nikola Peković,887,136,263,0,0,87,114,90,103,27,18,35,91,181,359
Kendrick Perkins,742,67,130,0,0,40,72,62,170,26,9,26,56,91,174
Morris Peterson,23,2,5,0,1,0,0,0,3,1,0,0,0,5,4
Johan Petro,893,129,290,0,4,15,28,62,150,44,34,34,46,178,273
Paul Pierce,2774,507,1021,111,297,386,449,34,396,260,80,51,171,231,1511
Mickaël Piétrus,1107,143,365,85,236,39,57,15,111,33,29,21,39,101,410
Dexter Pittman,11,1,3,0,0,0,0,1,2,0,0,0,2,2,2
Quincy Pondexter,734,73,180,18,50,24,34,23,65,28,17,10,16,63,188
James Posey,839,81,241,67,212,11,15,10,137,34,24,6,24,103,240
Leon Powe,328,59,119,0,2,40,72,24,39,7,10,4,12,44,158
Josh Powell,653,94,208,0,1,36,45,49,86,22,5,5,53,78,224
A.J. Price,795,114,320,41,149,54,81,16,56,111,29,1,53,61,323
Ronnie Price,717,74,210,20,69,29,39,22,39,56,42,5,55,106,197
Tayshaun Prince,2562,473,1001,34,98,118,168,78,251,215,30,41,82,90,1098
Joel Przybilla,519,25,44,0,0,14,27,37,108,13,5,15,29,79,64
Chris Quinn,292,33,91,11,37,4,8,3,22,42,5,1,12,29,81
Vladimir Radmanović,1169,137,318,70,173,30,34,64,148,79,44,44,57,157,374
Anthony Randolph,590,123,264,1,4,58,86,43,117,33,22,24,53,62,305
Zach Randolph,2724,598,1188,8,43,300,396,326,588,163,63,25,151,175,1504
Theo Ratliff,71,1,6,0,0,0,2,6,7,3,2,5,3,7,2
Andy Rautins,24,3,7,1,4,1,2,0,1,3,1,0,7,0,8
Michael Redd,134,18,45,4,17,4,4,0,8,12,2,1,4,4,44
J.J. Redick,1513,197,447,87,219,112,128,6,107,102,29,3,53,80,593
Jason Richardson,2715,472,1056,189,479,116,159,67,264,147,93,13,95,162,1249
Quentin Richardson,955,87,255,42,146,33,44,39,139,38,25,5,33,74,249
Luke Ridnour,2159,319,681,81,184,121,137,37,162,384,89,10,158,146,840
Nate Robinson,1013,150,376,65,200,36,44,15,75,111,29,4,68,115,401
