player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Dwayne Bacon,713,72,192,11,43,20,25,4,120,38,16,2,23,46,175
Ron Baker,385,20,59,11,33,20,26,5,25,47,26,6,18,33,71
Wade Baldwin,80,14,21,4,5,6,10,1,7,5,2,1,4,12,38
Lonzo Ball,1780,203,564,90,295,32,71,69,291,376,88,43,136,117,528
J.J. Barea,1603,303,690,115,313,80,102,15,186,434,35,3,143,83,801
Harrison Barnes,2634,537,1208,119,333,259,313,77,391,152,49,14,118,94,1452
Will Barton,2683,465,1028,156,422,182,226,70,339,331,82,52,149,168,1268
Nicolas Batum,1981,270,650,92,274,108,130,57,249,349,65,23,131,72,740
Jerryd Bayless,925,109,262,54,146,35,44,15,65,54,23,6,46,91,307
Aron Baynes,1485,210,446,3,21,59,78,130,304,93,22,51,80,200,482
Kent Bazemore,1789,284,676,108,274,160,201,25,223,228,100,45,157,147,836
Bradley Beal,2977,683,1484,199,530,292,369,61,302,373,96,36,214,160,1857
Malik Beasley,583,73,178,28,82,22,33,14,57,31,15,7,24,36,196
Michael Beasley,1653,409,807,34,86,124,159,97,317,123,36,43,143,145,976
Marco Belinelli,1947,337,764,149,395,148,163,20,131,148,66,12,94,91,971
Jordan Bell,809,116,185,0,4,30,44,60,147,102,35,56,51,92,262
DeAndre' Bembry,455,53,128,11,30,19,33,8,64,49,21,12,47,38,136
Dragan Bender,2069,187,484,118,322,39,51,40,321,130,22,53,112,166,531
Dāvis Bertāns,1086,161,366,94,252,40,49,18,135,74,26,28,36,93,456
Patrick Beverley,334,48,119,24,60,14,17,16,29,32,19,5,25,34,134
Khem Birch,578,68,126,0,0,42,61,70,110,34,15,21,21,56,178
Jabari Bird,115,15,26,3,7,6,13,6,13,8,3,1,8,7,39
Bismack Biyombo,1495,183,352,0,1,102,157,144,324,66,21,95,84,158,468
Nemanja Bjelica,1371,171,371,76,183,36,45,53,221,86,50,16,52,141,454
Tarik Black,536,75,127,1,11,29,63,63,100,13,21,30,35,107,180
Antonio Blakeney,314,53,143,15,52,30,39,4,29,20,7,1,11,19,151
Eric Bledsoe,2322,468,989,125,360,252,317,51,233,370,149,42,216,185,1313
Vander Blue,45,1,5,0,2,1,2,0,1,3,1,0,3,2,3
Bogdan Bogdanović,2175,344,772,129,329,100,119,31,192,258,72,16,125,172,917
Bojan Bogdanović,2464,404,852,155,386,178,205,30,240,119,55,8,106,129,1141
Andrew Bogut,216,17,25,0,0,2,2,26,52,15,4,13,19,40,36
Joel Bolomboy,38,3,6,0,1,3,6,6,4,0,2,0,2,3,9
Devin Booker,1865,455,1054,147,384,289,329,26,218,253,47,14,194,168,1346
Trevor Booker,1158,177,343,8,33,66,93,117,201,82,28,21,59,119,428
Chris Boucher,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Avery Bradley,1433,259,625,75,203,63,82,22,94,94,51,8,101,92,656
Tony Bradley,29,3,11,0,1,2,2,4,7,1,0,0,0,1,8
Corey Brewer,1208,142,316,31,110,65,90,43,111,65,79,14,49,139,380
Malcolm Brogdon,1436,244,503,62,161,75,85,23,133,152,41,13,66,128,625
Aaron Brooks,189,28,69,11,31,8,11,7,10,20,6,0,11,28,75
Dillon Brooks,2350,340,772,94,264,124,166,49,208,135,73,17,124,233,898
MarShon Brooks,193,51,102,19,32,20,23,8,13,25,11,3,16,6,141
Anthony Brown,4,1,1,1,1,0,0,0,0,1,0,0,0,0,3
Bobby Brown,115,19,58,11,40,1,2,0,7,11,4,0,9,6,50
Jaylen Brown,2152,373,803,121,306,150,233,66,280,114,70,26,124,181,1017
Lorenzo Brown,139,14,34,2,12,2,2,1,14,13,5,0,3,7,32
Markel Brown,31,2,7,1,5,0,0,1,4,2,0,0,2,6,5
Sterling Brown,776,82,205,32,91,21,24,27,116,25,31,13,25,80,217
Nicolás Brussino,10,0,2,0,2,0,0,0,3,0,0,0,0,0,0
Thomas Bryant,72,8,21,1,10,5,9,3,14,6,1,2,2,6,22
Reggie Bullock,1732,267,546,125,281,39,49,27,127,95,47,13,47,70,698
Trey Burke,785,193,384,38,105,37,57,13,58,170,24,4,43,43,461
Alec Burks,1059,170,414,47,142,107,124,19,173,67,37,8,60,75,494
Jimmy Butler,2164,437,921,70,200,363,425,79,235,288,116,24,108,78,1307
Dwight Buycks,427,82,198,15,45,36,41,12,29,59,19,2,39,39,215
Bruno Caboclo,107,9,31,3,17,5,6,7,15,4,3,4,4,8,26
José Calderón,914,93,185,45,97,24,30,14,70,117,27,2,41,81,255
Kentavious Caldwell-Pope,2458,340,798,159,415,153,194,60,327,162,106,16,97,145,992
Isaiah Canaan,422,52,137,22,66,46,51,6,39,76,16,1,29,36,172
Clint Capela,2034,441,676,0,1,144,257,241,561,68,58,137,103,185,1026
DeMarre Carroll,2180,325,785,145,391,188,246,105,374,147,59,30,103,165,983
Vince Carter,1026,114,283,57,165,28,37,18,130,69,42,26,36,96,313
Michael Carter-Williams,835,76,229,14,59,73,89,37,101,116,44,23,52,99,239
Alex Caruso,562,50,116,13,43,21,30,15,50,75,23,10,42,52,134
Omri Casspi,740,120,207,10,22,50,69,30,170,51,18,19,37,71,300
Willie Cauley-Stein,2044,388,773,3,12,153,247,131,379,172,77,67,109,185,932
Tyler Cavanaugh,518,67,152,32,89,17,21,45,82,27,9,4,14,61,183
Mario Chalmers,1421,168,443,53,191,118,138,13,144,197,79,14,117,179,507
Tyson Chandler,1151,121,187,0,0,58,93,134,284,53,16,27,59,106,300
Wilson Chandler,2346,281,631,88,246,88,114,102,296,159,43,39,92,156,738
Marquese Chriss,1527,202,477,56,190,96,158,76,319,83,51,70,107,205,556
Ian Clark,1455,222,495,62,195,45,59,10,117,110,33,10,57,120,551
Jordan Clarkson,1888,430,954,112,318,152,190,57,160,221,58,6,127,107,1124
Gian Clavell,64,6,18,6,15,2,2,1,6,3,2,0,2,8,20
Antonius Cleveland,123,8,21,3,4,4,6,3,11,2,7,5,7,23,23
John Collins,1785,314,545,16,47,133,186,176,365,98,47,80,105,215,777
Zach Collins,1045,115,289,35,113,27,42,45,176,52,17,31,58,133,292
Kyle Collinsworth,480,38,99,4,17,21,40,32,75,56,17,9,24,44,101
Darren Collison,2018,316,638,96,205,127,144,37,141,368,92,15,86,122,855
Nick Collison,75,13,19,0,0,5,13,7,13,4,0,0,7,7,31
Mike Conley,373,64,168,24,77,53,66,0,27,49,12,3,18,24,205
Pat Connaughton,1488,165,390,74,210,37,44,36,125,91,23,22,43,120,441
Quinn Cook,740,122,252,46,104,22,25,10,72,89,12,1,32,59,312
Charles Cooke,38,2,14,1,8,1,2,0,2,1,1,0,1,0,6
Jack Cooley,87,13,27,0,0,14,19,14,16,6,1,0,3,13,40
Matt Costello,32,2,4,0,0,0,0,1,8,2,2,2,1,7,4
DeMarcus Cousins,1737,406,864,104,294,294,394,105,512,257,79,76,242,183,1210
Robert Covington,2532,345,836,203,550,116,136,55,378,156,137,72,126,238,1009
Allen Crabbe,2197,337,827,201,532,115,135,28,296,117,47,35,78,168,990
Torrey Craig,629,62,137,17,58,22,35,40,87,25,12,15,20,63,163
Jamal Crawford,1653,308,742,104,314,102,113,21,78,185,40,9,95,85,822
Jordan Crawford,53,12,27,8,14,1,1,2,2,13,1,1,5,7,33
Jae Crowder,2090,271,671,110,341,121,148,59,216,99,64,21,74,187,773
Dante Cunningham,1562,164,364,58,168,31,52,78,220,48,39,30,33,111,417
Stephen Curry,1631,428,864,212,501,278,302,36,225,310,80,8,153,114,1346
Troy Daniels,1622,232,575,183,458,56,64,12,115,48,26,5,56,137,703
Anthony Davis,2727,780,1462,55,162,495,598,187,645,174,115,193,162,159,2110
Deyonta Davis,943,161,265,0,0,38,57,75,175,40,15,39,32,125,360
Ed Davis,1471,170,292,0,1,74,111,183,392,40,32,52,66,188,414
Dewayne Dedmon,1542,250,477,50,141,67,86,100,389,90,40,51,86,162,617
Sam Dekker,883,128,259,10,60,37,56,44,130,38,24,9,33,71,303
Malcolm Delaney,1014,109,285,46,124,74,92,9,91,163,35,6,66,82,338
Matthew Dellavedova,712,55,152,29,78,25,27,14,50,145,14,0,49,67,164
Luol Deng,13,1,2,0,0,0,0,0,0,1,1,0,1,0,2
DeMar DeRozan,2711,645,1413,89,287,461,559,59,256,417,85,22,175,151,1840
Cheick Diallo,581,102,176,0,0,50,66,47,164,19,11,21,28,82,254
Gorgui Dieng,1333,186,388,19,61,79,102,106,254,71,45,39,59,147,470
Spencer Dinwiddie,2306,324,838,141,433,218,268,40,219,524,68,23,128,186,1007
Tyler Dorsey,974,144,382,72,199,45,63,17,113,79,17,5,37,63,405
Damyean Dotson,474,72,161,22,68,16,23,9,75,31,12,2,17,34,182
Milton Doyle,125,13,47,4,23,4,8,3,15,10,6,2,2,13,34
PJ Dozier,3,1,2,0,0,0,0,0,1,0,0,0,1,1,2
Goran Dragić,2378,484,1075,111,300,217,271,54,252,359,63,12,166,180,1296
Larry Drew II,70,7,24,3,9,0,0,3,0,10,0,0,3,6,17
Andre Drummond,2625,466,881,0,11,239,395,399,848,237,114,127,200,250,1171
Jared Dudley,686,48,122,29,80,27,35,8,86,78,24,11,28,85,152
Kris Dunn,1525,286,666,43,134,84,114,24,197,310,104,27,150,174,699
Kevin Durant,2325,630,1222,173,413,359,404,31,433,366,50,119,207,133,1792
Jarell Eddie,9,0,2,0,2,0,0,0,1,0,1,0,0,0,0
Henry Ellenson,329,53,146,20,60,25,29,10,71,20,5,0,18,22,151
Wayne Ellington,2041,285,700,227,579,67,78,23,195,79,53,8,52,94,864
Joel Embiid,1912,510,1056,66,214,359,467,143,547,199,40,111,234,209,1445
James Ennis,1604,182,384,51,153,97,116,73,151,71,47,18,56,134,512
Tyler Ennis,683,94,224,14,56,22,29,19,76,105,30,10,38,75,224
Jawun Evans,778,89,253,15,54,38,49,9,75,100,36,6,44,97,231
Jeremy Evans,5,1,1,0,0,0,0,1,0,0,0,0,1,1,2
Tyreke Evans,1607,366,809,114,286,164,209,44,221,269,57,17,117,96,1010
Dante Exum,235,42,87,5,18,25,31,4,22,43,8,3,20,20,114
Kenneth Faried,461,76,148,0,1,36,51,68,85,18,12,13,23,51,188
Derrick Favors,2153,395,702,14,63,140,215,198,354,102,54,82,88,164,944
Kay Felder,140,21,70,4,19,11,12,3,15,20,3,1,16,11,57
Cristiano Felício,977,127,215,0,2,54,81,83,150,55,16,11,54,104,308
Raymond Felton,1365,224,552,81,230,36,44,25,131,203,49,16,76,91,565
Terrance Ferguson,763,70,169,40,120,9,10,19,28,19,24,10,11,83,189
Yogi Ferrell,2282,311,730,134,359,82,103,26,223,201,64,9,78,153,838
Dorian Finney-Smith,448,46,121,20,67,11,15,22,53,26,10,4,21,43,123
Bryn Forbes,1517,209,497,89,228,48,72,12,98,80,28,2,37,108,555
Evan Fournier,1837,368,802,127,335,150,173,23,157,165,47,16,95,138,1013
De'Aaron Fox,2026,328,797,47,153,141,195,33,171,320,70,20,173,163,844
Tim Frazier,838,68,172,17,56,23,30,18,97,194,47,7,57,97,176
Channing Frye,695,104,212,39,115,17,19,12,123,38,18,13,21,69,264
Markelle Fultz,253,45,111,0,1,10,21,11,32,53,12,4,17,22,100
Danilo Gallinari,671,102,256,36,111,81,87,9,92,41,12,10,26,30,321
Langston Galloway,863,126,340,75,218,33,41,13,79,58,35,5,18,39,360
Marc Gasol,2408,434,1033,109,320,281,337,78,514,305,54,101,194,185,1258
Pau Gasol,1812,287,627,43,120,158,209,129,490,238,24,79,108,121,775
Rudy Gay,1231,253,537,37,118,112,145,76,215,73,46,38,78,98,655
Paul George,2891,576,1340,244,609,338,411,72,375,263,161,39,212,233,1734
Marcus Georges-Hunt,224,21,48,4,15,13,21,7,9,7,6,0,3,32,59
Jonathan Gibson,40,14,23,6,12,0,0,0,3,4,0,0,3,5,34
Taj Gibson,2726,425,737,7,35,142,185,194,390,99,62,59,89,218,999
Manu Ginóbili,1299,201,463,64,192,110,131,19,123,163,43,16,105,126,576
Rudy Gobert,1816,276,444,0,0,204,299,165,436,80,44,129,107,153,756
Aaron Gordon,1909,375,865,115,342,157,225,87,370,136,59,45,107,111,1022
Eric Gordon,2154,415,970,218,608,195,241,25,145,154,44,27,130,116,1243
Marcin Gortat,2075,290,560,0,0,110,163,181,442,151,40,61,99,175,690
Treveon Graham,1050,96,221,40,97,41,59,42,79,59,33,2,27,109,273
Jerami Grant,1647,244,456,32,110,162,240,86,233,57,31,77,54,155,682
Jerian Grant,1686,209,503,61,187,140,188,31,141,342,63,8,89,132,619
Josh Gray,86,11,41,3,13,7,11,2,8,12,8,2,7,8,32
Danny Green,1791,217,561,116,320,50,65,41,208,110,63,80,74,122,600
Draymond Green,2287,281,619,77,256,134,173,75,460,508,95,91,202,185,773
Gerald Green,929,168,413,110,298,51,60,15,118,25,24,15,31,87,497
JaMychal Green,1542,223,488,43,127,80,111,147,317,79,32,25,76,153,569
Jeff Green,1828,295,618,53,170,203,234,60,186,99,41,34,75,149,846
Blake Griffin,1970,436,996,111,322,259,330,73,355,334,41,18,165,139,1242
Daniel Hamilton,28,5,11,2,5,0,0,0,5,8,1,0,2,2,12
Tim Hardaway Jr.,1885,360,856,130,410,146,179,32,192,155,62,10,92,123,996
James Harden,2551,651,1449,265,722,624,727,41,348,630,126,50,315,169,2191
Maurice Harkless,1264,147,297,49,118,42,59,46,116,53,48,43,40,103,385
Montrezl Harrell,1293,348,548,1,7,139,222,103,203,74,36,52,68,143,836
Devin Harris,1340,187,454,79,227,142,170,12,115,152,47,12,76,158,595
Gary Harris,2304,440,908,156,394,134,162,37,139,194,122,15,119,119,1170
Joe Harris,1975,305,621,150,358,86,104,51,209,128,35,20,91,153,846
Tobias Harris,2668,562,1221,183,445,179,216,58,379,192,71,35,105,164,1486
Aaron Harrison,233,19,69,9,43,13,17,4,20,11,9,2,3,27,60
Andrew Harrison,1326,181,429,47,142,124,159,23,108,177,38,26,81,138,533
Shaquille Harrison,384,59,124,6,26,28,38,9,52,55,26,7,22,42,152
Josh Hart,1461,176,375,78,197,66,94,42,221,80,47,16,47,107,496
Udonis Haslem,72,3,15,1,8,1,2,3,7,5,0,2,2,3,8
Nigel Hayes,122,11,33,4,16,1,3,4,18,6,2,3,2,8,27
Gordon Hayward,5,1,2,0,1,0,0,0,1,0,0,0,0,1,2
Reggie Hearn,7,1,2,1,2,0,0,0,0,0,0,0,0,0,3
Myke Henry,378,41,109,19,58,6,10,10,28,22,31,6,19,28,107
John Henson,1970,287,502,1,7,90,158,150,363,114,45,109,84,202,665
Juan Hernangómez,277,29,75,14,50,10,12,18,36,12,6,3,9,25,82
Willy Hernangómez,495,91,164,5,12,59,90,61,122,33,18,16,35,64,246
Mario Hezonja,1657,273,617,90,267,86,105,41,240,106,81,31,86,134,722
Isaiah Hicks,240,33,72,2,9,12,18,10,31,16,2,4,16,45,80
Buddy Hield,2024,416,933,176,408,71,81,55,252,155,85,22,124,148,1079
Nenê,758,136,239,0,2,68,107,54,122,45,28,14,38,123,340
George Hill,1812,236,513,85,205,110,140,42,139,186,61,27,88,128,667
Solomon Hill,187,11,41,4,21,3,6,9,27,22,7,1,9,22,29
Darrun Hilliard,95,5,19,0,6,6,7,0,7,11,2,0,4,7,16
Jrue Holiday,2927,615,1244,120,356,187,238,62,303,486,123,64,213,201,1537
Justin Holiday,2265,290,782,161,449,135,164,31,260,153,80,31,93,134,876
John Holland,174,17,59,11,36,9,13,6,18,5,7,2,8,10,54
Rondae Hollis-Jefferson,1920,342,724,13,54,249,316,101,358,167,65,48,121,145,946
Richaun Holmes,746,135,241,4,31,37,56,57,154,61,20,29,25,97,311
Rodney Hood,1616,322,751,127,333,111,129,22,143,95,45,12,70,105,882
Scotty Hopson,8,0,1,0,0,1,2,0,0,1,0,0,1,0,1
Al Horford,2277,368,753,97,226,94,120,103,427,339,43,78,132,138,927
Danuel House,403,56,129,15,58,25,31,13,63,25,7,6,11,23,152
Dwight Howard,2463,506,911,1,7,334,582,255,757,105,48,131,208,249,1347
Josh Huestis,982,60,182,33,115,6,20,42,119,20,15,43,26,82,159
R.J. Hunter,45,7,20,3,14,2,2,0,5,3,3,0,2,7,19
Vince Hunter,7,3,5,0,0,0,0,2,1,0,0,1,1,0,6
Serge Ibaka,2093,379,784,107,297,94,118,78,400,62,29,99,90,209,959
Andre Iguodala,1622,148,320,33,117,55,87,50,196,210,54,38,67,99,384
Ersan İlyasova,1729,277,613,91,253,105,135,118,287,90,61,26,72,157,750
Joe Ingles,2578,335,718,204,464,66,83,24,320,392,90,20,159,178,940
Andre Ingram,64,8,17,5,9,3,3,1,5,7,3,3,3,3,24
Brandon Ingram,1975,358,761,41,105,192,282,57,257,230,45,43,149,163,949
Kyrie Irving,1931,534,1087,166,407,232,261,33,194,306,65,17,140,122,1466
Jonathan Isaac,536,55,145,16,46,19,25,16,83,18,33,30,27,48,145
Wesley Iwundu,1020,93,218,9,46,34,47,36,101,57,33,12,30,81,229
Jarrett Jack,1548,189,443,25,86,63,75,22,169,348,35,4,115,98,466
Aaron Jackson,35,3,9,1,4,1,2,2,1,1,0,0,1,4,8
Demetrius Jackson,80,7,18,1,7,1,2,5,7,9,5,1,10,7,16
Josh Jackson,1959,389,932,57,217,177,279,95,256,119,80,35,146,218,1012
Justin Jackson,1506,185,419,57,185,26,36,27,160,74,28,13,40,81,453
Reggie Jackson,1201,246,577,52,169,112,134,29,96,238,27,4,99,87,656
LeBron James,3026,857,1580,149,406,388,531,97,612,747,116,71,347,136,2251
Mike James,687,123,321,26,98,64,84,13,77,126,28,7,49,48,336
Al Jefferson,484,111,208,0,3,30,36,30,113,30,16,23,21,66,252
Richard Jefferson,163,12,27,2,7,4,7,2,15,15,2,1,5,11,30
Brandon Jennings,205,27,72,9,33,10,10,5,26,44,6,4,18,11,73
Jonas Jerebko,1134,159,341,65,157,46,57,53,193,42,24,12,27,127,429
Amir Johnson,1171,140,260,10,32,52,85,123,207,118,45,44,55,192,342
Brice Johnson,98,20,42,0,1,3,5,9,22,2,9,6,5,13,43
Dakari Johnson,161,22,39,0,0,11,20,16,18,8,6,8,3,27,55
James Johnson,1943,309,614,57,185,113,162,61,297,280,70,51,141,192,788
Joe Johnson,1205,146,360,40,145,40,45,14,158,83,18,7,49,67,372
Omari Johnson,75,9,21,4,12,0,0,4,7,7,2,0,3,6,22
Stanley Johnson,1894,210,560,67,234,112,145,33,219,112,95,14,77,169,599
Tyler Johnson,2052,309,711,119,324,106,129,34,214,165,60,34,81,148,843
Wesley Johnson,1486,150,368,60,177,43,58,29,187,61,76,62,55,146,403
Nikola Jokić,2443,504,1010,111,280,266,313,195,608,458,90,61,210,212,1385
Damian Jones,89,11,22,0,0,3,5,5,9,2,1,3,4,14,25
Derrick Jones Jr.,245,21,53,3,18,16,24,21,17,9,4,13,7,24,61
Jalen Jones,181,26,68,10,26,12,19,13,25,4,5,1,7,22,74
Tyus Jones,1467,150,328,45,129,71,81,16,116,232,95,6,59,110,416
DeAndre Jordan,2424,373,578,0,0,181,312,329,842,117,39,71,137,203,927
Cory Joseph,2210,256,604,67,190,70,94,39,224,260,80,18,87,141,649
Frank Kaminsky,1835,307,716,104,274,155,194,46,242,129,36,19,66,95,873
Enes Kanter,1830,422,713,0,2,156,184,273,507,105,36,37,122,187,1000
Luke Kennard,1463,206,465,81,195,65,76,21,155,124,44,13,69,86,558
Michael Kidd-Gilchrist,1850,282,560,0,2,117,171,84,218,71,51,32,53,143,681
Sean Kilpatrick,640,110,294,46,144,64,72,5,82,46,13,5,38,33,330
Maxi Kleber,1206,151,309,40,128,44,59,71,163,51,26,47,30,114,386
Furkan Korkmaz,80,8,28,5,17,2,4,2,9,4,2,1,2,12,23
Luke Kornet,326,49,125,28,79,8,11,11,53,26,6,16,12,28,134
Kyle Korver,1574,222,484,164,376,64,72,9,156,88,31,27,55,130,672
Kosta Koufos,1391,222,389,0,0,33,74,149,323,87,47,32,49,146,477
Kyle Kuzma,2401,468,1039,159,434,147,208,88,395,141,49,34,140,160,1242
Mindaugas Kuzminskas,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Skal Labissière,1240,205,458,18,51,95,118,99,189,72,25,49,73,132,523
Jeremy Lamb,1967,380,832,94,254,179,208,49,275,186,61,32,93,138,1033
Shane Larkin,775,84,219,31,86,32,37,15,77,98,29,2,33,58,231
Joffrey Lauvergne,534,98,190,0,5,30,47,63,108,41,9,3,33,45,226
Zach LaVine,656,136,355,42,123,87,107,9,85,72,24,4,43,55,401
Jake Layman,160,14,47,4,20,2,3,4,12,11,6,4,5,13,34
T.J. Leaf,459,64,136,18,42,10,16,29,53,9,5,4,10,45,156
Courtney Lee,2310,343,755,113,278,114,124,30,194,180,80,17,84,109,913
Damion Lee,404,62,152,15,60,22,29,11,60,29,19,1,14,25,161
Walt Lemon Jr.,35,7,16,1,1,2,3,0,2,5,0,1,4,5,17
Alex Len,1395,214,378,1,3,158,231,175,343,82,27,61,78,158,587
Kawhi Leonard,210,52,111,11,35,31,38,6,36,21,18,9,16,9,146
Meyers Leonard,254,46,78,11,26,9,11,12,58,17,7,0,10,36,112
Jon Leuer,136,15,36,0,3,13,15,7,25,5,1,3,7,16,43
Caris LeVert,1864,320,735,85,245,133,187,53,207,299,82,22,153,159,858
DeAndre Liggins,724,40,106,19,53,2,5,7,68,48,37,14,20,81,101
Damian Lillard,2670,621,1415,227,629,493,538,62,263,481,77,27,206,117,1962
Jeremy Lin,25,5,12,1,2,7,7,0,0,4,0,0,3,3,18
Shaun Livingston,1129,172,343,0,5,50,61,32,99,140,35,21,58,117,394
Kevon Looney,910,112,193,1,5,42,77,83,132,42,34,56,31,106,267
Brook Lopez,1735,369,793,112,325,111,158,74,220,126,30,98,98,195,961
Robin Lopez,1690,342,645,4,14,68,90,134,156,124,14,53,107,109,756
Kevin Love,1651,334,729,137,330,234,266,101,445,103,43,24,90,120,1039
Kyle Lowry,2510,403,944,238,596,223,261,66,368,537,85,19,183,192,1267
Timothé Luwawu-Cabarrot,807,100,267,53,158,46,58,14,58,54,12,5,38,97,299
Tyler Lydon,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Lyles,1391,270,550,83,218,101,143,55,292,91,30,34,61,111,724
Shelvin Mack,1365,178,414,48,139,69,97,23,143,272,54,8,89,91,473
Josh Magette,216,15,46,8,22,8,8,2,17,57,8,1,9,16,46
Ian Mahinmi,1145,138,248,0,2,90,128,135,177,53,38,42,100,230,366
Thon Maker,1238,130,316,31,104,65,93,75,150,46,38,53,44,162,356
Boban Marjanović,337,79,148,0,0,77,97,48,96,22,10,11,36,51,235
Lauri Markkanen,2020,374,862,145,401,140,166,79,429,79,39,40,83,103,1033
Jarell Martin,1661,221,496,34,98,89,116,97,221,73,39,49,86,211,565
Frank Mason III,984,144,380,31,86,94,115,30,100,147,34,10,65,72,413
Mangok Mathiang,20,4,7,0,0,0,1,3,7,0,1,0,0,5,8
Wesley Matthews,2131,283,697,153,402,83,101,28,170,172,76,16,83,140,802
Luc Mbah a Moute,1564,166,345,63,173,65,95,22,164,55,72,25,68,100,460
James Michael McAdoo,18,2,7,2,7,2,2,0,2,0,0,1,1,1,8
Patrick McCaw,961,92,225,19,80,26,34,16,66,81,43,10,41,67,229
CJ McCollum,2923,667,1505,189,476,209,250,53,268,272,77,35,151,168,1732
T.J. McConnell,1706,210,421,27,62,31,39,37,189,303,92,13,112,122,478
Erik McCree,8,0,2,0,1,0,0,0,1,0,1,0,1,0,0
Chris McCullough,90,18,42,1,8,9,14,7,18,4,0,5,2,8,46
Doug McDermott,1768,237,508,92,216,64,81,40,160,79,19,16,56,122,630
JaVale McGee,615,136,219,0,6,38,52,59,110,33,21,57,27,91,310
Rodney McGruder,299,36,73,15,35,4,8,11,22,17,8,3,4,21,91
Trey McKinney-Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfonzo McKinnie,53,8,15,3,9,2,3,1,6,1,1,1,3,8,21
Ben McLemore,1091,157,373,55,159,53,64,34,105,51,38,15,61,139,422
Josh McRoberts,6,0,1,0,1,0,0,0,0,0,0,0,0,2,0
Jodie Meeks,1119,157,393,72,210,101,117,15,111,70,29,4,37,55,487
Salah Mejri,729,88,137,0,3,38,66,85,161,35,22,67,39,121,214
Jordan Mickey,284,39,82,2,16,13,19,18,63,9,6,10,18,36,93
Khris Middleton,2982,593,1272,146,407,320,362,45,384,328,119,21,191,270,1652
C.J. Miles,1337,227,599,164,454,81,97,18,134,55,37,21,39,134,699
Darius Miller,1944,216,487,147,358,58,67,18,146,111,28,17,58,160,637
Malcolm Miller,126,13,28,8,21,4,4,4,11,3,1,2,5,10,38
Patty Mills,2107,280,682,154,414,105,118,26,128,229,55,11,106,128,819
Paul Millsap,1143,202,435,39,113,112,161,65,180,105,39,44,73,99,555
Nikola Mirotić,1494,306,684,135,358,112,137,59,346,80,44,39,62,108,859
Donovan Mitchell,2638,595,1362,187,550,239,297,52,244,291,118,27,215,213,1616
Naz Mitrou-Long,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3
Malik Monk,854,153,425,83,243,32,38,8,58,91,20,9,49,60,421
Greg Monroe,1040,218,386,0,0,88,119,109,241,114,44,23,94,95,524
Luis Montero,8,0,1,0,0,0,0,0,2,0,0,0,2,0,0
Ben Moore,9,0,0,0,0,0,0,0,1,1,0,0,0,4,0
E'Twaun Moore,2586,423,832,128,301,48,68,57,181,187,79,12,102,182,1022
Eric Moreland,805,66,122,0,0,11,29,81,197,78,31,51,42,116,143
Jaylen Morris,98,13,32,2,10,0,0,2,14,7,2,1,6,2,28
Marcus Morris,1447,262,611,86,234,124,154,43,246,72,35,12,65,100,734
