player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Shake Milton,268,34,87,14,44,5,7,9,26,18,8,8,6,29,87
Nikola Mirotić,1245,238,542,116,318,105,124,60,279,55,31,34,48,107,697
Donovan Mitchell,2598,661,1530,188,519,319,396,59,257,322,106,31,218,208,1829
Naz Mitrou-Long,84,6,20,2,11,2,2,1,5,15,1,1,8,10,16
Malik Monk,1258,227,586,109,330,90,102,16,121,117,37,19,86,106,653
Greg Monroe,480,92,189,1,5,45,72,67,105,24,14,8,32,66,230
E'Twaun Moore,1463,256,532,76,176,45,59,35,92,102,40,8,59,112,633
Eric Moreland,43,3,7,1,1,0,0,4,16,4,1,1,5,9,7
Jaylen Morris,29,4,10,1,3,1,2,0,5,4,2,0,1,1,10
Marcus Morris,2091,377,844,146,389,146,173,76,382,109,43,25,92,181,1046
Markieff Morris,1270,204,484,68,203,71,92,61,204,79,36,22,54,175,547
Monte Morris,1970,346,702,94,227,65,81,35,159,297,73,4,52,102,851
Donatas Motiejūnas,13,3,6,0,0,0,2,2,1,1,0,1,3,6,6
Johnathan Motley,156,39,73,0,3,24,40,18,33,11,5,3,16,27,102
Emmanuel Mudiay,1607,330,740,69,210,144,186,33,163,228,43,19,140,103,873
Jamal Murray,2447,513,1173,152,414,189,223,65,252,363,67,27,158,153,1367
Džanan Musa,39,9,22,1,10,0,2,1,4,2,2,0,4,1,19
Mike Muscala,1306,145,361,89,256,70,85,57,187,76,22,38,48,130,449
Sviatoslav Mykhailiuk,440,46,140,29,89,12,20,9,27,37,14,1,21,25,133
Abdel Nader,694,91,215,32,100,27,36,14,102,20,20,12,26,68,241
Larry Nance Jr.,1795,249,479,33,98,96,134,168,384,214,100,40,97,192,627
Shabazz Napier,983,169,435,76,228,115,138,18,82,143,41,16,66,67,529
Raul Neto,474,74,161,20,60,28,33,6,56,93,14,4,35,49,196
Georges Niang,516,86,181,43,105,20,24,11,76,35,10,6,23,57,235
Joakim Noah,693,110,213,0,1,78,109,58,180,89,20,31,50,96,298
Nerlens Noel,1055,162,276,0,0,54,79,127,198,45,66,96,48,166,378
Dirk Nowitzki,795,135,376,64,205,39,50,5,153,35,9,18,18,76,373
Frank Ntilikina,904,95,282,33,115,23,30,12,75,121,30,14,56,104,246
James Nunnally,102,12,34,8,25,4,4,0,5,7,1,0,1,10,36
Jusuf Nurkić,1974,420,826,3,29,282,365,243,505,233,71,103,168,250,1125
David Nwaba,984,126,262,24,75,58,85,41,122,54,36,17,29,106,334
Royce O'Neale,1671,163,343,68,176,32,42,22,263,124,54,24,70,172,426
Kyle O'Quinn,371,69,136,1,12,17,21,29,90,56,9,25,31,68,156
Semi Ojeleye,594,67,158,28,89,24,39,24,62,23,10,4,19,43,186
Jahlil Okafor,935,212,362,1,5,59,89,82,196,40,15,40,52,96,484
Elie Okobo,958,114,290,39,132,37,47,12,86,127,32,7,69,109,304
Josh Okogie,1757,196,508,60,215,118,162,41,177,91,88,33,63,166,570
Victor Oladipo,1147,249,588,74,216,103,141,21,181,186,60,11,82,72,675
Kelly Olynyk,1812,261,564,113,319,152,185,72,303,140,53,37,114,183,787
Cedi Osman,2444,360,844,130,374,141,181,45,312,195,60,11,114,195,991
Kelly Oubre Jr.,1935,375,842,108,338,189,244,71,254,84,84,59,103,181,1047
Zaza Pachulia,878,85,193,0,4,97,124,99,166,91,31,17,57,151,267
Jabari Parker,1724,369,749,61,195,131,184,79,342,152,46,30,151,145,930
Tony Parker,1003,213,463,13,51,91,124,14,69,207,21,7,75,53,530
Chandler Parsons,496,68,182,29,94,22,25,4,66,43,19,5,32,45,187
Patrick Patterson,861,82,219,46,137,19,30,42,105,31,16,13,22,46,229
Justin Patton,21,2,7,0,2,1,2,2,4,3,2,0,0,5,5
Chris Paul,1857,302,720,127,355,175,203,36,229,473,114,18,152,146,906
Cameron Payne,712,96,223,25,84,33,41,13,59,106,28,9,45,64,250
Elfrid Payton,1250,179,412,33,105,55,74,49,171,320,44,17,112,81,446
Gary Payton II,16,5,8,1,2,0,0,1,1,4,3,1,1,2,11
Theo Pinson,211,25,73,12,46,19,22,4,32,21,6,0,18,15,81
Mason Plumlee,1731,262,442,2,10,111,198,165,359,243,66,76,126,252,637
Miles Plumlee,173,32,48,0,0,16,30,16,23,17,6,4,10,14,80
Jakob Poeltl,1273,187,290,0,0,49,92,178,232,93,29,68,48,124,423
Quincy Pondexter,292,29,58,6,18,34,42,8,38,24,11,1,13,24,98
Otto Porter,1683,299,643,104,256,78,96,54,260,120,82,31,65,108,780
Bobby Portis,1299,279,628,75,191,77,97,109,294,72,35,20,74,145,710
Dwight Powell,1662,290,486,39,127,196,254,140,271,112,44,50,67,201,815
Norman Powell,1126,193,400,68,170,62,75,16,123,91,39,13,65,96,516
Alex Poythress,305,40,81,9,23,18,29,29,47,17,4,10,13,47,107
Zhou Qi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Ivan Rabb,721,116,212,3,15,49,69,70,136,54,17,14,35,90,284
Chasson Randle,743,91,217,46,115,43,62,10,46,97,25,3,43,91,271
Julius Randle,2232,571,1089,67,195,356,487,162,472,229,52,45,208,246,1565
J.J. Redick,2379,452,1027,240,605,228,255,20,166,206,32,17,101,129,1372
Davon Reed,47,5,12,2,4,0,0,2,4,3,1,0,1,3,12
Cameron Reynolds,259,33,78,21,51,8,9,4,27,13,6,2,5,26,95
Josh Richardson,2539,423,1026,164,460,199,231,54,209,298,79,34,113,200,1209
Malachi Richardson,103,9,29,8,25,4,5,2,11,0,1,0,8,13,30
Austin Rivers,2028,232,572,104,327,50,95,25,137,167,47,23,68,207,618
Devin Robinson,95,19,32,0,2,9,14,6,14,6,4,6,2,11,47
Duncan Robinson,161,18,46,10,35,4,6,2,17,5,5,0,4,11,50
Glenn Robinson III,610,74,176,18,62,32,40,17,54,21,14,8,18,45,198
Jerome Robinson,320,44,110,18,57,6,9,3,38,19,11,3,13,46,112
Mitchell Robinson,1360,202,291,0,0,81,135,177,246,37,52,161,35,217,485
Rajon Rondo,1369,175,432,51,142,23,36,34,209,367,57,7,127,100,424
Derrick Rose,1392,363,753,54,146,137,160,33,107,220,31,12,82,57,917
Terrence Ross,2150,440,1027,217,566,126,144,27,253,135,72,29,90,119,1223
Terry Rozier,1791,258,666,119,337,73,93,32,275,231,68,21,68,101,708
Ricky Rubio,1899,295,730,79,254,195,228,33,210,416,91,10,180,180,864
D'Angelo Russell,2448,659,1517,234,635,160,205,53,262,563,100,20,253,141,1712
Domantas Sabonis,1838,413,700,9,17,208,291,186,504,212,48,30,160,239,1043
Brandon Sampson,214,28,60,11,29,4,6,3,13,10,8,3,12,19,71
JaKarr Sampson,127,29,54,5,14,17,21,5,27,4,4,3,4,8,80
Dario Šarić,2023,304,696,118,323,132,150,126,331,127,45,9,97,182,858
Tomáš Satoranský,2164,257,530,64,162,131,160,82,197,399,82,13,120,172,709
Dennis Schröder,2314,457,1104,124,364,186,227,38,246,323,65,12,172,189,1224
Mike Scott,1395,168,420,101,252,22,33,43,233,66,26,13,44,156,459
Thabo Sefolosha,609,71,149,34,78,14,22,8,115,27,43,5,25,41,190
Wayne Selden,1439,196,483,55,174,67,92,37,143,109,33,13,79,131,514
Collin Sexton,2605,519,1206,119,296,214,255,57,179,243,44,6,185,186,1371
Landry Shamet,1802,240,557,167,396,75,93,21,113,117,37,10,45,155,722
Iman Shumpert,1481,167,446,95,273,36,45,27,156,112,59,24,50,127,465
Pascal Siakam,2548,519,945,79,214,237,302,124,425,248,73,52,154,241,1354
Jordan Sibert,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3
Ben Simmons,2700,540,960,0,6,257,428,172,525,610,112,61,274,209,1337
Jonathon Simmons,1064,133,350,28,104,72,97,27,99,128,29,15,68,89,366
Kobi Simmons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anfernee Simons,141,28,63,10,29,9,16,3,10,13,1,0,11,9,75
Marcus Smart,2200,239,567,126,346,104,129,57,177,321,143,28,123,201,708
Dennis Smith Jr.,1508,278,650,67,208,99,156,32,123,252,67,20,154,129,722
Ish Smith,1251,205,489,44,135,47,62,23,122,203,28,11,61,109,501
J.R. Smith,222,27,79,12,39,8,10,0,18,21,11,3,11,19,74
Jason Smith,190,21,59,9,26,14,16,16,36,14,3,7,13,30,65
Zhaire Smith,111,14,34,6,16,6,8,3,10,10,2,2,6,8,40
Tony Snell,1304,163,361,81,204,37,42,29,128,68,26,18,23,90,444
Ray Spalding,148,25,47,0,3,4,12,15,33,5,9,8,9,23,54
Omari Spellman,805,98,244,44,128,32,45,72,122,47,26,25,31,67,272
Nik Stauskas,1015,136,338,70,188,57,64,18,109,81,21,7,51,50,399
D.J. Stephens,7,1,2,0,0,0,0,0,0,0,1,0,1,0,2
Lance Stephenson,1123,184,432,73,197,50,73,32,183,140,41,7,86,111,491
Edmond Sumner,210,22,64,7,27,15,24,9,15,10,12,5,10,26,66
Caleb Swanigan,178,18,53,1,7,6,9,17,47,11,6,1,18,28,43
Jayson Tatum,2455,466,1036,116,311,195,228,70,407,168,84,57,122,168,1243
Jeff Teague,1264,176,416,35,105,123,153,16,90,343,43,18,97,90,510
Garrett Temple,2040,208,493,90,264,80,107,28,188,106,76,30,70,204,586
Miloš Teodosić,150,17,40,10,27,4,7,3,13,32,3,1,21,27,48
Jared Terrell,111,12,39,4,17,3,6,1,5,12,3,2,10,16,31
Emanuel Terry,23,4,7,0,0,2,4,3,4,2,3,0,2,4,10
Daniel Theis,908,146,266,26,67,56,76,87,138,68,21,42,33,161,374
Isaiah Thomas,181,34,99,12,43,17,27,5,8,23,5,1,18,17,97
Khyri Thomas,195,22,69,10,35,7,11,4,16,8,7,5,4,22,61
Lance Thomas,783,78,197,22,79,27,36,21,96,27,17,7,24,83,205
Klay Thompson,2652,655,1402,241,599,129,158,37,262,186,84,47,115,157,1680
Tristan Thompson,1198,201,380,0,0,68,106,173,265,86,28,16,59,89,470
Sindarius Thornwell,313,17,49,3,15,25,34,5,39,18,14,7,20,41,62
Anthony Tolliver,1079,99,259,81,215,47,60,15,162,46,17,21,36,91,326
Karl-Anthony Towns,2545,681,1314,142,355,376,450,263,691,259,67,125,240,292,1880
Gary Trent Jr.,111,16,50,5,21,3,7,1,10,5,1,2,4,4,40
Allonzo Trier,1459,232,518,52,132,179,223,31,166,119,28,14,116,117,695
P.J. Tucker,2802,207,523,146,387,41,59,121,358,96,132,39,63,252,601
Evan Turner,1605,204,443,11,52,75,106,37,291,283,33,18,114,110,494
Myles Turner,2119,380,780,76,196,148,201,101,430,115,60,199,100,195,984
Ekpe Udoh,320,50,72,0,0,19,30,27,63,28,10,31,13,36,119
Tyler Ulis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas Valančiūnas,1091,301,538,14,48,147,185,106,313,70,19,53,90,146,763
Jarred Vanderbilt,69,9,19,0,1,6,10,7,16,3,6,1,8,8,24
Fred VanVleet,1760,246,600,112,296,97,115,21,146,307,57,20,82,110,701
Noah Vonleh,1722,207,440,46,137,111,156,113,415,129,46,51,88,174,571
Nikola Vučević,2510,701,1354,84,231,179,227,224,736,307,81,89,159,157,1665
Dwyane Wade,1885,416,960,86,261,165,233,69,216,301,59,38,166,118,1083
Moritz Wagner,446,71,171,22,77,43,53,17,68,24,11,13,39,57,207
Dion Waiters,1138,198,478,109,289,22,44,7,109,121,29,9,64,72,527
Kemba Walker,2863,731,1684,260,731,380,450,52,309,484,102,34,211,131,2102
Lonnie Walker,118,16,46,5,13,8,10,0,17,9,7,3,4,7,45
John Wall,1104,245,552,51,169,122,175,15,101,279,49,29,121,71,663
Tyrone Wallace,628,92,217,4,19,30,57,20,81,42,21,7,36,83,218
Taurean Prince,1552,262,594,123,315,95,116,22,177,118,53,19,100,141,742
Brad Wanamaker,343,50,105,16,39,24,28,3,38,56,12,2,19,34,140
T.J. Warren,1360,297,611,77,180,101,124,31,143,64,51,29,52,119,772
Julian Washburn,254,16,48,5,24,3,4,8,33,14,13,2,7,16,40
Yuta Watanabe,174,15,51,2,16,7,10,4,27,8,4,1,6,11,39
Thomas Welsh,36,7,13,3,7,1,2,0,4,5,0,0,1,3,18
Russell Westbrook,2630,630,1473,119,411,296,451,109,698,784,142,33,325,245,1675
Derrick White,1728,260,543,48,142,95,123,35,212,263,67,47,97,145,663
Okaro White,6,0,2,0,2,0,0,1,1,0,0,0,0,0,0
Hassan Whiteside,1674,388,680,2,16,109,243,257,560,56,46,136,97,192,887
Andrew Wiggins,2543,498,1209,118,348,207,296,83,269,184,70,48,138,153,1321
Alan Williams,26,8,13,0,1,2,4,4,15,3,1,0,1,2,18
C.J. Williams,128,17,35,5,16,0,1,1,7,12,6,0,5,16,39
Johnathan Williams,372,65,110,0,2,27,48,48,51,13,8,7,16,62,157
Kenrich Williams,1079,107,279,52,156,13,19,55,164,83,45,19,36,95,279
Lou Williams,1993,484,1138,105,291,425,485,40,182,402,57,11,181,80,1498
Marvin Williams,2133,275,652,140,382,66,86,76,331,92,71,61,47,156,756
Robert Williams,283,36,51,0,0,9,15,27,54,7,9,40,10,36,81
Troy Williams,312,44,98,14,44,9,15,12,47,11,10,8,9,37,111
D.J. Wilson,882,104,251,46,127,26,47,45,177,52,18,20,32,85,280
Justise Winslow,1959,324,749,96,256,86,137,63,292,282,72,19,142,177,830
Christian Wood,251,61,117,9,26,41,56,17,66,8,7,10,17,17,172
Delon Wright,1699,242,558,50,168,119,150,68,198,248,88,30,77,103,653
Guerschon Yabusele,251,35,77,9,28,15,22,23,30,15,8,7,15,32,94
Nick Young,37,3,9,3,8,0,0,0,1,2,0,1,2,4,9
Thaddeus Young,2489,443,841,51,146,87,135,192,331,204,123,36,123,194,1024
Trae Young,2503,525,1256,156,482,343,414,64,237,653,72,15,308,140,1549
Cody Zeller,1243,190,345,6,22,111,141,110,223,102,38,41,62,164,497
Tyler Zeller,93,16,30,0,1,14,18,11,13,4,1,3,4,20,46
Ante Žižić,1082,183,331,0,0,93,132,108,212,53,13,22,61,113,459
Ivica Zubac,1040,212,379,0,0,101,126,115,247,63,14,51,70,137,525
