Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
28,Damien Inglis\inglida01,Oct 28 '15 MIL vs. NYK,20,1,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,.351,.231,.875,7.8,1.8,1.6,0.5
29,Stanley Johnson\johnsst04,Oct 27 '15 DET @ ATL,19,5,305,6256,743,1996,239,821,283,370,164,986,431,270,66,351,592,2008,.372,.291,.765,20.5,6.6,3.2,1.4
30,Nikola Jokić\jokicni01,Oct 28 '15 DEN @ HOU,20,5,373,10819,2433,4639,338,999,1115,1351,971,3609,2032,415,264,935,1062,6319,.524,.338,.825,29.0,16.9,9.7,5.4
31,Tyus Jones\jonesty01,Nov 10 '15 MIN vs. CHO,19,5,312,5606,663,1540,174,505,233,290,65,483,1108,314,25,232,315,1733,.431,.345,.803,18.0,5.6,1.5,3.6
32,Frank Kaminsky\kaminfr01,Oct 28 '15 CHO @ MIA,22,5,314,6970,1107,2620,377,1081,519,693,241,1280,523,145,118,274,497,3110,.423,.349,.749,22.2,9.9,4.1,1.7
33,Sasha Kaun\kaunsa01,Oct 28 '15 CLE @ MEM,30,1,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,.529,,.455,3.8,0.9,1.0,0.1
34,Kevon Looney\looneke01,Jan 27 '16 GSW vs. DAL,19,5,224,3121,418,733,6,40,137,228,353,832,214,107,132,112,417,979,.570,.150,.601,13.9,4.4,3.7,1.0
35,Trey Lyles\lylestr01,Oct 28 '15 UTA @ DET,20,5,351,6322,980,2263,313,918,329,465,277,1488,375,140,123,297,513,2602,.433,.341,.708,18.0,7.4,4.2,1.1
36,Boban Marjanović\marjabo01,Oct 30 '15 SAS vs. BRK,27,5,223,2156,512,887,8,25,345,447,307,886,119,51,80,160,267,1377,.577,.320,.772,9.7,6.2,4.0,0.5
37,Jarell Martin\martija01,Dec 18 '15 MEM @ DAL,21,4,184,2927,376,867,63,182,183,239,189,639,114,67,73,144,411,998,.434,.346,.766,15.9,5.4,3.5,0.6
38,T.J. McConnell\mccontj01,Oct 28 '15 PHI @ BOS,23,5,377,8103,1071,2178,88,263,189,243,179,1064,1778,444,61,588,549,2419,.492,.335,.778,21.5,6.4,2.8,4.7
39,Chris McCullough\mcculch01,Feb 8 '16 BRK vs. DEN,20,3,59,532,78,183,15,49,23,42,41,112,15,30,19,20,54,194,.426,.306,.548,9.0,3.3,1.9,0.3
40,Jordan McRae\mcraejo01,Jan 29 '16 PHO @ NYK,24,4,123,1696,302,724,83,234,159,206,34,225,167,45,30,87,147,846,.417,.355,.772,13.8,6.9,1.8,1.4
41,Salah Mejri\mejrisa01,Oct 28 '15 DAL @ PHO,29,4,204,2430,280,464,12,41,121,205,259,808,94,72,190,123,382,693,.603,.293,.590,11.9,3.4,4.0,0.5
42,Jordan Mickey\mickejo01,Oct 28 '15 BOS vs. PHI,21,3,64,482,62,138,2,17,26,43,37,128,17,9,27,28,53,152,.449,.118,.605,7.5,2.4,2.0,0.3
43,Luis Montero\montelu01,Oct 30 '15 POR @ PHO,22,2,14,50,5,20,1,9,3,4,0,6,1,0,0,6,1,14,.250,.111,.750,3.6,1.0,0.4,0.1
44,Emmanuel Mudiay\mudiaem01,Oct 28 '15 DEN @ HOU,19,5,294,7078,1207,3011,273,844,565,760,137,873,1130,209,88,658,483,3252,.401,.323,.743,24.1,11.1,3.0,3.8
45,Xavier Munford\munfoxa02,Mar 17 '16 MEM @ MIL,23,2,20,265,33,83,9,25,8,16,4,32,26,14,3,17,29,83,.398,.360,.500,13.3,4.2,1.6,1.3
46,Larry Nance\nancela02,Nov 6 '15 LAL @ BRK,23,5,315,7396,1066,1984,102,315,328,472,656,2094,559,380,162,305,728,2562,.537,.324,.695,23.5,8.1,6.6,1.8
47,Raul Neto\netora01,Oct 28 '15 UTA @ DET,23,5,248,3382,443,996,141,371,140,178,45,313,453,132,20,237,300,1167,.445,.380,.787,13.6,4.7,1.3,1.8
48,J.J. O'Brien\obriejj01,Jan 16 '16 UTA vs. LAL,23,1,2,6,0,1,0,0,0,0,0,1,0,1,0,0,1,0,.000,,,3.0,0.0,0.5,0.0
49,Jahlil Okafor\okafoja01,Oct 28 '15 PHI @ BOS,20,5,218,4437,1016,1896,4,17,356,528,352,1095,211,67,187,324,472,2392,.536,.235,.674,20.4,11.0,5.0,1.0
50,Kelly Oubre\oubreke01,Oct 30 '15 WAS @ MIL,20,5,348,8375,1342,3111,421,1281,678,871,283,1443,327,315,158,360,902,3783,.431,.329,.778,24.1,10.9,4.1,0.9
51,Lamar Patterson\pattela01,Oct 27 '15 ATL vs. DET,24,2,40,435,31,95,13,55,18,25,5,57,45,10,2,27,51,93,.326,.236,.720,10.9,2.3,1.4,1.1
52,Cameron Payne\payneca01,Nov 1 '15 OKC vs. DEN,21,4,153,2454,361,909,123,372,69,89,43,274,382,104,28,154,240,914,.397,.331,.775,16.0,6.0,1.8,2.5
53,Tibor Pleiß\pleisti01,Oct 30 '15 UTA @ PHI,26,1,12,82,11,25,0,2,2,2,6,15,2,1,2,8,19,24,.440,.000,1.000,6.8,2.0,1.3,0.2
54,Bobby Portis\portibo01,Nov 3 '15 CHI @ CHO,20,5,315,6437,1295,2839,270,749,355,471,546,1872,380,158,94,341,579,3215,.456,.360,.754,20.4,10.2,5.9,1.2
55,Kristaps Porziņģis\porzikr01,Oct 28 '15 NYK @ MIL,20,4,237,7361,1545,3568,409,1146,794,995,394,1800,337,172,484,416,747,4293,.433,.357,.798,31.1,18.1,7.6,1.4
56,Norman Powell\powelno01,Nov 1 '15 TOR vs. MIL,22,5,299,5550,926,2025,307,854,372,456,95,699,387,212,70,297,486,2531,.457,.359,.816,18.6,8.5,2.3,1.3
57,Willie Reed\reedwi02,Dec 4 '15 BRK @ NYK,25,3,152,1885,319,539,2,6,111,198,213,575,46,33,99,66,240,751,.592,.333,.561,12.4,4.9,3.8,0.3
58,Josh Richardson\richajo01,Nov 5 '15 MIA @ MIN,22,5,307,9423,1393,3270,489,1352,522,641,216,985,890,341,207,444,758,3797,.426,.362,.814,30.7,12.4,3.2,2.9
59,Terry Rozier\roziete01,Oct 28 '15 BOS vs. PHI,21,5,335,7597,1152,2924,507,1368,413,508,209,1249,890,261,62,355,442,3224,.394,.371,.813,22.7,9.6,3.7,2.7
60,D'Angelo Russell\russeda01,Oct 28 '15 LAL vs. MIN,19,5,317,9204,2040,4858,747,2098,705,913,178,1176,1666,364,79,919,592,5532,.420,.356,.772,29.0,17.5,3.7,5.3
61,Jonathon Simmons\simmojo02,Nov 14 '15 SAS vs. PHI,26,4,258,5298,786,1774,145,457,425,562,124,621,483,158,61,343,513,2142,.443,.317,.756,20.5,8.3,2.4,1.9
62,Alex Stepheson\stephal01,Feb 20 '16 LAC vs. GSW,28,1,8,73,9,27,0,0,4,12,19,28,2,1,5,0,12,22,.333,,.333,9.1,2.8,3.5,0.3
63,Edy Tavares\tavarwa01,Oct 29 '15 ATL @ NYK,23,2,13,101,15,24,0,0,3,11,11,32,4,1,12,7,11,33,.625,,.273,7.8,2.5,2.5,0.3
64,Axel Toupane\toupaax01,Mar 4 '16 DEN vs. BRK,23,2,25,352,30,79,14,44,13,17,8,32,15,8,7,6,46,87,.380,.318,.765,14.1,3.5,1.3,0.6
65,Karl-Anthony Towns\townska01,Oct 28 '15 MIN @ LAL,20,5,358,12307,3063,5741,507,1280,1480,1781,1121,4209,992,278,523,904,1180,8113,.534,.396,.831,34.4,22.7,11.8,2.8
66,Myles Turner\turnemy01,Oct 29 '15 IND vs. MEM,19,5,335,9491,1627,3335,252,711,749,975,471,2229,410,239,695,436,939,4255,.488,.354,.768,28.3,12.7,6.7,1.2
67,Rashad Vaughn\vaughra01,Oct 28 '15 MIL vs. NYK,19,3,139,1671,161,478,83,265,18,26,18,158,75,53,29,48,120,423,.337,.313,.692,12.0,3.0,1.1,0.5
68,Briante Weber\weberbr01,Mar 11 '16 MEM vs. NOP,23,3,45,611,58,142,5,26,22,30,24,86,64,39,9,32,56,143,.408,.192,.733,13.6,3.2,1.9,1.4
69,Alan Williams\willial03,Mar 17 '16 PHO @ UTA,23,4,67,872,163,322,0,2,87,139,115,371,39,37,38,51,155,413,.506,.000,.626,13.0,6.2,5.5,0.6
70,Justise Winslow\winslju01,Oct 28 '15 MIA vs. CHO,19,5,241,6848,856,2053,190,563,279,432,247,1295,657,227,89,371,591,2181,.417,.337,.646,28.4,9.0,5.4,2.7
71,Christian Wood\woodch01,Oct 28 '15 PHI @ BOS,20,4,113,1828,383,701,67,182,245,334,148,540,73,49,77,110,137,1078,.546,.368,.734,16.2,9.5,4.8,0.6
72,Delon Wright\wrighde01,Nov 1 '15 TOR vs. MIL,23,5,263,5219,707,1567,166,481,355,447,203,808,756,271,98,264,305,1935,.451,.345,.794,19.8,7.4,3.1,2.9
73,Joe Young\youngjo01,Oct 28 '15 IND @ TOR,23,3,127,1077,168,427,40,135,53,69,19,130,119,33,1,64,74,429,.393,.296,.768,8.5,3.4,1.0,0.9
