Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
36,Cedric Jackson\jacksce01,Jan 23 '10 CLE vs. OKC,23,1,12,74,6,20,1,6,7,12,2,8,14,3,2,11,7,20,.300,.167,.583,6.2,1.7,0.7,1.2
37,Othyus Jeffers\jeffeot01,Mar 6 '10 UTA vs. LAC,24,3,37,442,46,100,1,6,46,69,34,95,22,21,0,21,45,139,.460,.167,.667,11.9,3.8,2.6,0.6
38,Brandon Jennings\jennibr01,Oct 30 '09 MIL @ PHI,20,9,555,16844,2750,7099,914,2648,1387,1743,329,1659,3151,679,98,1203,996,7801,.387,.345,.796,30.3,14.1,3.0,5.7
39,Jonas Jerebko\jerebjo01,Oct 31 '09 DET @ MIL,22,9,635,11323,1465,3203,400,1101,589,765,763,2522,525,321,153,438,1225,3919,.457,.363,.770,17.8,6.2,4.0,0.8
40,James Johnson\johnsja01,Oct 30 '09 CHI @ BOS,22,11,634,13081,1992,4177,324,1046,747,1078,517,2284,1355,497,570,928,1421,5055,.477,.310,.693,20.6,8.0,3.6,2.1
41,Oliver Lafayette\lafayol01,Apr 14 '10 BOS vs. MIL,25,1,1,22,3,6,1,2,0,0,1,4,2,0,0,1,0,7,.500,.500,,22.0,7.0,4.0,2.0
42,Marcus Landry\landrma01,Oct 28 '09 NYK @ MIA,24,1,18,111,16,43,9,28,3,5,5,19,0,1,2,6,14,44,.372,.321,.600,6.2,2.4,1.1,0.0
43,Ty Lawson\lawsoty01,Oct 28 '09 DEN vs. UTA,22,8,551,16088,2496,5424,473,1319,1512,1964,351,1506,3316,636,52,1159,898,6977,.460,.359,.770,29.2,12.7,2.7,6.0
44,Wesley Matthews\matthwe02,Oct 28 '09 UTA @ DEN,23,11,786,25108,3546,8373,1656,4347,1618,1964,404,2400,1695,827,155,999,1706,10366,.424,.381,.824,31.9,13.2,3.1,2.2
45,Eric Maynor\maynoer01,Oct 28 '09 UTA @ DEN,22,5,267,3896,440,1122,111,317,150,208,67,348,760,111,20,281,296,1141,.392,.350,.721,14.6,4.3,1.3,2.8
46,Jodie Meeks\meeksjo01,Nov 3 '09 MIL @ CHI,22,10,539,12110,1665,3969,775,2078,883,1004,148,1120,583,413,36,410,632,4988,.420,.373,.879,22.5,9.3,2.1,1.1
47,Patty Mills\millspa02,Jan 4 '10 POR @ LAC,21,11,668,12927,2100,4879,1053,2705,576,677,208,1109,1543,439,53,656,876,5829,.430,.389,.851,19.4,8.7,1.7,2.3
48,Byron Mullens\mulleby01,Dec 28 '09 OKC @ NJN,20,5,189,3446,557,1366,111,348,173,245,200,790,153,74,98,187,335,1398,.408,.319,.706,18.2,7.4,4.2,0.8
49,A.J. Price\priceaj01,Oct 30 '09 IND vs. MIA,23,6,261,3929,549,1444,218,690,207,279,68,377,567,125,9,229,237,1523,.380,.316,.742,15.1,5.8,1.4,2.2
50,DaJuan Summers\summeda01,Nov 4 '09 DET @ TOR,22,4,83,820,103,268,29,79,43,67,24,82,29,18,8,37,104,278,.384,.367,.642,9.9,3.3,1.0,0.3
51,Jermaine Taylor\tayloje02,Nov 2 '09 HOU @ UTA,23,2,65,786,139,315,19,67,54,74,47,108,48,24,8,65,54,351,.441,.284,.730,12.1,5.4,1.7,0.7
52,Jeff Teague\teaguje01,Oct 28 '09 ATL vs. IND,21,11,771,21214,3425,7700,672,1886,2168,2568,259,1901,4453,902,265,1739,1486,9690,.445,.356,.844,27.5,12.6,2.5,5.8
53,Garrett Temple\templga01,Feb 9 '10 HOU @ MIA,23,10,569,11974,1277,3168,550,1586,478,652,227,1289,975,481,178,535,1078,3582,.403,.347,.733,21.0,6.3,2.3,1.7
54,Hasheem Thabeet\thabeha01,Oct 28 '09 MEM vs. DET,22,5,224,2357,182,321,0,0,119,206,203,595,27,59,184,123,453,483,.567,,.578,10.5,2.2,2.7,0.1
55,Marcus Thornton\thornma01,Nov 6 '09 NOH vs. TOR,22,8,483,11299,2124,5003,735,2051,767,924,407,1348,677,405,61,491,739,5750,.425,.358,.830,23.4,11.9,2.8,1.4
56,Reggie Williams\willire02,Mar 2 '10 GSW @ MIA,23,7,206,3736,599,1313,199,545,201,268,105,493,301,88,13,142,241,1598,.456,.365,.750,18.1,7.8,2.4,1.5
57,Terrence Williams\willite01,Oct 28 '09 NJN @ MIN,22,4,153,2922,437,1061,58,183,153,232,67,545,364,83,19,222,199,1085,.412,.317,.659,19.1,7.1,3.6,2.4
58,Sam Young\youngsa01,Oct 28 '09 MEM vs. DET,24,4,249,3966,560,1266,49,175,267,360,163,573,180,134,57,204,311,1436,.442,.280,.742,15.9,5.8,2.3,0.7
