Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
62,Cody Martin\martico01,Oct 25 '19 CHO vs. MIN,24,1,48,903,89,207,18,77,42,65,38,158,95,39,9,44,78,238,.430,.234,.646,18.8,5.0,3.3,2.0
63,Jeremiah Martin\martije02,Jan 31 '20 BRK vs. CHI,23,1,3,16,1,5,0,1,0,0,0,2,2,1,1,0,0,2,.200,.000,,5.3,0.7,0.7,0.7
64,Kelan Martin\martike03,Oct 25 '19 MIN @ CHO,24,1,31,495,71,181,25,96,30,31,12,96,23,7,9,20,51,197,.392,.260,.968,16.0,6.4,3.1,0.7
65,Garrison Mathews\mathega01,Oct 23 '19 WAS @ DAL,23,1,18,227,24,56,19,46,31,34,6,24,10,8,1,8,32,98,.429,.413,.912,12.6,5.4,1.3,0.6
66,Jalen McDaniels\mcdanja01,Oct 25 '19 CHO vs. MIN,22,1,16,293,33,70,9,24,14,17,15,65,13,8,3,11,36,89,.471,.375,.824,18.3,5.6,4.1,0.8
67,Jordan McLaughlin\mclaujo01,Nov 6 '19 MIN @ MEM,23,1,30,590,87,178,29,76,26,39,7,49,125,34,4,31,31,229,.489,.382,.667,19.7,7.6,1.6,4.2
68,Nicolò Melli\mellini01,Oct 22 '19 NOP @ TOR,29,1,52,889,123,278,65,180,44,60,37,157,67,30,19,42,105,355,.442,.361,.733,17.1,6.8,3.0,1.3
69,Eric Mika\mikaer01,Feb 1 '20 SAC vs. LAL,25,1,1,19,2,3,0,0,2,2,2,7,0,0,0,0,5,6,.667,,1.000,19.0,6.0,7.0,0.0
70,Adam Mokoka\mokokad01,Dec 28 '19 CHI vs. ATL,21,1,11,112,12,28,6,15,2,4,7,10,4,4,0,2,17,32,.429,.400,.500,10.2,2.9,0.9,0.4
71,Matt Mooney\moonema01,Jan 20 '20 CLE vs. NYK,22,1,4,19,1,4,0,2,0,0,0,3,1,2,1,0,1,2,.250,.000,,4.8,0.5,0.8,0.3
72,Ja Morant\moranja01,Oct 23 '19 MEM @ MIA,20,1,59,1771,393,800,51,139,204,265,44,208,409,54,15,191,90,1041,.491,.367,.770,30.0,17.6,3.5,6.9
73,Juwan Morgan\morgaju01,Nov 27 '19 UTA @ IND,22,1,16,74,9,17,1,5,0,0,5,19,2,0,1,3,7,19,.529,.200,,4.6,1.2,1.2,0.1
74,Mychal Mulder\muldemy01,Feb 27 '20 GSW vs. LAL,25,1,7,204,26,67,16,52,9,12,3,23,8,2,1,5,20,77,.388,.308,.750,29.1,11.0,3.3,1.1
75,Malik Newman\newmama01,Feb 9 '20 CLE vs. LAC,22,1,1,4,0,2,0,1,2,2,0,0,0,0,0,1,0,2,.000,.000,1.000,4.0,2.0,0.0,0.0
76,Zach Norvell\norveza01,Oct 25 '19 LAL vs. UTA,22,1,5,41,3,12,3,8,1,1,0,6,3,2,0,3,4,10,.250,.375,1.000,8.2,2.0,1.2,0.6
77,Jaylen Nowell\nowelja01,Nov 6 '19 MIN @ MEM,20,1,15,151,19,53,3,26,16,17,3,13,19,3,1,3,11,57,.358,.115,.941,10.1,3.8,0.9,1.3
78,Kendrick Nunn\nunnke01,Oct 23 '19 MIA vs. MEM,24,1,62,1846,381,850,131,362,77,92,19,168,210,51,11,101,142,970,.448,.362,.837,29.8,15.6,2.7,3.4
79,KZ Okpala\okpalkz01,Oct 23 '19 MIA vs. MEM,20,1,5,26,3,5,0,1,1,2,1,5,1,2,1,1,2,7,.600,.000,.500,5.2,1.4,1.0,0.2
80,Miye Oni\onimi01,Nov 11 '19 UTA @ GSW,22,1,5,11,0,2,0,1,0,0,0,2,0,0,0,1,0,0,.000,.000,,2.2,0.0,0.4,0.0
81,Tariq Owens\owensta01,Feb 2 '20 PHO @ MIL,24,1,3,15,1,5,0,2,2,2,2,3,0,1,0,0,1,4,.200,.000,1.000,5.0,1.3,1.0,0.0
82,Eric Paschall\pascher01,Oct 24 '19 GSW vs. LAC,23,1,60,1654,318,640,37,129,164,212,82,275,127,32,13,94,125,837,.497,.287,.774,27.6,14.0,4.6,2.1
83,Anžejs Pasečņiks\pasecan01,Dec 18 '19 WAS vs. CHI,24,1,24,405,56,106,0,2,32,54,39,99,17,8,12,22,65,144,.528,.000,.593,16.9,6.0,4.1,0.7
84,Norvel Pelle\pelleno01,Nov 29 '19 PHI @ NYK,26,1,20,178,18,35,0,0,6,12,16,60,7,1,25,13,39,42,.514,,.500,8.9,2.1,3.0,0.4
85,Vincent Poirier\poirivi01,Oct 26 '19 BOS @ NYK,26,1,21,114,16,33,1,2,6,7,10,34,7,2,6,6,23,39,.485,.500,.857,5.4,1.9,1.6,0.3
86,Shamorie Ponds\pondssh01,Nov 27 '19 TOR vs. NYK,21,1,4,11,3,5,1,2,2,2,0,1,2,0,1,0,2,9,.600,.500,1.000,2.8,2.3,0.3,0.5
87,Jordan Poole\poolejo01,Oct 24 '19 GSW vs. LAC,20,1,57,1274,167,502,74,265,95,119,9,118,134,35,10,74,94,503,.333,.279,.798,22.4,8.8,2.1,2.4
88,Kevin Porter\porteke02,Oct 23 '19 CLE @ ORL,19,1,50,1162,186,421,53,158,73,101,22,162,109,46,14,93,135,498,.442,.335,.723,23.2,10.0,3.2,2.2
89,Michael Porter\portemi01,Oct 31 '19 DEN @ NOP,21,1,48,670,141,285,43,102,33,43,53,199,35,20,19,35,75,358,.495,.422,.767,14.0,7.5,4.1,0.7
90,Josh Reaves\reavejo02,Jan 2 '20 DAL vs. BRK,22,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,0.5,0.0,0.0,0.0
91,Cam Reddish\reddica01,Oct 24 '19 ATL @ DET,20,1,58,1551,213,554,83,250,101,126,35,216,87,62,28,96,132,610,.384,.332,.802,26.7,10.5,3.7,1.5
92,Naz Reid\reidna01,Dec 8 '19 MIN @ LAL,20,1,30,495,100,243,32,97,37,53,34,124,35,19,22,22,83,269,.412,.330,.698,16.5,9.0,4.1,1.2
93,Justin Robinson\robinju01,Oct 23 '19 WAS @ DAL,22,1,9,49,5,12,3,5,0,0,1,5,7,0,1,3,2,13,.417,.600,,5.4,1.4,0.6,0.8
94,Isaiah Roby\robyis01,Jan 29 '20 OKC @ SAC,21,1,3,11,0,1,0,0,0,0,0,2,0,0,0,1,1,0,.000,,,3.7,0.0,0.7,0.0
95,Luka Šamanić\samanlu01,Mar 6 '20 SAS @ BRK,20,1,1,12,0,4,0,2,0,0,0,2,3,0,0,0,0,0,.000,.000,,12.0,0.0,2.0,3.0
96,Admiral Schofield\schofad01,Oct 23 '19 WAS @ DAL,22,1,27,293,30,75,14,47,9,13,6,34,14,8,3,7,41,83,.400,.298,.692,10.9,3.1,1.3,0.5
97,Marial Shayok\shayoma01,Feb 6 '20 PHI @ MIL,24,1,2,10,1,5,1,3,0,0,0,3,1,0,0,1,0,3,.200,.333,,5.0,1.5,1.5,0.5
98,Chris Silva\silvach01,Oct 23 '19 MIA vs. MEM,23,1,41,307,43,69,0,2,34,49,54,109,21,9,18,31,80,120,.623,.000,.694,7.5,2.9,2.7,0.5
99,Alen Smailagić\smailal01,Dec 27 '19 GSW vs. PHO,19,1,14,139,20,40,3,13,16,19,10,27,13,3,4,11,14,59,.500,.231,.842,9.9,4.2,1.9,0.9
100,Max Strus\strusma01,Nov 22 '19 CHI vs. MIA,23,1,2,6,2,3,0,1,1,1,1,1,0,0,0,0,1,5,.667,.000,1.000,3.0,2.5,0.5,0.0
101,Matt Thomas\thomama02,Oct 26 '19 TOR @ CHI,25,1,33,321,54,111,35,75,7,10,7,48,17,8,0,12,31,150,.486,.467,.700,9.7,4.5,1.5,0.5
102,Matisse Thybulle\thybuma01,Oct 23 '19 PHI vs. BOS,22,1,57,1110,96,234,50,142,25,41,35,86,70,80,40,45,120,267,.410,.352,.610,19.5,4.7,1.5,1.2
103,Juan Toscano-Anderson\toscaju01,Feb 8 '20 GSW vs. LAL,26,1,13,272,29,63,8,23,3,5,9,52,26,13,5,16,30,69,.460,.348,.600,20.9,5.3,4.0,2.0
104,Rayjon Tucker\tuckera01,Dec 30 '19 UTA vs. DET,22,1,14,78,8,19,0,6,3,5,2,13,2,1,0,3,7,19,.421,.000,.600,5.6,1.4,0.9,0.1
105,Gabe Vincent\vincega01,Jan 27 '20 MIA vs. ORL,23,1,6,42,4,19,4,16,0,0,0,3,3,1,0,0,2,12,.211,.250,,7.0,2.0,0.5,0.5
106,Dean Wade\wadede01,Nov 18 '19 CLE @ NYK,23,1,12,71,9,13,2,4,0,1,3,19,2,2,4,3,8,20,.692,.500,.000,5.9,1.7,1.6,0.2
107,P.J. Washington\washipj01,Oct 23 '19 CHO vs. CHI,21,1,58,1759,268,589,86,230,88,136,58,316,123,51,44,93,158,710,.455,.374,.647,30.3,12.2,5.4,2.1
108,Tremont Waters\watertr01,Nov 25 '19 BOS vs. SAC,22,1,10,89,12,35,3,17,6,6,0,9,12,5,2,10,11,33,.343,.176,1.000,8.9,3.3,0.9,1.2
109,Paul Watson\watsopa01,Jan 8 '20 ATL vs. HOU,25,1,5,25,0,8,0,4,1,2,0,4,5,1,1,0,1,1,.000,.000,.500,5.0,0.2,0.8,1.0
110,Quinndary Weatherspoon\weathqu01,Feb 8 '20 SAS @ SAC,23,1,3,15,0,3,0,1,0,0,0,1,1,0,0,0,0,0,.000,.000,,5.0,0.0,0.3,0.3
111,Coby White\whiteco01,Oct 23 '19 CHI @ CHO,19,1,65,1674,312,792,133,376,102,129,28,230,175,49,6,109,117,859,.394,.354,.791,25.8,13.2,3.5,2.7
112,Grant Williams\willigr01,Oct 23 '19 BOS @ PHI,21,1,62,970,80,192,21,85,37,51,58,165,62,28,33,46,149,218,.417,.247,.725,15.6,3.5,2.7,1.0
113,Nigel Williams-Goss\willini01,Oct 25 '19 UTA @ LAL,25,1,9,28,1,7,0,2,2,2,2,5,5,1,1,2,2,4,.143,.000,1.000,3.1,0.4,0.6,0.6
114,Zion Williamson\willizi01,Jan 22 '20 NOP vs. SAS,19,1,19,565,172,292,6,13,98,152,55,129,41,16,9,51,32,448,.589,.462,.645,29.7,23.6,6.8,2.2
115,Justin Wright-Foreman\wrighju02,Feb 21 '20 UTA vs. SAS,22,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0
