Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
70,De'Anthony Melton\meltode01,Oct 22 '18 PHO @ GSW,20,2,102,1995,248,609,66,212,108,134,62,327,316,133,41,153,205,670,.407,.311,.806,19.6,6.6,3.2,3.1
71,Chimezie Metu\metuch01,Oct 20 '18 SAS @ POR,21,2,45,218,39,93,0,3,19,25,19,62,19,7,6,20,18,97,.419,.000,.760,4.8,2.2,1.4,0.4
72,Shake Milton\miltosh01,Nov 30 '18 PHI vs. WAS,22,2,52,879,142,304,62,150,44,58,20,103,89,27,14,44,98,390,.467,.413,.759,16.9,7.5,2.0,1.7
73,Džanan Musa\musadz01,Oct 20 '18 BRK @ IND,19,2,44,443,59,161,16,75,33,46,20,76,33,15,1,33,26,167,.366,.213,.717,10.1,3.8,1.7,0.8
74,Sviatoslav Mykhailiuk\mykhasv01,Oct 22 '18 LAL vs. SAS,21,2,98,1705,212,545,144,374,69,90,26,140,143,55,5,82,112,637,.389,.385,.767,17.4,6.5,1.4,1.5
75,Elie Okobo\okoboel01,Oct 17 '18 PHO vs. DAL,21,2,107,1665,186,471,64,203,83,114,28,186,240,56,11,107,162,519,.395,.315,.728,15.6,4.9,1.7,2.2
76,Josh Okogie\okogijo01,Oct 20 '18 MIN @ DAL,20,2,136,3304,366,906,101,369,270,353,128,486,190,156,59,150,305,1103,.404,.274,.765,24.3,8.1,3.6,1.4
77,Theo Pinson\pinsoth01,Oct 20 '18 BRK @ IND,23,2,51,576,70,228,27,126,34,38,14,90,77,23,4,51,50,201,.307,.214,.895,11.3,3.9,1.8,1.5
78,Cameron Reynolds\reynoca01,Mar 3 '19 MIN @ WAS,23,1,19,259,33,78,21,51,8,9,4,31,13,6,2,5,26,95,.423,.412,.889,13.6,5.0,1.6,0.7
79,Duncan Robinson\robindu01,Oct 24 '18 MIA vs. NYK,24,2,80,2110,304,659,253,578,52,59,11,231,96,40,15,64,190,913,.461,.438,.881,26.4,11.4,2.9,1.2
80,Jerome Robinson\robinje01,Oct 26 '18 LAC @ HOU,21,2,88,1068,119,326,49,161,26,38,12,147,84,33,17,47,129,313,.365,.304,.684,12.1,3.6,1.7,1.0
81,Mitchell Robinson\robinmi01,Oct 17 '18 NYK vs. ATL,20,2,127,2772,455,632,0,0,165,283,363,851,73,104,280,72,411,1075,.720,,.583,21.8,8.5,6.7,0.6
82,Brandon Sampson\sampsbr01,Jan 30 '19 CHI @ MIA,21,1,14,214,28,60,11,29,4,6,3,16,10,8,3,12,19,71,.467,.379,.667,15.3,5.1,1.1,0.7
83,Collin Sexton\sextoco01,Oct 17 '18 CLE @ TOR,20,2,147,4748,1032,2292,216,551,440,522,118,440,435,109,13,343,328,2720,.450,.392,.843,32.3,18.5,3.0,3.0
84,Landry Shamet\shamela01,Oct 16 '18 PHI @ BOS,21,2,126,3096,386,908,272,664,132,156,27,224,204,56,19,81,285,1176,.425,.410,.846,24.6,9.3,1.8,1.6
85,Jordan Sibert\siberjo01,Feb 27 '19 ATL vs. MIN,26,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1.000,1.000,,4.0,3.0,0.0,0.0
86,Anfernee Simons\simonan01,Oct 30 '18 POR @ HOU,19,2,85,1541,239,588,84,248,85,108,28,160,108,27,10,72,140,647,.406,.339,.787,18.1,7.6,1.9,1.3
87,Zhaire Smith\smithzh01,Mar 25 '19 PHI @ ORL,19,2,13,143,17,45,6,19,8,12,3,15,12,5,2,8,12,48,.378,.316,.667,11.0,3.7,1.2,0.9
88,Ray Spalding\spaldra01,Oct 17 '18 DAL @ PHO,21,1,14,148,25,47,0,3,4,12,15,48,5,9,8,9,23,54,.532,.000,.333,10.6,3.9,3.4,0.4
89,Omari Spellman\spellom01,Oct 17 '18 ATL @ NYK,21,2,95,1691,225,539,87,238,105,137,149,413,94,59,49,85,130,642,.417,.366,.766,17.8,6.8,4.3,1.0
90,Jared Terrell\terreja01,Nov 4 '18 MIN @ POR,23,1,14,111,12,39,4,17,3,6,1,6,12,3,2,10,16,31,.308,.235,.500,7.9,2.2,0.4,0.9
91,Emanuel Terry\terryem01,Jan 27 '19 PHO @ LAL,22,1,3,23,4,7,0,0,2,4,3,7,2,3,0,2,4,10,.571,,.500,7.7,3.3,2.3,0.7
92,Khyri Thomas\thomakh01,Nov 9 '18 DET @ ATL,22,2,34,256,27,86,15,49,9,15,5,21,11,10,5,7,31,78,.314,.306,.600,7.5,2.3,0.6,0.3
93,Gary Trent\trentga02,Nov 4 '18 POR vs. MIN,20,2,68,1170,165,400,83,222,33,43,21,99,55,40,15,23,73,446,.413,.374,.767,17.2,6.6,1.5,0.8
94,Allonzo Trier\trieral01,Oct 17 '18 NYK vs. ATL,23,2,88,1750,283,624,71,185,213,266,37,226,147,31,18,138,146,850,.454,.384,.801,19.9,9.7,2.6,1.7
95,Jarred Vanderbilt\vandeja01,Jan 25 '19 DEN vs. PHO,19,2,28,115,14,27,0,2,8,12,10,32,5,9,2,15,14,36,.519,.000,.667,4.1,1.3,1.1,0.2
96,Moritz Wagner\wagnemo01,Nov 17 '18 LAL @ ORL,21,2,80,1153,202,399,45,144,110,135,68,277,73,33,30,94,191,559,.506,.313,.815,14.4,7.0,3.5,0.9
97,Lonnie Walker\walkelo01,Jan 3 '19 SAS vs. TOR,20,2,70,885,132,313,34,84,46,63,20,132,55,35,16,35,77,344,.422,.405,.730,12.6,4.9,1.9,0.8
98,Brad Wanamaker\wanambr01,Oct 16 '18 BOS vs. PHI,29,2,99,1558,186,423,49,129,132,144,22,165,214,64,14,89,154,553,.440,.380,.917,15.7,5.6,1.7,2.2
99,Julian Washburn\washbju01,Jan 21 '19 MEM vs. NOP,27,1,18,254,16,48,5,24,3,4,8,41,14,13,2,7,16,40,.333,.208,.750,14.1,2.2,2.3,0.8
100,Yuta Watanabe\watanyu01,Oct 27 '18 MEM vs. PHO,24,2,31,273,27,80,5,24,10,18,10,48,12,9,2,8,20,69,.338,.208,.556,8.8,2.2,1.5,0.4
101,Thomas Welsh\welshth01,Oct 17 '18 DEN @ LAC,22,1,11,36,7,13,3,7,1,2,0,4,5,0,0,1,3,18,.538,.429,.500,3.3,1.6,0.4,0.5
102,Johnathan Williams\willijo04,Oct 22 '18 LAL vs. SAS,23,2,35,507,81,135,0,4,30,53,63,142,19,9,13,20,73,192,.600,.000,.566,14.5,5.5,4.1,0.5
103,Kenrich Williams\willike04,Oct 17 '18 NOP @ HOU,24,2,81,1858,156,422,77,252,22,43,104,397,136,70,40,57,176,411,.370,.306,.512,22.9,5.1,4.9,1.7
104,Robert Williams\williro04,Oct 22 '18 BOS vs. ORL,21,2,55,606,78,113,0,0,23,40,61,189,29,29,68,30,76,179,.690,,.575,11.0,3.3,3.4,0.5
105,Trae Young\youngtr01,Oct 17 '18 ATL @ NYK,20,2,141,4623,1071,2505,361,1050,824,973,96,556,1213,137,23,597,244,3327,.428,.344,.847,32.8,23.6,3.9,8.6
