Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
19,Kris Dunn\dunnkr01,Oct 26 '16 MIN @ MEM,22,4,227,5516,771,1827,127,415,215,296,90,760,948,351,101,411,676,1884,.422,.306,.726,24.3,8.3,3.3,4.2
20,Henry Ellenson\ellenhe01,Oct 26 '16 DET @ TOR,20,4,81,749,116,312,47,137,48,62,25,194,44,13,3,41,56,327,.372,.343,.774,9.2,4.0,2.4,0.5
21,Joel Embiid\embiijo01,Oct 26 '16 PHI vs. OKC,22,4,202,6181,1622,3385,237,736,1383,1742,486,2324,636,151,367,712,683,4864,.479,.322,.794,30.6,24.1,11.5,3.1
22,Kay Felder\feldeka01,Oct 29 '16 CLE vs. ORL,21,2,58,526,83,228,11,41,46,61,6,59,78,21,8,46,49,223,.364,.268,.754,9.1,3.8,1.0,1.3
23,Yogi Ferrell\ferreyo01,Nov 9 '16 BRK @ NYK,23,4,243,5030,691,1645,275,753,248,296,65,517,569,156,26,213,338,1905,.420,.365,.838,20.7,7.8,2.1,2.3
24,Dorian Finney-Smith\finnedo01,Oct 26 '16 DAL @ IND,23,4,247,5973,612,1439,254,777,200,276,340,1038,285,175,102,203,508,1678,.425,.327,.725,24.2,6.8,4.2,1.2
25,Bryn Forbes\forbebr01,Oct 25 '16 SAS @ GSW,23,4,261,5674,848,1968,430,1075,197,246,44,498,386,107,6,185,400,2323,.431,.400,.801,21.7,8.9,1.9,1.5
26,Patricio Garino\garinpa01,Apr 4 '17 ORL @ CLE,23,1,5,43,0,7,0,5,0,0,1,7,0,0,0,3,4,0,.000,.000,,8.6,0.0,1.4,0.0
27,Michael Gbinije\gbinimi01,Oct 26 '16 DET @ TOR,24,1,9,32,1,10,0,4,2,2,2,3,2,0,0,0,2,4,.100,.000,1.000,3.6,0.4,0.3,0.2
28,Marcus Georges-Hunt\georgma01,Apr 4 '17 ORL @ CLE,22,2,47,272,23,55,5,17,22,31,8,25,10,7,0,5,37,73,.418,.294,.710,5.8,1.6,0.5,0.2
29,Jonathan Gibson\gibsojo01,Nov 18 '16 DAL vs. MEM,29,2,21,271,49,118,21,57,21,29,1,25,30,8,0,24,26,140,.415,.368,.724,12.9,6.7,1.2,1.4
30,Treveon Graham\grahatr01,Nov 2 '16 CHO vs. PHI,23,4,180,2883,266,694,120,360,105,152,121,400,144,76,16,76,297,757,.383,.333,.691,16.0,4.2,2.2,0.8
31,A.J. Hammons\hammoaj01,Oct 28 '16 DAL vs. HOU,24,1,22,163,17,42,5,10,9,20,8,36,4,1,13,10,21,48,.405,.500,.450,7.4,2.2,1.6,0.2
32,Andrew Harrison\harrian01,Oct 26 '16 MEM vs. MIN,22,3,145,2987,314,842,95,323,289,371,52,287,399,95,49,178,366,1012,.373,.294,.779,20.6,7.0,2.0,2.8
33,Juan Hernangómez\hernaju01,Oct 26 '16 DEN @ NOP,21,4,205,3310,368,860,170,473,177,245,168,703,136,82,48,109,245,1083,.428,.359,.722,16.1,5.3,3.4,0.7
34,Willy Hernangómez\hernawi01,Oct 25 '16 NYK @ CLE,22,4,209,3006,564,1063,29,88,287,418,391,1130,218,85,79,223,344,1444,.531,.330,.687,14.4,6.9,5.4,1.0
35,Buddy Hield\hieldbu01,Oct 26 '16 NOP vs. DEN,24,4,308,8572,1822,4122,846,2056,418,481,253,1294,678,241,81,521,615,4908,.442,.411,.869,27.8,15.9,4.2,2.2
36,Danuel House\houseda01,Nov 11 '16 WAS vs. CLE,23,4,121,3122,380,863,202,547,149,187,94,463,143,92,49,95,222,1111,.440,.369,.797,25.8,9.2,3.8,1.2
37,Brandon Ingram\ingrabr01,Oct 26 '16 LAL vs. HOU,19,4,246,7933,1465,3182,264,740,803,1115,207,1247,791,179,147,568,632,3997,.460,.357,.720,32.2,16.2,5.1,3.2
38,Demetrius Jackson\jacksde01,Nov 6 '16 BOS vs. DEN,22,3,26,136,18,37,4,14,8,12,9,19,17,7,1,11,11,48,.486,.286,.667,5.2,1.8,0.7,0.7
39,Pierre Jackson\jackspi01,Dec 27 '16 DAL vs. HOU,25,1,8,84,13,39,3,11,6,7,1,9,19,2,0,3,5,35,.333,.273,.857,10.5,4.4,1.1,2.4
40,Brice Johnson\johnsbr02,Feb 23 '17 LAC @ GSW,22,2,21,107,22,49,0,1,3,5,10,34,3,11,7,6,13,47,.449,.000,.600,5.1,2.2,1.6,0.1
41,Damian Jones\jonesda03,Dec 10 '16 GSW @ MEM,21,4,104,1471,193,290,2,9,92,136,119,318,65,40,72,54,241,480,.666,.222,.676,14.1,4.6,3.1,0.6
42,Derrick Jones\jonesde02,Nov 19 '16 PHO @ PHI,19,4,163,3192,415,821,68,246,207,300,213,570,115,118,104,90,324,1105,.505,.276,.690,19.6,6.8,3.5,0.7
43,Mindaugas Kuzminskas\kuzmimi01,Oct 25 '16 NYK @ CLE,27,2,69,1018,158,371,54,168,55,68,47,126,69,29,11,51,79,425,.426,.321,.809,14.8,6.2,1.8,1.0
44,Skal Labissière\labissk01,Nov 5 '16 SAC @ MIL,20,4,148,2595,429,872,30,85,181,242,224,662,152,53,99,151,314,1069,.492,.353,.748,17.5,7.2,4.5,1.0
45,Nicolás Laprovíttola\laproni01,Oct 25 '16 SAS @ GSW,27,1,18,174,20,47,10,27,9,9,1,10,28,4,1,19,19,59,.426,.370,1.000,9.7,3.3,0.6,1.6
46,Jake Layman\laymaja01,Nov 1 '16 POR vs. GSW,22,4,164,2241,337,739,100,324,89,123,83,314,90,63,47,86,198,863,.456,.309,.724,13.7,5.3,1.9,0.5
47,Caris LeVert\leverca01,Dec 7 '16 BRK vs. DEN,22,4,207,5295,950,2207,264,772,401,564,151,758,724,217,51,379,399,2565,.430,.342,.711,25.6,12.4,3.7,3.5
48,Shawn Long\longsh01,Mar 6 '17 PHI vs. MIL,24,1,18,234,61,109,7,19,19,35,41,85,13,9,9,13,49,148,.560,.368,.543,13.0,8.2,4.7,0.7
49,Timothé Luwawu-Cabarrot\luwawti01,Oct 29 '16 PHI vs. ATL,21,4,210,3337,405,1038,178,544,234,284,74,409,180,78,29,164,405,1222,.390,.327,.824,15.9,5.8,1.9,0.9
50,Sheldon Mac\mcclesh01,Oct 27 '16 WAS @ ATL,24,1,30,287,30,75,7,30,23,27,4,34,15,8,2,5,17,90,.400,.233,.852,9.6,3.0,1.1,0.5
51,Thon Maker\makerth01,Oct 30 '16 MIL @ DET,19,4,255,3548,415,958,130,395,226,336,210,708,157,94,169,139,453,1186,.433,.329,.673,13.9,4.7,2.8,0.6
52,Patrick McCaw\mccawpa01,Oct 25 '16 GSW vs. SAS,21,4,194,3340,291,695,92,302,81,104,63,316,266,137,31,123,227,755,.419,.305,.779,17.2,3.9,1.6,1.4
53,Rodney McGruder\mcgruro01,Oct 26 '16 MIA @ ORL,25,4,212,4564,473,1150,189,559,115,179,191,655,283,113,41,145,343,1250,.411,.338,.642,21.5,5.9,3.1,1.3
54,Dejounte Murray\murrade01,Oct 29 '16 SAS vs. NOP,20,3,177,3512,575,1262,52,147,201,272,183,836,516,205,53,280,308,1403,.456,.354,.739,19.8,7.9,4.7,2.9
55,Jamal Murray\murraja01,Oct 26 '16 DEN @ NOP,19,4,293,8580,1672,3811,537,1498,682,773,230,1045,1073,261,95,567,547,4563,.439,.358,.882,29.3,15.6,3.6,3.7
56,Maurice Ndour\ndourma01,Nov 1 '16 NYK @ DET,24,1,32,331,39,86,1,7,19,26,22,64,8,15,8,12,30,98,.453,.143,.731,10.3,3.1,2.0,0.3
57,Georges Niang\niangge01,Oct 28 '16 IND @ BRK,23,4,149,1413,219,493,121,306,42,50,28,222,78,28,11,57,127,601,.444,.395,.840,9.5,4.0,1.5,0.5
58,David Nwaba\nwabada01,Feb 28 '17 LAL vs. CHO,24,4,161,3295,412,837,55,160,234,354,155,597,180,119,65,125,332,1113,.492,.344,.661,20.5,6.9,3.7,1.1
59,Daniel Ochefu\ochefda01,Oct 27 '16 WAS @ ATL,23,1,19,75,12,27,0,0,0,2,5,22,3,2,0,3,17,24,.444,,.000,3.9,1.3,1.2,0.2
60,Chinanu Onuaku\onuakch01,Dec 26 '16 HOU vs. PHO,20,2,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,.583,,1.000,12.3,3.0,2.3,0.7
61,Georgios Papagiannis\papagge01,Nov 5 '16 SAC @ MIL,19,2,39,477,74,144,0,2,12,14,37,123,29,7,23,32,56,160,.514,.000,.857,12.2,4.1,3.2,0.7
62,Gary Payton\paytoga02,Apr 2 '17 MIL vs. DAL,24,4,61,768,91,220,21,82,10,22,40,138,86,46,15,38,95,213,.414,.256,.455,12.6,3.5,2.3,1.4
63,Marshall Plumlee\plumlma02,Nov 20 '16 NYK vs. ATL,24,2,29,222,17,33,0,0,20,35,27,68,12,4,5,15,33,54,.515,,.571,7.7,1.9,2.3,0.4
64,Jakob Poeltl\poeltja01,Oct 26 '16 TOR vs. DET,21,4,271,4388,642,1007,1,2,176,324,525,1278,264,115,272,207,545,1461,.638,.500,.543,16.2,5.4,4.7,1.0
65,Alex Poythress\poythal01,Apr 2 '17 PHI @ TOR,23,3,52,566,76,161,19,53,26,39,47,122,24,10,13,18,77,197,.472,.358,.667,10.9,3.8,2.3,0.5
66,Tim Quarterman\quartti01,Nov 9 '16 POR @ LAC,22,2,19,93,14,32,5,15,2,5,4,17,12,2,3,13,7,35,.438,.333,.400,4.9,1.8,0.9,0.6
67,Chasson Randle\randlch01,Jan 14 '17 PHI @ WAS,23,3,78,1082,131,319,62,164,89,111,16,90,136,36,5,62,133,413,.411,.378,.802,13.9,5.3,1.2,1.7
68,Malachi Richardson\richama01,Oct 26 '16 SAC @ PHO,21,3,70,625,67,187,28,93,36,46,10,70,24,16,2,26,63,198,.358,.301,.783,8.9,2.8,1.0,0.3
69,Domantas Sabonis\sabondo01,Oct 26 '16 OKC @ PHI,20,4,291,7439,1403,2690,90,280,634,878,586,2321,755,174,124,550,854,3530,.522,.321,.722,25.6,12.1,8.0,2.6
70,Dario Šarić\saricda01,Oct 26 '16 PHI vs. OKC,22,4,298,7903,1305,2983,454,1277,561,672,481,1835,620,187,74,500,636,3625,.437,.356,.835,26.5,12.2,6.2,2.1
71,Tomáš Satoranský\satorto01,Oct 27 '16 WAS @ ATL,25,4,275,6404,756,1612,184,499,335,410,255,849,1131,240,41,371,498,2031,.469,.369,.817,23.3,7.4,3.1,4.1
72,Wayne Selden\seldewa01,Mar 14 '17 NOP vs. POR,22,3,124,2367,337,810,111,324,125,173,54,252,188,57,19,145,208,910,.416,.343,.723,19.1,7.3,2.0,1.5
73,Pascal Siakam\siakapa01,Oct 26 '16 TOR vs. DET,22,4,269,6968,1334,2648,224,673,533,696,324,1497,615,214,188,386,667,3425,.504,.333,.766,25.9,12.7,5.6,2.3
74,Diamond Stone\stonedi01,Oct 30 '16 LAC vs. UTA,19,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,.231,,1.000,3.4,1.4,0.9,0.0
75,Isaiah Taylor\taylois01,Apr 2 '17 HOU @ PHO,22,2,71,1219,164,397,20,82,100,143,23,97,209,35,11,84,122,448,.413,.244,.699,17.2,6.3,1.4,2.9
76,Mike Tobey\tobeymi01,Feb 15 '17 CHO @ TOR,22,1,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,.250,,,12.5,1.0,1.5,0.5
77,Tyler Ulis\ulisty01,Oct 26 '16 PHO vs. SAC,21,3,133,2782,398,988,63,225,139,172,44,223,537,118,12,204,193,998,.403,.280,.808,20.9,7.5,1.7,4.0
78,Jarrod Uthoff\uthofja01,Mar 10 '17 DAL vs. BRK,23,2,13,129,17,45,3,13,7,9,9,23,9,3,4,3,9,44,.378,.231,.778,9.9,3.4,1.8,0.7
79,Denzel Valentine\valende01,Oct 29 '16 CHI vs. IND,23,3,170,3559,500,1246,262,715,58,77,68,618,350,121,24,174,322,1320,.401,.366,.753,20.9,7.8,3.6,2.1
80,Fred VanVleet\vanvlfr01,Nov 9 '16 TOR @ OKC,22,4,225,5293,804,1957,362,924,339,404,68,573,902,232,55,281,394,2309,.411,.392,.839,23.5,10.3,2.5,4.0
81,Taurean Waller-Prince\princta02,Oct 27 '16 ATL vs. WAS,22,4,260,6854,1069,2593,478,1305,392,479,147,1126,503,238,113,479,564,3008,.412,.366,.818,26.4,11.6,4.3,1.9
82,Okaro White\whiteok01,Jan 19 '17 MIA vs. DAL,24,3,44,557,40,105,16,47,22,25,29,95,23,11,11,19,58,118,.381,.340,.880,12.7,2.7,2.2,0.5
83,Isaiah Whitehead\whiteis01,Oct 26 '16 BRK @ BOS,21,2,89,1823,244,594,51,167,104,132,36,210,212,50,38,166,198,643,.411,.305,.788,20.5,7.2,2.4,2.4
84,Troy Williams\willitr02,Oct 29 '16 MEM @ NYK,22,3,72,1176,168,374,43,144,50,77,49,191,52,57,22,60,131,429,.449,.299,.649,16.3,6.0,2.7,0.7
85,Kyle Wiltjer\wiltjky01,Oct 28 '16 HOU @ DAL,24,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,.286,.308,.500,3.1,0.9,0.7,0.1
86,Stephen Zimmerman\zimmest01,Oct 28 '16 ORL @ DET,20,1,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,.323,,.600,5.7,1.2,1.8,0.2
87,Paul Zipser\zipsepa01,Oct 29 '16 CHI vs. IND,22,2,98,1667,169,455,70,209,50,65,28,256,82,35,31,83,164,458,.371,.335,.769,17.0,4.7,2.6,0.8
88,Ivica Zubac\zubaciv01,Nov 2 '16 LAL @ ATL,19,4,204,3215,601,1075,0,6,279,367,367,1105,187,49,159,179,396,1481,.559,.000,.760,15.8,7.3,5.4,0.9
