Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
14,Bogdan Bogdanović\bogdabo01,Oct 23 '17 SAC @ PHO,25,3,201,5632,982,2274,400,1081,310,386,88,637,694,198,45,331,429,2674,.432,.370,.803,28.0,13.3,3.2,3.5
15,Chris Boucher\bouchch01,Mar 14 '18 GSW vs. LAL,25,3,84,888,153,337,40,137,95,118,110,299,25,26,77,30,135,441,.454,.292,.805,10.6,5.3,3.6,0.3
16,Tony Bradley\bradlto01,Nov 5 '17 UTA @ HOU,20,3,62,600,114,182,1,2,29,44,103,242,19,14,27,26,105,258,.626,.500,.659,9.7,4.2,3.9,0.3
17,Dillon Brooks\brookdi01,Oct 18 '17 MEM vs. NOP,22,3,165,4531,761,1819,241,662,290,374,119,501,279,140,46,251,529,2053,.418,.364,.775,27.5,12.4,3.0,1.7
18,Sterling Brown\brownst02,Oct 20 '17 MIL vs. CLE,22,3,157,2475,307,735,121,352,77,101,84,492,155,78,28,107,213,812,.418,.344,.762,15.8,5.2,3.1,1.0
19,Thomas Bryant\bryanth01,Dec 23 '17 LAL vs. POR,20,3,125,2469,501,830,56,163,182,241,191,731,169,40,102,110,217,1240,.604,.344,.755,19.8,9.9,5.8,1.4
20,Alex Caruso\carusal01,Oct 19 '17 LAL vs. LAC,23,3,120,2125,237,549,75,200,130,170,49,244,254,107,36,130,191,679,.432,.375,.765,17.7,5.7,2.0,2.1
21,Tyler Cavanaugh\cavanty01,Nov 5 '17 ATL @ CLE,23,2,50,557,70,162,33,94,19,23,48,135,28,9,4,15,64,192,.432,.351,.826,11.1,3.8,2.7,0.6
22,Gian Clavell\clavegi01,Oct 20 '17 DAL vs. SAC,24,1,7,64,6,18,6,15,2,2,1,7,3,2,0,2,8,20,.333,.400,1.000,9.1,2.9,1.0,0.4
23,Antonius Cleveland\clevean01,Nov 17 '17 DAL vs. MIN,23,2,23,145,10,27,3,5,5,8,3,17,2,8,6,8,25,28,.370,.600,.625,6.3,1.2,0.7,0.1
24,John Collins\collijo01,Oct 18 '17 ATL @ DAL,20,3,176,4977,1132,1981,130,352,456,602,511,1552,279,100,185,300,552,2850,.571,.369,.757,28.3,16.2,8.8,1.6
25,Zach Collins\colliza01,Oct 20 '17 POR @ IND,20,3,146,2487,313,708,78,241,127,174,158,557,129,42,99,141,318,831,.442,.324,.730,17.0,5.7,3.8,0.9
26,Kyle Collinsworth\colliky01,Dec 20 '17 DAL vs. DET,26,1,32,480,38,99,4,17,21,40,32,107,56,17,9,24,44,101,.384,.235,.525,15.0,3.2,3.3,1.8
27,Charles Cooke\cookech01,Oct 28 '17 NOP vs. CLE,23,1,13,38,2,14,1,8,1,2,0,2,1,1,0,1,0,6,.143,.125,.500,2.9,0.5,0.2,0.1
28,Matt Costello\costema01,Nov 11 '17 SAS vs. CHI,24,1,4,32,2,4,0,0,0,0,1,9,2,2,2,1,7,4,.500,,,8.0,1.0,2.3,0.5
29,Torrey Craig\craigto01,Nov 28 '17 DEN @ UTA,27,3,164,3001,318,707,114,355,91,136,177,546,131,67,93,86,350,841,.450,.321,.669,18.3,5.1,3.3,0.8
30,Tyler Dorsey\dorsety01,Oct 20 '17 ATL @ CHO,21,2,104,1672,251,646,116,331,83,124,44,243,135,31,7,64,116,701,.389,.350,.669,16.1,6.7,2.3,1.3
31,Damyean Dotson\dotsoda01,Oct 19 '17 NYK @ OKC,23,3,165,3314,482,1149,207,573,111,154,53,437,223,93,16,109,213,1282,.419,.361,.721,20.1,7.8,2.6,1.4
32,Milton Doyle\doylemi01,Dec 26 '17 BRK @ SAS,24,1,10,125,13,47,4,23,4,8,3,18,10,6,2,2,13,34,.277,.174,.500,12.5,3.4,1.8,1.0
33,PJ Dozier\doziepj01,Feb 8 '18 OKC @ LAL,21,3,29,288,45,114,9,36,8,13,11,48,34,9,5,12,30,107,.395,.250,.615,9.9,3.7,1.7,1.2
34,Jawun Evans\evansja01,Oct 30 '17 LAC vs. GSW,21,2,56,843,92,267,15,57,38,49,10,96,110,39,6,50,105,237,.345,.263,.776,15.1,4.2,1.7,2.0
35,Terrance Ferguson\fergute01,Oct 19 '17 OKC vs. NYK,19,3,185,3864,329,799,192,565,61,80,75,261,136,90,42,88,458,911,.412,.340,.763,20.9,4.9,1.4,0.7
36,De'Aaron Fox\foxde01,Oct 18 '17 SAC vs. HOU,20,3,199,5998,1162,2591,180,538,659,918,106,689,1214,267,88,541,496,3163,.448,.335,.718,30.1,15.9,3.5,6.1
37,Markelle Fultz\fultzma01,Oct 18 '17 PHI @ WAS,19,3,97,2493,430,942,34,133,133,199,72,326,446,112,19,173,200,1027,.456,.256,.668,25.7,10.6,3.4,4.6
38,Josh Gray\grayjo01,Feb 2 '18 PHO vs. UTA,24,2,7,109,12,43,3,13,7,11,3,12,14,8,2,12,9,34,.279,.231,.636,15.6,4.9,1.7,2.0
39,Daniel Hamilton\hamilda02,Nov 15 '17 OKC vs. CHI,22,2,25,232,28,71,10,28,3,6,10,52,30,7,1,18,21,69,.394,.357,.500,9.3,2.8,2.1,1.2
40,Shaquille Harrison\harrish01,Feb 23 '18 PHO vs. LAC,24,3,139,2298,320,715,46,157,149,211,64,369,243,149,56,101,221,835,.448,.293,.706,16.5,6.0,2.7,1.7
41,Josh Hart\hartjo01,Oct 20 '17 LAL @ PHO,22,3,187,4739,565,1320,281,796,189,265,131,881,267,170,77,170,398,1600,.428,.353,.713,25.3,8.6,4.7,1.4
42,Nigel Hayes\hayesni01,Jan 21 '18 LAL vs. NYK,23,1,9,122,11,33,4,16,1,3,4,22,6,2,3,2,8,27,.333,.250,.333,13.6,3.0,2.4,0.7
43,Reggie Hearn\hearnre01,Feb 5 '18 DET vs. POR,26,1,3,7,1,2,1,2,0,0,0,0,0,0,0,0,0,3,.500,.500,,2.3,1.0,0.0,0.0
44,Myke Henry\henrymy01,Jan 20 '18 MEM @ NOP,25,1,20,378,41,109,19,58,6,10,10,38,22,31,6,19,28,107,.376,.328,.600,18.9,5.4,1.9,1.1
45,Isaiah Hicks\hicksis01,Feb 8 '18 NYK @ TOR,23,2,21,272,37,80,2,9,16,23,12,48,18,3,7,17,50,92,.463,.222,.696,13.0,4.4,2.3,0.9
46,John Holland\hollajo02,Apr 19 '16 BOS @ ATL,29,2,25,175,17,59,11,36,9,13,6,24,5,7,2,8,10,54,.288,.306,.692,7.0,2.2,1.0,0.2
47,Vince Hunter\huntevi01,Dec 1 '17 MEM vs. SAS,23,1,4,7,3,5,0,0,0,0,2,3,0,0,1,1,0,6,.600,,,1.8,1.5,0.8,0.0
48,Andre Ingram\ingraan01,Apr 10 '18 LAL vs. HOU,32,2,6,79,8,23,5,12,3,3,2,8,7,4,3,4,3,24,.348,.417,1.000,13.2,4.0,1.3,1.2
49,Jonathan Isaac\isaacjo01,Oct 18 '17 ORL vs. MIA,20,3,134,3481,466,1078,132,403,185,233,172,732,142,142,206,149,270,1249,.432,.328,.794,26.0,9.3,5.5,1.1
50,Wesley Iwundu\iwundwe01,Oct 21 '17 ORL @ CLE,23,3,175,3063,283,686,59,192,180,226,96,434,176,86,45,92,266,805,.413,.307,.796,17.5,4.6,2.5,1.0
51,Aaron Jackson\jacksaa01,Apr 11 '18 HOU @ SAC,31,1,1,35,3,9,1,4,1,2,2,3,1,0,0,1,4,8,.333,.250,.500,35.0,8.0,3.0,1.0
52,Josh Jackson\jacksjo02,Oct 18 '17 PHO vs. POR,20,3,174,4304,804,1928,153,514,349,536,172,756,333,172,100,344,466,2110,.417,.298,.651,24.7,12.1,4.3,1.9
53,Justin Jackson\jacksju01,Oct 18 '17 SAC vs. HOU,22,3,207,4049,526,1215,189,581,124,159,98,541,219,72,37,81,238,1365,.433,.325,.780,19.6,6.6,2.6,1.1
54,Mike James\jamesmi02,Oct 18 '17 PHO vs. POR,27,1,36,687,123,321,26,98,64,84,13,90,126,28,7,49,48,336,.383,.265,.762,19.1,9.3,2.5,3.5
55,Dakari Johnson\johnsda04,Oct 19 '17 OKC vs. NYK,22,1,31,161,22,39,0,0,11,20,16,34,8,6,8,3,27,55,.564,,.550,5.2,1.8,1.1,0.3
56,Omari Johnson\johnsom01,Apr 6 '18 MEM vs. SAC,28,1,4,75,9,21,4,12,0,0,4,11,7,2,0,3,6,22,.429,.333,,18.8,5.5,2.8,1.8
57,Jalen Jones\jonesja04,Oct 28 '17 NOP vs. CLE,24,2,32,395,52,130,20,54,31,46,24,72,11,14,3,15,49,155,.400,.370,.674,12.3,4.8,2.3,0.3
58,Luke Kennard\kennalu01,Oct 20 '17 DET @ WAS,21,3,164,3822,585,1327,260,647,183,212,42,457,353,82,29,169,243,1613,.441,.402,.863,23.3,9.8,2.8,2.2
59,Maxi Kleber\klebima01,Oct 21 '17 DAL @ HOU,26,3,209,4403,540,1161,224,632,171,213,260,918,198,82,203,132,410,1475,.465,.354,.803,21.1,7.1,4.4,0.9
60,Furkan Korkmaz\korkmfu01,Nov 11 '17 PHI @ GSW,20,3,126,2157,328,787,178,478,91,120,34,266,126,67,18,79,163,925,.417,.372,.758,17.1,7.3,2.1,1.0
61,Luke Kornet\kornelu01,Feb 8 '18 NYK @ TOR,22,3,102,1669,238,595,129,380,66,85,61,283,112,44,84,51,123,671,.400,.339,.776,16.4,6.6,2.8,1.1
62,Kyle Kuzma\kuzmaky01,Oct 19 '17 LAL vs. LAC,22,3,201,6042,1218,2714,357,1092,431,588,196,1107,388,111,81,358,436,3224,.449,.327,.733,30.1,16.0,5.5,1.9
63,T.J. Leaf\leaftj01,Oct 18 '17 IND vs. BRK,20,3,136,1174,193,388,31,87,36,59,93,271,39,22,26,29,98,453,.497,.356,.610,8.6,3.3,2.0,0.3
64,Damion Lee\leeda03,Mar 13 '18 ATL vs. OKC,25,3,96,2202,331,790,127,367,151,177,51,374,175,82,7,92,169,940,.419,.346,.853,22.9,9.8,3.9,1.8
65,Walt Lemon\lemonwa01,Feb 23 '18 NOP vs. MIA,25,2,11,202,45,103,3,6,10,14,4,29,35,11,2,14,19,103,.437,.500,.714,18.4,9.4,2.6,3.2
66,Tyler Lydon\lydonty01,Nov 20 '17 DEN @ SAC,21,2,26,96,9,18,4,10,1,3,7,18,6,2,0,4,10,23,.500,.400,.333,3.7,0.9,0.7,0.2
67,Josh Magette\magetjo01,Oct 18 '17 ATL @ DAL,28,2,26,254,20,61,9,26,9,10,3,25,62,11,2,14,20,58,.328,.346,.900,9.8,2.2,1.0,2.4
68,Lauri Markkanen\markkla01,Oct 19 '17 CHI @ TOR,20,3,170,5194,967,2248,374,1050,436,514,213,1291,228,118,96,249,321,2744,.430,.356,.848,30.6,16.1,7.6,1.3
69,Frank Mason\masonfr01,Oct 21 '17 SAC @ DEN,23,3,96,1472,220,568,47,160,135,176,39,181,242,52,14,107,110,622,.387,.294,.767,15.3,6.5,1.9,2.5
70,Mangok Mathiang\mathima01,Oct 25 '17 CHO vs. DEN,25,1,4,20,4,7,0,0,0,1,3,10,0,1,0,0,5,8,.571,,.000,5.0,2.0,2.5,0.0
71,Erik McCree\mccreer01,Feb 5 '18 UTA @ NOP,24,1,4,8,0,2,0,1,0,0,0,1,0,1,0,1,0,0,.000,.000,,2.0,0.0,0.3,0.0
72,Trey McKinney-Jones\mckintr01,Feb 23 '18 IND vs. ATL,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0
73,Alfonzo McKinnie\mckinal01,Oct 19 '17 TOR vs. CHI,25,3,126,1649,215,461,59,192,51,82,119,367,46,42,24,59,214,540,.466,.307,.622,13.1,4.3,2.9,0.4
74,Malcolm Miller\millema01,Dec 20 '17 TOR @ CHO,24,3,50,318,32,78,24,61,8,14,6,34,12,6,5,9,27,96,.410,.393,.571,6.4,1.9,0.7,0.2
75,Donovan Mitchell\mitchdo01,Oct 18 '17 UTA vs. DEN,21,3,219,7401,1816,4127,531,1497,807,983,155,888,877,290,70,600,575,4970,.440,.355,.821,33.8,22.7,4.1,4.0
76,Naz Mitrou-Long\mitrona01,Dec 26 '17 UTA @ DEN,24,3,18,128,13,37,5,23,2,2,1,12,22,2,2,10,11,33,.351,.217,1.000,7.1,1.8,0.7,1.2
77,Malik Monk\monkma01,Oct 18 '17 CHO @ DET,19,3,191,3281,592,1499,250,777,204,240,51,360,322,82,44,212,240,1638,.395,.322,.850,17.2,8.6,1.9,1.7
78,Ben Moore\moorebe01,Jan 24 '18 IND vs. PHO,22,1,2,9,0,0,0,0,0,0,0,1,1,0,0,0,4,0,,,,4.5,0.0,0.5,0.5
79,Jaylen Morris\morrija01,Feb 28 '18 ATL vs. IND,22,2,10,127,17,42,3,13,1,2,2,21,11,4,1,7,3,38,.405,.231,.500,12.7,3.8,2.1,1.1
80,Monte Morris\morrimo01,Dec 12 '17 DEN @ DET,22,3,150,3397,572,1192,148,372,118,145,55,308,534,129,20,98,167,1410,.480,.398,.814,22.6,9.4,2.1,3.6
81,Johnathan Motley\motlejo01,Dec 14 '17 DAL @ GSW,22,3,46,373,90,163,2,10,44,75,35,110,26,11,5,30,51,226,.552,.200,.587,8.1,4.9,2.4,0.6
82,Abdel Nader\naderab01,Oct 18 '17 BOS vs. MIL,24,3,157,1972,241,584,94,270,98,137,41,277,81,55,42,96,178,674,.413,.348,.715,12.6,4.3,1.8,0.5
83,Frank Ntilikina\ntilila01,Oct 19 '17 NYK @ OKC,19,3,178,3797,408,1115,127,409,123,157,72,385,543,149,48,258,427,1066,.366,.311,.783,21.3,6.0,2.2,3.1
84,Royce O'Neale\onealro01,Oct 21 '17 UTA vs. OKC,24,3,215,4683,424,948,192,505,129,167,69,860,382,137,68,175,457,1169,.447,.380,.772,21.8,5.4,4.0,1.8
85,Semi Ojeleye\ojelese01,Oct 17 '17 BOS @ CLE,23,3,190,2635,197,505,104,312,74,108,85,371,74,49,13,56,197,572,.390,.333,.685,13.9,3.0,2.0,0.4
86,Cedi Osman\osmande01,Oct 20 '17 CLE @ MIL,22,3,202,5026,716,1639,285,782,230,321,103,708,390,136,30,237,433,1947,.437,.364,.717,24.9,9.6,3.5,1.9
87,Marcus Paige\paigema01,Oct 25 '17 CHO vs. DEN,24,1,5,28,4,14,2,8,2,2,0,4,3,0,0,0,0,12,.286,.250,1.000,5.6,2.4,0.8,0.6
88,Justin Patton\pattoju01,Apr 1 '18 MIN vs. UTA,20,3,9,49,7,19,1,6,1,2,3,11,5,3,0,2,10,16,.368,.167,.500,5.4,1.8,1.2,0.6
89,Brandon Paul\paulbr01,Oct 18 '17 SAS vs. MIN,26,1,64,576,55,127,15,54,22,43,6,68,37,25,7,29,58,147,.433,.278,.512,9.0,2.3,1.1,0.6
90,London Perrantes\perralo01,Dec 12 '17 CLE vs. ATL,23,1,14,66,2,13,0,3,3,5,1,4,5,2,1,1,6,7,.154,.000,.600,4.7,0.5,0.3,0.4
91,Alec Peters\peteral01,Oct 18 '17 PHO vs. POR,22,1,20,225,28,74,18,58,8,10,8,37,12,2,2,4,13,82,.378,.310,.800,11.3,4.1,1.9,0.6
92,Jacob Pullen\pulleja01,Nov 20 '17 PHI vs. UTA,28,1,3,6,1,2,0,1,0,0,0,0,0,0,0,1,0,2,.500,.000,,2.0,0.7,0.0,0.0
93,Rodney Purvis\purviro01,Mar 9 '18 ORL @ SAC,23,1,16,290,35,107,13,52,13,15,1,27,17,3,3,10,26,96,.327,.250,.867,18.1,6.0,1.7,1.1
94,Zhou Qi\qizh01,Oct 21 '17 HOU vs. DAL,22,2,19,125,7,33,2,19,8,12,6,22,2,2,14,10,14,24,.212,.105,.667,6.6,1.3,1.2,0.1
95,Ivan Rabb\rabbiv01,Oct 28 '17 MEM vs. HOU,20,2,85,1237,202,364,3,15,78,105,123,364,86,29,27,70,145,485,.555,.200,.743,14.6,5.7,4.3,1.0
96,Xavier Rathan-Mayes\rathaxa01,Mar 5 '18 MEM @ SAS,23,1,5,118,12,42,1,14,4,9,0,5,18,6,3,11,18,29,.286,.071,.444,23.6,5.8,1.0,3.6
97,Davon Reed\reedda01,Jan 14 '18 PHO vs. IND,22,2,31,289,27,88,13,42,8,12,4,45,16,11,2,11,20,75,.307,.310,.667,9.3,2.4,1.5,0.5
98,Devin Robinson\robinde01,Apr 11 '18 WAS @ ORL,22,2,8,108,20,35,0,2,9,14,8,25,6,5,6,2,13,49,.571,.000,.643,13.5,6.1,3.1,0.8
99,Ben Simmons\simmobe01,Oct 18 '17 PHI @ WAS,21,3,214,7362,1445,2575,2,23,626,1053,425,1779,1713,367,163,744,593,3518,.561,.087,.594,34.4,16.4,8.3,8.0
100,Kobi Simmons\simmoko01,Nov 29 '17 MEM @ SAS,20,2,33,645,80,189,11,39,25,25,14,50,68,18,5,44,61,196,.423,.282,1.000,19.5,5.9,1.5,2.1
101,Dennis Smith\smithde03,Oct 18 '17 DAL vs. ATL,20,3,156,4094,754,1885,189,601,260,402,103,493,708,166,46,406,346,1957,.400,.314,.647,26.2,12.5,3.2,4.5
102,Edmond Sumner\sumneed01,Apr 10 '18 IND vs. CHO,22,3,49,557,70,176,17,65,25,39,19,62,49,27,13,29,62,182,.398,.262,.641,11.4,3.7,1.3,1.0
103,Caleb Swanigan\swanica01,Oct 18 '17 POR @ PHO,20,3,75,655,70,160,2,17,27,44,59,218,56,14,11,73,127,169,.438,.118,.614,8.7,2.3,2.9,0.7
104,Jayson Tatum\tatumja01,Oct 17 '17 BOS @ CLE,19,3,218,6936,1362,2984,388,973,633,765,177,1297,470,250,168,368,459,3745,.456,.399,.827,31.8,17.2,5.9,2.2
105,Miloš Teodosić\teodomi01,Oct 19 '17 LAC @ LAL,30,2,60,1284,168,400,98,259,43,53,19,142,241,26,6,118,130,477,.420,.378,.811,21.4,8.0,2.4,4.0
106,Daniel Theis\theisda01,Oct 18 '17 BOS vs. MIL,25,3,187,3226,488,881,70,206,198,263,307,879,219,86,165,137,519,1244,.554,.340,.753,17.3,6.7,4.7,1.2
107,Sindarius Thornwell\thornsi01,Oct 19 '17 LAC @ LAL,23,2,137,1469,117,282,26,76,84,122,38,184,86,62,32,73,166,344,.415,.342,.689,10.7,2.5,1.3,0.6
108,Tyrone Wallace\wallaty01,Jan 6 '18 LAC vs. GSW,23,3,106,1639,216,508,15,74,102,152,44,228,126,55,21,92,185,549,.425,.203,.671,15.5,5.2,2.2,1.2
109,Derrick Walton\waltode01,Nov 6 '17 MIA @ GSW,22,2,42,395,26,64,17,41,13,15,4,32,43,14,3,7,28,82,.406,.415,.867,9.4,2.0,0.8,1.0
110,Jameel Warney\warneja01,Mar 11 '18 DAL vs. HOU,24,1,3,27,7,12,0,0,3,5,4,9,0,0,0,1,2,17,.583,,.600,9.0,5.7,3.0,0.0
111,James Webb\webbja01,Jan 27 '18 BRK @ MIN,24,1,10,120,6,24,4,19,0,0,8,24,4,1,0,4,10,16,.250,.211,,12.0,1.6,2.4,0.4
112,Andrew White\whitean01,Feb 14 '18 ATL @ DET,24,1,15,209,25,73,18,49,1,4,4,34,6,3,1,8,12,69,.342,.367,.250,13.9,4.6,2.3,0.4
113,Derrick White\whitede01,Oct 18 '17 SAS vs. MIN,23,3,145,3335,489,1040,113,315,259,318,70,466,478,110,105,178,286,1350,.470,.359,.814,23.0,9.3,3.2,3.3
114,Jacob Wiley\wileyja01,Oct 29 '17 BRK vs. DEN,23,1,5,33,1,4,1,2,1,2,2,11,2,1,0,0,4,4,.250,.500,.500,6.6,0.8,2.2,0.4
115,C.J. Williams\willicj01,Nov 10 '17 LAC @ OKC,27,2,53,835,104,232,27,94,13,17,13,64,55,37,13,25,79,248,.448,.287,.765,15.8,4.7,1.2,1.0
116,Matt Williams\willima05,Dec 23 '17 MIA vs. NOP,24,1,3,11,2,6,1,5,0,0,0,1,0,0,0,1,1,5,.333,.200,,3.7,1.7,0.3,0.0
117,D.J. Wilson\wilsodj01,Oct 20 '17 MIL vs. CLE,21,3,101,1233,153,368,62,187,33,58,57,300,77,23,26,51,118,401,.416,.332,.569,12.2,4.0,3.0,0.8
118,Jamil Wilson\wilsoja02,Nov 20 '17 LAC @ NYK,27,1,15,274,38,81,27,63,2,4,3,32,10,5,8,8,34,105,.469,.429,.500,18.3,7.0,2.1,0.7
119,Guerschon Yabusele\yabusgu01,Oct 20 '17 BOS @ PHI,22,2,74,486,61,138,21,65,30,44,40,105,31,12,12,27,55,173,.442,.323,.682,6.6,2.3,1.4,0.4
120,Ante Žižić\zizican01,Oct 21 '17 CLE vs. ORL,21,3,113,1517,273,470,0,0,128,180,150,446,64,22,40,82,170,674,.581,,.711,13.4,6.0,3.9,0.6
