player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Quinton Ross,562,40,111,4,21,8,14,17,32,12,13,6,11,69,92
Brandon Roy,2419,491,1038,73,221,343,440,73,212,305,61,16,129,136,1398
Brandon Rush,2491,297,702,124,302,56,89,41,305,112,56,65,93,159,774
Kareem Rush,58,4,11,1,3,0,0,1,5,4,2,3,3,8,9
John Salmons,2824,437,991,118,309,253,305,35,235,223,99,26,123,166,1245
Brian Scalabrine,472,29,85,16,49,4,6,9,39,27,9,4,17,59,78
Luis Scola,2671,560,1090,1,5,208,267,175,530,169,63,26,163,246,1329
Thabo Sefolosha,2348,194,441,41,131,60,89,76,311,145,97,46,90,154,489
Ramon Sessions,1732,253,555,1,15,167,233,58,156,258,55,5,137,137,674
Bobby Simmons,395,42,117,20,63,18,20,11,52,15,15,3,19,52,122
James Singleton,977,97,254,7,37,53,62,108,168,31,28,43,49,113,254
Brian Skinner,123,10,25,0,0,6,8,9,18,0,3,4,7,20,26
Craig Smith,1232,226,397,1,5,132,208,97,190,84,33,25,88,194,585
J.R. Smith,2082,428,1033,158,467,142,201,28,206,183,99,20,139,174,1156
Jason Smith,658,75,174,10,29,29,42,54,81,33,21,28,35,110,189
Joe Smith,592,77,193,1,7,39,48,66,91,21,6,19,22,95,194
Josh Smith,2871,504,999,0,7,261,422,223,482,342,130,172,198,240,1269
Darius Songaila,1410,241,488,1,6,60,74,59,173,70,62,14,81,206,543
Marreese Speights,1016,212,444,0,5,108,145,85,167,36,29,34,51,152,532
Jerry Stackhouse,855,129,316,45,130,55,69,19,81,70,21,9,66,56,358
DeShawn Stevenson,883,46,163,19,87,25,35,11,80,56,16,6,30,74,136
Peja Stojaković,1947,278,688,132,352,96,107,39,188,92,48,5,56,83,784
Amar'e Stoudemire,2838,704,1264,1,6,487,632,230,502,82,52,83,213,281,1896
Rodney Stuckey,2499,449,1109,18,79,299,359,67,214,348,101,12,163,205,1215
DaJuan Summers,405,46,130,15,42,27,38,14,31,16,8,7,16,52,134
Jermaine Taylor,303,45,119,5,22,33,46,21,25,16,10,3,19,15,128
Jeff Teague,719,90,227,7,32,41,49,5,62,122,34,11,50,82,228
Sebastian Telfair,659,83,201,13,56,29,37,5,40,126,24,5,50,71,208
Garrett Temple,334,44,101,13,37,35,50,6,25,21,13,6,27,42,136
Jason Terry,2540,456,1041,136,373,232,268,19,121,292,94,17,109,142,1280
Hasheem Thabeet,883,77,131,0,0,54,93,85,158,11,15,89,43,162,208
Etan Thomas,321,31,68,0,0,13,22,18,46,1,4,16,18,39,75
Kenny Thomas,313,17,35,0,0,7,12,35,51,15,10,10,17,42,41
Kurt Thomas,1049,99,208,0,0,12,15,84,207,47,26,46,48,159,210
Tim Thomas,285,49,106,16,43,21,24,13,28,14,10,2,14,31,135
Tyrus Thomas,1220,194,420,0,3,120,175,81,254,56,63,85,92,129,508
Jason Thompson,2357,370,784,1,10,198,277,224,413,124,41,73,139,279,939
Al Thornton,2079,320,676,11,31,153,211,116,178,90,45,35,102,206,804
Marcus Thornton,1872,398,883,117,313,144,177,72,139,114,58,11,76,127,1057
Jamaal Tinsley,589,52,140,7,39,22,27,11,55,108,33,5,63,67,133
Anthony Tolliver,1427,193,449,50,152,103,134,84,236,87,32,33,46,128,539
Alando Tucker,96,17,39,1,7,16,21,6,4,4,0,0,5,6,51
Ronny Turiaf,872,85,146,0,1,37,78,54,137,90,23,54,49,98,207
Hedo Türkoğlu,2272,276,674,108,289,175,226,42,301,304,55,32,125,220,835
Ime Udoka,944,91,241,26,91,42,57,51,140,58,34,6,42,83,250
Beno Udrih,2477,415,841,75,199,118,141,38,181,372,89,10,136,166,1023
Roko Ukić,97,14,30,3,12,9,11,0,3,12,1,0,6,6,40
Anderson Varejão,2166,267,467,1,5,116,175,189,389,87,71,67,67,223,651
Charlie Villanueva,1848,363,827,99,282,106,130,85,280,53,48,55,74,223,931
Sasha Vujačić,575,66,164,25,81,28,33,25,54,41,20,4,17,67,185
Dwyane Wade,2792,719,1511,73,243,534,702,107,266,501,142,82,252,181,2045
Henry Walker,768,120,232,50,116,39,49,15,73,40,23,3,28,83,329
Ben Wallace,1975,158,292,0,2,65,160,245,352,105,86,84,64,131,381
Gerald Wallace,3119,456,943,52,140,422,544,150,612,161,117,83,178,194,1386
Rasheed Wallace,1780,266,650,82,290,96,125,42,283,80,80,70,63,222,710
Luke Walton,272,30,84,7,17,2,4,12,26,40,10,1,12,19,69
Hakim Warrick,1557,265,550,1,7,202,274,127,187,52,24,18,80,126,733
C.J. Watson,1788,247,528,45,145,128,166,28,141,180,103,8,69,124,667
Earl Watson,2322,223,524,53,184,120,169,54,186,399,104,16,175,181,619
Kyle Weaver,144,12,33,7,19,5,6,1,17,11,6,6,4,13,36
Martell Webster,2005,259,639,124,332,126,155,47,221,62,45,40,60,153,768
Sonny Weems,1368,236,458,2,15,44,64,42,150,101,39,25,65,126,518
David West,2949,619,1226,7,27,296,342,164,441,239,76,60,173,233,1541
Delonte West,1500,194,436,25,77,115,142,29,140,196,55,28,90,86,528
Mario West,142,12,21,0,1,6,10,8,19,9,8,0,7,25,30
Russell Westbrook,2813,485,1160,23,104,329,422,143,258,652,108,34,268,204,1322
D.J. White,102,25,41,0,0,9,10,10,13,4,5,3,3,12,59
Chris Wilcox,441,63,120,0,0,26,52,44,73,13,13,12,38,64,152
Damien Wilkins,1585,165,381,18,61,103,129,72,177,135,66,25,76,144,451
Mike Wilks,59,6,12,2,3,2,4,1,3,4,0,0,4,5,16
Deron Williams,2802,494,1053,96,259,335,418,50,253,798,96,16,252,208,1419
Jason Williams,1703,189,426,84,221,31,41,7,119,298,53,3,87,65,493
Jawad Williams,742,81,206,30,93,32,45,16,67,34,12,5,18,73,224
Lou Williams,1912,318,677,70,206,192,233,25,162,268,80,15,106,110,898
Marcus Williams,872,104,271,24,81,37,55,13,80,161,32,1,74,43,269
Marvin Williams,2468,302,664,40,132,176,215,106,310,93,66,46,72,160,820
Mo Williams,2359,378,855,159,371,177,198,28,178,368,70,21,173,170,1092
Reggie Williams,782,140,283,33,92,52,62,18,92,66,23,6,29,49,365
Sean Williams,227,21,49,0,1,10,19,21,25,1,8,19,20,41,52
Shelden Williams,597,63,121,0,1,75,98,47,99,21,13,21,30,85,201
Terrence Williams,1764,261,651,31,100,103,144,46,302,223,43,10,124,126,656
Metta World Peace,2605,306,740,105,296,128,186,99,232,234,106,21,121,165,845
Antoine Wright,1392,162,399,58,173,53,77,38,152,71,30,11,58,134,435
Dorell Wright,1496,194,419,61,157,61,69,50,185,91,52,32,53,94,510
Julian Wright,871,116,232,2,6,25,41,58,86,41,29,18,44,45,259
Nick Young,1421,233,558,69,170,104,130,20,82,48,28,8,56,147,639
Sam Young,1321,224,497,11,56,136,175,77,124,52,34,20,94,106,595
Thaddeus Young,2145,382,813,48,138,114,165,130,220,97,81,15,126,133,926
