player,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts
Udonis Haslem,2177,312,632,0,0,147,193,167,462,52,30,23,75,174,771
Trenton Hassell,1106,90,219,0,5,52,69,56,96,50,17,9,47,91,232
Spencer Hawes,1904,312,666,26,87,73,106,145,291,158,32,83,131,200,723
Chuck Hayes,1773,161,329,0,0,36,66,151,314,139,73,43,74,219,358
Jarvis Hayes,1033,138,328,60,179,14,18,9,99,40,29,9,28,91,350
Brendan Haywood,2355,276,491,0,1,152,245,278,437,43,26,158,99,209,704
Luther Head,813,136,311,37,105,48,58,6,74,72,18,9,54,53,357
Gerald Henderson,355,37,104,4,19,35,47,15,40,13,10,9,14,25,113
Roy Hibbert,2035,387,782,3,6,169,224,177,287,158,30,131,145,285,946
J.J. Hickson,1691,289,522,0,1,111,163,110,290,40,36,39,92,132,689
Nenê,2755,421,717,0,2,293,416,166,461,203,115,82,125,281,1135
George Hill,2276,353,738,75,188,183,237,42,163,226,69,26,101,222,964
Grant Hill,2430,336,703,35,80,205,251,74,371,193,60,36,108,165,912
Jordan Hill,624,99,201,0,2,46,68,76,99,20,14,21,30,92,244
Kirk Hinrich,2481,308,753,104,280,85,113,24,236,330,85,24,113,204,805
Jrue Holiday,1767,230,520,62,159,65,86,56,135,280,79,18,156,153,587
Ryan Hollins,1223,169,303,0,1,109,158,79,128,51,19,38,95,199,447
Al Horford,2845,467,847,1,1,213,270,236,563,189,59,91,122,225,1148
Eddie House,1217,173,455,79,227,48,52,13,96,85,40,7,47,81,473
Dwight Howard,2843,510,834,0,7,483,816,284,798,144,75,228,274,287,1503
Josh Howard,918,157,388,23,86,109,139,30,95,48,26,11,46,91,446
Juwan Howard,1632,191,375,0,1,55,70,108,227,61,27,10,72,191,437
Lester Hudson,131,21,53,5,16,11,13,7,11,13,8,3,14,12,58
Larry Hughes,1115,137,386,43,139,94,113,23,119,137,52,15,75,70,411
Kris Humphries,1221,180,408,0,1,127,190,120,258,32,36,48,66,145,487
Chris Hunter,783,109,217,0,4,52,69,56,111,37,13,35,30,132,270
Lindsey Hunter,122,5,30,1,13,2,2,1,13,9,1,0,4,12,13
Othello Hunter,33,4,12,0,0,3,4,6,6,0,0,1,3,5,11
Steven Hunter,158,17,43,0,0,19,36,18,24,0,1,10,9,10,53
Serge Ibaka,1323,201,370,1,2,58,92,138,259,10,25,97,68,194,461
Andre Iguodala,3193,496,1120,94,303,315,430,82,447,472,141,55,218,145,1401
Zydrunas Ilgauskas,1339,194,438,11,23,75,101,114,231,48,14,50,63,183,474
D.J. Mbenga,355,48,103,0,0,9,19,32,55,8,5,29,15,54,105
Ersan İlyasova,1898,323,729,81,241,113,158,157,360,84,53,23,71,251,840
Allen Iverson,865,136,316,9,25,104,131,16,63,113,19,2,64,48,385
Royal Ivey,326,35,83,14,35,9,12,6,28,27,19,2,11,39,93
Jarrett Jack,2243,323,671,82,199,203,241,30,192,413,60,6,163,151,931
Cedric Jackson,74,6,20,1,6,7,12,2,6,14,3,2,11,7,20
Darnell Jackson,123,9,30,1,4,4,6,9,13,4,2,4,13,21,23
Stephen Jackson,3129,600,1418,129,393,338,434,78,323,300,132,43,259,197,1667
LeBron James,2966,768,1528,129,387,593,773,71,483,651,125,77,261,119,2258
Mike James,46,6,20,2,6,4,8,1,2,5,3,0,5,3,18
Antawn Jamison,2406,478,1036,85,247,194,300,136,419,84,71,21,91,179,1235
Nathan Jawai,412,49,111,0,1,26,38,49,55,24,10,9,27,58,124
Othyus Jeffers,73,12,29,0,0,13,19,8,11,1,4,0,6,10,37
Al Jefferson,2463,560,1125,0,4,181,266,180,523,137,63,98,136,205,1301
Richard Jefferson,2520,362,775,59,187,211,287,58,298,158,45,40,105,178,994
Jared Jeffries,1794,138,314,21,71,75,120,130,158,101,62,71,76,203,372
Brandon Jennings,2671,451,1216,145,388,223,273,49,233,470,105,18,200,191,1270
Jonas Jerebko,2232,290,603,36,115,125,176,194,284,58,79,29,82,230,741
Yi Jianlian,1655,227,563,15,41,154,193,115,257,47,37,52,77,170,623
Amir Johnson,1453,208,334,0,4,95,149,154,241,48,44,66,63,255,511
Anthony Johnson,406,49,111,13,39,19,20,8,40,63,11,1,26,32,130
James Johnson,757,95,210,15,46,51,70,34,94,48,21,43,62,126,256
Joe Johnson,2886,635,1386,129,350,220,269,74,279,369,82,5,145,145,1619
Dahntay Jones,1892,287,623,4,32,198,257,48,181,150,40,39,129,237,776
Dwayne Jones,7,0,0,0,0,0,0,0,2,0,0,0,0,1,0
James Jones,503,43,119,37,90,23,28,4,41,17,11,4,11,45,146
Solomon Jones,675,78,176,0,3,51,71,51,93,32,14,37,40,125,207
DeAndre Jordan,1137,144,238,0,2,48,128,122,230,21,16,62,75,152,336
Chris Kaman,2608,589,1202,0,6,230,307,184,520,120,37,94,223,213,1408
Jason Kapono,976,126,301,63,171,9,15,14,52,39,21,6,34,80,324
Coby Karl,113,11,32,2,11,4,6,4,14,15,3,1,10,14,28
Jason Kidd,2881,284,671,176,414,80,99,48,397,724,145,35,195,142,824
Andrei Kirilenko,1681,244,482,26,89,174,234,76,188,158,83,71,79,102,688
Kyle Korver,952,138,280,59,110,39,49,10,101,89,26,12,42,76,374
Kosta Koufos,172,22,47,0,0,9,15,16,29,6,2,4,15,26,53
Nenad Krstić,1741,281,560,1,5,76,106,134,249,52,32,45,58,177,639
Oliver Lafayette,22,3,6,1,2,0,0,1,3,2,0,0,1,0,7
Carl Landry,2469,499,931,1,3,344,427,188,280,66,55,63,136,234,1343
Marcus Landry,111,16,43,9,28,3,5,5,14,0,1,2,6,14,44
Acie Law,234,35,75,5,16,38,49,3,14,26,11,1,17,16,113
Ty Lawson,1318,201,390,34,83,106,140,42,82,203,48,2,82,89,542
Courtney Lee,2375,338,775,76,225,133,153,60,192,121,93,20,76,130,885
David Lee,3019,686,1258,0,8,268,330,228,721,295,85,40,189,257,1640
Rashard Lewis,2369,350,805,168,423,145,180,62,256,107,78,28,108,180,1013
Shaun Livingston,796,104,201,0,6,42,48,16,62,130,17,11,58,61,250
Brook Lopez,3027,563,1129,0,2,416,509,270,439,187,55,139,204,251,1542
Robin Lopez,986,171,291,0,0,88,125,104,144,7,10,53,41,117,430
Kevin Love,1714,291,646,35,106,225,276,227,431,136,43,23,117,136,842
Kyle Lowry,1651,184,464,37,136,215,260,91,156,305,60,9,116,173,620
Corey Maggette,2081,457,886,13,50,460,551,92,281,172,51,4,168,231,1387
Jamaal Magloire,359,28,56,0,0,21,59,41,80,1,9,11,17,59,77
Ian Mahinmi,165,35,55,0,0,31,47,13,39,2,3,8,15,32,101
Shawn Marion,2385,395,778,3,19,105,139,158,319,107,69,61,99,141,898
Sean Marks,75,4,8,0,0,2,5,14,9,2,0,3,2,17,10
Cartier Martin,390,50,136,17,49,24,30,25,43,16,11,1,19,48,141
Kenyon Martin,1986,283,620,8,29,93,167,142,404,109,72,61,91,186,667
Kevin Martin,1633,289,693,70,210,298,340,29,135,111,46,6,92,96,946
Desmond Mason,66,5,12,0,0,3,4,4,9,2,1,1,4,5,13
Roger Mason,1515,193,496,88,264,27,34,11,151,137,30,14,59,99,501
Wesley Matthews,2025,273,565,63,165,160,193,50,141,124,64,15,93,152,769
Jason Maxiell,1550,212,415,0,1,89,155,161,240,39,36,38,68,175,513
Sean May,331,51,111,0,4,21,32,20,50,17,12,7,19,46,123
Eric Maynor,1269,154,368,22,71,52,72,21,108,266,40,10,85,115,382
O.J. Mayo,3113,542,1183,136,355,212,262,61,250,242,98,17,176,174,1432
Luc Mbah a Moute,1866,177,369,6,17,93,133,171,229,81,60,39,70,181,453
Antonio McDyess,1617,205,428,0,2,36,57,149,306,83,43,32,79,147,446
JaVale McGee,968,156,307,0,1,74,116,88,155,14,16,101,51,122,386
Tracy McGrady,673,91,235,16,64,47,63,22,72,99,15,14,44,40,245
Dominic McGuire,307,19,52,0,0,0,7,23,56,11,5,4,17,35,38
Josh McRoberts,524,76,146,8,23,19,38,40,87,44,17,16,19,74,179
Jodie Meeks,719,104,268,42,132,31,39,9,90,39,18,5,25,52,281
Pops Mensah-Bonsu,120,13,33,0,0,13,24,16,19,3,4,9,10,20,39
C.J. Miles,1497,241,562,74,217,66,95,42,126,105,58,17,81,190,622
Darko Miličić,685,100,204,0,1,15,28,47,104,47,22,34,35,82,215
Andre Miller,2500,404,908,16,80,322,392,81,185,445,93,9,173,169,1146
Brad Miller,1950,250,581,37,132,182,220,83,316,154,44,29,107,189,719
Mike Miller,1805,217,433,82,171,70,85,55,281,212,39,12,115,131,586
Patty Mills,38,10,24,2,4,4,7,1,1,5,0,0,4,6,26
Paul Millsap,2277,385,716,1,9,183,264,186,373,131,64,99,116,285,954
Nazr Mohammed,984,189,342,0,0,81,125,114,190,28,15,43,53,105,459
Jamario Moon,1052,114,247,32,100,36,45,26,165,49,34,30,23,69,296
Mikki Moore,406,54,90,0,0,7,11,26,43,36,5,13,21,60,115
Randolph Morris,124,23,41,0,0,16,27,10,28,2,5,3,12,34,62
Adam Morrison,241,32,85,5,21,5,8,10,22,18,3,2,10,17,74
Anthony Morrow,2018,329,703,140,307,101,114,61,198,104,65,16,84,158,899
Byron Mullens,54,7,19,0,0,0,0,3,7,1,2,0,4,13,14
Troy Murphy,2344,384,813,128,333,154,193,129,608,150,72,34,100,175,1050
Ronald Murray,1673,268,683,69,221,141,194,28,155,135,46,16,91,126,746
Eduardo Nájera,685,62,146,19,64,14,24,34,81,29,26,14,25,94,157
Steve Nash,2660,499,985,124,291,211,225,34,234,892,42,12,295,108,1333
Jameer Nelson,1860,317,706,86,226,98,116,26,168,353,48,2,139,147,818
Rasho Nesterović,413,81,149,0,0,1,5,37,52,25,10,17,16,54,163
Joakim Noah,1925,262,520,0,0,163,219,220,484,132,32,100,117,198,687
Andrés Nocioni,1477,234,587,96,249,71,99,32,190,75,32,26,67,160,635
Steve Novak,362,42,108,22,71,7,9,1,32,6,7,2,2,21,113
Dirk Nowitzki,3039,720,1496,51,121,536,586,80,540,218,70,79,149,208,2027
Patrick O'Bryant,51,8,15,0,1,3,6,2,9,1,2,4,5,12,19
Jermaine O'Neal,1991,394,745,0,2,162,225,124,362,92,25,95,125,212,950
Shaquille O'Neal,1240,262,463,0,1,112,226,93,262,80,15,62,105,169,636
Fabricio Oberto,650,35,56,0,0,13,17,34,71,51,11,9,36,121,83
Greg Oden,502,92,152,0,0,49,64,64,114,19,8,48,39,84,233
Lamar Odom,2585,342,739,58,182,140,202,184,618,267,75,59,150,227,882
Emeka Okafor,2370,348,656,0,0,154,274,251,491,55,54,127,111,218,850
Mehmet Okur,2149,355,775,82,213,196,239,132,383,119,38,81,127,223,988
Kevin Ollie,263,18,45,0,1,8,8,3,22,20,9,0,6,16,44
Travis Outlaw,730,110,281,40,105,49,59,33,88,34,18,17,32,43,309
Zaza Pachulia,1089,120,246,0,4,93,143,117,176,42,37,31,58,186,333
Jannero Pargo,829,132,381,38,138,42,45,9,69,89,29,2,50,68,344
Anthony Parker,2289,206,475,108,261,75,95,30,201,157,63,18,71,151,595
Tony Parker,1728,349,716,10,34,186,246,7,128,317,29,8,149,96,894
Chris Paul,1712,314,637,52,127,161,190,20,171,480,96,8,112,118,841
Sasha Pavlović,877,109,300,35,118,10,26,12,105,58,23,6,53,84,263
Oleksiy Pecherov,447,77,188,14,52,29,32,32,92,11,9,14,32,55,197
Kendrick Perkins,2154,314,522,0,3,163,280,155,440,80,26,132,165,219,791
Morris Peterson,973,116,301,62,171,33,54,17,109,41,25,5,27,81,327
Johan Petro,436,54,101,0,1,14,21,32,97,14,10,13,23,80,122
Paul Pierce,2411,409,867,109,263,369,433,39,271,218,84,31,166,196,1296
Mickaël Piétrus,1687,233,539,116,306,69,109,39,176,49,53,31,69,138,651
James Posey,1731,126,345,81,242,66,80,32,297,117,42,19,51,204,399
Leon Powe,236,21,49,0,0,37,63,19,42,0,6,2,11,36,79
Josh Powell,581,71,194,7,16,20,31,44,72,35,9,6,33,71,169
A.J. Price,865,145,354,60,174,60,75,12,76,106,35,3,59,53,410
Ronnie Price,806,98,242,18,63,41,59,28,46,123,40,13,56,109,255
Tayshaun Prince,1664,282,580,27,73,70,98,71,177,161,34,22,60,77,661
Joel Przybilla,681,45,86,0,0,33,51,72,166,8,8,43,39,95,123
Chris Quinn,223,20,56,10,32,6,6,1,15,29,9,1,10,15,56
Vladimir Radmanović,891,103,273,30,108,20,27,51,127,45,29,7,44,97,256
Anthony Randolph,749,137,309,1,5,109,136,73,142,42,28,51,49,92,384
Shavlik Randolph,53,6,18,0,0,2,2,7,7,1,1,1,3,9,14
Zach Randolph,3051,652,1336,15,52,362,465,330,620,149,80,34,174,226,1681
Theo Ratliff,807,70,152,0,0,38,50,59,98,25,12,61,41,87,178
Michael Redd,492,75,213,18,60,47,66,11,43,39,19,2,15,24,215
J.J. Redick,1808,243,553,111,274,191,222,17,138,158,28,4,63,118,788
Chris Richard,224,15,29,0,0,7,11,19,40,7,8,4,14,50,37
Jason Richardson,2485,473,998,157,400,136,184,81,323,143,66,33,92,169,1239
Quentin Richardson,2082,242,561,142,358,52,71,64,310,93,70,18,62,169,678
Luke Ridnour,1759,328,686,69,181,127,140,24,119,324,54,7,106,182,852
Nate Robinson,1115,215,493,87,223,50,67,28,82,163,49,5,73,116,567
Sergio Rodríguez,1048,167,351,32,91,68,93,24,65,212,50,5,114,84,434
Rajon Rondo,2963,459,904,17,80,175,282,100,260,794,189,11,246,198,1110
Derrick Rose,2871,672,1373,16,60,259,338,65,228,469,57,27,217,96,1619
